reference_year,reference_benchmark_return,reference_benchmark_max_drawdown,reference_benchmark_volatility,reference_coverage_status,comparison_allowed,disabled_reason,similarity_year,similarity_score,cluster_label
2025,0.21190066933389518,-0.104915155674276,0.14987822366096035,coverage_ok,True,,2017,1.6347607100818964,pullback_failure_year
