year,big_winner_stock_years,episode_count,close_confirmed_50pct_count,avg_forward_gain_intraday,median_forward_gain_intraday,max_forward_gain_intraday,avg_duration_trading_days,median_duration_trading_days,avg_daily_amplitude,max_daily_amplitude,avg_turnover_money,truncated_by_year_boundary_count,pit_universe_instruments,big_winner_ratio
2017,34,34,30,0.6715107563016752,0.6459691800522046,1.0119389497694375,76.29411764705883,81.5,0.04063680154435775,0.16102001070976257,1576202405.4117646,11,187,0.18181818181818182
2018,19,19,19,0.6336579064910856,0.6119105153149724,0.8455211433701195,62.78947368421053,69.0,0.04794011245432653,0.15521979331970215,934501899.5789474,13,200,0.095
2019,90,90,80,0.8974215955573084,0.7890063141099912,2.8448980402122297,124.88888888888889,122.0,0.04019243686149518,0.19242431223392487,1126276686.0444446,75,200,0.45
2020,140,140,135,1.1754671795388847,0.9129120910774144,4.325926038953993,127.45714285714286,130.0,0.045137271524540015,0.2134314328432083,1382048182.7428572,127,292,0.4794520547945205
2021,151,151,135,1.032749343598697,0.7628127957853734,4.15633467069353,85.90728476821192,84.0,0.05768305238410337,0.19506610929965973,1865725845.192053,115,359,0.4206128133704735
2022,93,93,83,0.8081210843588355,0.6994871481870995,2.2944080490113317,72.44086021505376,56.0,0.051839053210231564,0.17344751954078674,1479674596.5591397,42,306,0.30392156862745096
2023,46,46,39,0.8200734805916885,0.7127371568152888,2.329625907027201,94.1086956521739,78.5,0.04429142934310695,0.15194985270500183,1749977309.2173913,35,275,0.16727272727272727
2024,161,161,134,0.7481246799517586,0.6678048110589749,2.596491203609462,126.14906832298136,158.0,0.03679079458302593,0.19720028340816498,1548952061.6149068,89,279,0.5770609318996416
