year,instrument,name,industry_name,max_forward_gain_intraday,max_forward_gain_close_confirmed,main_low_date,main_high_date,close_confirmed_peak_date,main_duration_trading_days,episode_count,first_intraday_50pct_date,first_close_confirmed_50pct_date,readable_days_in_year,membership_days_in_year,coverage_status,truncated_by_year_boundary
2020,SH600346,恒力石化,基础化工,1.4985074759999084,1.4587063299016556,2020-03-30,2020-12-28,2020-12-28,184,1,2020-08-04,2020-08-04,243,243,coverage_ok,True
2020,SH600362,江西铜业,有色金属,0.6272140869827756,0.5813203920292485,2020-02-25,2020-12-02,2020-12-01,105,1,2020-11-30,2020-11-30,149,149,coverage_ok,True
2020,SH600383,金地集团,房地产,0.6142708928147003,0.579110686379223,2020-02-04,2020-07-06,2020-07-06,104,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SH600406,国电南瑞,电力设备,0.6784452749311702,0.6595995915712711,2020-02-03,2020-12-28,2020-12-28,224,1,2020-11-17,2020-11-24,243,243,coverage_ok,True
2020,SH600436,片仔癀,医药生物,1.7417881506236714,1.544995150626415,2020-01-07,2020-09-03,2020-09-02,161,1,2020-06-22,2020-06-22,243,243,coverage_ok,True
2020,SH600438,通威股份,电力设备,2.719537620246104,2.6722686348152815,2020-03-24,2020-12-28,2020-12-25,184,1,2020-06-23,2020-06-24,238,238,coverage_ok,True
2020,SH600519,贵州茅台,食品饮料,1.1063786153317072,1.1053447803107916,2020-03-19,2020-12-31,2020-12-31,194,1,2020-06-19,2020-06-23,243,243,coverage_ok,True
2020,SH600547,山东黄金,有色金属,0.7110306488511804,0.6406007861911511,2020-03-19,2020-08-07,2020-08-06,96,1,2020-07-09,2020-07-27,242,242,coverage_ok,True
2020,SH600570,恒生电子,计算机,1.0508526942526646,1.0189147476078002,2020-01-02,2020-07-09,2020-07-08,124,1,2020-06-10,2020-06-11,243,243,coverage_ok,True
2020,SH600584,长电科技,电子,0.8361462812973002,0.7577356096953132,2020-05-15,2020-07-14,2020-07-14,14,1,2020-07-09,2020-07-10,134,134,coverage_ok,False
2020,SH600585,海螺水泥,建筑材料,0.5256488875371625,0.5046352814694837,2020-02-03,2020-07-30,2020-07-20,123,1,2020-07-20,2020-07-20,243,243,coverage_ok,True
2020,SH600588,用友网络,计算机,1.5193654180876104,1.4400373388188075,2020-01-02,2020-07-09,2020-07-09,124,1,2020-02-12,2020-02-12,243,243,coverage_ok,True
2020,SH600600,青岛啤酒,食品饮料,2.013125889557522,1.9761906286763478,2020-03-19,2020-12-16,2020-12-14,183,1,2020-05-06,2020-05-06,243,243,coverage_ok,True
2020,SH600606,绿地控股,房地产,1.040816286810733,0.9464285627398479,2020-03-23,2020-07-10,2020-07-10,74,1,2020-07-02,2020-07-02,238,238,coverage_ok,True
2020,SH600660,福耀玻璃,汽车,1.639426048717466,1.5864003311623511,2020-03-25,2020-12-29,2020-12-31,156,1,2020-08-06,2020-08-06,207,207,coverage_ok,True
2020,SH600690,海尔智家,家用电器,1.265876314824919,1.2489414498093985,2020-03-23,2020-11-23,2020-11-23,162,1,2020-08-04,2020-08-04,241,241,coverage_ok,True
2020,SH600703,三安光电,电子,0.7270194252027156,0.7197771324316198,2020-01-08,2020-02-25,2020-02-25,29,1,2020-02-20,2020-02-20,243,243,coverage_ok,True
2020,SH600741,华域汽车,汽车,1.065902584081659,1.0351002700414895,2020-04-29,2020-11-05,2020-11-06,126,1,2020-09-07,2020-09-08,243,243,coverage_ok,True
2020,SH600745,闻泰科技,电子,0.9088173809022246,0.846951333545209,2020-01-08,2020-02-26,2020-02-25,30,1,2020-02-20,2020-02-20,232,232,coverage_ok,True
2020,SH600760,中航沈飞,国防军工,1.2511602023515485,1.2279582573869656,2020-05-19,2020-12-24,2020-12-31,119,1,2020-07-10,2020-07-10,124,124,coverage_ok,True
2020,SH600763,通策医疗,医药生物,0.8712193164288902,0.8473605096773846,2020-07-20,2020-12-30,2020-12-31,112,1,2020-08-31,2020-08-31,127,127,coverage_ok,True
2020,SH600809,山西汾酒,食品饮料,4.004647085787983,4.0042431857476934,2020-02-04,2020-12-31,2020-12-31,226,1,2020-05-13,2020-05-13,243,243,coverage_ok,True
2020,SH600837,海通证券(退),非银金融,0.5642023678398005,0.513618757178649,2020-05-27,2020-07-08,2020-07-08,29,1,2020-07-07,2020-07-08,243,243,coverage_ok,True
2020,SH600845,宝信软件,计算机,0.9304174198945181,0.9304174198945181,2020-02-06,2020-08-05,2020-08-05,111,1,2020-06-23,2020-07-08,211,211,coverage_ok,True
2020,SH600887,伊利股份,食品饮料,0.7192660942170763,0.6954128613747714,2020-03-17,2020-12-31,2020-12-31,196,1,2020-08-28,2020-08-28,243,243,coverage_ok,True
2020,SH600893,航发动力,国防军工,1.7830411322295832,1.7650401347341638,2020-01-02,2020-12-31,2020-12-31,221,1,2020-07-09,2020-07-09,221,221,coverage_ok,True
2020,SH600926,杭州银行,银行,1.013513536734218,0.8903904566123999,2020-05-08,2020-11-30,2020-11-30,139,1,2020-08-17,2020-08-17,162,162,coverage_ok,True
2020,SH600958,东方证券,非银金融,0.6101469677102929,0.5353805542617784,2020-02-04,2020-07-09,2020-07-09,107,1,2020-07-08,2020-07-08,243,243,coverage_ok,True
2020,SH600989,宝丰能源,UNKNOWN,0.9197431784158552,0.8924558468310269,2020-02-04,2020-08-18,2020-08-17,135,1,2020-03-06,2020-08-06,243,243,coverage_ok,True
2020,SH600999,招商证券,非银金融,0.988515974887699,0.8913427936929439,2020-02-04,2020-07-07,2020-07-08,105,1,2020-07-02,2020-07-02,237,237,coverage_ok,True
2020,SH601012,隆基绿能,电力设备,3.3930583960020826,3.3348967866721777,2020-03-24,2020-12-28,2020-12-25,188,1,2020-05-18,2020-06-01,243,243,coverage_ok,True
2020,SH601066,中信建投,非银金融,1.1957115217318397,1.1637427222379082,2020-02-04,2020-08-10,2020-08-10,129,1,2020-07-02,2020-07-02,243,243,coverage_ok,True
2020,SH601088,中国神华,煤炭,0.5217390426067012,0.5083611293417298,2020-03-19,2020-11-30,2020-12-02,171,1,2020-11-30,,243,243,coverage_ok,True
2020,SH601100,恒立液压,机械设备,2.1547267356395863,2.1265412087527475,2020-02-27,2020-12-31,2020-12-31,198,1,2020-07-01,2020-07-07,198,198,coverage_ok,True
2020,SH601155,新城控股,房地产,0.6074807260233432,0.5777376060806858,2020-03-19,2020-09-23,2020-09-22,129,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SH601166,兴业银行,银行,0.5464014464782372,0.5132574722772938,2020-03-19,2020-11-30,2020-12-01,171,1,2020-11-30,,243,243,coverage_ok,True
2020,SH601216,君正集团,基础化工,1.4289100733662594,1.2440760042309695,2020-07-29,2020-08-10,2020-08-10,9,1,2020-07-31,2020-07-31,71,71,coverage_ok,False
2020,SH601225,陕西煤业,煤炭,0.7097506174014212,0.6666667027087811,2020-03-19,2020-11-30,2020-11-23,171,1,2020-11-09,2020-11-09,243,243,coverage_ok,True
2020,SH601236,红塔证券,非银金融,0.8257698872005779,0.7455430023645557,2020-02-04,2020-03-05,2020-07-14,23,1,2020-02-24,2020-02-24,243,243,coverage_ok,False
2020,SH601238,广汽集团,汽车,0.7830303076541785,0.6993939948804451,2020-07-01,2020-11-24,2020-11-23,99,1,2020-10-30,2020-10-30,243,243,coverage_ok,True
2020,SH601336,新华保险,非银金融,0.9023591252444336,0.8807339667413898,2020-03-23,2020-10-19,2020-10-21,139,1,2020-07-07,2020-07-08,243,243,coverage_ok,False
2020,SH601377,兴业证券,非银金融,0.5098684901923694,0.388157843140023,2020-07-03,2020-07-13,2020-07-10,7,1,2020-07-13,,124,124,coverage_ok,True
2020,SH601600,中国铝业,有色金属,0.5037313841132274,0.4552238799331183,2020-07-03,2020-11-25,2020-12-02,92,1,2020-11-25,,174,174,coverage_ok,True
2020,SH601601,中国太保,非银金融,0.6373359652334012,0.5969858513117403,2020-03-23,2020-11-30,2020-12-01,169,1,2020-11-26,2020-11-26,243,243,coverage_ok,False
2020,SH601607,上海医药,医药生物,0.5626703036218315,0.5156675434233633,2020-03-17,2020-08-07,2020-08-07,94,1,2020-08-06,2020-08-07,237,237,coverage_ok,True
2020,SH601628,中国人寿,非银金融,1.2173507337376068,1.20895519732473,2020-03-19,2020-10-19,2020-10-21,141,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SH601633,长城汽车,汽车,4.325926038953993,4.272592615198206,2020-02-04,2020-12-31,2020-12-31,226,1,2020-07-14,2020-07-20,243,243,coverage_ok,True
2020,SH601698,中国卫通,国防军工,1.4159212425403562,1.3005365484156042,2020-02-04,2020-08-04,2020-08-06,125,1,2020-02-07,2020-02-07,230,230,coverage_ok,True
2020,SH601788,光大证券,非银金融,1.9348269440389334,1.8340123002625228,2020-02-04,2020-07-13,2020-07-09,104,1,2020-06-30,2020-06-30,238,238,coverage_ok,True
2020,SH601865,福莱特,建筑材料,0.9940665874477133,0.9735281597263028,2020-08-04,2020-11-02,2020-11-02,23,1,2020-10-12,2020-10-12,66,66,coverage_ok,True
2020,SH601877,正泰电器,电力设备,0.7761787391109558,0.7667493373738203,2020-03-17,2020-12-31,2020-12-31,194,1,2020-08-26,2020-08-27,240,240,coverage_ok,True
2020,SH601881,中国银河,非银金融,0.8655043636836532,0.8219178830567222,2020-04-27,2020-07-08,2020-07-08,48,1,2020-07-03,2020-07-03,243,243,coverage_ok,True
2020,SH601888,中国中免,社会服务,3.3137946546087846,3.263208595939635,2020-03-30,2020-12-31,2020-12-31,187,1,2020-05-29,2020-05-29,243,243,coverage_ok,True
2020,SH601899,紫金矿业,有色金属,2.0273972334300723,1.945205533139855,2020-03-19,2020-12-02,2020-12-28,173,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SH601901,方正证券,非银金融,0.5574533608467385,0.5574533608467385,2020-02-04,2020-12-31,2020-12-31,226,1,2020-07-21,2020-12-31,243,243,coverage_ok,True
2020,SH601919,中远海控,交通运输,2.2034884518774978,2.0930233041681805,2020-03-31,2020-12-30,2020-12-31,120,1,2020-09-07,2020-09-08,168,168,coverage_ok,True
2020,SH601933,永辉超市,商贸零售,0.6031976089389224,0.6031976089389224,2020-02-03,2020-04-28,2020-04-28,61,1,2020-04-09,2020-04-14,243,243,coverage_ok,False
2020,SH603160,汇顶科技,电子,0.8837459213787551,0.8118744239119777,2020-01-08,2020-02-25,2020-02-25,29,1,2020-01-22,2020-01-22,243,243,coverage_ok,True
2020,SH603259,药明康德,医药生物,1.2451354540296693,1.2151016510345833,2020-03-19,2020-12-31,2020-12-31,194,1,2020-06-23,2020-06-23,243,243,coverage_ok,True
2020,SH603288,海天味业,食品饮料,1.6897393101078415,1.6388008740984374,2020-03-19,2020-12-17,2020-12-25,184,1,2020-05-19,2020-05-21,243,243,coverage_ok,True
2020,SH603369,今世缘,食品饮料,0.5645839815415248,0.513028917843346,2020-07-01,2020-12-23,2020-12-17,120,1,2020-12-17,2020-12-17,126,126,coverage_ok,True
2020,SH603501,豪威集团,电子,0.9151099223458123,0.8915525437728196,2020-03-24,2020-07-14,2020-07-14,75,1,2020-05-06,2020-05-06,243,243,coverage_ok,True
2020,SH603658,安图生物,医药生物,0.6960353074372436,0.6689743385377105,2020-03-26,2020-11-03,2020-11-03,144,1,2020-06-10,2020-06-11,209,209,coverage_ok,False
2020,SH603799,华友钴业,有色金属,0.9107142598090165,0.8931878450170738,2020-02-10,2020-12-31,2020-12-31,59,1,2020-12-17,2020-12-18,66,66,coverage_ok,True
2020,SH603806,福斯特,电力设备,0.533219708358714,0.48040878996333913,2020-07-27,2020-12-23,2020-12-25,96,1,2020-12-23,,102,102,coverage_ok,True
2020,SH603833,欧派家居,轻工制造,0.8184920453526787,0.8038405697540427,2020-07-01,2020-11-24,2020-11-24,99,1,2020-09-21,2020-10-13,139,139,coverage_ok,True
2020,SH603899,晨光股份,轻工制造,0.753833552380099,0.7413616527224702,2020-05-29,2020-12-31,2020-12-31,132,1,2020-10-14,2020-10-16,132,132,coverage_ok,True
2020,SH603986,兆易创新,电子,1.077527708931115,1.0677276455625733,2020-01-02,2020-02-25,2020-02-25,33,1,2020-02-13,2020-02-13,243,243,coverage_ok,False
2020,SH603993,洛阳钼业,有色金属,0.9764309188595757,0.9360269173770457,2020-04-28,2020-12-31,2020-12-31,167,1,2020-07-14,2020-08-05,243,243,coverage_ok,True
2020,SZ000001,平安银行,银行,0.7828334679523026,0.7114787080129352,2020-03-19,2020-11-30,2020-12-01,171,1,2020-10-19,2020-10-21,243,243,coverage_ok,True
2020,SZ000063,中兴通讯,通信,0.6141272296918543,0.5687848082320277,2020-01-02,2020-03-03,2020-02-25,38,1,2020-02-25,2020-02-25,243,243,coverage_ok,True
2020,SZ000069,华侨城Ａ,房地产,0.5799614101847823,0.5491329235473854,2020-06-12,2020-07-08,2020-07-07,12,1,2020-07-07,2020-07-07,216,216,coverage_ok,True
2020,SZ000100,TCL科技,电子,1.1329305331803035,1.0362537424874736,2020-04-28,2020-12-03,2020-12-02,146,1,2020-06-03,2020-06-08,242,242,coverage_ok,True
2020,SZ000157,中联重科,机械设备,0.8471337025058552,0.8025477075066723,2020-06-16,2020-12-07,2020-12-07,113,1,2020-12-01,2020-12-01,191,191,coverage_ok,True
2020,SZ000166,申万宏源,非银金融,0.6578249420744036,0.6127320834128589,2020-02-04,2020-07-08,2020-07-08,106,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SZ000333,美的集团,家用电器,1.6989045789619035,1.6820031422597883,2020-03-23,2020-12-31,2020-12-31,192,1,2020-06-08,2020-07-01,243,243,coverage_ok,True
2020,SZ000338,潍柴动力,汽车,0.5971073916062475,0.5671487188055899,2020-03-27,2020-11-24,2020-11-23,161,1,2020-11-13,2020-11-17,243,243,coverage_ok,True
2020,SZ000538,云南白药,医药生物,0.8640800950819243,0.8262827957729526,2020-03-17,2020-09-03,2020-09-02,117,1,2020-07-03,2020-07-03,243,243,coverage_ok,True
2020,SZ000568,泸州老窖,食品饮料,2.566588172419897,2.5299875370885836,2020-03-19,2020-12-31,2020-12-31,194,1,2020-07-01,2020-07-01,243,243,coverage_ok,True
2020,SZ000596,古井贡酒,食品饮料,1.8877643282383185,1.8380567454677088,2020-03-23,2020-12-28,2020-12-28,189,1,2020-05-11,2020-05-13,243,243,coverage_ok,True
2020,SZ000625,长安汽车,汽车,1.8787879897141888,1.8202021365773415,2020-05-06,2020-12-02,2020-12-01,131,1,2020-09-17,2020-09-17,191,191,coverage_ok,True
2020,SZ000661,长春高新,医药生物,1.432744336596282,1.3831112783612212,2020-03-19,2020-08-04,2020-07-29,93,1,2020-05-13,2020-05-14,243,243,coverage_ok,True
2020,SZ000708,中信特钢,钢铁,1.2639406627835852,1.2156133626912196,2020-02-04,2020-11-23,2020-12-21,198,1,2020-02-24,2020-02-25,243,243,coverage_ok,True
2020,SZ000725,京东方Ａ,电子,0.809999942779541,0.8000000317891438,2020-04-28,2020-12-30,2020-12-31,166,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SZ000768,中航西飞,国防军工,1.18757542971426,1.1694813863824742,2020-03-02,2020-12-31,2020-12-31,136,1,2020-07-09,2020-08-03,136,136,coverage_ok,True
2020,SZ000786,北新建材,建筑材料,0.6890900071959434,0.6394997663724162,2020-03-04,2020-11-25,2020-11-25,90,1,2020-10-16,2020-10-16,116,116,coverage_ok,True
2020,SZ000858,五粮液,食品饮料,2.0256163722384657,1.9986831668836427,2020-03-19,2020-12-31,2020-12-31,194,1,2020-05-15,2020-05-18,243,243,coverage_ok,True
2020,SZ000876,新希望,农林牧渔,1.719535762909313,1.6589297917399137,2020-02-04,2020-09-02,2020-09-02,146,1,2020-02-26,2020-02-26,243,243,coverage_ok,True
2020,SZ000895,双汇发展,食品饮料,1.5570578347518098,1.5381287661496676,2020-02-03,2020-08-31,2020-08-28,145,1,2020-03-31,2020-04-03,243,243,coverage_ok,True
2020,SZ000938,紫光股份,计算机,0.8481076071389932,0.8012947363731671,2020-02-04,2020-07-09,2020-07-09,107,1,2020-02-14,2020-02-18,243,243,coverage_ok,True
2020,SZ000987,越秀资本,非银金融,0.5388889312744141,0.47444449530707455,2020-07-09,2020-07-15,2020-07-15,5,1,2020-07-15,,46,46,coverage_ok,False
2020,SZ002001,新和成,医药生物,0.5974795850774357,0.5700519395501966,2020-02-07,2020-09-02,2020-09-02,143,1,2020-09-01,2020-09-01,236,236,coverage_ok,True
2020,SZ002007,华兰生物,医药生物,2.023634644662673,1.8370008210770257,2020-02-03,2020-08-04,2020-08-03,126,1,2020-04-03,2020-04-07,230,230,coverage_ok,True
2020,SZ002024,ST易购,商贸零售,0.6127023960028812,0.5628892413538376,2020-04-28,2020-07-14,2020-07-14,51,1,2020-07-13,2020-07-13,243,243,coverage_ok,False
2020,SZ002027,分众传媒,传媒,1.80536899435204,1.7550335522143885,2020-04-13,2020-12-02,2020-12-10,157,1,2020-07-01,2020-07-01,243,243,coverage_ok,True
2020,SZ002032,苏泊尔,家用电器,0.5685016844825346,0.5043460865168925,2020-03-23,2020-07-24,2020-07-29,84,1,2020-07-14,,243,243,coverage_ok,True
2020,SZ002044,美年健康,医药生物,0.6295337619651951,0.6044905048461973,2020-06-19,2020-08-28,2020-08-28,49,1,2020-07-13,2020-08-24,144,144,coverage_ok,True
2020,SZ002049,紫光国微,电子,0.8928391870671082,0.836323965094657,2020-07-02,2020-08-07,2020-08-07,27,1,2020-07-09,2020-07-09,125,125,coverage_ok,True
2020,SZ002050,三花智控,家用电器,1.153973561432021,1.0869204671930506,2020-04-14,2020-11-05,2020-11-09,137,1,2020-06-08,2020-06-11,224,224,coverage_ok,True
2020,SZ002129,TCL中环,电力设备,0.7757296487226477,0.6835636947480528,2020-03-13,2020-07-15,2020-07-13,41,1,2020-07-06,2020-07-06,165,165,coverage_ok,True
2020,SZ002142,宁波银行,银行,0.8247817064440484,0.7565502642594095,2020-03-19,2020-11-30,2020-12-02,171,1,2020-07-07,2020-08-10,243,243,coverage_ok,True
2020,SZ002179,中航光电,国防军工,0.8360071204280688,0.8079322071873554,2020-08-03,2020-12-31,2020-12-31,94,1,2020-12-07,2020-12-08,96,96,coverage_ok,True
2020,SZ002236,大华股份,电子,0.5200845900406692,0.494009964048695,2020-04-02,2020-11-09,2020-08-24,126,1,2020-08-14,,216,216,coverage_ok,True
2020,SZ002241,歌尔股份,电子,2.4076162662131355,2.282792541271634,2020-03-24,2020-11-09,2020-10-29,153,1,2020-05-21,2020-05-26,242,242,coverage_ok,True
2020,SZ002271,东方雨虹,建筑材料,1.254247230824721,1.1833626903382006,2020-03-02,2020-09-03,2020-09-03,112,1,2020-07-02,2020-07-02,191,191,coverage_ok,True
2020,SZ002304,洋河股份,食品饮料,2.026625828682438,2.0197398767505432,2020-03-19,2020-12-31,2020-12-31,194,1,2020-07-02,2020-07-02,243,243,coverage_ok,True
2020,SZ002311,海大集团,农林牧渔,1.4861975220789758,1.4323671144657983,2020-02-03,2020-09-03,2020-09-02,148,1,2020-05-13,2020-05-13,243,243,coverage_ok,True
2020,SZ002352,顺丰控股,交通运输,1.5932913423393247,1.5735250636696865,2020-01-06,2020-10-13,2020-10-14,184,1,2020-06-12,2020-06-15,243,243,coverage_ok,True
2020,SZ002371,北方华创,电子,1.328383987435319,1.2353175119738404,2020-01-14,2020-08-04,2020-08-03,134,1,2020-02-18,2020-02-18,235,235,coverage_ok,True
2020,SZ002410,广联达,计算机,1.06509494965358,1.051372240695048,2020-03-10,2020-10-14,2020-10-15,127,1,2020-06-17,2020-06-17,190,190,coverage_ok,True
2020,SZ002415,海康威视,电子,0.9011603269524995,0.8646325112199147,2020-03-24,2020-11-09,2020-11-06,153,1,2020-08-11,2020-08-12,243,243,coverage_ok,True
2020,SZ002459,晶澳科技,电力设备,0.6640844702933468,0.6415492802143001,2020-11-10,2020-12-23,2020-12-23,24,1,2020-12-22,2020-12-22,49,49,coverage_ok,True
2020,SZ002460,赣锋锂业,有色金属,2.070074305616214,2.039159219345641,2020-03-30,2020-12-28,2020-12-25,183,1,2020-06-18,2020-06-18,239,239,coverage_ok,True
2020,SZ002475,立讯精密,电子,1.4544378810417902,1.3822484607847247,2020-03-24,2020-10-13,2020-10-12,134,1,2020-06-03,2020-06-05,243,243,coverage_ok,True
2020,SZ002493,荣盛石化,基础化工,1.9746193532312941,1.9695430947845791,2020-02-04,2020-12-31,2020-12-31,226,1,2020-07-06,2020-07-06,243,243,coverage_ok,True
2020,SZ002555,三七互娱,传媒,0.9303857231278041,0.877234215322074,2020-01-02,2020-07-14,2020-07-13,127,1,2020-06-12,2020-06-12,243,243,coverage_ok,True
2020,SZ002594,比亚迪,汽车,3.268567842987262,3.1710876554448033,2020-01-10,2020-11-06,2020-12-31,198,1,2020-02-25,2020-02-25,243,243,coverage_ok,True
2020,SZ002600,领益智造,电子,0.9328859043220137,0.8711409311778673,2020-03-24,2020-12-07,2020-12-02,173,1,2020-07-07,2020-07-07,243,243,coverage_ok,True
2020,SZ002601,龙佰集团,基础化工,0.6770833627435202,0.6195176143753021,2020-07-17,2020-11-23,2020-11-23,40,1,2020-11-16,2020-11-17,68,68,coverage_ok,True
2020,SZ002602,世纪华通,传媒,0.5756301763375782,0.5084032527505289,2020-02-03,2020-07-09,2020-07-08,108,1,2020-07-07,2020-07-08,243,243,coverage_ok,True
2020,SZ002607,中公教育,传媒,2.073342799234478,2.039492069572759,2020-02-04,2020-11-05,2020-11-02,186,1,2020-03-02,2020-03-02,243,243,coverage_ok,True
2020,SZ002624,完美世界,传媒,0.7044314518280046,0.6935617973379888,2020-03-17,2020-07-22,2020-07-22,86,1,2020-06-30,2020-06-30,238,238,coverage_ok,True
2020,SZ002714,牧原股份,农林牧渔,1.3004628834303755,1.253115007893531,2020-02-03,2020-07-15,2020-07-20,112,1,2020-02-19,2020-02-21,243,243,coverage_ok,True
2020,SZ002736,国信证券,非银金融,0.5850816436365802,0.5233100012871268,2020-02-04,2020-08-19,2020-08-19,136,1,2020-07-13,2020-08-19,243,243,coverage_ok,True
2020,SZ002812,恩捷股份,基础化工,1.35940480954172,1.3393320695567361,2020-06-19,2020-12-30,2020-12-31,131,1,2020-09-21,2020-09-29,153,153,coverage_ok,True
2020,SZ002841,视源股份,电子,0.5982942932504121,0.5877420620605696,2020-02-03,2020-12-31,2020-12-31,220,1,2020-07-13,2020-11-19,236,236,coverage_ok,True
2020,SZ002916,深南电路,电子,0.9706366702758338,0.9319430345499153,2020-01-02,2020-07-09,2020-07-09,121,1,2020-02-17,2020-02-17,240,240,coverage_ok,False
2020,SZ002938,鹏鼎控股,电子,1.1189563450632347,1.024942499585558,2020-03-24,2020-10-09,2020-10-09,132,1,2020-05-07,2020-06-01,243,243,coverage_ok,True
2021,SH600010,包钢股份,钢铁,2.693693560174647,2.5405405550534805,2021-02-08,2021-09-01,2021-09-02,138,1,2021-03-01,2021-03-01,243,243,coverage_ok,True
2021,SH600011,华能国际,公用事业,1.9289938708087355,1.7988164845703682,2021-02-09,2021-12-24,2021-12-24,212,1,2021-08-24,2021-08-31,243,243,coverage_ok,True
2021,SH600018,上港集团,交通运输,0.5457063949742682,0.5207756040592448,2021-02-04,2021-09-23,2021-09-23,154,1,2021-09-08,2021-09-08,243,243,coverage_ok,True
2021,SH600019,宝钢股份,钢铁,1.1531532199126766,1.11036030738813,2021-01-05,2021-09-13,2021-09-13,170,1,2021-03-03,2021-03-11,243,243,coverage_ok,True
2021,SH600025,华能水电,公用事业,1.1573333740234375,1.0879999796549478,2021-01-12,2021-10-08,2021-09-30,177,1,2021-04-12,2021-04-12,243,243,coverage_ok,True
2021,SH600048,保利发展,房地产,0.7484356279366664,0.7058824161309658,2021-08-02,2021-12-27,2021-12-31,99,1,2021-09-22,2021-09-29,243,243,coverage_ok,True
2021,SH600089,特变电工,电力设备,1.3958333264346479,1.30555547277133,2021-01-27,2021-09-07,2021-09-07,46,1,2021-08-25,2021-08-25,122,122,coverage_ok,True
2021,SH600111,北方稀土,有色金属,3.6880804440520176,3.6052631307001786,2021-01-07,2021-09-13,2021-09-10,168,1,2021-02-03,2021-02-18,240,240,coverage_ok,True
2021,SH600132,重庆啤酒,食品饮料,1.1880087574368758,1.1334432279472524,2021-03-26,2021-07-22,2021-07-21,80,1,2021-04-29,2021-04-29,229,229,coverage_ok,True
2021,SH600143,金发科技,基础化工,0.7628127957853734,0.638259752456166,2021-01-08,2021-02-03,2021-02-01,19,1,2021-01-27,2021-01-27,154,154,coverage_ok,False
2021,SH600150,中国船舶,国防军工,1.23262620976063,1.1485004151657519,2021-02-04,2021-09-23,2021-09-23,154,1,2021-08-25,2021-08-25,243,243,coverage_ok,True
2021,SH600176,中国巨石,基础化工,0.6449999809265137,0.6091666221618652,2021-07-28,2021-09-09,2021-09-08,32,1,2021-09-03,2021-09-07,243,243,coverage_ok,True
2021,SH600188,兖矿能源,煤炭,3.1054218037672863,2.8524097045268437,2021-03-01,2021-09-17,2021-09-16,140,1,2021-03-29,2021-03-29,209,209,coverage_ok,True
2021,SH600196,复星医药,医药生物,1.5151428195444545,1.3974619883607167,2021-03-24,2021-08-05,2021-08-04,92,1,2021-04-29,2021-04-30,243,243,coverage_ok,True
2021,SH600219,南山铝业,有色金属,0.6024844104238083,0.5683230266660813,2021-05-17,2021-08-16,2021-09-13,26,1,2021-08-12,2021-08-12,118,118,coverage_ok,True
2021,SH600309,万华化学,基础化工,0.6685115474119463,0.5996309738016175,2021-01-04,2021-02-18,2021-02-18,29,1,2021-02-09,2021-02-09,243,243,coverage_ok,True
2021,SH600346,恒力石化,基础化工,0.8318471671862808,0.7142250632583735,2021-01-04,2021-02-18,2021-02-18,29,1,2021-01-21,2021-01-21,243,243,coverage_ok,True
2021,SH600362,江西铜业,有色金属,0.7213317668457873,0.6874230578233576,2021-01-29,2021-02-23,2021-09-13,13,1,2021-02-22,2021-02-22,243,243,coverage_ok,True
2021,SH600406,国电南瑞,电力设备,1.2533040229021877,1.1350954602091292,2021-01-06,2021-12-15,2021-12-15,229,1,2021-08-02,2021-08-02,243,243,coverage_ok,True
2021,SH600426,华鲁恒升,基础化工,0.6838503521416297,0.6500911515991492,2021-03-24,2021-09-16,2021-09-13,122,1,2021-07-09,2021-07-12,243,243,coverage_ok,True
2021,SH600436,片仔癀,医药生物,1.0525447359197333,1.0437366534424268,2021-03-09,2021-07-21,2021-07-21,92,1,2021-05-14,2021-05-14,243,243,coverage_ok,True
2021,SH600438,通威股份,电力设备,1.1527503181807681,1.1230708569059833,2021-03-25,2021-09-03,2021-09-02,112,1,2021-06-30,2021-07-22,243,243,coverage_ok,True
2021,SH600460,士兰微,电子,1.1272830755691072,0.9828767563229368,2021-05-24,2021-07-27,2021-07-29,43,1,2021-06-22,2021-06-23,150,150,coverage_ok,False
2021,SH600600,青岛啤酒,食品饮料,0.6300411216359576,0.5982346386591679,2021-03-09,2021-06-30,2021-06-29,77,1,2021-06-07,2021-06-07,243,243,coverage_ok,True
2021,SH600663,陆家嘴,房地产,0.5070956258377357,0.3926206898791784,2021-06-02,2021-07-16,2021-07-15,32,1,2021-07-16,,37,37,coverage_ok,True
2021,SH600702,舍得酒业,食品饮料,0.8359017154031307,0.788332969517533,2021-05-19,2021-07-22,2021-12-10,46,1,2021-06-02,2021-06-03,155,155,coverage_ok,False
2021,SH600703,三安光电,电子,0.9830356663130977,0.9830356663130977,2021-03-19,2021-08-04,2021-08-04,94,1,2021-07-21,2021-07-21,243,243,coverage_ok,True
2021,SH600733,北汽蓝谷,汽车,0.5707511018519678,0.5177866673461753,2021-04-28,2021-05-20,2021-05-20,11,1,2021-05-20,2021-05-20,147,147,coverage_ok,False
