year,instrument,episode_rank,low_date,high_date,entry_family,exit_family,signal_search_start,signal_search_end,anchor_search_start,anchor_search_end,search_window_truncated,search_window_truncate_reason,would_have_signal_near_start,first_signal_date,entry_date,entry_price,exit_date,exit_price,signal_lag_trading_days,would_exit_before_high,exit_before_high_reason,missed_reason,gain_before_first_signal_intraday,gain_before_first_signal_close_confirmed,gain_after_first_signal_intraday,gain_lost_by_early_exit,anchor_type_used_for_alignment
2017,SH600029,1,2017-08-07,2017-12-26,breakdown_repair_diagnostic,layered_exit,2017-08-07,2017-12-26,2017-07-19,2017-09-13,False,,True,2017-08-22,2017-08-23,8.170000076293945,2017-08-24,7.96999979019165,11.0,True,ema60_exit,early_exit,0.08842650497773974,0.07282183857121471,0.4914424638279973,0.5307402923999036,first_ema60_reclaim
2017,SH600029,1,2017-08-07,2017-12-26,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-08-07,2017-12-26,2017-07-19,2017-09-13,False,,True,2017-08-22,2017-08-23,8.170000076293945,2017-08-24,7.96999979019165,11.0,True,ema60_exit,early_exit,0.08842650497773974,0.07282183857121471,0.4914424638279973,0.5307402923999036,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,ema_state_baseline,ema60_exit_only,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,ema_state_baseline,stop_plus_time,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,breakout_core,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,breakout_core,stop_plus_time,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,breakout_core,fast_failure_exit_diagnostic,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_original,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_original,stop_plus_time,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_strict_trend,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_strict_money,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_top_score,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_strict_trend,fast_failure_exit_diagnostic,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,pullback_original,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,breakdown_repair_diagnostic,layered_exit,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600111,1,2017-07-13,2017-08-10,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-07-13,2017-08-10,2017-07-13,2017-08-14,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,ema_state_baseline,ema60_exit_only,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,2017-10-11,2017-10-12,32.63999938964844,2017-11-27,34.2599983215332,56.0,True,ema60_exit,early_exit,0.31796697671478946,0.295114263939634,0.32795871445974556,0.27408066737831294,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,ema_state_baseline,stop_plus_time,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,2017-10-11,2017-10-12,32.63999938964844,2017-11-27,34.2599983215332,56.0,True,ema60_exit,early_exit,0.31796697671478946,0.295114263939634,0.32795871445974556,0.27408066737831294,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,breakout_core,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,2017-10-11,2017-10-12,32.63999938964844,2017-11-14,37.15999984741211,56.0,True,trailing_stop,early_exit,0.31796697671478946,0.295114263939634,0.32795871445974556,0.17465020734973913,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,breakout_core,stop_plus_time,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,2017-10-11,2017-10-12,32.63999938964844,2017-11-27,34.2599983215332,56.0,True,ema60_exit,early_exit,0.31796697671478946,0.295114263939634,0.32795871445974556,0.27408066737831294,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,breakout_core,fast_failure_exit_diagnostic,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,2017-10-11,2017-10-12,32.63999938964844,2017-11-13,39.130001068115234,56.0,True,fast_industry_failure,early_exit,0.31796697671478946,0.295114263939634,0.32795871445974556,0.11551240312760314,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_original,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_original,stop_plus_time,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_strict_trend,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_strict_money,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_top_score,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_strict_trend,fast_failure_exit_diagnostic,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,pullback_original,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,breakdown_repair_diagnostic,layered_exit,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,True,2017-08-09,2017-08-10,27.229999542236328,2017-08-11,26.600000381469727,16.0,True,ema60_exit,early_exit,0.07959024919458102,0.07328607848131163,0.6024229769693252,0.640977477439687,first_ema60_reclaim
2017,SH600196,1,2017-07-18,2017-12-25,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-07-18,2017-12-25,2017-07-12,2017-09-06,False,,True,2017-08-09,2017-08-10,27.229999542236328,2017-08-11,26.600000381469727,16.0,True,ema60_exit,early_exit,0.07959024919458102,0.07328607848131163,0.6024229769693252,0.640977477439687,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,ema_state_baseline,ema60_exit_only,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,2017-10-11,2017-10-12,27.110000610351562,,,62.0,False,,not_missed,0.3177925860942854,0.2887725767190592,0.2325581100618308,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,ema_state_baseline,stop_plus_time,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,2017-10-11,2017-10-12,27.110000610351562,,,62.0,False,,not_missed,0.3177925860942854,0.2887725767190592,0.2325581100618308,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,breakout_core,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,2017-10-11,2017-10-12,27.110000610351562,,,62.0,False,,not_missed,0.3177925860942854,0.2887725767190592,0.2325581100618308,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,breakout_core,stop_plus_time,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,2017-10-11,2017-10-12,27.110000610351562,,,62.0,False,,not_missed,0.3177925860942854,0.2887725767190592,0.2325581100618308,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,breakout_core,fast_failure_exit_diagnostic,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,2017-10-11,2017-10-12,27.110000610351562,,,62.0,False,,not_missed,0.3177925860942854,0.2887725767190592,0.2325581100618308,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_original,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_original,stop_plus_time,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_strict_trend,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_strict_money,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_top_score,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_strict_trend,fast_failure_exit_diagnostic,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,pullback_original,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,breakdown_repair_diagnostic,layered_exit,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600276,1,2017-07-10,2017-11-07,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-07-10,2017-11-07,2017-07-04,2017-08-07,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,ema_state_baseline,ema60_exit_only,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-08-29,2017-08-30,28.440000534057617,,,39.0,False,,late_signal,0.33802818976324867,0.32303500846954636,0.23247630964109334,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,ema_state_baseline,stop_plus_time,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-08-29,2017-08-30,28.440000534057617,,,39.0,False,,late_signal,0.33802818976324867,0.32303500846954636,0.23247630964109334,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,breakout_core,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-01,2017-09-04,29.959999084472656,,,42.0,False,,late_signal,0.3630167963666613,0.3548386817231375,0.17337364307686176,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,breakout_core,stop_plus_time,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-01,2017-09-04,29.959999084472656,,,42.0,False,,late_signal,0.3630167963666613,0.3548386817231375,0.17337364307686176,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,breakout_core,fast_failure_exit_diagnostic,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-01,2017-09-04,29.959999084472656,2017-09-22,31.010000228881836,42.0,True,fast_ema20_failure,late_signal,0.3630167963666613,0.3548386817231375,0.17337364307686176,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_original,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-25,2017-09-26,32.11000061035156,,,58.0,False,,late_signal,0.5601998998403668,0.551567522524002,0.09275456521684733,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_original,stop_plus_time,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-25,2017-09-26,32.11000061035156,,,58.0,False,,late_signal,0.5601998998403668,0.551567522524002,0.09275456521684733,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_strict_trend,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-25,2017-09-26,32.11000061035156,,,58.0,False,,late_signal,0.5601998998403668,0.551567522524002,0.09275456521684733,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_strict_money,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_top_score,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-25,2017-09-26,32.11000061035156,,,58.0,False,,late_signal,0.5601998998403668,0.551567522524002,0.09275456521684733,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_strict_trend,fast_failure_exit_diagnostic,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-25,2017-09-26,32.11000061035156,,,58.0,False,,late_signal,0.5601998998403668,0.551567522524002,0.09275456521684733,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,pullback_original,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,2017-09-25,2017-09-26,32.11000061035156,,,58.0,False,,late_signal,0.5601998998403668,0.551567522524002,0.09275456521684733,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,breakdown_repair_diagnostic,layered_exit,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600309,1,2017-07-05,2017-10-10,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-07-05,2017-10-10,2017-07-04,2017-08-02,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,ema_state_baseline,ema60_exit_only,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-09,2017-08-10,413.4100036621094,,,23.0,False,,not_missed,0.1173635494684917,0.11262482474844826,0.47996329383072855,,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,ema_state_baseline,stop_plus_time,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-09,2017-08-10,413.4100036621094,2017-08-29,412.0199890136719,23.0,True,time_stop,early_exit,0.1173635494684917,0.11262482474844826,0.47996329383072855,0.48434550118283215,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,breakout_core,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-09,2017-08-10,413.4100036621094,2017-08-29,412.0199890136719,23.0,True,time_stop,early_exit,0.1173635494684917,0.11262482474844826,0.47996329383072855,0.48434550118283215,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,breakout_core,stop_plus_time,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-09,2017-08-10,413.4100036621094,2017-08-29,412.0199890136719,23.0,True,time_stop,early_exit,0.1173635494684917,0.11262482474844826,0.47996329383072855,0.48434550118283215,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,breakout_core,fast_failure_exit_diagnostic,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-09,2017-08-10,413.4100036621094,2017-08-18,412.20001220703125,23.0,True,time_stop,early_exit,0.1173635494684917,0.11262482474844826,0.47996329383072855,0.4836972318736179,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_original,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-21,2017-08-22,410.29998779296875,2017-09-06,408.2699890136719,31.0,True,trailing_stop,early_exit,0.13577984485754446,0.132898911889481,0.4834453959479508,0.49797936058769077,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_original,stop_plus_time,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-21,2017-08-22,410.29998779296875,2017-09-06,408.2699890136719,31.0,True,time_stop,early_exit,0.13577984485754446,0.132898911889481,0.4834453959479508,0.49797936058769077,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_strict_trend,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_strict_money,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-21,2017-08-22,410.29998779296875,2017-09-06,408.2699890136719,31.0,True,trailing_stop,early_exit,0.13577984485754446,0.132898911889481,0.4834453959479508,0.49797936058769077,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_top_score,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_strict_trend,fast_failure_exit_diagnostic,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,pullback_original,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,2017-08-21,2017-08-22,410.29998779296875,2017-09-06,408.2699890136719,31.0,True,trailing_stop,early_exit,0.13577984485754446,0.132898911889481,0.4834453959479508,0.49797936058769077,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,breakdown_repair_diagnostic,layered_exit,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600519,1,2017-07-07,2017-12-29,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-07-07,2017-12-29,2017-07-04,2017-08-04,True,left_boundary,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,ema_state_baseline,ema60_exit_only,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,2017-10-13,2017-10-16,13.140000343322754,,,44.0,False,,not_missed,0.2610745096509417,0.2356267748252623,0.27459950587884574,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,ema_state_baseline,stop_plus_time,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,2017-10-13,2017-10-16,13.140000343322754,,,44.0,False,,not_missed,0.2610745096509417,0.2356267748252623,0.27459950587884574,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,breakout_core,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,2017-10-31,2017-11-01,14.1899995803833,,,55.0,False,,late_signal,0.35438269090947006,0.341187559160842,0.17427966423156893,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,breakout_core,stop_plus_time,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,2017-10-31,2017-11-01,14.1899995803833,,,55.0,False,,late_signal,0.35438269090947006,0.341187559160842,0.17427966423156893,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,breakout_core,fast_failure_exit_diagnostic,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,2017-10-31,2017-11-01,14.1899995803833,,,55.0,False,,late_signal,0.35438269090947006,0.341187559160842,0.17427966423156893,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_original,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_original,stop_plus_time,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_strict_trend,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_strict_money,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_top_score,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_strict_trend,fast_failure_exit_diagnostic,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,pullback_original,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,False,,,,,,,False,,no_signal,,,,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,breakdown_repair_diagnostic,layered_exit,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,True,2017-08-28,2017-08-29,11.510000228881836,,,15.0,False,,not_missed,0.11404336261080616,0.08388316419620678,0.45304339864979615,,first_ema60_reclaim
2017,SH600690,1,2017-08-07,2017-11-21,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,2017-08-07,2017-11-21,2017-07-31,2017-09-25,False,,True,2017-08-28,2017-08-29,11.510000228881836,2017-09-01,11.479999542236328,15.0,True,fast_industry_failure,early_exit,0.11404336261080616,0.08388316419620678,0.45304339864979615,0.4555748911830979,first_ema60_reclaim
2017,SH600703,1,2017-07-13,2017-11-13,ema_state_baseline,ema60_exit_only,2017-07-13,2017-11-13,2017-07-04,2017-08-10,True,left_boundary,False,2017-09-25,2017-09-26,20.25,,,52.0,False,,not_missed,0.28657435604880965,0.2649006295513401,0.41037034399715466,,first_ema60_reclaim
2017,SH600703,1,2017-07-13,2017-11-13,ema_state_baseline,stop_plus_time,2017-07-13,2017-11-13,2017-07-04,2017-08-10,True,left_boundary,False,2017-09-25,2017-09-26,20.25,,,52.0,False,,not_missed,0.28657435604880965,0.2649006295513401,0.41037034399715466,,first_ema60_reclaim
2017,SH600703,1,2017-07-13,2017-11-13,breakout_core,layered_exit,2017-07-13,2017-11-13,2017-07-04,2017-08-10,True,left_boundary,False,2017-09-28,2017-09-29,21.860000610351562,,,55.0,False,,not_missed,0.33654424727137777,0.32390120187074034,0.29877215839962434,,first_ema60_reclaim
2017,SH600703,1,2017-07-13,2017-11-13,breakout_core,stop_plus_time,2017-07-13,2017-11-13,2017-07-04,2017-08-10,True,left_boundary,False,2017-09-28,2017-09-29,21.860000610351562,,,55.0,False,,not_missed,0.33654424727137777,0.32390120187074034,0.29877215839962434,,first_ema60_reclaim
2017,SH600703,1,2017-07-13,2017-11-13,breakout_core,fast_failure_exit_diagnostic,2017-07-13,2017-11-13,2017-07-04,2017-08-10,True,left_boundary,False,2017-09-28,2017-09-29,21.860000610351562,2017-10-13,21.68000030517578,55.0,True,time_stop,early_exit,0.33654424727137777,0.32390120187074034,0.29877215839962434,0.3173431302546663,first_ema60_reclaim
