datetime,readable_pit_instruments,close_gt_ema60_ratio,ema20_gt_ema60_ratio,width_ok,market_width_state
2017-07-04,138,0.782608695652174,0.7463768115942029,True,width_strong
2017-07-05,140,0.8,0.75,True,width_strong
2017-07-06,138,0.7753623188405797,0.7536231884057971,True,width_strong
2017-07-07,142,0.7746478873239436,0.7464788732394366,True,width_strong
2017-07-10,140,0.7857142857142857,0.75,True,width_strong
2017-07-11,140,0.8,0.75,True,width_strong
2017-07-12,140,0.7714285714285715,0.75,True,width_strong
2017-07-13,140,0.8071428571428572,0.7785714285714286,True,width_strong
2017-07-14,139,0.8345323741007195,0.7769784172661871,True,width_strong
2017-07-17,135,0.6962962962962963,0.8,True,width_strong
2017-07-18,138,0.7536231884057971,0.782608695652174,True,width_strong
2017-07-19,141,0.8581560283687943,0.8226950354609929,True,width_strong
2017-07-20,140,0.8642857142857143,0.8428571428571429,True,width_strong
2017-07-21,141,0.8865248226950354,0.8652482269503546,True,width_strong
2017-07-24,143,0.8741258741258742,0.8671328671328671,True,width_strong
2017-07-25,143,0.8041958041958042,0.8741258741258742,True,width_strong
2017-07-26,144,0.7708333333333334,0.8611111111111112,True,width_strong
2017-07-27,147,0.7755102040816326,0.8707482993197279,True,width_strong
2017-07-28,146,0.7602739726027398,0.863013698630137,True,width_strong
2017-07-31,143,0.8041958041958042,0.8601398601398601,True,width_strong
2017-08-01,143,0.8321678321678322,0.8671328671328671,True,width_strong
2017-08-02,146,0.773972602739726,0.863013698630137,True,width_strong
2017-08-03,143,0.7062937062937062,0.8321678321678322,True,width_strong
2017-08-04,143,0.6713286713286714,0.8181818181818182,True,width_strong
2017-08-07,142,0.6901408450704225,0.8169014084507042,True,width_strong
2017-08-08,145,0.6689655172413793,0.8068965517241379,True,width_strong
2017-08-09,145,0.6896551724137931,0.8137931034482758,True,width_strong
2017-08-10,146,0.678082191780822,0.8082191780821918,True,width_strong
2017-08-11,143,0.5314685314685315,0.7902097902097902,False,width_neutral
2017-08-14,145,0.6482758620689655,0.7655172413793103,True,width_strong
2017-08-15,147,0.5986394557823129,0.7755102040816326,True,width_strong
2017-08-16,146,0.5821917808219178,0.7602739726027398,True,width_strong
2017-08-17,146,0.6986301369863014,0.7671232876712328,True,width_strong
2017-08-18,143,0.6993006993006993,0.7622377622377622,True,width_strong
2017-08-21,147,0.7482993197278912,0.7755102040816326,True,width_strong
2017-08-22,144,0.7291666666666666,0.7777777777777778,True,width_strong
2017-08-23,145,0.7172413793103448,0.7862068965517242,True,width_strong
2017-08-24,145,0.6068965517241379,0.7586206896551724,True,width_strong
2017-08-25,146,0.7945205479452054,0.7534246575342466,True,width_strong
2017-08-28,147,0.8775510204081632,0.782312925170068,True,width_strong
2017-08-29,149,0.8590604026845637,0.8053691275167785,True,width_strong
2017-08-30,149,0.8523489932885906,0.8322147651006712,True,width_strong
2017-08-31,149,0.825503355704698,0.825503355704698,True,width_strong
2017-09-01,153,0.7908496732026143,0.8366013071895425,True,width_strong
2017-09-04,154,0.7727272727272727,0.8376623376623377,True,width_strong
2017-09-05,153,0.7908496732026143,0.8366013071895425,True,width_strong
2017-09-06,153,0.8300653594771242,0.8300653594771242,True,width_strong
2017-09-07,152,0.7763157894736842,0.8355263157894737,True,width_strong
2017-09-08,153,0.7516339869281046,0.8169934640522876,True,width_strong
