year,rule_version_id,entry_type,exit_reason,industry_name,market_trend_state,market_width_state,trend_score_bucket,money_ratio_bucket,gap_bucket,initial_risk_bucket,holding_days_bucket,trades,net_pnl,avg_loss_pnl,stop_time_trade_ratio
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,计算机,market_trend_on,width_strong,top20,gt120,gap_up_gt2,risk_8_12,d6_10,1,-1399.3347450256347,-1399.3347450256347,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,银行,market_trend_on,width_strong,top10,gt120,flat_up,risk_4_8,d6_10,1,-1334.6230555534391,-1334.6230555534391,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,非银金融,market_trend_on,width_strong,top20,gt120,gap_up_gt2,risk_gt12,d6_10,1,-1329.4736343383788,-1329.4736343383788,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,家用电器,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d6_10,1,-1295.0640014648422,-1295.0640014648422,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,电子,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d20p,1,-1172.7896431446075,-1172.7896431446075,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,非银金融,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d6_10,1,-1166.982931137085,-1166.982931137085,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,医药生物,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d20p,1,-1146.7049961090117,-1146.7049961090117,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,轻工制造,market_trend_on,width_strong,top10,gt120,gap_up_gt2,risk_gt12,d6_10,1,-1013.6455066680923,-1013.6455066680923,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,非银金融,market_trend_on,width_strong,top20,gt120,gap_up_gt2,risk_gt12,d11_20,2,-823.7352561712257,-411.86762808561286,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,银行,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d6_10,1,-809.014749097824,-809.014749097824,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top20,gt120,flat_up,risk_4_8,d11_20,1,-778.3480094909697,-778.3480094909697,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,电子,market_trend_on,width_strong,top20,gt120,flat_up,risk_4_8,d20p,1,-758.19370470047,-758.19370470047,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d11_20,1,-757.9931716918945,-757.9931716918945,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d6_10,1,-743.2656406402573,-743.2656406402573,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,电子,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d6_10,1,-722.7250991821318,-722.7250991821318,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,房地产,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d11_20,1,-671.8554496765166,-671.8554496765166,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,家用电器,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d6_10,1,-586.6980451583855,-586.6980451583855,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,国防军工,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-578.0477202177048,-578.0477202177048,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,医药生物,market_trend_on,width_strong,top10,gt120,flat_down,risk_8_12,d6_10,1,-571.3638095855728,-571.3638095855728,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top20,gt120,gap_down_gt2,risk_8_12,d11_20,1,-379.70877838134766,-379.70877838134766,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d11_20,1,-365.42071437835983,-365.42071437835983,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,电子,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d11_20,1,-286.6683654785127,-286.6683654785127,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top10,gt120,flat_down,risk_4_8,d11_20,1,-266.20095100402796,-266.20095100402796,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,食品饮料,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d6_10,1,-236.8236034393314,-236.8236034393314,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,非银金融,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d20p,1,-223.07979049682473,-223.07979049682473,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,医药生物,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d20p,1,-219.1963291168213,-219.1963291168213,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,基础化工,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d11_20,1,-212.24470005035255,-212.24470005035255,1.0
2019,breakout_stop_time_base__risk_unit_w05_ind25,breakout,time_stop,银行,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d20p,1,-95.31200122833252,-95.31200122833252,1.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,gap_up_gt2,risk_gt12,d20p,2,-12411.878176069262,-6205.939088034631,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,农林牧渔,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d11_20,1,-10017.039275264739,-10017.039275264739,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,电子,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d20p,1,-6907.624363708494,-6907.624363708494,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,计算机,market_trend_on,width_strong,top10,080_100,flat_up,risk_gt12,d20p,1,-6506.356663131713,-6506.356663131713,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,计算机,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d11_20,1,-6403.632853698732,-6403.632853698732,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-6345.7197732925415,-6345.7197732925415,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d20p,1,-6333.678071212771,-6333.678071212771,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d20p,1,-6309.707651138306,-6309.707651138306,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d11_20,1,-6220.009698200226,-6220.009698200226,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,电子,market_trend_on,width_strong,top20,100_120,flat_up,risk_gt12,d11_20,1,-6144.919957828523,-6144.919957828523,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,医药生物,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d11_20,1,-5879.611497116089,-5879.611497116089,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d11_20,1,-5675.058259963989,-5675.058259963989,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,通信,market_trend_on,width_strong,top10,060_080,gap_down_gt2,risk_gt12,d0_3,1,-5470.476797103882,-5470.476797103882,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,flat_down,risk_8_12,d0_3,1,-5376.8055120468125,-5376.8055120468125,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top10,gt120,flat_up,risk_8_12,d20p,2,-5252.872627496717,-2626.4363137483583,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,gt120,gap_up_gt2,risk_gt12,d20p,1,-5053.23814702034,-5053.23814702034,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,060_080,flat_up,risk_8_12,d20p,1,-5043.392298603059,-5043.392298603059,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top10,gt120,flat_down,risk_8_12,d20p,1,-4686.072074890137,-4686.072074890137,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,080_100,gap_up_gt2,risk_gt12,d20p,1,-4671.5023178100555,-4671.5023178100555,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d20p,1,-4623.6904582977295,-4623.6904582977295,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-4598.6705851078,-4598.6705851078,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,080_100,gap_up_gt2,risk_gt12,d20p,1,-4584.238778686524,-4584.238778686524,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top10,100_120,flat_up,risk_gt12,d20p,1,-4534.275595617293,-4534.275595617293,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d11_20,1,-4385.152919983862,-4385.152919983862,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d6_10,1,-4022.735986232756,-4022.735986232756,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,电子,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d20p,1,-3636.2537858962996,-3636.2537858962996,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,080_100,flat_up,risk_4_8,d6_10,1,-3529.9237409591647,-3529.9237409591647,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,lt060,flat_down,risk_4_8,d11_20,1,-3525.0948924064605,-3525.0948924064605,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,lt060,flat_down,risk_8_12,d11_20,1,-3305.8829548358945,-3305.8829548358945,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,电力设备,market_trend_on,width_strong,top10,080_100,flat_down,risk_8_12,d11_20,1,-3199.0306674957274,-3199.0306674957274,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,医药生物,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d20p,1,-2389.589828014374,-2389.589828014374,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,100_120,flat_up,risk_gt12,d20p,1,-2311.7755891799898,-2311.7755891799898,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d20p,1,-2151.453296089174,-2151.453296089174,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,gt120,flat_up,risk_4_8,d20p,1,-1877.0823200225816,-1877.0823200225816,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,060_080,flat_up,risk_8_12,d20p,1,-701.1654868125945,-701.1654868125945,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,060_080,flat_up,risk_gt12,d11_20,1,-663.3475002288815,-663.3475002288815,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-534.0224807262421,-534.0224807262421,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,农林牧渔,market_trend_on,width_strong,top10,gt120,gap_up_gt2,risk_gt12,d20p,1,-254.28329315185692,-254.28329315185692,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,060_080,flat_up,risk_4_8,d20p,1,-246.10006103515616,-246.10006103515616,0.0
2019,ema_state_ema60_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top20,100_120,flat_up,risk_lt4,d6_10,1,-60.0,-60.0,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,gap_down_gt2,risk_gt12,d4_5,1,-5101.249466896057,-5101.249466896057,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,gap_up_gt2,risk_gt12,d20p,2,-4973.104005384446,-2486.552002692223,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,gt120,gap_up_gt2,risk_gt12,d20p,2,-4301.458839988707,-2150.7294199943535,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,农林牧渔,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d11_20,1,-3919.711020755767,-3919.711020755767,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d11_20,1,-3437.3737805843352,-3437.3737805843352,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-3384.3838790893556,-3384.3838790893556,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,060_080,flat_up,risk_gt12,d11_20,1,-3307.275001525879,-3307.275001525879,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,电子,market_trend_on,width_strong,top20,100_120,flat_up,risk_gt12,d11_20,1,-3234.1683988571167,-3234.1683988571167,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,医药生物,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d11_20,1,-3079.7964984893797,-3079.7964984893797,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,通信,market_trend_on,width_strong,top10,060_080,gap_down_gt2,risk_gt12,d0_3,1,-3008.7622384071337,-3008.7622384071337,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,计算机,market_trend_on,width_strong,top10,080_100,flat_up,risk_gt12,d20p,1,-2957.4348468780518,-2957.4348468780518,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top10,gt120,flat_up,risk_8_12,d20p,2,-2920.343235397338,-1460.171617698669,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,gt120,flat_down,risk_8_12,d0_3,1,-2895.202968025209,-2895.202968025209,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d20p,1,-2714.433459091187,-2714.433459091187,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,060_080,flat_up,risk_8_12,d20p,1,-2641.776918315889,-2641.776918315889,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-2554.9919071197523,-2554.9919071197523,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top10,100_120,flat_up,risk_gt12,d20p,1,-2543.6180170536036,-2543.6180170536036,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d20p,1,-2524.7603212356553,-2524.7603212356553,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d20p,1,-2523.8830604553223,-2523.8830604553223,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,080_100,gap_up_gt2,risk_gt12,d20p,1,-2335.7511589050278,-2335.7511589050278,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,基础化工,market_trend_on,width_strong,top10,080_100,gap_up_gt2,risk_gt12,d20p,1,-2304.8618403434753,-2304.8618403434753,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,080_100,gap_up_gt2,risk_gt12,d20p,1,-2292.119389343262,-2292.119389343262,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d6_10,1,-2223.090939760209,-2223.090939760209,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,060_080,flat_up,risk_4_8,d20p,1,-2125.533034324646,-2125.533034324646,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,电子,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d20p,1,-2020.1409921646118,-2020.1409921646118,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,lt060,flat_down,risk_4_8,d11_20,1,-1935.3462154388412,-1935.3462154388412,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,电力设备,market_trend_on,width_strong,top10,080_100,flat_down,risk_8_12,d11_20,1,-1890.3363035202026,-1890.3363035202026,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top20,gt120,flat_down,risk_gt12,d20p,1,-1849.4761833190926,-1849.4761833190926,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,lt060,flat_down,risk_8_12,d11_20,1,-1828.786315441133,-1828.786315441133,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,电子,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d20p,1,-1726.9060909271234,-1726.9060909271234,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d11_20,1,-1308.7450973510756,-1308.7450973510756,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,医药生物,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d20p,1,-1257.6788568496704,-1257.6788568496704,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,计算机,market_trend_on,width_strong,top20,gt120,gap_up_gt2,risk_gt12,d11_20,1,-1137.649934864045,-1137.649934864045,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,lt060,flat_down,risk_8_12,d20p,1,-971.6344667434678,-971.6344667434678,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,银行,market_trend_on,width_strong,top20,080_100,gap_up_gt2,risk_4_8,d20p,1,-879.7923660278306,-879.7923660278306,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d11_20,1,-866.8776214599613,-866.8776214599613,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top20,100_120,flat_up,risk_lt4,d6_10,1,-810.314998626709,-810.314998626709,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,农林牧渔,market_trend_on,width_strong,top10,080_100,flat_down,risk_gt12,d20p,1,-697.1689160346992,-697.1689160346992,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,060_080,gap_up_gt2,risk_8_12,d20p,1,-487.8781215667723,-487.8781215667723,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,060_080,flat_up,risk_8_12,d20p,1,-369.03446674346924,-369.03446674346924,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top20,lt060,gap_up_gt2,risk_gt12,d6_10,1,-94.00001525878906,-94.00001525878906,0.0
2019,ema_state_ema60_base__risk_unit_w03_ind20,ema_state,ema60_exit,农林牧渔,market_trend_on,width_strong,top10,gt120,gap_up_gt2,risk_gt12,d20p,1,-74.16596050262524,-74.16596050262524,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,汽车,market_trend_on,width_strong,top10,100_120,flat_down,risk_gt12,d6_10,1,-11806.189889097213,-11806.189889097213,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,通信,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d4_5,1,-9123.139350128171,-9123.139350128171,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,汽车,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d6_10,1,-7797.38521442413,-7797.38521442413,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,非银金融,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d6_10,1,-7751.874992752075,-7751.874992752075,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,非银金融,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d6_10,1,-7535.398626327515,-7535.398626327515,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,非银金融,market_trend_on,width_strong,top10,lt060,flat_down,risk_gt12,d11_20,1,-6719.770070552824,-6719.770070552824,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,电子,market_trend_on,width_strong,top10,gt120,flat_down,risk_gt12,d6_10,2,-6446.207072496417,-3223.1035362482085,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,家用电器,market_trend_on,width_strong,top20,100_120,flat_down,risk_gt12,d6_10,1,-6292.140002441403,-6292.140002441403,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,stop_loss,电子,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d4_5,1,-6171.026158905032,-6171.026158905032,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,基础化工,market_trend_on,width_strong,top10,080_100,gap_up_gt2,risk_gt12,d6_10,1,-5937.012907314298,-5937.012907314298,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,通信,market_trend_on,width_strong,top10,080_100,flat_up,risk_gt12,d6_10,1,-5912.8179839134245,-5912.8179839134245,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,非银金融,market_trend_on,width_strong,top10,080_100,flat_up,risk_8_12,d0_3,1,-5595.128003692624,-5595.128003692624,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,农林牧渔,market_trend_on,width_strong,top10,gt120,gap_up_gt2,risk_gt12,d6_10,1,-5454.538422775271,-5454.538422775271,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,电子,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d6_10,2,-4637.436193752283,-2318.7180968761413,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,电力设备,market_trend_on,width_strong,top20,080_100,flat_down,risk_gt12,d6_10,1,-4383.695812797543,-4383.695812797543,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,基础化工,market_trend_on,width_strong,top10,100_120,flat_down,risk_gt12,d6_10,1,-3983.912305212021,-3983.912305212021,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,电力设备,market_trend_on,width_strong,top20,100_120,flat_down,risk_8_12,d4_5,1,-3555.2117009162903,-3555.2117009162903,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,电子,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d20p,1,-3526.238874435425,-3526.238874435425,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,家用电器,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d6_10,1,-3493.428619623183,-3493.428619623183,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,食品饮料,market_trend_on,width_strong,top10,gt120,flat_up,risk_gt12,d6_10,2,-3394.107433319096,-1697.053716659548,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,stop_loss,计算机,market_trend_on,width_strong,top20,100_120,flat_down,risk_4_8,d0_3,1,-3371.4387817382812,-3371.4387817382812,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,银行,market_trend_on,width_strong,top20,gt120,flat_down,risk_4_8,d6_10,3,-3344.2629459381087,-1114.7543153127028,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,家用电器,market_trend_on,width_strong,top20,060_080,flat_down,risk_4_8,d6_10,1,-3332.8966787338286,-3332.8966787338286,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,家用电器,market_trend_on,width_strong,top20,gt120,flat_down,risk_8_12,d6_10,1,-3176.1131151199356,-3176.1131151199356,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,计算机,market_trend_on,width_strong,top20,gt120,flat_up,risk_gt12,d6_10,1,-2975.1279201507596,-2975.1279201507596,1.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,ema60_exit,食品饮料,market_trend_on,width_strong,top10,080_100,flat_down,risk_4_8,d6_10,1,-2918.6646411895754,-2918.6646411895754,0.0
2019,ema_state_stop_time_base__fixed_w05,ema_state,time_stop,银行,market_trend_on,width_strong,top20,gt120,flat_up,risk_8_12,d6_10,1,-2825.5840651988983,-2825.5840651988983,1.0
