year,instrument,name,membership_days_in_year,readable_days_in_year,missing_days,missing_required_fields,first_missing_date,last_missing_date,excluded_from_big_winner_scan,excluded_reason,coverage_status
2017,SH600000,浦发银行,123,123,0,,,,False,,coverage_ok
2017,SH600009,上海机场,123,123,0,,,,False,,coverage_ok
2017,SH600010,包钢股份,123,123,0,,,,False,,coverage_ok
2017,SH600011,华能国际,123,123,0,,,,False,,coverage_ok
2017,SH600015,华夏银行,123,123,0,,,,False,,coverage_ok
2017,SH600016,民生银行,123,123,0,,,,False,,coverage_ok
2017,SH600018,上港集团,123,123,0,,,,False,,coverage_ok
2017,SH600019,宝钢股份,123,123,0,,,,False,,coverage_ok
2017,SH600023,浙能电力,123,123,0,,,,False,,coverage_ok
2017,SH600028,中国石化,123,123,0,,,,False,,coverage_ok
2017,SH600029,南方航空,123,123,0,,,,False,,coverage_ok
2017,SH600030,中信证券,123,123,0,,,,False,,coverage_ok
2017,SH600031,三一重工,123,123,0,,,,False,,coverage_ok
2017,SH600036,招商银行,123,123,0,,,,False,,coverage_ok
2017,SH600048,保利发展,123,123,0,,,,False,,coverage_ok
2017,SH600050,中国联通,89,89,0,,,,False,,coverage_ok
2017,SH600061,国投资本,123,123,0,,,,False,,coverage_ok
2017,SH600066,宇通客车,72,72,0,,,,False,,coverage_ok
2017,SH600068,葛洲坝(退),25,25,0,,,,False,,coverage_ok
2017,SH600104,上汽集团,123,123,0,,,,False,,coverage_ok
2017,SH600111,北方稀土,93,93,0,,,,False,,coverage_ok
2017,SH600115,中国东航,123,123,0,,,,False,,coverage_ok
2017,SH600188,兖矿能源,123,123,0,,,,False,,coverage_ok
2017,SH600196,复星医药,123,123,0,,,,False,,coverage_ok
2017,SH600221,海航控股,123,123,0,,,,False,,coverage_ok
2017,SH600233,圆通速递,100,100,0,,,,False,,coverage_ok
2017,SH600276,恒瑞医药,123,123,0,,,,False,,coverage_ok
2017,SH600297,广汇汽车(退),123,123,0,,,,False,,coverage_ok
2017,SH600309,万华化学,104,104,0,,,,False,,coverage_ok
2017,SH600332,白云山,5,5,0,,,,False,,coverage_ok
2017,SH600340,华夏幸福,123,123,0,,,,False,,coverage_ok
2017,SH600362,江西铜业,123,123,0,,,,False,,coverage_ok
2017,SH600377,宁沪高速,25,25,0,,,,False,,coverage_ok
2017,SH600383,金地集团,123,123,0,,,,False,,coverage_ok
2017,SH600390,五矿资本,49,49,0,,,,False,,coverage_ok
2017,SH600406,国电南瑞,6,6,0,,,,False,,coverage_ok
2017,SH600438,通威股份,8,8,0,,,,False,,coverage_ok
2017,SH600487,亨通光电,32,32,0,,,,False,,coverage_ok
2017,SH600515,海南机场,81,81,0,,,,False,,coverage_ok
2017,SH600516,方大炭素,57,57,0,,,,False,,coverage_ok
2017,SH600518,康美药业,123,123,0,,,,False,,coverage_ok
2017,SH600519,贵州茅台,123,123,0,,,,False,,coverage_ok
2017,SH600547,山东黄金,123,123,0,,,,False,,coverage_ok
2017,SH600585,海螺水泥,123,123,0,,,,False,,coverage_ok
2017,SH600600,青岛啤酒,6,6,0,,,,False,,coverage_ok
2017,SH600606,绿地控股,123,123,0,,,,False,,coverage_ok
