year,anchor_type,market_regime_at_anchor,market_width_at_anchor,industry_regime_at_anchor,anchor_rows,avg_anchor_lag,avg_gain_to_anchor,avg_ret60_before_anchor,avg_money_ratio20
2020,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_off,11,26.363636363636363,0.1587274452948232,-0.020578964190049606,2.1809253839087575
2020,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_on,7,4.285714285714286,0.08202373565580642,0.17825740575790405,1.656806007214716
2020,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,20,16.15,0.09582296554261872,0.11930381953716278,2.374628452591361
2020,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,26,1.5,0.08416608555367226,0.47613748678794277,1.8971618844642129
2020,first_ema60_reclaim,market_trend_on,width_weak,industry_sync_off,1,0.0,0.07243317254778114,0.01497507095336914,2.0261666173465276
2020,low_date_retrospective,market_trend_off,width_neutral,industry_sync_on,1,0.0,0.024959699197915297,0.04859960079193115,1.2798743731896298
2020,low_date_retrospective,market_trend_off,width_strong,industry_sync_on,1,0.0,0.05960066639600159,0.2229752540588379,1.5847654594097245
2020,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,89,0.0,0.04641904714934932,-0.11418084348185678,1.2600038976016945
2020,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,9,0.0,0.07167499950682966,0.23338818550109863,1.6261840919400585
2020,low_date_retrospective,market_trend_on,width_neutral,industry_sync_off,1,0.0,0.0211946305012789,-0.02752286195755005,0.8164139916677724
2020,low_date_retrospective,market_trend_on,width_neutral,industry_sync_on,5,0.0,0.06013390739094944,0.28082952499389646,1.5475671420790054
2020,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,9,0.0,0.04028356092444869,0.20073477427164713,1.6536078886365153
2020,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,24,0.0,0.07001925002856745,0.5260496437549591,1.9338678028400669
2020,low_date_retrospective,market_trend_on,width_weak,industry_sync_off,1,0.0,0.07243317254778114,0.01497507095336914,2.0261666173465276
2021,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,41,41.53658536585366,0.4894164281845055,0.5004989228597502,1.8322891209197278
2021,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,35,14.857142857142858,0.23313779323072273,0.056072330474853514,2.203292692071493
2021,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_on,23,14.130434782608695,0.2375952659718561,0.5926013485245083,2.1940563381059976
2021,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_off,9,21.88888888888889,0.24374674110416153,0.0454273886150784,3.5405330408973037
2021,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_on,7,12.0,0.25444968602063234,0.4751748357500349,1.557211555415094
2021,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,13,19.23076923076923,0.22391420786930905,0.02953756772554838,1.581581658525086
2021,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,13,15.0,0.23631385769900917,0.39078184733024013,2.6734436176021905
2021,first_close_gain_20pct,market_trend_on,width_neutral,industry_sync_off,2,1.5,0.24081712119144782,0.23158258199691772,4.761919269324252
2021,first_close_gain_20pct,market_trend_on,width_neutral,industry_sync_on,4,25.75,0.22709974000445765,0.22232964634895325,4.256824166322161
2021,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,34,9.147058823529411,0.22568989943934367,0.257780744748957,2.543324139199622
2021,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,11,8.909090909090908,0.24249475284110994,0.4925739656795155,1.8266136809834195
2021,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,32,28.84375,0.3261002149675378,0.10191492736339569,2.1652711225462005
2021,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_on,20,30.0,0.32479583121107225,0.44152596294879914,1.8474562912945411
2021,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_off,6,19.333333333333332,0.33240736701522045,0.1272516151269277,3.555070260471318
2021,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_on,14,40.214285714285715,0.3325322459170372,0.5333440431526729,2.0898426317778203
2021,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,8,25.25,0.32300036767443274,0.17035715281963348,1.8626131896110842
2021,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,21,45.95238095238095,0.32473091141608645,0.3764048928306216,2.3127941183140486
2021,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_off,5,22.8,0.3272818158431744,0.23057839870452881,2.0801355594247104
2021,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_on,2,37.0,0.31409846844520517,0.30618971586227417,1.3594792396890045
2021,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,21,11.476190476190476,0.333826192447231,0.46126718748183476,2.365175568705863
2021,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,22,18.636363636363637,0.346974596796519,0.5539430596611716,1.6654521010438879
2021,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,37,11.513513513513514,0.1837931378514688,0.03606920628934293,1.9883054180713993
2021,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_on,16,4.5625,0.12504835776773246,0.4678097441792488,2.2901106534934113
2021,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_off,10,15.9,0.15522516901612954,-0.00432816743850708,2.302538865671925
2021,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_on,4,1.5,0.13635393572119736,0.5427805483341217,1.5770235203957257
2021,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,16,9.375,0.15853220450623767,0.053799912333488464,1.7044383989360778
2021,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_on,12,3.75,0.14225818454496628,0.38454509774843854,1.8380966801789018
2021,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_off,2,1.5,0.08207708174783679,-0.045005232095718384,2.972028053921066
2021,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_on,2,0.0,0.06047120317418875,0.5828642249107361,1.208983175816486
2021,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,38,3.763157894736842,0.08545957804931975,0.1909806367598082,1.9201077473412624
2021,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,14,4.214285714285714,0.08189188065945362,0.16244707788739884,1.5345130059489107
2021,low_date_retrospective,market_trend_off,width_neutral,industry_sync_off,22,0.0,0.04444201272057695,0.050499157472090286,1.4001707897896165
2021,low_date_retrospective,market_trend_off,width_neutral,industry_sync_on,12,0.0,0.0858170577236617,0.6176626483599345,1.6139726187459447
2021,low_date_retrospective,market_trend_off,width_strong,industry_sync_off,2,0.0,0.0803232246103095,0.308064728975296,1.2463135494033653
2021,low_date_retrospective,market_trend_off,width_strong,industry_sync_on,3,0.0,0.10174570656076158,0.8039661248524984,1.785657414850717
2021,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,43,0.0,0.04146870428062906,-0.10546405509460804,1.0233170878660178
2021,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,12,0.0,0.08146643679114324,0.2813996175924937,1.6694014971050544
2021,low_date_retrospective,market_trend_on,width_neutral,industry_sync_off,2,0.0,0.050672114602310026,-0.06908619403839111,2.418880248630641
2021,low_date_retrospective,market_trend_on,width_neutral,industry_sync_on,5,0.0,0.04310902048855354,0.3012061834335327,0.9116621815020272
2021,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,38,0.0,0.04705612261842268,0.15773432348903857,1.6399010527026847
2021,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,12,0.0,0.05534774931303379,0.1722124218940735,1.4059134181023765
2022,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,24,41.666666666666664,0.6340628743337328,0.3902207712332408,1.8271921818987593
2022,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,3,21.0,0.2214653600924835,0.40717947483062744,1.4253947270239233
2022,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_on,5,21.8,0.23551603882410657,0.4489879608154297,1.73986510884384
2022,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_off,4,30.0,0.23109515793946617,0.11709029972553253,3.672045342038563
2022,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_on,1,12.0,0.20009006398600104,-0.004486024379730225,2.1125318719061603
2022,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,74,9.41891891891892,0.23242982866049763,-0.07541955725566761,2.069606440253826
2022,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,5,31.6,0.2246358976917988,0.36730926036834716,1.7552974531612555
2022,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,1,10.0,0.2862690015600806,0.5594865083694458,1.7453079687606678
2022,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,5,40.8,0.32787109308942997,0.18533873558044434,3.3789177795919114
2022,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_on,2,11.5,0.33445932185840066,0.8971657752990723,1.4784221937121234
2022,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_off,3,21.0,0.35832682938077715,0.34228142102559406,3.5506043331897206
2022,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_on,1,23.0,0.37221189862903126,0.21622729301452637,2.8925171753916343
2022,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,67,17.313432835820894,0.3288842064189855,0.009297821948777384,2.030019924755803
2022,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,5,31.6,0.3478338756908932,0.40705218315124514,1.9493930322848176
2022,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,4,35.75,0.3394807076905225,0.1631404608488083,2.3062580979776732
2022,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,6,34.833333333333336,0.3428546526201903,0.2713549534479777,1.6774230884901744
2022,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,4,6.75,0.07341929845175604,0.044741272926330566,1.2144295885799623
2022,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_on,1,3.0,0.09803924089392946,-0.05285412073135376,0.9058805563181498
2022,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_off,3,40.0,0.22506289091029238,-0.07685949405034383,1.8936518780723588
2022,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_on,1,0.0,0.058990756340341566,0.1136023998260498,1.5586051342707623
2022,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,76,11.763157894736842,0.2552697402749019,-0.04341540367979752,1.8881869477843367
2022,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_on,4,6.5,0.17358876641239368,0.1727212518453598,1.901038545259339
2022,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_on,1,0.0,0.10868913727134455,0.684664249420166,1.3602191755184256
2022,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,1,12.0,0.16909618829627515,-0.10690426826477051,1.3932978349415608
2022,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,2,1.5,0.0575511607956124,0.3119959831237793,2.1366667839266613
2022,low_date_retrospective,market_trend_off,width_neutral,industry_sync_off,4,0.0,0.04071863387260771,0.02804344892501831,1.0100335697967349
2022,low_date_retrospective,market_trend_off,width_strong,industry_sync_off,1,0.0,0.033041803095076316,-0.16365069150924683,0.8659693891684129
2022,low_date_retrospective,market_trend_off,width_strong,industry_sync_on,1,0.0,0.058990756340341566,0.1136023998260498,1.5586051342707623
2022,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,83,0.0,0.0694614088398586,-0.19647761281714382,1.2982869536447192
2022,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,2,0.0,0.07291600780722585,0.38413578271865845,1.6939014230948237
2022,low_date_retrospective,market_trend_on,width_neutral,industry_sync_on,1,0.0,0.10868913727134455,0.684664249420166,1.3602191755184256
2022,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,1,0.0,0.062256844352833074,0.4677419662475586,0.7607539999177003
2023,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,18,47.77777777777778,0.3029480458151326,0.2988712257809109,2.391440509790323
2023,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,3,35.0,0.2310959799710702,0.007627665996551514,4.658610230645856
2023,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_on,12,32.333333333333336,0.2367857775417379,0.36151012778282166,2.3441556852944516
2023,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_off,1,23.0,0.22443380413558223,0.14285719394683838,3.048352867869002
2023,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_on,2,72.5,0.23820293988490693,0.10485482215881348,7.284399337431064
2023,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,1,13.0,0.22174835130257442,-0.10767519474029541,1.7963813499364105
2023,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,2,24.5,0.21306091690905582,-0.07456153631210327,1.9665950991991503
2023,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,16,25.1875,0.22968132925308574,0.20426061004400253,3.495145305248431
2023,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,9,19.333333333333332,0.2350320789436045,0.26794903808169895,4.281025726169722
2023,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,4,60.0,0.3123785775693939,0.1860215663909912,2.54496370604808
2023,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_on,11,40.81818181818182,0.3291404901244114,0.36118814078244293,2.634112300510395
2023,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_off,1,134.0,0.3502825147942996,0.13629162311553955,6.402636827446389
2023,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_on,6,64.5,0.3296750774932861,0.3583773771921794,2.0529468155695656
2023,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,6,59.166666666666664,0.33318478714909483,0.12722212076187134,2.6599185810959063
2023,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,2,41.5,0.32156485271771607,0.3010317087173462,2.5592184866436267
2023,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,5,19.8,0.34390782479245097,0.38076348304748536,4.086918208582134
2023,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,11,25.181818181818183,0.3540631499782117,0.42465492812069977,3.958322043095222
2023,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,4,5.25,0.11803996223868046,-0.08323849737644196,3.063154438349207
2023,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_on,2,0.0,0.058927195680897326,0.4934736490249634,1.805981985640663
2023,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_on,3,3.6666666666666665,0.15048193315329117,0.17097953955332437,3.042483580118971
2023,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,2,24.5,0.264941726633832,-0.006956040859222412,2.397696821217048
2023,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_off,4,0.0,0.04329619125526746,0.09555381536483765,1.18143469743933
2023,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_on,3,0.0,0.03280183858363728,0.1541886329650879,1.808524568779556
2023,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,19,3.4210526315789473,0.06248453905901111,0.05506269869051481,1.7886479426070554
2023,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,9,3.4444444444444446,0.06587464344450811,0.16585181819068062,1.7437361268134488
2023,low_date_retrospective,market_trend_off,width_neutral,industry_sync_off,3,0.0,0.050830376707157475,-0.15768617391586304,2.093135498829668
2023,low_date_retrospective,market_trend_off,width_neutral,industry_sync_on,2,0.0,0.058927195680897326,0.4934736490249634,1.805981985640663
2023,low_date_retrospective,market_trend_off,width_strong,industry_sync_on,2,0.0,0.11694003984650359,0.24936693906784058,3.8920589355551893
2023,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,3,0.0,0.018644057827411558,-0.28935811916987103,0.8360018685404689
