year,anchor_type,market_regime_at_anchor,market_width_at_anchor,industry_regime_at_anchor,anchor_rows,avg_anchor_lag,avg_gain_to_anchor,avg_ret60_before_anchor,avg_money_ratio20
2017,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,20,37.9,0.25615883840974607,0.2452739119529724,1.8798658749819839
2017,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,15,26.933333333333334,0.22553609929475402,0.23221529324849446,2.2416625529006744
2017,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,19,30.63157894736842,0.22298615814579556,0.2780646462189524,1.8512279313451647
2017,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_off,1,21.0,0.30872052298018193,0.7277311086654663,1.2199522677959227
2017,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,10,47.1,0.3206436681448723,0.24439722299575806,2.0358033179313333
2017,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,23,43.391304347826086,0.3247176933091883,0.33678503140159277,1.6496642532971122
2017,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,27,2.2962962962962963,0.05236886205150909,0.1316157932634707,1.7739259666234897
2017,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,7,1.2857142857142858,0.02976401166910092,0.24165182454245432,0.9619773331953319
2017,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,28,0.0,0.03752763175581001,0.11748782651765007,1.5094795231004616
2017,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,6,0.0,0.024340461936538976,0.2789420485496521,0.9710182592611586
2018,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,1,7.0,0.30540044288138946,0.33143413066864014,1.723290836993647
2018,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,3,11.666666666666666,0.24392701064579567,0.2425918976465861,1.9534053258421291
2018,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,9,14.333333333333334,0.2510420344842366,0.0055146416028340655,3.1306416550870657
2018,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,2,13.0,0.2232877399823059,0.30427998304367065,2.2974605807658244
2018,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,3,12.333333333333334,0.24739821914237461,0.2380823294321696,1.5267317765786839
2018,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,2,5.0,0.24878484014825086,0.8295275568962097,3.4968057830194894
2018,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,1,29.0,0.3512500524520874,0.3170880079269409,0.7730949803638698
2018,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,9,31.22222222222222,0.3158558200750559,0.03460670842064752,1.6706477335832655
2018,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,5,23.6,0.32083438717125345,0.38224971294403076,1.6480354934960366
2018,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_off,2,4.0,0.38396981167413036,0.4202691912651062,3.136479037514409
2018,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,2,8.0,0.33028263734632235,0.9492307305335999,1.7843672407778528
2018,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,3,3.0,0.12608068689177224,0.154471755027771,1.17484716878732
2018,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,10,9.5,0.1792618257155227,-0.0496925413608551,1.825883332635616
2018,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_on,1,0.0,0.04982813191369728,0.30405521392822266,1.6317290985766528
2018,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,5,0.0,0.061072591833181235,0.3197059154510498,2.346758673078038
2018,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,13,0.0,0.04019687103305729,-0.08869876769872811,1.15499390423191
2018,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,1,0.0,0.04982813191369728,0.30405521392822266,1.6317290985766528
2018,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,5,0.0,0.061072591833181235,0.3197059154510498,2.346758673078038
2019,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,45,58.84444444444444,0.4982134911517101,0.39631493621402314,2.25047505201544
2019,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,6,15.5,0.2088093436753979,0.08150415619214375,2.614855355283393
2019,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_on,1,3.0,0.21555814298545362,0.7495726346969604,1.4150599400605177
2019,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_off,9,19.555555555555557,0.20936445793860156,0.08948573138978747,1.232187873081179
2019,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_on,4,23.25,0.22483188760860617,0.21580734848976135,1.479761157139829
2019,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,8,9.5,0.22152508051177228,0.294979952275753,3.8886707746846034
2019,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,1,14.0,0.25797979080257916,1.1340835094451904,2.4530663612114987
2019,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,38,24.342105263157894,0.22379689261878133,0.13476763587248952,2.5456633551216727
2019,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,23,19.304347826086957,0.2417091459844193,0.5623320133789725,2.3152814479337924
2019,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,2,25.5,0.3177942454488901,0.12742573022842407,3.3138560525405905
2019,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_on,3,32.666666666666664,0.3383163596985685,0.59266730149587,1.5941270143281603
2019,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_off,4,39.75,0.3179233925047808,0.20416483283042908,2.261356644997247
2019,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,3,13.333333333333334,0.35142774039843777,0.30692601203918457,2.185718712480959
2019,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,2,8.0,0.31509630668572397,0.7547369599342346,1.6250594135417118
2019,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_on,1,44.0,0.36137281356841133,0.1844261884689331,1.9213174574378198
2019,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,36,32.0,0.33123321854021237,0.33827097548378837,2.426779437903326
2019,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,39,31.743589743589745,0.34084670030594144,0.3604753964986557,2.667403134229608
2019,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,3,12.666666666666666,0.13254428702014498,-0.0328641931215922,3.298120871115302
2019,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_on,1,0.0,0.060901115983102994,1.2657735347747803,2.326097140490975
2019,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_off,5,9.6,0.08016589769064617,-0.04703168869018555,1.4824194934802175
2019,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_on,1,0.0,0.056333566710955685,0.16432249546051025,1.256315842109471
2019,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,50,4.5,0.09292383403333197,0.06246464252471924,1.9382460659988432
2019,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_on,1,0.0,0.12529694722284823,0.7843692302703857,1.488091322250068
2019,first_ema60_reclaim,market_trend_on,width_neutral,industry_sync_off,1,0.0,0.04227208554395423,0.31281185150146484,1.1390983263344827
2019,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_off,19,10.526315789473685,0.11001239328959161,0.1643242773256804,2.3818572386078776
2019,first_ema60_reclaim,market_trend_on,width_strong,industry_sync_on,9,1.6666666666666667,0.08927975271811728,0.7160526315371195,1.8801486641401528
2019,low_date_retrospective,market_trend_off,width_neutral,industry_sync_off,2,0.0,0.03759058084082978,0.058342307806015015,2.988898634913599
2019,low_date_retrospective,market_trend_off,width_neutral,industry_sync_on,1,0.0,0.060901115983102994,1.2657735347747803,2.326097140490975
2019,low_date_retrospective,market_trend_off,width_strong,industry_sync_off,4,0.0,0.012489168441386256,-0.09018203616142273,0.8124715285807181
2019,low_date_retrospective,market_trend_off,width_strong,industry_sync_on,1,0.0,0.056333566710955685,0.16432249546051025,1.256315842109471
2019,low_date_retrospective,market_trend_off,width_weak,industry_sync_off,64,0.0,0.0300602840688391,-0.049054112285375595,1.2204924171825706
2019,low_date_retrospective,market_trend_off,width_weak,industry_sync_on,1,0.0,0.12529694722284823,0.7843692302703857,1.488091322250068
2019,low_date_retrospective,market_trend_on,width_neutral,industry_sync_off,1,0.0,0.04227208554395423,0.31281185150146484,1.1390983263344827
2019,low_date_retrospective,market_trend_on,width_strong,industry_sync_off,8,0.0,0.05296470809093201,0.41224823892116547,2.106931316514018
2019,low_date_retrospective,market_trend_on,width_strong,industry_sync_on,8,0.0,0.08479369472468593,0.8081938773393631,1.8801486641401528
2020,first_breakout_signal,market_trend_on,width_strong,industry_sync_on,82,79.03658536585365,0.6273794435973433,0.4261169128301667,2.0998476551861605
2020,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_off,1,15.0,0.20159157366761016,0.06088995933532715,2.1194406171495803
2020,first_close_gain_20pct,market_trend_off,width_neutral,industry_sync_on,1,16.0,0.22202486227198426,0.14190876483917236,3.203084270671926
2020,first_close_gain_20pct,market_trend_off,width_strong,industry_sync_on,2,14.0,0.2210554692446537,0.08038777112960815,1.5152220569263635
2020,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_off,42,11.071428571428571,0.22535503808300458,0.02617694792293367,1.5149201609873917
2020,first_close_gain_20pct,market_trend_off,width_weak,industry_sync_on,18,9.88888888888889,0.23235779092410697,0.29733937978744507,1.9699787980217272
2020,first_close_gain_20pct,market_trend_on,width_neutral,industry_sync_off,6,17.5,0.22431925603582906,0.07922825217247009,1.8911237401478465
2020,first_close_gain_20pct,market_trend_on,width_neutral,industry_sync_on,4,25.25,0.23411133356238717,0.28644172847270966,5.329609782554385
2020,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_off,28,31.214285714285715,0.23333707735369202,0.1894221944468362,3.0472911240139573
2020,first_close_gain_20pct,market_trend_on,width_strong,industry_sync_on,37,22.783783783783782,0.23593185787741294,0.44500907047374827,1.9478795079400486
2020,first_close_gain_20pct,market_trend_on,width_weak,industry_sync_off,1,20.0,0.21198150369969948,0.11519432067871094,1.5241746128330398
2020,first_close_gain_30pct,market_trend_off,width_neutral,industry_sync_off,1,30.0,0.3632824585158805,0.2808103561401367,1.6683522531189878
2020,first_close_gain_30pct,market_trend_off,width_strong,industry_sync_on,1,31.0,0.4265886061740207,0.6120599508285522,1.4736244417118025
2020,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_off,28,17.535714285714285,0.32751347190281005,0.10868258561406817,1.7055481605147496
2020,first_close_gain_30pct,market_trend_off,width_weak,industry_sync_on,16,24.25,0.32951141736645795,0.3808547370135784,1.6301149376873871
2020,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_off,7,33.142857142857146,0.3445773718707749,0.09292447566986084,2.730753709967701
2020,first_close_gain_30pct,market_trend_on,width_neutral,industry_sync_on,14,45.714285714285715,0.32898125862243166,0.21171008263315474,1.7347028953525407
2020,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_off,29,53.93103448275862,0.3535238673319661,0.3000510396628544,3.0697423067620604
2020,first_close_gain_30pct,market_trend_on,width_strong,industry_sync_on,43,50.23255813953488,0.33688598659063107,0.4331985074420308,2.7297251623682244
2020,first_close_gain_30pct,market_trend_on,width_weak,industry_sync_off,1,10.0,0.32024168009181775,-0.08193284273147583,1.7334827886024615
2020,first_ema60_reclaim,market_trend_off,width_neutral,industry_sync_off,2,11.5,0.20095889134680733,-0.008097916841506958,2.5139633831827752
2020,first_ema60_reclaim,market_trend_off,width_strong,industry_sync_on,1,0.0,0.05960066639600159,0.2229752540588379,1.5847654594097245
2020,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_off,56,10.982142857142858,0.1843144529538884,0.0031303497297423227,1.4274837286083368
2020,first_ema60_reclaim,market_trend_off,width_weak,industry_sync_on,16,6.8125,0.1498594894374366,0.16457797586917877,2.0087219018562346
