year,industry_name,big_winner_stock_years,episode_count,avg_forward_gain_intraday,max_forward_gain_intraday,avg_duration_trading_days,avg_daily_amplitude,avg_turnover_money
2017,食品饮料,6,6,0.5920979617062133,0.6668797392932531,91.83333333333333,0.031429064770539604,1205240681.3333333
2017,有色金属,5,5,0.7008777666894087,0.8568019340241744,35.8,0.06510711535811424,2852394700.8
2017,电子,4,4,0.6606447758570115,0.8473519494915074,75.75,0.034952766727656126,1667190584.0
2017,非银金融,3,3,0.5872172384144708,0.7021897587462933,95.33333333333333,0.03283175018926462,1989064320.0
2017,家用电器,2,2,0.7384270714200413,0.9019248661971313,83.0,0.03822062723338604,1252911872.0
2017,医药生物,2,2,0.6541726822400576,0.719858273019756,95.0,0.028971693478524685,540625968.0
2017,房地产,2,2,0.5554521174271881,0.6105859893043051,52.0,0.05313478223979473,924401072.0
2017,计算机,1,1,1.0119389497694375,1.0119389497694375,87.0,0.05031894892454147,4137050368.0
2017,通信,1,1,0.9619929178291255,0.9619929178291255,67.0,0.04085741192102432,2408632576.0
2017,电力设备,1,1,0.9096672424733596,0.9096672424733596,47.0,0.05395595729351044,1059521984.0
2017,商贸零售,1,1,0.8036912636232616,0.8036912636232616,94.0,0.03920028358697891,593177728.0
2017,传媒,1,1,0.7255277745286954,0.7255277745286954,114.0,0.03902219980955124,512809728.0
2017,银行,1,1,0.6689751441689451,0.6689751441689451,95.0,0.030088333413004875,1448893568.0
2017,社会服务,1,1,0.6653666840639083,0.6653666840639083,85.0,0.028502780944108963,319831008.0
2017,基础化工,1,1,0.5897319997549304,0.5897319997549304,65.0,0.03522410988807678,1687475328.0
2017,交通运输,1,1,0.586475906175066,0.586475906175066,96.0,0.035443734377622604,723637440.0
2017,汽车,1,1,0.5506866673398729,0.5506866673398729,65.0,0.03596700355410576,1134601344.0
2018,医药生物,4,4,0.6420840028918537,0.6659886448350001,52.0,0.044934798032045364,762304768.0
2018,食品饮料,3,3,0.6166745153578193,0.783470303209425,60.666666666666664,0.03970903158187866,343965216.0
2018,房地产,2,2,0.6476541605814483,0.7454944652515454,21.5,0.07071566954255104,1544314048.0
2018,有色金属,2,2,0.6248091070859231,0.6684374809265137,32.5,0.0576757974922657,2385260672.0
2018,交通运输,2,2,0.5658830205029817,0.5766032658248206,90.0,0.03973735310137272,193427550.0
2018,通信,1,1,0.8455211433701195,0.8455211433701195,87.0,0.052594780921936035,2883330048.0
2018,社会服务,1,1,0.797915685881887,0.797915685881887,131.0,0.03998172655701637,645418240.0
2018,汽车,1,1,0.6144066889099074,0.6144066889099074,77.0,0.04055901989340782,452763552.0
2018,纺织服饰,1,1,0.5866850929065281,0.5866850929065281,76.0,0.06120665371417999,307340864.0
2018,建筑装饰,1,1,0.5676100719701704,0.5676100719701704,109.0,0.037900738418102264,687488960.0
2018,计算机,1,1,0.532309406310435,0.532309406310435,35.0,0.043495289981365204,452075168.0
2019,非银金融,16,16,0.8480082477927738,2.7044027005658107,102.9375,0.038815103471279144,1305169805.0
2019,电子,11,11,1.055193597708579,2.8448980402122297,100.0,0.051544217562133614,1470479057.4545455
2019,食品饮料,9,9,1.0017725790682437,2.0330330261528244,150.55555555555554,0.033394174443350896,1385967278.2222223
2019,交通运输,8,8,0.7121856038997181,0.9393735659957689,82.75,0.03733500745147467,349183644.0
2019,医药生物,5,5,0.8441211371726546,1.3327410133059439,135.2,0.03203229047358036,784999609.6
2019,房地产,5,5,0.7160058413956916,1.2764093656557405,121.2,0.04319868646562099,531477516.8
2019,汽车,4,4,1.1606102762230723,1.7477124438851495,181.25,0.039511095732450485,367293788.0
2019,基础化工,4,4,0.9166336830323609,1.2291296510890266,116.75,0.04662147397175431,2242275630.0
2019,家用电器,4,4,0.8387511497359561,1.3052109996182462,207.25,0.03324124030768871,1199638598.0
2019,银行,4,4,0.7465220848475584,0.9428571317355763,196.75,0.0252971020527184,1037846936.0
2019,计算机,4,4,0.7001580350072034,0.9690869655001628,86.25,0.04689474869519472,842420144.0
2019,农林牧渔,2,2,1.8777590801498731,2.6862198320574167,176.5,0.054889015853405,1158396256.0
2019,电力设备,2,2,0.8374099954892567,1.1664167382279844,113.0,0.036644321866333485,562080912.0
2019,有色金属,2,2,0.8208429210113252,1.0142347937989857,155.0,0.030287996865808964,1079831968.0
2019,机械设备,1,1,1.2778603091024245,1.2778603091024245,242.0,0.030305320397019386,1113866496.0
2019,建筑材料,1,1,1.1191816839889053,1.1191816839889053,242.0,0.024327334016561508,978991552.0
2019,通信,1,1,1.1111110481498434,1.1111110481498434,71.0,0.046738144010305405,3648104192.0
2019,石油石化,1,1,0.9316239943244149,0.9316239943244149,96.0,0.04165761172771454,171455360.0
2019,社会服务,1,1,0.8554144354328834,0.8554144354328834,168.0,0.031182674691081047,738959360.0
2019,煤炭,1,1,0.8396551250702717,0.8396551250702717,11.0,0.12262940406799316,4751622656.0
2019,国防军工,1,1,0.6849641638102908,0.6849641638102908,63.0,0.034986913204193115,967980288.0
2019,公用事业,1,1,0.6600789947669476,0.6600789947669476,158.0,0.02605019323527813,156062064.0
2019,钢铁,1,1,0.5667106192514588,0.5667106192514588,38.0,0.04261287301778793,123476752.0
2019,传媒,1,1,0.5092838424423776,0.5092838424423776,63.0,0.043512973934412,1448317568.0
2020,电子,19,19,1.0087680284897917,2.4076162662131355,101.52631578947368,0.05438998272936595,2405414291.368421
2020,非银金融,17,17,0.8122787835053563,1.9348269440389334,99.94117647058823,0.04546991220730193,1401550910.1176472
2020,医药生物,12,12,1.1503783672461318,2.3246004096225907,129.25,0.040684031477818884,1206689144.0
2020,食品饮料,11,11,1.8328539557158712,4.004647085787983,183.54545454545453,0.03857197290794416,1717598888.7272727
2020,汽车,8,8,1.7867099575010372,4.325926038953993,156.25,0.04235830111429095,960160564.0
2020,电力设备,7,7,1.3628934082378603,3.3930583960020826,135.85714285714286,0.05080423876643181,1326206921.142857
2020,基础化工,7,7,1.2945003050600168,1.9746193532312941,118.42857142857143,0.059167664498090744,1538044713.142857
2020,有色金属,7,7,1.1180846910945803,2.070074305616214,125.0,0.04217747652104923,1419020621.7142856
2020,国防军工,5,5,1.2947410254527632,1.7830411322295832,139.0,0.052120886743068695,1052333644.8
2020,传媒,5,5,1.217831828975981,2.073342799234478,132.8,0.04966477602720261,848292812.8
