year,industry_name,big_winner_stock_years,episode_count,avg_forward_gain_intraday,max_forward_gain_intraday,avg_duration_trading_days,avg_daily_amplitude,avg_turnover_money
2020,计算机,5,5,1.0827676178054733,1.5193654180876104,118.6,0.048174089193344115,1042467520.0
2020,银行,5,5,0.7766261379611213,1.013513536734218,164.6,0.030148362368345262,1498915968.0
2020,家用电器,4,4,1.1718140349253445,1.6989045789619035,143.75,0.04088227078318596,947330668.0
2020,建筑材料,4,4,0.865763178251385,1.254247230824721,87.0,0.0552460215985775,1034085456.0
2020,房地产,4,4,0.7106323289583897,1.040816286810733,79.75,0.03694057324901223,493950136.0
2020,农林牧渔,3,3,1.5020653894728884,1.719535762909313,135.33333333333334,0.04508770753939947,1413998496.0
2020,机械设备,3,3,1.4970796082747115,2.1547267356395863,179.0,0.03798666596412659,952146581.3333334
2020,交通运输,2,2,1.8983898971084112,2.2034884518774978,152.0,0.04462732747197151,987260768.0
2020,钢铁,2,2,0.9017874403527913,1.2639406627835852,176.5,0.03055216372013092,233418840.0
2020,轻工制造,2,2,0.7861627988663888,0.8184920453526787,115.5,0.04389041103422642,243955456.0
2020,煤炭,2,2,0.6157448300040612,0.7097506174014212,171.0,0.02508309856057167,427019120.0
2020,商贸零售,2,2,0.6079500024709018,0.6127023960028812,56.0,0.034824954345822334,712652048.0
2020,社会服务,1,1,3.3137946546087846,3.3137946546087846,187.0,0.05109405145049095,2607681536.0
2020,UNKNOWN,1,1,0.9197431784158552,0.9197431784158552,135.0,0.03176293522119522,251340080.0
2020,通信,1,1,0.6141272296918543,0.6141272296918543,38.0,0.0475035198032856,5468445184.0
2020,公用事业,1,1,0.5842696508815259,0.5842696508815259,79.0,0.026052115485072136,173431504.0
2021,基础化工,20,20,1.0235770309476526,3.2357293375522165,57.25,0.06775579843670129,1670296608.0
2021,电子,16,16,0.9233616011861778,2.3920750352559326,104.75,0.05859513930045068,2029901253.0
2021,电力设备,13,13,1.2572641605980883,2.4401596947937816,107.3076923076923,0.06045559191933045,2420898008.6153846
2021,有色金属,11,11,1.7952770550268027,4.15633467069353,76.45454545454545,0.0636057745326649,3295252398.5454545
2021,食品饮料,11,11,0.7697163049916376,1.1880087574368758,73.72727272727273,0.054934518919749695,1619863354.1818182
2021,汽车,9,9,1.00399357210352,1.5867288505238215,77.11111111111111,0.06408051111631924,2920035107.5555553
2021,医药生物,8,8,1.0565775075528954,1.5151428195444545,87.125,0.05587838217616081,1877450560.0
2021,煤炭,6,6,1.32102733603386,3.1054218037672863,107.66666666666667,0.06223075029750665,1694208938.6666667
2021,公用事业,6,6,1.0496344581749388,1.9289938708087355,143.33333333333334,0.048035829017559685,468707832.0
2021,国防军工,6,6,0.8951284540361746,1.23262620976063,121.5,0.050659604370594025,1556329088.0
2021,机械设备,5,5,1.0422689473948858,1.9797354039741242,82.6,0.05925040394067764,1178077523.2
2021,建筑材料,5,5,0.8435474663437421,1.64285722192453,66.0,0.060987286269664764,1011530342.4
2021,非银金融,5,5,0.8076771648727114,1.3664429009570154,75.6,0.04589513763785362,1869836108.8
2021,房地产,5,5,0.629582300659058,0.7484356279366664,49.8,0.05108212381601333,755529337.6
2021,钢铁,4,4,1.2935061163149961,2.693693560174647,94.25,0.06044657249003649,1571783260.0
2021,建筑装饰,4,4,1.1649592008855496,1.8593748381827049,90.25,0.05207290966063738,1194096624.0
2021,计算机,4,4,0.8543053903981066,1.021913612088289,116.75,0.04641964379698038,1133687392.0
2021,交通运输,3,3,1.1814029836933726,2.4832538319513993,112.66666666666667,0.04204021145900091,1885902544.0
2021,石油石化,2,2,0.6743992174693757,0.6831933889691453,94.5,0.042785052210092545,604252480.0
2021,农林牧渔,2,2,0.5896060284085315,0.6377393987408722,35.5,0.05815052054822445,3042302848.0
2021,银行,2,2,0.5056726487346712,0.50616392423635,61.5,0.03427104465663433,2083990592.0
2021,综合,1,1,0.5454062931160313,0.5454062931160313,33.0,0.07593818753957748,2339731200.0
2021,社会服务,1,1,0.5352967596478089,0.5352967596478089,17.0,0.05917144566774368,4780329984.0
2021,轻工制造,1,1,0.5205888465554853,0.5205888465554853,57.0,0.052074167877435684,386670464.0
2021,通信,1,1,0.5058410322974727,0.5058410322974727,75.0,0.03277909755706787,2388240640.0
2022,电力设备,15,15,0.7858439036283911,1.1893525180520212,45.666666666666664,0.05516876205801964,1967687795.2
2022,汽车,8,8,1.083324202239173,2.2944080490113317,44.25,0.05705428868532181,2229093216.0
2022,医药生物,8,8,0.7212671345599106,1.0252873501059674,54.625,0.05981225520372391,2020727492.0
2022,电子,7,7,0.6233435772524505,0.7324896917291233,81.71428571428571,0.048385689301150184,1653347117.7142856
2022,煤炭,5,5,1.0447336970462404,1.6875000876538908,137.2,0.053987205028533936,988667513.6
2022,国防军工,5,5,0.7840090786030206,1.014245068624135,92.2,0.04334176480770111,1008585075.2
2022,计算机,5,5,0.7587037525335341,1.143480195017037,114.2,0.04814586341381073,602547075.2
2022,有色金属,4,4,0.9708359858216524,1.5595217905053174,41.75,0.05326986499130726,3924517184.0
2022,非银金融,4,4,0.8109640369421203,1.060362213963654,103.25,0.03668406046926975,683104128.0
2022,食品饮料,4,4,0.636333303522346,0.7735745691150224,132.5,0.043106948025524616,437223960.0
2022,房地产,4,4,0.5580940344571077,0.5733722637586984,35.0,0.0588641157373786,1211032880.0
2022,石油石化,3,3,1.2851508732509211,1.7754239330035682,104.33333333333333,0.055003345012664795,826195026.6666666
2022,家用电器,3,3,1.1163038364439826,1.4977062965982553,57.333333333333336,0.05359643201033274,1198051221.3333333
2022,交通运输,3,3,0.7432103358773432,1.106681012888477,82.66666666666667,0.060843134919802346,746754965.3333334
2022,公用事业,3,3,0.684141871471233,0.8499999503294646,88.0,0.04869891703128815,687973130.6666666
2022,通信,2,2,0.8619023604319274,1.0988047611372629,71.0,0.042827907018363476,1110774464.0
2022,钢铁,2,2,0.563003472136054,0.5710936335421419,45.5,0.05058170296251774,1464825920.0
2022,建筑装饰,2,2,0.5069954349860689,0.5114613412472817,59.0,0.0445879977196455,781192896.0
2022,基础化工,1,1,1.2039787020288797,1.2039787020288797,75.0,0.05765244737267494,1300574976.0
2022,机械设备,1,1,0.7054601805141032,0.7054601805141032,134.0,0.04248100891709328,320586368.0
2022,建筑材料,1,1,0.6617042963322703,0.6617042963322703,36.0,0.05566391721367836,1739960320.0
2022,传媒,1,1,0.638418150631513,0.638418150631513,33.0,0.04688199982047081,1010727360.0
2022,轻工制造,1,1,0.6172551138901201,0.6172551138901201,41.0,0.04673919081687927,295976768.0
2022,商贸零售,1,1,0.5482847422636978,0.5482847422636978,54.0,0.04495495185256004,2741578752.0
2023,计算机,9,9,1.0271623301777302,2.0209265936642526,73.22222222222223,0.05836510409911474,3248444117.3333335
2023,非银金融,7,7,0.6762462912304315,0.7972974378654927,99.42857142857143,0.04958702464188848,1462514765.7142856
2023,汽车,4,4,1.1586536569904773,2.329625907027201,122.0,0.0452910466119647,2077132032.0
2023,建筑装饰,4,4,0.6642040357490802,0.7612244788729516,72.75,0.0366818904876709,1091212920.0
2023,电子,3,3,1.0562255406226226,2.0155316745780616,135.0,0.04283007234334946,2103049152.0
2023,国防军工,3,3,0.7700878260331875,1.2102074662301545,80.66666666666667,0.03736430530746778,1184665066.6666667
2023,通信,3,3,0.7678487935998115,0.8720200170297276,80.33333333333333,0.045812156051397324,2405391488.0
2023,医药生物,3,3,0.6929323427797542,0.9832290824493086,68.33333333333333,0.03676637510458628,865076810.6666666
2023,石油石化,2,2,0.6983299226165509,0.784360328005224,126.0,0.026391769759356976,1069853120.0
2023,银行,2,2,0.606236986360505,0.6992663936375703,68.0,0.024426276795566082,500160608.0
2023,有色金属,2,2,0.5755810841271404,0.5811138084417031,119.0,0.030929830856621265,807222304.0
2023,煤炭,1,1,0.8405172137386316,0.8405172137386316,199.0,0.037997063249349594,462077408.0
2023,传媒,1,1,0.7949835275383077,0.7949835275383077,78.0,0.06594730168581009,2123128192.0
2023,家用电器,1,1,0.6635561757157451,0.6635561757157451,111.0,0.040090739727020264,768606976.0
2023,公用事业,1,1,0.5331279137396407,0.5331279137396407,88.0,0.04126930609345436,569143808.0
2024,非银金融,21,21,0.8467736760921473,1.1839810995509712,133.8095238095238,0.028666166056479727,942183577.9047619
2024,银行,17,17,0.6033769320261083,0.7983193533222408,198.47058823529412,0.021768813076264718,890519768.4705882
2024,电子,13,13,0.8557665074554875,1.3327773016918134,117.38461538461539,0.04520561660711582,2032925708.3076923
2024,食品饮料,11,11,0.6483682452603574,1.2235252302523314,45.36363636363637,0.05063011920587583,3388497122.909091
2024,有色金属,10,10,0.778442277034796,1.0128478511696293,90.6,0.040906175039708614,1507127456.0
2024,汽车,9,9,0.9326989256437668,1.7449962496350375,117.22222222222223,0.0430494329581658,2438203488.0
2024,国防军工,8,8,0.8397126654520554,1.2218725166294613,153.125,0.03750990331172943,1254059820.0
2024,医药生物,8,8,0.6286449367044301,0.8964134281846243,152.25,0.02730431640520692,797762966.0
2024,计算机,7,7,0.9899746831164445,1.7194527985151207,97.0,0.0595743294273104,4416302619.428572
2024,交通运输,7,7,0.6189675081494928,0.90759487505086,143.85714285714286,0.029610481645379747,487192974.85714287
2024,公用事业,7,7,0.6153273413011353,0.7297296687753823,121.0,0.030313636575426375,562677357.7142857
2024,电力设备,6,6,0.993522727883205,2.596491203609462,80.83333333333333,0.042313797088960804,1198476053.3333333
2024,家用电器,5,5,0.7825328587369211,0.8331638451294989,119.4,0.05252663902938366,3712209702.4
2024,石油石化,5,5,0.6158198474233638,0.7919648451609766,104.8,0.030335766822099687,1027651404.8
2024,机械设备,4,4,0.7029539424610671,0.8050313817831212,139.0,0.03163559688255191,696732944.0
2024,建筑装饰,4,4,0.650658981312177,0.8676236162311111,103.25,0.03842674847692251,911656032.0
2024,基础化工,4,4,0.5623515253835353,0.6105780753543915,167.25,0.028849352151155472,539463394.0
2024,房地产,3,3,0.7526036493769727,0.8678976832080845,48.333333333333336,0.05119236931204796,1801102528.0
2024,通信,3,3,0.7422778127581795,1.0645000457763674,217.0,0.02726266657312711,1821406506.6666667
2024,煤炭,3,3,0.6089869899511776,0.7134768114573979,182.0,0.032862670719623566,780742272.0
2024,商贸零售,2,2,0.700320250425122,0.8139534522676046,30.0,0.05314115434885025,2170240064.0
2024,钢铁,1,1,0.7132352199985501,0.7132352199985501,181.0,0.02663705125451088,491080992.0
2024,轻工制造,1,1,0.5514958889573209,0.5514958889573209,170.0,0.027616865932941437,173382880.0
2024,农林牧渔,1,1,0.5468703944298792,0.5468703944298792,8.0,0.06894940882921219,682762624.0
2024,传媒,1,1,0.515337433482921,0.515337433482921,159.0,0.027864396572113037,683157376.0
