year,rule_version_id,entry_family,exit_family,entry_type,exit_reason,trades,win_rate,net_pnl,gross_pnl,avg_holding_days,avg_cost_after_return
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,breakdown_repair,ema60_exit,57,0.03508771929824561,-36506.27725052833,-33328.000259399414,1.3859649122807018,-0.022770818953318343
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,breakdown_repair,time_stop,25,0.0,-16938.334538531297,-15576.989030838013,6.88,-0.024861674964637263
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,breakdown_repair,fast_relative_failure,36,0.3611111111111111,-3654.7603928804447,-1537.9953861236572,4.055555555555555,-0.003290634805140172
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,breakdown_repair,stop_loss,1,0.0,-1656.6803827285767,-1600.0003814697266,6.0,-0.056054583790819984
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,breakdown_repair,fast_ema20_failure,22,0.5,27125.05408693552,28430.001091957092,14.0,0.0430562124967199
2017,breakdown_repair_fast_failure_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,fast_failure_exit_diagnostic,breakdown_repair,fast_industry_failure,107,0.5887850467289719,27902.776208126546,34252.991700172424,3.2242990654205608,0.008721909660920792
2017,breakdown_repair_layered_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,layered_exit,breakdown_repair,ema60_exit,51,0.09803921568627451,-47177.43753377199,-44262.99602985382,6.333333333333333,-0.03162525377545073
2017,breakdown_repair_layered_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,layered_exit,breakdown_repair,time_stop,42,0.047619047619047616,-23251.9177674532,-20840.995264053345,11.476190476190476,-0.019649659973829132
2017,breakdown_repair_layered_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,layered_exit,breakdown_repair,stop_loss,3,0.0,-6577.900134325028,-6409.001636505127,7.0,-0.07286943679580814
2017,breakdown_repair_layered_diag__risk_unit_w03_ind20,breakdown_repair_diagnostic,layered_exit,breakdown_repair,trailing_stop,23,0.782608695652174,94943.82964520455,96421.00915908813,29.73913043478261,0.14426383032166698
2017,breakout_fast_failure_diag__risk_unit_w03_ind20,breakout_core,fast_failure_exit_diagnostic,breakout,time_stop,40,0.05,-30847.36947563886,-28607.99548625946,6.15,-0.026833670753612714
2017,breakout_fast_failure_diag__risk_unit_w03_ind20,breakout_core,fast_failure_exit_diagnostic,breakout,fast_relative_failure,8,0.25,-1179.348823630815,-759.997820854187,8.125,-0.007804252951248181
2017,breakout_fast_failure_diag__risk_unit_w03_ind20,breakout_core,fast_failure_exit_diagnostic,breakout,fast_ema20_failure,15,0.6,11386.705993890759,12253.001499176025,13.866666666666667,0.02871027614560702
2017,breakout_fast_failure_diag__risk_unit_w03_ind20,breakout_core,fast_failure_exit_diagnostic,breakout,fast_industry_failure,14,0.7857142857142857,25341.501958680154,26198.004961013794,8.0,0.06171746898948978
2017,breakout_layered_base__fixed_w05,breakout_core,layered_exit,breakout,time_stop,30,0.0,-56218.44713685513,-53593.987131118774,11.866666666666667,-0.04094555597277084
2017,breakout_layered_base__fixed_w05,breakout_core,layered_exit,breakout,stop_loss,6,0.0,-25205.35661067962,-24655.998611450195,7.5,-0.08524000284793133
2017,breakout_layered_base__fixed_w05,breakout_core,layered_exit,breakout,ema60_exit,3,1.0,3486.5271224021913,3772.99861907959,43.0,0.02502411402255476
2017,breakout_layered_base__fixed_w05,breakout_core,layered_exit,breakout,trailing_stop,21,0.9047619047619048,117186.19613780975,119400.99563598633,27.80952380952381,0.11799605800385364
2017,breakout_layered_base__risk_unit_w03_ind20,breakout_core,layered_exit,breakout,time_stop,28,0.0,-31587.84435169698,-30022.99084663391,11.214285714285714,-0.03912051614171872
2017,breakout_layered_base__risk_unit_w03_ind20,breakout_core,layered_exit,breakout,stop_loss,6,0.0,-16069.363868522647,-15738.000869750977,7.333333333333333,-0.08997390153946389
2017,breakout_layered_base__risk_unit_w03_ind20,breakout_core,layered_exit,breakout,ema60_exit,3,1.0,1884.9231931686386,2047.9991912841797,43.0,0.02502411402255474
2017,breakout_layered_base__risk_unit_w03_ind20,breakout_core,layered_exit,breakout,trailing_stop,21,0.8095238095238095,63142.51309523582,64447.99909591675,27.238095238095237,0.10568766074359032
2017,breakout_layered_base__risk_unit_w05_ind25,breakout_core,layered_exit,breakout,time_stop,29,0.0,-47844.31729245187,-45428.98578643799,11.931034482758621,-0.03978006695883272
2017,breakout_layered_base__risk_unit_w05_ind25,breakout_core,layered_exit,breakout,stop_loss,6,0.0,-26940.321963310238,-26384.999465942383,7.0,-0.09023640404026878
2017,breakout_layered_base__risk_unit_w05_ind25,breakout_core,layered_exit,breakout,ema60_exit,3,1.0,2551.418060970312,2786.9985580444336,43.0,0.02502411402255481
2017,breakout_layered_base__risk_unit_w05_ind25,breakout_core,layered_exit,breakout,trailing_stop,22,0.8181818181818182,104492.86788325311,106662.99238204956,26.363636363636363,0.1069024340052867
2017,breakout_stop_time_base__fixed_w05,breakout_core,stop_plus_time,breakout,time_stop,29,0.0,-48052.84703929423,-45495.99003791809,14.10344827586207,-0.03643918510985762
2017,breakout_stop_time_base__fixed_w05,breakout_core,stop_plus_time,breakout,stop_loss,5,0.0,-18778.499780082697,-18325.996780395508,7.4,-0.07812760898462248
2017,breakout_stop_time_base__fixed_w05,breakout_core,stop_plus_time,breakout,ema60_exit,10,1.0,28555.38332571984,29558.993816375732,39.6,0.060033567399701185
2017,breakout_stop_time_base__risk_unit_w03_ind20,breakout_core,stop_plus_time,breakout,time_stop,31,0.03225806451612903,-32494.512214732174,-30764.99171257019,13.612903225806452,-0.036688425636306525
2017,breakout_stop_time_base__risk_unit_w03_ind20,breakout_core,stop_plus_time,breakout,stop_loss,4,0.0,-9357.068626403812,-9139.998626708984,7.25,-0.08112046429973493
2017,breakout_stop_time_base__risk_unit_w03_ind20,breakout_core,stop_plus_time,breakout,ema60_exit,11,1.0,17872.147932648655,18521.996927261353,40.45454545454545,0.056944654543404145
2017,breakout_stop_time_base__risk_unit_w05_ind25,breakout_core,stop_plus_time,breakout,time_stop,30,0.03333333333333333,-43637.072848987584,-41094.99235153198,14.033333333333333,-0.03531838715117552
2017,breakout_stop_time_base__risk_unit_w05_ind25,breakout_core,stop_plus_time,breakout,stop_loss,4,0.0,-15664.956756401056,-15301.997756958008,7.25,-0.08112046429973488
