year,coverage_status,warmup_partial_year,first_signal_eligible_date,rule_version_id,rule_family_id,rule_family,entry_family,exit_family,sizing_family,param_suite,sizing_suite,scope,trades,win_count,loss_count,win_rate,avg_win_pnl,avg_loss_pnl,profit_factor,return_after_cost,max_drawdown,net_pnl,gross_pnl,avg_cash_ratio,avg_positions,avg_holding_days,stop_loss_count,time_stop_count,trailing_stop_count,stop_time_trade_ratio,top5_trade_pnl_share,coverage_limited_diagnostic
2024,coverage_ok,False,2024-01-02,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,38,21,17,0.5526315789473685,3823.7660845211567,-1902.0364370766804,2.4833781621591955,0.04121431632746875,-0.04176474259091978,47964.468344640736,50153.000354766846,0.6343070086938857,14.384297520661157,70.63157894736842,0,0,0,0.0,0.5475876396955606,False
2017,coverage_ok,True,2017-07-31,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,65,17,48,0.26153846153846155,2632.7842106181033,-1567.7294355149068,0.5947738090539787,0.05211581021860878,-0.13322133349732568,-30493.68132420777,-24606.998324394226,0.31797872612948014,13.715447154471544,19.153846153846153,1,41,0,0.6461538461538462,0.7457435557016953,False
2018,coverage_ok,False,2018-01-02,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,25,6,19,0.24,14270.41278969447,-2408.3057667958105,1.8712101288158915,-0.040650999593283,-0.14987966217725035,39864.66716904641,42306.00366592407,0.8352949826839172,3.2222222222222223,36.08,1,14,0,0.6,0.9359979541923571,False
2019,coverage_ok,False,2019-01-02,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,119,21,98,0.17647058823529413,6698.01529997417,-2253.253353622252,0.6369851799152045,0.0032228158155542808,-0.17712950595450083,-80160.50735552309,-69141.98832511902,0.4142518400017498,12.008196721311476,17.92436974789916,2,91,0,0.7815126050420168,0.7382788561655212,False
2020,coverage_ok,False,2020-01-02,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,93,27,66,0.2903225806451613,7478.84692752273,-2558.5718776571034,1.1957953244345243,0.2907739219326475,-0.20586345895526525,33063.12311774492,41644.986605644226,0.33141033214716004,14.563786008230453,29.483870967741936,3,68,0,0.7634408602150538,0.6238092873180346,False
2021,coverage_ok,False,2021-01-04,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,75,22,53,0.29333333333333333,18817.766947119886,-3317.26540590997,2.3546950841410887,-0.07690551098485021,-0.22494122413770123,238175.8063234091,245538.0123615265,0.5971827643660912,9.106995884773662,34.266666666666666,0,46,0,0.6133333333333333,0.6057047934264607,False
2022,coverage_ok,False,2022-01-04,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,54,3,51,0.05555555555555555,3552.988978830972,-2369.245383379272,0.0882134679514885,-0.09093716956033948,-0.10977651970780511,-110172.54761584997,-105123.0021238327,0.7230303848097599,6.049792531120332,12.796296296296296,0,43,0,0.7962962962962963,1.0,False
2023,coverage_ok,False,2023-01-03,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,75,11,64,0.14666666666666667,4527.524873200331,-2295.768414703384,0.33895768083465294,-0.09460579002088187,-0.11811530240671175,-97126.40493581294,-90549.98841285706,0.5298546902287499,10.190082644628099,19.4,3,54,0,0.76,0.8347922728560639,False
2024,coverage_ok,False,2024-01-02,ema_state_stop_time_base__fixed_w05,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,fixed_weight,base,fixed_w05,baseline,88,24,64,0.2727272727272727,6665.278301496306,-1849.3397772459311,1.351552264118486,0.04284433592459669,-0.12132055334409231,41608.93349217177,49390.98999500275,0.36759850297998375,13.541322314049587,26.613636363636363,1,57,0,0.6590909090909091,0.5525504961158288,False
2017,coverage_ok,True,2017-07-31,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,62,15,47,0.24193548387096775,1153.925228934288,-991.4277256027178,0.371458251291553,0.019781078520774598,-0.07361988013483756,-29288.22466931343,-26073.999166488647,0.5949684907974336,14.308943089430894,19.806451612903224,1,40,0,0.6612903225806451,0.7519783166500245,False
2018,coverage_ok,False,2018-01-02,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,25,8,17,0.32,6614.254680162669,-1410.9317746218512,2.206053115897702,-0.019750421283138198,-0.08545690642857773,28928.19727272988,30370.002269744873,0.9191574416857263,2.588477366255144,42.96,1,13,0,0.56,0.8639742740627356,False
2019,coverage_ok,False,2019-01-02,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,111,21,90,0.1891891891891892,4248.223287657329,-1121.7271521597438,0.8836837893643263,0.04703845610972324,-0.08209189159627339,-11742.754653573038,-6063.98663520813,0.6527245134929089,12.21311475409836,18.945945945945947,2,83,0,0.7657657657657657,0.6646304626798775,False
2020,coverage_ok,False,2020-01-02,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,96,28,68,0.2916666666666667,6297.400052749259,-1281.2398842688872,2.023857602609273,0.18918066496715924,-0.10320650393466901,89202.88934669495,94389.99633789062,0.6026245342512202,14.213991769547325,34.177083333333336,1,69,0,0.7291666666666666,0.4454103624877221,False
2021,coverage_ok,False,2021-01-04,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,83,22,61,0.26506024096385544,10526.295394173534,-1560.4593605160717,2.432853380705801,-0.02222567389185237,-0.14048992518705516,136390.4776803374,141029.00369167328,0.7844640547048156,8.123456790123457,30.27710843373494,0,55,0,0.6626506024096386,0.6490947311584025,False
2022,coverage_ok,False,2022-01-04,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,57,3,54,0.05263157894736842,1249.2995108922312,-1328.0296385352258,0.052262032690365105,-0.05447442823770743,-0.06252544362080026,-67965.70194822551,-64797.00946807861,0.8924990169154642,5.128630705394191,12.385964912280702,0,47,0,0.8245614035087719,1.0,False
2023,coverage_ok,False,2023-01-03,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,81,16,65,0.19753086419753085,2421.3901814118026,-1579.2058781102985,0.377426727227547,-0.060079468879398856,-0.07776999549136376,-63906.13917458057,-59210.98265647888,0.7620564324519585,9.644628099173554,19.25925925925926,3,56,0,0.7283950617283951,0.732720630862671,False
2024,coverage_ok,False,2024-01-02,ema_state_stop_time_base__risk_unit_w03_ind20,ema_state_stop_time_base,ema_state_baseline+stop_plus_time,ema_state_baseline,stop_plus_time,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,90,27,63,0.3,3695.5764722894733,-1047.470491369376,1.5120411516829528,0.03184496672659698,-0.051877107042027415,33789.9237955451,38737.991309165955,0.6749775893056084,13.086776859504132,27.72222222222222,1,57,0,0.6444444444444445,0.47030294783685306,False
2017,coverage_ok,True,2017-07-31,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,60,22,38,0.36666666666666664,5552.570897748254,-2181.780006257484,1.473405338761407,0.03924891951267684,-0.1072279154369421,39248.919512677196,44924.00851249695,0.5352217037900858,9.544715447154472,18.566666666666666,6,30,21,0.6,0.536122778886581,False
2018,coverage_ok,False,2018-01-02,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,28,2,26,0.07142857142857142,2100.8076625108706,-2804.918362306632,0.057613295130279824,-0.06613070343838123,-0.13238308996215442,-68726.2620949507,-65980.98559379578,0.9177055227141752,1.6707818930041152,13.5,5,15,7,0.7142857142857143,1.0,False
2019,coverage_ok,False,2019-01-02,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,84,13,71,0.15476190476190477,6347.882888218073,-2406.6084926729477,0.4829569993171952,-0.07411678083389694,-0.1607509161031656,-88346.72543294432,-80912.01243400574,0.6834444210986605,6.389344262295082,16.035714285714285,6,57,19,0.75,0.7875845798825747,False
2020,coverage_ok,False,2020-01-02,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,126,33,93,0.2619047619047619,7526.465156807321,-2229.7652091968444,1.1977409880009466,0.08905307610183089,-0.10297677278676765,41005.18571933511,51525.00021457672,0.4673183712399317,11.041152263374485,19.547619047619047,17,60,44,0.6111111111111112,0.43001101547911097,False
2021,coverage_ok,False,2021-01-04,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,69,15,54,0.21739130434782608,11897.81999425888,-2707.561651247077,1.2206370247868654,-0.02432347971972504,-0.16147097124453225,32258.97074654101,38114.979219436646,0.7339484099589472,5.506172839506172,20.956521739130434,7,36,25,0.6231884057971014,0.6518133720912463,False
2022,coverage_ok,False,2022-01-04,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,45,2,43,0.044444444444444446,2294.65096077919,-2375.3623369959896,0.0449312300704078,-0.10031016786078728,-0.10551899353191141,-97551.27856926917,-93954.98504638672,0.8643426654210357,2.892116182572614,9.577777777777778,7,35,2,0.9333333333333333,1.0,False
2023,coverage_ok,False,2023-01-03,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,61,14,47,0.22950819672131148,3682.0601956878395,-1847.618073267632,0.593620458657614,-0.04246366543990576,-0.07166127138150102,-35289.20670394896,-30496.992206573486,0.6980512748938075,6.074380165289257,16.688524590163933,7,38,11,0.7377049180327869,0.7786305374427043,False
2024,coverage_ok,False,2024-01-02,breakout_layered_base__fixed_w05,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,fixed_weight,base,fixed_w05,year_diagnostic,88,31,57,0.3522727272727273,6014.165705804671,-1759.4363414929628,1.8590397239094596,0.10555896984920587,-0.10274978351148867,86151.26541484593,93585.99741458893,0.5726238752953192,8.574380165289256,20.0,6,42,25,0.5454545454545454,0.5125490740324034,False
2017,coverage_ok,True,2017-07-31,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,58,20,38,0.3448275862068966,3334.1605157661443,-1297.7100591352112,1.352244526220942,0.017359182068277024,-0.06615309654510804,17370.228068184835,20735.00657081604,0.7200185206220215,9.439024390243903,18.25862068965517,6,28,21,0.5862068965517241,0.6001360674096321,False
2018,coverage_ok,False,2018-01-02,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,25,3,22,0.12,1084.6399303436274,-1383.0392856099388,0.10694233098492932,-0.026698435489872496,-0.0674748929456287,-27172.94449238777,-25773.9914894104,0.9444064360508595,1.9876543209876543,20.08,3,13,8,0.64,1.0,False
2019,coverage_ok,False,2019-01-02,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,82,13,69,0.15853658536585366,3853.175234466333,-1414.3652858253836,0.5132765620711224,-0.03755749132151465,-0.09724115691852142,-47499.92667388914,-43155.00717163086,0.8177521600943612,6.278688524590164,16.121951219512194,6,55,19,0.7439024390243902,0.7927066248205225,False
2020,coverage_ok,False,2020-01-02,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,125,31,94,0.248,5252.939320633488,-1371.056074917063,1.263516759699182,0.06360893046663829,-0.059797267074953475,33961.847897434214,40401.99689865112,0.6861650041778109,11.024691358024691,19.488,18,58,44,0.608,0.40331714566944193,False
2021,coverage_ok,False,2021-01-04,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,67,17,50,0.2537313432835821,6310.493020099751,-1486.3008764624597,1.4435621083266632,-0.004360424223775916,-0.08851610025307788,32963.337518572785,36428.98850440979,0.8526159178109586,5.744855967078189,22.83582089552239,4,33,27,0.5522388059701493,0.6091056953813634,False
2022,coverage_ok,False,2022-01-04,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,45,2,43,0.044444444444444446,1338.5717665672305,-1468.349068451482,0.042400784167090415,-0.05873617632607364,-0.06144449854919565,-60461.86641027928,-58247.99189567566,0.9362872403124032,2.892116182572614,9.577777777777778,7,35,2,0.9333333333333333,1.0,False
2023,coverage_ok,False,2023-01-03,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,65,15,50,0.23076923076923078,2267.7275604216256,-1288.770768527508,0.5278815168222577,-0.03285722826686699,-0.052178155904506474,-30422.625020051,-27124.995517730713,0.8383126238500702,6.289256198347108,16.4,7,42,11,0.7538461538461538,0.7789940788164781,False
2024,coverage_ok,False,2024-01-02,breakout_layered_base__risk_unit_w03_ind20,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,year_diagnostic,86,31,55,0.36046511627906974,3075.8820853933203,-1053.5954844364253,1.6454882535043152,0.0411602525725554,-0.060139397674047634,37404.593003189555,41813.994002342224,0.7699016623556769,8.590909090909092,20.53488372093023,4,42,24,0.5348837209302325,0.46708754052611884,False
2017,coverage_ok,True,2017-07-31,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,60,21,39,0.35,5225.908089365279,-1986.7800817489624,1.4163371857347726,0.03225964668846126,-0.09454645087018487,32259.64668846131,37636.00568771362,0.5704531391299804,9.40650406504065,18.283333333333335,6,29,22,0.5833333333333334,0.558465221256976,False
2018,coverage_ok,False,2018-01-02,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,25,2,23,0.08,1969.4024351358407,-1930.2076399658042,0.08872226081698655,-0.039191661689698565,-0.09564771109326742,-40455.97084894182,-38412.98084259033,0.9324191936866606,1.617283950617284,14.72,2,15,7,0.68,1.0,False
2019,coverage_ok,False,2019-01-02,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,82,13,69,0.15853658536585366,5643.010144846256,-1884.3476615674258,0.5642142615588035,-0.039698319818143424,-0.12947971173289385,-56660.85676515105,-50413.00826072693,0.7355828042851696,6.278688524590164,16.121951219512194,6,55,19,0.7439024390243902,0.7867768081632669,False
2020,coverage_ok,False,2020-01-02,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,125,33,92,0.264,6836.541563619989,-1978.5293568959703,1.239424487804389,0.0811918465152599,-0.09020393512130165,43581.17076503039,52811.994767189026,0.5758277348698981,11.061728395061728,19.624,17,58,45,0.6,0.41784082877086154,False
2021,coverage_ok,False,2021-01-04,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,68,16,52,0.23529411764705882,7872.349301123619,-2014.1385333556395,1.2026289569005277,-0.029884162978488282,-0.11055296487727362,21222.38508348464,25754.978561401367,0.8272936916600685,5.378600823045267,21.058823529411764,6,35,25,0.6029411764705882,0.6692375375578117,False
2022,coverage_ok,False,2022-01-04,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,45,2,43,0.044444444444444446,2101.425597810744,-2156.721162914676,0.04531912940821655,-0.08650501172582992,-0.0915017423637684,-88536.15880970955,-85251.98278427124,0.9120548964811337,2.892116182572614,9.577777777777778,7,35,2,0.9333333333333333,1.0,False
2023,coverage_ok,False,2023-01-03,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,64,14,50,0.21875,3646.9086223193576,-1724.2336292090417,0.5922250888459039,-0.03981402546481405,-0.06799952218149863,-35154.96074798108,-30351.990747451782,0.7693087284040043,6.206611570247934,16.359375,7,41,11,0.75,0.7693533018383235,False
2024,coverage_ok,False,2024-01-02,breakout_layered_base__risk_unit_w05_ind25,breakout_layered_base,breakout_core+layered_exit,breakout_core,layered_exit,risk_unit_with_industry_cap,base,risk_unit_w05_ind25,year_diagnostic,88,33,55,0.375,4505.888972968766,-1418.6361946516688,1.9057270595334583,0.08136851732094419,-0.07335000481933762,70669.3454021275,77235.99940538406,0.646187140907033,9.045454545454545,19.40909090909091,4,44,25,0.5454545454545454,0.43401856217348195,False
2017,coverage_ok,True,2017-07-31,breakout_stop_time_base__fixed_w05,breakout_stop_time_base,breakout_core+stop_plus_time,breakout_core,stop_plus_time,fixed_weight,base,fixed_w05,year_diagnostic,44,10,34,0.22727272727272727,2855.5383325719836,-1965.627847628733,0.4272752934771106,0.05501139140908706,-0.1207765028833453,-38275.96349365709,-34262.993001937866,0.43789631474675267,11.382113821138212,19.136363636363637,5,29,0,0.7727272727272727,0.9222593523254633,False
2018,coverage_ok,False,2018-01-02,breakout_stop_time_base__fixed_w05,breakout_stop_time_base,breakout_core+stop_plus_time,breakout_core,stop_plus_time,fixed_weight,base,fixed_w05,year_diagnostic,26,8,18,0.3076923076923077,11115.821137845516,-3294.181124756071,1.4997247458636294,-0.060350624233795225,-0.1445106620537152,29631.30885715486,32304.004859924316,0.8343769337034085,3.60082304526749,43.46153846153846,5,12,0,0.6538461538461539,0.8271337242453118,False
