year,coverage_status,warmup_partial_year,first_signal_eligible_date,rule_version_id,rule_family_id,rule_family,entry_family,exit_family,sizing_family,param_suite,sizing_suite,scope,trades,win_count,loss_count,win_rate,avg_win_pnl,avg_loss_pnl,profit_factor,return_after_cost,max_drawdown,net_pnl,gross_pnl,avg_cash_ratio,avg_positions,avg_holding_days,stop_loss_count,time_stop_count,trailing_stop_count,stop_time_trade_ratio,top5_trade_pnl_share,coverage_limited_diagnostic
2017,coverage_ok,True,2017-07-31,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,30,9,21,0.3,1399.3886890583562,-2244.554203879833,0.26719693761895297,0.055543288040256655,-0.1154948938303546,-34541.140079951285,-31936.001586914062,0.26092293732573063,15.325203252032521,34.53333333333333,0,0,0,0.0,0.9484191285145033,False
2018,coverage_ok,False,2018-01-02,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,19,10,9,0.5263157894736842,10325.743757863045,-2523.8284702936817,4.545890798399935,-0.009063148220972095,-0.11393654444365398,80542.98134598733,82497.00784683228,0.8255155512374852,3.42798353909465,67.94736842105263,0,0,0,0.0,0.7332275483653073,False
2019,coverage_ok,False,2019-01-02,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,63,21,42,0.3333333333333333,10695.174388108935,-4186.746815151828,1.2772654832390538,0.12123068731961029,-0.12206720494646495,48755.29591391089,55220.01442909241,0.3196548848768384,14.004098360655737,40.76190476190476,0,0,0,0.0,0.5251651752669855,False
2020,coverage_ok,False,2020-01-02,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,49,23,26,0.46938775510204084,12765.712191471845,-5852.25254990321,1.9296408184460427,0.518183344759612,-0.2037315348184302,141452.81410636898,146850.99658966064,0.24431271291435125,15.683127572016462,54.3469387755102,0,0,0,0.0,0.5411923928166839,False
2021,coverage_ok,False,2021-01-04,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,54,23,31,0.42592592592592593,31491.269521088183,-6411.67574337221,3.6440536335593143,-0.017143143448625664,-0.247838600381463,525537.2509404898,533476.0249614716,0.5776327590782268,9.518518518518519,56.94444444444444,0,0,0,0.0,0.481474983158598,False
2022,coverage_ok,False,2022-01-04,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,32,2,30,0.0625,7158.881468582156,-7199.826574227811,0.06628753618601296,-0.11307368098758186,-0.11846027309072904,-201677.03428966997,-197418.01228523254,0.6122469652772102,8.560165975103734,24.84375,0,0,0,0.0,1.0,False
2023,coverage_ok,False,2023-01-03,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,54,11,43,0.2037037037037037,9214.232103937322,-5944.000246599662,0.3965560304638466,-0.09441066398191866,-0.1280295660598837,-154235.45746047492,-147700.9774684906,0.40336631030185127,12.49586776859504,31.203703703703702,0,0,0,0.0,0.8922478712012388,False
2024,coverage_ok,False,2024-01-02,ema_state_ema60_base__fixed_w05,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,fixed_weight,base,fixed_w05,baseline,39,17,22,0.4358974358974359,7134.227751955564,-4387.574354976416,1.2564601549216314,0.018387219953378553,-0.07892008908245274,24755.23597376346,29265.006494522095,0.2923920057719377,15.103305785123966,55.41025641025641,0,0,0,0.0,0.7399840829762802,False
2017,coverage_ok,True,2017-07-31,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,34,10,24,0.29411764705882354,748.2706043982507,-1510.4831327383718,0.20641039396053548,0.01585898704005473,-0.07074863577975876,-28768.88914173842,-27174.002146720886,0.6050140518491258,15.292682926829269,33.44117647058823,0,0,0,0.0,0.9271637847059746,False
2018,coverage_ok,False,2018-01-02,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,21,10,11,0.47619047619047616,5093.572671136856,-1557.0246981317343,2.9739545016084534,-0.010650514774101172,-0.0739104240467594,33808.45503191948,34967.003536224365,0.924193247342323,2.5473251028806585,62.285714285714285,0,0,0,0.0,0.7751416288508529,False
2019,coverage_ok,False,2019-01-02,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,65,20,45,0.3076923076923077,6139.560919373036,-2078.0226033125987,1.313120337379262,0.07491876587710133,-0.08000907730171092,29280.201238393784,32796.01125717163,0.6143030842234495,13.64344262295082,40.2,0,0,0,0.0,0.5089022709287391,False
2020,coverage_ok,False,2020-01-02,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,53,25,28,0.4716981132075472,6702.867554763793,-2648.2908623286653,2.259836054652185,0.24262276016819007,-0.09696568516591275,93419.54472389222,96448.00071716309,0.5705976426252041,15.522633744855968,56.18867924528302,0,0,0,0.0,0.4868834777682747,False
2021,coverage_ok,False,2021-01-04,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,58,25,33,0.43103448275862066,11016.93415162945,-2403.3578197103557,3.4727089606194252,-0.018401360654314636,-0.1492596332796725,196112.54574029444,199673.0052471161,0.7693714932118811,9.25514403292181,56.13793103448276,0,0,0,0.0,0.4958438275521664,False
2022,coverage_ok,False,2022-01-04,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,40,3,37,0.075,6733.191834362347,-2744.449246361449,0.1989231441536762,-0.059548428727450475,-0.0631353000640692,-81345.04661228656,-79012.00261116028,0.8265021555048505,6.75103734439834,26.75,0,0,0,0.0,1.0000000000000002,False
2023,coverage_ok,False,2023-01-03,ema_state_ema60_base__risk_unit_w03_ind20,ema_state_ema60_base,ema_state_baseline+ema60_exit_only,ema_state_baseline,ema60_exit_only,risk_unit_with_industry_cap,base,risk_unit_w03_ind20,baseline,60,15,45,0.25,3985.098046304386,-2784.841389535798,0.47699880518373766,-0.050358009654319025,-0.0930980913684496,-65541.39183454512,-61818.9893245697,0.6726491579222044,11.84297520661157,32.55,0,0,0,0.0,0.6949845263389814,False
