binding_check_id,existing_18b_row_n,refreshed_matrix_row_n,existing_identity_key_n,refreshed_identity_key_n,identity_key_join_used,split_join_key_used,existing_duplicate_key_n,refreshed_duplicate_key_n,unmatched_existing_key_n,unmatched_refreshed_key_n,split_mismatch_n,neutral_row_n,neutral_rows_dropped,target_binding_gate,blocking_reason
18b_identity_key_preserved_for_18e_refresh,23405,23405,23405,23405,True,False,0,0,0,0,0,6066,False,pass,
