split,decision_date,feature_route_id,U_membership_n,membership_integrity_n,history_ready_n,sequence_ready_n,feature_ready_n,U_decision_n,invalid_n,layer_count_reconciled,support_status
historical_design_holdout,2025-11-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2025-11-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,496,496,496,4,true,ready
historical_design_holdout,2025-11-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2025-11-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2025-11-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,496,495,495,495,5,true,ready
historical_design_holdout,2025-11-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2025-11-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2025-11-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2025-11-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2025-11-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2025-11-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2025-11-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2025-11-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-11-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2025-11-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2025-12-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2025-12-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2025-12-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2025-12-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2025-12-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2025-12-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2025-12-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,490,490,490,10,true,ready
historical_design_holdout,2025-12-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,490,490,490,10,true,ready
historical_design_holdout,2025-12-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,490,490,490,10,true,ready
historical_design_holdout,2025-12-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,490,490,490,10,true,ready
historical_design_holdout,2025-12-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,491,491,491,9,true,ready
historical_design_holdout,2025-12-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,491,491,491,9,true,ready
historical_design_holdout,2025-12-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,492,492,492,8,true,ready
historical_design_holdout,2025-12-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,492,492,492,8,true,ready
historical_design_holdout,2025-12-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,492,492,492,8,true,ready
historical_design_holdout,2025-12-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,495,495,495,5,true,ready
historical_design_holdout,2026-01-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2026-01-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-01-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-01-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-01-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,492,492,492,8,true,ready
historical_design_holdout,2026-01-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,491,491,491,9,true,ready
historical_design_holdout,2026-01-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,492,492,492,8,true,ready
historical_design_holdout,2026-01-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,491,491,491,9,true,ready
historical_design_holdout,2026-01-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,490,490,490,10,true,ready
historical_design_holdout,2026-01-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,490,490,490,10,true,ready
historical_design_holdout,2026-01-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,491,491,491,9,true,ready
historical_design_holdout,2026-01-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,490,490,490,10,true,ready
historical_design_holdout,2026-01-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,491,491,491,9,true,ready
historical_design_holdout,2026-02-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,491,491,491,9,true,ready
historical_design_holdout,2026-02-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-02-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-02-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-02-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-02-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-02-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-02-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,494,494,494,6,true,ready
historical_design_holdout,2026-03-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-03-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-03-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-03-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,491,491,491,9,true,ready
historical_design_holdout,2026-03-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,493,490,490,490,10,true,ready
historical_design_holdout,2026-03-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,493,490,490,490,10,true,ready
historical_design_holdout,2026-03-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,493,490,490,490,10,true,ready
historical_design_holdout,2026-03-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,492,492,492,8,true,ready
historical_design_holdout,2026-03-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,492,492,492,8,true,ready
historical_design_holdout,2026-03-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,495,493,493,493,7,true,ready
historical_design_holdout,2026-03-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,492,492,492,8,true,ready
historical_design_holdout,2026-03-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,492,492,492,8,true,ready
historical_design_holdout,2026-03-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-03-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-03-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-04-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-04-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,493,493,493,7,true,ready
historical_design_holdout,2026-04-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2026-04-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,494,494,494,494,6,true,ready
historical_design_holdout,2026-04-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,493,493,493,493,7,true,ready
historical_design_holdout,2026-04-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,492,492,492,492,8,true,ready
historical_design_holdout,2026-04-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,491,491,491,491,9,true,ready
historical_design_holdout,2026-04-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,491,490,490,490,10,true,ready
historical_design_holdout,2026-04-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,491,491,491,491,9,true,ready
historical_design_holdout,2026-04-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,491,491,491,491,9,true,ready
historical_design_holdout,2026-04-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,490,490,490,10,true,ready
historical_design_holdout,2026-04-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,490,490,490,10,true,ready
historical_design_holdout,2026-04-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-04-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,490,490,490,10,true,ready
historical_design_holdout,2026-05-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,489,489,489,11,true,ready
historical_design_holdout,2026-05-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,491,490,490,490,10,true,ready
historical_design_holdout,2026-05-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,490,490,490,10,true,ready
historical_design_holdout,2026-05-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,491,491,491,491,9,true,ready
historical_design_holdout,2026-05-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,489,489,489,489,11,true,ready
historical_design_holdout,2026-05-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,489,489,489,489,11,true,ready
historical_design_holdout,2026-05-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,489,489,489,489,11,true,ready
historical_design_holdout,2026-05-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,490,490,490,10,true,ready
historical_design_holdout,2026-05-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,490,490,490,490,10,true,ready
historical_design_holdout,2026-05-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,0,0,0,0,0,500,true,feature_support_not_evaluable
train,2018-01-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,381,381,381,381,119,true,ready
train,2018-01-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,388,387,387,387,113,true,ready
train,2018-01-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,393,392,392,392,108,true,ready
train,2018-01-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,397,395,395,395,105,true,ready
train,2018-01-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,397,395,395,395,105,true,ready
train,2018-01-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,408,405,405,405,95,true,ready
train,2018-01-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,410,407,407,407,93,true,ready
train,2018-01-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,414,411,411,411,89,true,ready
train,2018-01-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,417,414,414,414,86,true,ready
train,2018-01-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,418,415,415,415,85,true,ready
train,2018-01-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,418,415,415,415,85,true,ready
train,2018-01-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,415,412,412,412,88,true,ready
train,2018-01-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,416,414,414,414,86,true,ready
train,2018-01-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,416,414,414,414,86,true,ready
train,2018-01-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,422,420,420,420,80,true,ready
train,2018-01-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,420,419,419,419,81,true,ready
train,2018-01-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,421,420,420,420,80,true,ready
train,2018-01-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,420,418,418,418,82,true,ready
train,2018-01-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,421,419,419,419,81,true,ready
train,2018-01-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,423,421,421,421,79,true,ready
train,2018-01-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,420,418,418,418,82,true,ready
train,2018-01-31,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,423,421,421,421,79,true,ready
train,2018-02-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,426,422,422,422,78,true,ready
train,2018-02-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,429,424,424,424,76,true,ready
train,2018-02-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,424,424,424,76,true,ready
train,2018-02-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,425,425,425,75,true,ready
train,2018-02-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,432,428,428,428,72,true,ready
train,2018-02-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,431,425,425,425,75,true,ready
train,2018-02-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,431,424,424,424,76,true,ready
train,2018-02-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,429,422,422,422,78,true,ready
train,2018-02-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,423,423,423,77,true,ready
train,2018-02-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,424,424,424,76,true,ready
train,2018-02-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,431,426,426,426,74,true,ready
train,2018-02-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,431,426,426,426,74,true,ready
train,2018-02-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,432,424,424,424,76,true,ready
train,2018-02-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,433,423,423,423,77,true,ready
train,2018-02-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,432,424,424,424,76,true,ready
train,2018-03-01,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,434,426,426,426,74,true,ready
train,2018-03-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,435,427,427,427,73,true,ready
train,2018-03-05,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,434,427,427,427,73,true,ready
train,2018-03-06,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,433,428,428,428,72,true,ready
train,2018-03-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,423,423,423,77,true,ready
train,2018-03-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,425,425,425,75,true,ready
train,2018-03-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,432,429,429,429,71,true,ready
train,2018-03-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,432,431,431,431,69,true,ready
train,2018-03-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,429,429,429,71,true,ready
train,2018-03-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,428,427,427,427,73,true,ready
train,2018-03-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,429,429,429,71,true,ready
train,2018-03-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,429,429,429,71,true,ready
train,2018-03-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,429,428,428,428,72,true,ready
train,2018-03-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,428,427,427,427,73,true,ready
train,2018-03-21,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,428,427,427,427,73,true,ready
train,2018-03-22,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,429,428,428,428,72,true,ready
train,2018-03-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,430,429,429,429,71,true,ready
train,2018-03-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,433,431,431,431,69,true,ready
train,2018-03-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,431,430,430,430,70,true,ready
train,2018-03-28,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,431,429,429,429,71,true,ready
train,2018-03-29,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,436,433,433,433,67,true,ready
train,2018-03-30,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,437,434,434,434,66,true,ready
train,2018-04-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,435,432,432,432,68,true,ready
train,2018-04-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,436,431,431,431,69,true,ready
train,2018-04-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,436,432,432,432,68,true,ready
train,2018-04-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,436,432,432,432,68,true,ready
train,2018-04-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,437,432,432,432,68,true,ready
train,2018-04-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,438,433,433,433,67,true,ready
train,2018-04-12,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,439,436,436,436,64,true,ready
train,2018-04-13,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,438,436,436,436,64,true,ready
train,2018-04-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,440,437,437,437,63,true,ready
train,2018-04-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,438,435,435,435,65,true,ready
train,2018-04-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,441,439,439,439,61,true,ready
train,2018-04-19,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,444,442,442,442,58,true,ready
train,2018-04-20,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,443,440,440,440,60,true,ready
train,2018-04-23,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,444,441,441,441,59,true,ready
train,2018-04-24,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,445,442,442,442,58,true,ready
train,2018-04-25,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,446,443,443,443,57,true,ready
train,2018-04-26,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,447,444,444,444,56,true,ready
train,2018-04-27,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,449,446,446,446,54,true,ready
train,2018-05-02,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,448,444,444,444,56,true,ready
train,2018-05-03,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,447,442,442,442,58,true,ready
train,2018-05-04,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,446,442,442,442,58,true,ready
train,2018-05-07,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,446,442,442,442,58,true,ready
train,2018-05-08,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,446,442,442,442,58,true,ready
train,2018-05-09,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,449,444,444,444,56,true,ready
train,2018-05-10,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,451,446,446,446,54,true,ready
train,2018-05-11,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,449,443,443,443,57,true,ready
train,2018-05-14,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,451,444,444,444,56,true,ready
train,2018-05-15,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,451,445,445,445,55,true,ready
train,2018-05-16,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,449,442,442,442,58,true,ready
train,2018-05-17,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,448,441,441,441,59,true,ready
train,2018-05-18,ALPHA158_NO_VWAP_REGISTERED_ADAPTATION,500,500,448,441,441,441,59,true,ready
