scope,instrument,year,board_bucket,qfq_key_n,raw_key_n,overlap_key_n,overlap_rate,base_row_n,factor_pass_n,factor_fail_n,factor_unknown_n,factor_pass_rate,auditable_row_n,auditable_row_rate,in_range_n,out_of_range_n,unknown_n,range_pass_rate,coverage_threshold,range_threshold,status
instrument_year,SH600651,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600651,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600651,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2017,unknown,168,168,168,1,168,168,0,0,1,168,1,168,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2018,unknown,238,238,238,1,238,238,0,0,1,238,1,238,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2019,unknown,244,244,244,1,244,244,0,0,1,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2020,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2021,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2022,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2023,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600653,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2017,main_board,78,78,78,1,78,66,12,0,0.846153846154,78,1,78,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2018,main_board,242,242,242,1,242,165,77,0,0.681818181818,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2019,main_board,243,243,243,1,243,119,124,0,0.489711934156,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2020,main_board,242,242,242,1,242,97,145,0,0.400826446281,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2021,main_board,243,243,243,1,243,118,125,0,0.485596707819,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2022,main_board,240,240,240,1,240,118,122,0,0.491666666667,240,1,240,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2023,main_board,241,241,241,1,241,241,0,0,1,241,1,241,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2024,main_board,241,241,241,1,241,241,0,0,1,241,1,241,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600654,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2017,main_board,37,37,37,1,37,0,37,0,0,37,1,37,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2018,main_board,238,238,238,1,238,2,236,0,0.00840336134454,238,1,238,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2019,main_board,244,244,244,1,244,2,242,0,0.00819672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2020,main_board,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2021,main_board,243,243,243,1,243,10,233,0,0.0411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2022,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2023,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2024,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2025,main_board,243,243,243,1,243,135,108,0,0.555555555556,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600655,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2017,main_board,126,126,126,1,126,0,126,0,0,126,1,126,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2018,main_board,238,238,238,1,238,0,238,0,0,238,1,238,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2019,main_board,244,244,244,1,244,0,244,0,0,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2020,main_board,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2021,main_board,243,243,243,1,243,6,237,0,0.0246913580247,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2022,main_board,242,242,242,1,242,0,242,0,0,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2023,main_board,242,242,242,1,242,145,97,0,0.599173553719,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2024,main_board,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600657,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2017,unknown,244,244,244,1,244,1,243,0,0.00409836065574,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2018,unknown,243,243,243,1,243,3,240,0,0.0123456790123,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2019,unknown,244,244,244,1,244,0,244,0,0,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2020,unknown,243,243,243,1,243,4,239,0,0.0164609053498,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2021,unknown,243,243,243,1,243,7,236,0,0.0288065843621,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2022,unknown,242,242,242,1,242,8,234,0,0.0330578512397,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2023,unknown,242,242,242,1,242,146,96,0,0.603305785124,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600658,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2017,main_board,244,244,244,1,244,16,228,0,0.0655737704918,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2018,main_board,243,243,243,1,243,18,225,0,0.0740740740741,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2019,main_board,244,244,244,1,244,21,223,0,0.0860655737705,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2020,main_board,243,243,243,1,243,51,192,0,0.20987654321,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2021,main_board,243,243,243,1,243,131,112,0,0.539094650206,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2022,main_board,242,242,242,1,242,87,155,0,0.359504132231,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2023,main_board,242,242,242,1,242,73,169,0,0.301652892562,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2024,main_board,242,242,242,1,242,152,90,0,0.628099173554,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2025,main_board,243,243,243,1,243,219,24,0,0.901234567901,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600660,2026,main_board,95,95,95,1,95,89,6,0,0.936842105263,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2017,unknown,244,244,244,1,244,78,166,0,0.319672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2018,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2019,unknown,244,244,244,1,244,244,0,0,1,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2020,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2021,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2022,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2023,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600661,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2017,unknown,244,244,244,1,244,0,244,0,0,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2018,unknown,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2019,unknown,244,244,244,1,244,0,244,0,0,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2020,unknown,233,233,233,1,233,12,221,0,0.0515021459227,233,1,233,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2021,unknown,242,242,242,1,242,0,242,0,0,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2022,unknown,242,242,242,1,242,0,242,0,0,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2023,unknown,242,242,242,1,242,2,240,0,0.00826446280992,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2024,unknown,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2025,unknown,243,243,243,1,243,93,150,0,0.382716049383,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600662,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2017,main_board,244,244,244,1,244,16,228,0,0.0655737704918,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2018,main_board,243,243,243,1,243,4,239,0,0.0164609053498,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2019,main_board,244,244,244,1,244,12,232,0,0.0491803278689,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2020,main_board,243,243,243,1,243,8,235,0,0.0329218106996,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2021,main_board,243,243,243,1,243,3,240,0,0.0123456790123,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2022,main_board,232,232,232,1,232,4,228,0,0.0172413793103,232,1,232,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2023,main_board,242,242,242,1,242,2,240,0,0.00826446280992,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2024,main_board,242,242,242,1,242,2,240,0,0.00826446280992,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2025,main_board,243,243,243,1,243,111,132,0,0.456790123457,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600663,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2017,main_board,182,182,182,1,182,0,182,0,0,182,1,182,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2018,main_board,208,208,208,1,208,164,44,0,0.788461538462,208,1,208,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2019,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2020,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2021,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2022,main_board,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2023,main_board,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2024,main_board,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600664,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2017,unknown,244,244,244,1,244,1,243,0,0.00409836065574,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2018,unknown,243,243,243,1,243,2,241,0,0.0082304526749,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2019,unknown,244,244,244,1,244,2,242,0,0.00819672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2020,unknown,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2021,unknown,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2022,unknown,242,242,242,1,242,0,242,0,0,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2023,unknown,242,242,242,1,242,100,142,0,0.413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600665,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2017,main_board,71,71,71,1,71,2,69,0,0.0281690140845,71,1,71,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2018,main_board,164,164,164,1,164,9,155,0,0.0548780487805,164,1,164,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2019,main_board,243,243,243,1,243,22,221,0,0.0905349794239,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2020,main_board,242,242,242,1,242,4,238,0,0.0165289256198,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2021,main_board,243,243,243,1,243,7,236,0,0.0288065843621,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2022,main_board,241,241,241,1,241,3,238,0,0.0124481327801,241,1,241,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2023,main_board,237,237,237,1,237,210,27,0,0.886075949367,237,1,237,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2024,main_board,241,241,241,1,241,241,0,0,1,241,1,241,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600666,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2017,main_board,244,244,244,1,244,0,244,0,0,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2018,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2019,main_board,244,244,244,1,244,3,241,0,0.0122950819672,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2020,main_board,243,243,243,1,243,6,237,0,0.0246913580247,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2021,main_board,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2022,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2023,main_board,242,242,242,1,242,2,240,0,0.00826446280992,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2024,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2025,main_board,243,243,243,1,243,138,105,0,0.567901234568,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600667,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2017,unknown,244,244,244,1,244,14,230,0,0.0573770491803,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2018,unknown,243,243,243,1,243,3,240,0,0.0123456790123,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2019,unknown,244,244,244,1,244,3,241,0,0.0122950819672,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2020,unknown,243,243,243,1,243,3,240,0,0.0123456790123,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2021,unknown,243,243,243,1,243,10,233,0,0.0411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2022,unknown,242,242,242,1,242,12,230,0,0.0495867768595,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2023,unknown,242,242,242,1,242,6,236,0,0.0247933884298,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2024,unknown,242,242,242,1,242,3,239,0,0.0123966942149,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2025,unknown,243,243,243,1,243,119,124,0,0.489711934156,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600668,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2017,unknown,145,145,145,1,145,145,0,0,1,145,1,145,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2018,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2019,unknown,244,244,244,1,244,244,0,0,1,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2020,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2021,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2022,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2023,unknown,241,241,241,1,241,241,0,0,1,241,1,241,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2024,unknown,241,241,241,1,241,241,0,0,1,241,1,241,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2025,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600671,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2017,main_board,25,25,25,1,25,0,25,0,0,25,1,25,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2018,main_board,232,232,232,1,232,3,229,0,0.0129310344828,232,1,232,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2019,main_board,244,244,244,1,244,2,242,0,0.00819672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2020,main_board,233,233,233,1,233,2,231,0,0.00858369098712,233,1,233,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2021,main_board,243,243,243,1,243,4,239,0,0.0164609053498,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2022,main_board,242,242,242,1,242,2,240,0,0.00826446280992,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2023,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2024,main_board,242,242,242,1,242,137,105,0,0.566115702479,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600673,2026,main_board,86,86,86,1,86,86,0,0,1,86,1,86,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2017,main_board,244,244,244,1,244,1,243,0,0.00409836065574,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2018,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2019,main_board,244,244,244,1,244,2,242,0,0.00819672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2020,main_board,243,243,243,1,243,2,241,0,0.0082304526749,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2021,main_board,243,243,243,1,243,5,238,0,0.0205761316872,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2022,main_board,242,242,242,1,242,7,235,0,0.0289256198347,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2023,main_board,242,242,242,1,242,5,237,0,0.0206611570248,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2024,main_board,242,242,242,1,242,20,222,0,0.0826446280992,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2025,main_board,243,243,243,1,243,118,125,0,0.485596707819,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600674,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2017,main_board,236,236,236,1,236,1,235,0,0.00423728813559,236,1,236,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2018,main_board,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2019,main_board,244,244,244,1,244,3,241,0,0.0122950819672,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2020,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2021,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2022,main_board,242,242,242,1,242,6,236,0,0.0247933884298,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2023,main_board,242,242,242,1,242,11,231,0,0.0454545454545,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2024,main_board,242,242,242,1,242,110,132,0,0.454545454545,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600675,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2017,unknown,244,244,244,1,244,2,242,0,0.00819672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2018,unknown,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2019,unknown,244,244,244,1,244,105,139,0,0.430327868852,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2020,unknown,243,243,243,1,243,153,90,0,0.62962962963,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2021,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2022,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2023,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600676,2026,unknown,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2017,unknown,223,223,223,1,223,223,0,0,1,223,1,223,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2018,unknown,137,137,137,1,137,137,0,0,1,137,1,137,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2019,unknown,244,244,244,1,244,244,0,0,1,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2020,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2021,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2022,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2023,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2024,unknown,242,242,242,1,242,242,0,0,1,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2025,unknown,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600678,2026,unknown,94,94,94,1,94,94,0,0,1,94,1,94,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2017,main_board,244,244,244,1,244,54,190,0,0.22131147541,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2018,main_board,243,243,243,1,243,13,230,0,0.0534979423868,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2019,main_board,244,244,244,1,244,22,222,0,0.0901639344262,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2020,main_board,233,233,233,1,233,14,219,0,0.0600858369099,233,1,233,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2021,main_board,243,243,243,1,243,85,158,0,0.349794238683,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2022,main_board,242,242,242,1,242,138,104,0,0.570247933884,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2023,main_board,242,242,242,1,242,224,18,0,0.925619834711,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2024,main_board,242,242,242,1,242,216,26,0,0.892561983471,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2025,main_board,243,243,243,1,243,243,0,0,1,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600679,2026,main_board,95,95,95,1,95,95,0,0,1,95,1,95,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2017,main_board,172,172,172,1,172,0,172,0,0,172,1,172,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2018,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2019,main_board,244,244,244,1,244,2,242,0,0.00819672131148,244,1,244,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2020,main_board,243,243,243,1,243,1,242,0,0.00411522633745,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2021,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2022,main_board,242,242,242,1,242,1,241,0,0.00413223140496,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2023,main_board,242,242,242,1,242,0,242,0,0,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2024,main_board,242,242,242,1,242,0,242,0,0,242,1,242,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2025,main_board,243,243,243,1,243,0,243,0,0,243,1,243,0,0,1,0.9,0.995,pass
instrument_year,SH600681,2026,main_board,95,95,95,1,95,3,92,0,0.0315789473684,95,1,95,0,0,1,0.9,0.995,pass
