dominance_id,factor_family,feature,shared_axis,anchor_family,relative_day,relative_window,split,regime_bucket,duration_bucket,winner_count,control_count,winner_total,control_total,winner_mean,control_mean,winner_std,control_std,standardized_mean_difference,winner_rate,control_rate,lift,odds_ratio,absolute_rate_difference,feature_non_missing_coverage,claim_status,missing_reason_policy,multiple_test_family
shared_axis_low_0_close_to_ema20_all_all_all,price_structure,close_to_ema20,shared_axis_low,,0,0,all,all,all,851,3940,851,3940,-0.08937379271393411,-0.08204230317934309,0.052918217121434324,0.050983523614254025,-0.14282427962532995,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_all_all,price_structure,close_to_ema20,shared_axis_low,,0,0,train,all,all,271,1229,271,1229,-0.09438170012959048,-0.08860845705736967,0.0534930866093188,0.0514091353847509,-0.11147206015824591,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_all_all,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,all,all,169,797,169,797,-0.08311256890010775,-0.08468293500819053,0.04715037717933912,0.04848215803520244,0.03254462111915587,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_all_all,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,all,all,411,1914,411,1914,-0.0886463083219482,-0.07672653166226573,0.054561432197112694,0.05117335546032676,-0.23016729164428068,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_off_all,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_off,all,451,2137,451,2137,-0.10472858562706007,-0.09807439320224966,0.05694419857260343,0.05446408354295114,-0.12119750053130714,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_on_all,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_on,all,199,879,199,879,-0.06480873599830125,-0.05477682719178799,0.037764810452819104,0.03325001223266337,-0.29396953179156965,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_transition_all,price_structure,close_to_ema20,shared_axis_low,,0,0,all,transition,all,201,924,201,924,-0.07924162695568109,-0.07090136921192923,0.04425282720865334,0.04182369165270861,-0.1973253671651234,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_all_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,all,all,fast,103,478,103,478,-0.09303957478016989,-0.08841948720550546,0.05303143708041006,0.04998094769857218,-0.09142948223074282,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_all_long,price_structure,close_to_ema20,shared_axis_low,,0,0,all,all,long,541,2553,541,2553,-0.09075131493121183,-0.08210095113176502,0.05492516805878613,0.05104556344028786,-0.16717590437132254,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_all_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,all,all,medium,207,909,207,909,-0.08394956531118279,-0.0785241269559781,0.04704211832769381,0.05105507606794502,-0.10778206022128829,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_off_all,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_off,all,197,939,197,939,-0.10861267184588166,-0.09762651473632815,0.061826782018586976,0.055709072958730795,-0.1933720802463595,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_on_all,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_on,all,137,635,137,635,-0.061576850343473453,-0.05100650459047992,0.0357064320170479,0.030804575583710476,-0.33318160985476414,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_transition_all,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,transition,all,77,340,77,340,-0.08572607622891115,-0.06704162896826392,0.03946301438921821,0.04327235309920576,-0.43859972752200405,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_off_all,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_off,all,134,652,134,652,-0.11151600664220487,-0.10250616609624169,0.05635554824333294,0.055560538533733016,-0.16176758293775165,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_on_all,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_on,all,52,197,52,197,-0.07763569940450497,-0.06713371415713049,0.0402412803921965,0.03852677592194674,-0.27006433298419136,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_transition_all,price_structure,close_to_ema20,shared_axis_low,,0,0,train,transition,all,85,380,85,380,-0.07761458207093298,-0.07589587299948168,0.047534467379705014,0.04194300450500424,-0.039959340513183395,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_off_all,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_off,all,120,546,120,546,-0.09077292395091623,-0.09355249201656746,0.046295656908965484,0.05052445406964127,0.055822462043961116,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_on_all,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_on,all,10,47,10,47,-0.04238535975718294,-0.05392253186536543,0.03557255127251517,0.029117970583519368,0.3811609056459833,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_transition_all,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,transition,all,39,204,39,204,-0.06998511980606242,-0.0680307821706365,0.0449271329842628,0.03823615874288598,-0.04964436055673954,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_all_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,all,fast,61,281,61,281,-0.08933950282971688,-0.08070471649050087,0.05419332369890853,0.051104387527921166,-0.16713703028693988,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_all_long,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,all,long,266,1274,266,1274,-0.09275662978721307,-0.07971301160793587,0.0570156753780225,0.05192712718790384,-0.24685659798783122,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_all_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,all,medium,84,359,84,359,-0.07512689909892027,-0.06301442751876202,0.044315338933923205,0.04614985006001524,-0.264405607260771,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_all_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,train,all,fast,18,80,18,80,-0.09160110828794009,-0.08513715648735957,0.061025111944237646,0.04237512531124293,-0.13982393360229053,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_all_long,price_structure,close_to_ema20,shared_axis_low,,0,0,train,all,long,178,823,178,823,-0.09739873847554047,-0.09138484018855451,0.0546832747507901,0.05309722643949617,-0.11265848254816209,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_all_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,train,all,medium,75,326,75,326,-0.08788860449719856,-0.08245122002864476,0.0486439263368511,0.0485633406233577,-0.1119303241732645,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_all_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,all,fast,24,117,24,117,-0.10352277419007684,-0.1091924532599324,0.043650797349814266,0.04646066370399155,0.12323360763812947,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_all_long,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,all,long,97,456,97,456,-0.07305383923444042,-0.07201672801689786,0.04553016871973518,0.04127150717053309,-0.02466697142045324,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_all_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,all,medium,48,224,48,224,-0.09323448245449258,-0.09766586693933187,0.0474743020191239,0.05458364628640915,0.08296273078694007,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_off_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_off,fast,66,311,66,311,-0.10113082199265915,-0.0943156905196589,0.055381130586260985,0.05389956864263672,-0.12583498001920068,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_off_long,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_off,long,292,1398,292,1398,-0.10644501665381954,-0.09959842166642204,0.05924054620771887,0.05355133286856652,-0.12545424031473942,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_off_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_off,medium,93,428,93,428,-0.10189261293949756,-0.09582758185031681,0.05066074337856309,0.05765625921142113,-0.10738478876157412,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_on_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_on,fast,13,55,13,55,-0.06373808955484747,-0.05900863236040363,0.03819655527018156,0.0359769995328873,-0.12996361252893912,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_on_long,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_on,long,132,610,132,610,-0.06592152747281542,-0.05401144316197456,0.03827447765323136,0.03279584059978177,-0.35205272829144263,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_risk_on_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,all,risk_on,medium,54,214,54,214,-0.0623463272784685,-0.055870915854929745,0.036976214815746526,0.03385769209238578,-0.18768467594580335,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_transition_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,all,transition,fast,24,112,24,112,-0.08666028277620735,-0.08648982457853115,0.04824378943335978,0.03823730493506224,-0.004247375079219906,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_transition_long,price_structure,close_to_ema20,shared_axis_low,,0,0,all,transition,long,117,545,117,545,-0.07959722126887739,-0.06865716407510752,0.04624238459192103,0.0424554287399998,-0.2535643152901767,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_all_transition_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,all,transition,medium,60,267,60,267,-0.07558075571673774,-0.06894325984304692,0.038607445893911664,0.04070406215705168,-0.1645733161483201,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_off_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_off,fast,48,220,48,220,-0.0947900594120703,-0.0860229457786939,0.057622644695978914,0.053211176252136456,-0.16230328840819142,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_off_long,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_off,long,116,575,116,575,-0.12006312092427072,-0.10820875102267274,0.06347828017979879,0.05345525380370853,-0.21454034796944405,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_off_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_off,medium,33,144,33,144,-0.08846822650436079,-0.07309873213932389,0.053618884385203756,0.05734036001037093,-0.271171562120833,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_on_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_on,fast,7,32,7,32,-0.06200150309373831,-0.050358750679601,0.028733179454166844,0.026533450815686296,-0.4327777024826896,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_on_long,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_on,long,97,461,97,461,-0.0619053282227837,-0.05048815176526356,0.03683276410067448,0.03148953270388563,-0.3515686233639405,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_risk_on_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,risk_on,medium,33,142,33,142,-0.06052124659968716,-0.052835298798739605,0.034529148975498795,0.029541149018026517,-0.25178954905820206,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_transition_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,transition,fast,6,29,6,29,-0.07762938319619811,-0.07384473244037437,0.0393032279169001,0.043219296379108256,-0.08873934557207275,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_transition_long,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,transition,long,53,238,53,238,-0.08945518223723113,-0.06747607977599569,0.04123830484766645,0.04308540242803139,-0.5140235590149779,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_robustness_transition_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,robustness,transition,medium,18,73,18,73,-0.07744482843754007,-0.06292259755824518,0.03416004438422223,0.04407913654584747,-0.3427940838311271,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_off_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_off,fast,4,21,4,21,-0.11125452665961025,-0.0830279086137182,0.0681794223236489,0.0566646388894197,-0.48419729370880704,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_off_long,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_off,long,105,513,105,513,-0.11053964398670128,-0.10356407998686347,0.057071937618139,0.055936355125895655,-0.12427583591386654,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_off_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_off,medium,25,118,25,118,-0.11565856659253523,-0.10137339983559779,0.053687731332809026,0.053487330289476075,-0.2669052312190648,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_on_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_on,fast,6,21,6,21,-0.06576410709280817,-0.0737768155138832,0.05001681676132774,0.04499801369786506,0.17401696985426657,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_on_long,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_on,long,31,129,31,129,-0.08190360517829726,-0.0672338299172877,0.04007002128004391,0.035054898633106166,-0.40680647741658327,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_risk_on_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,train,risk_on,medium,15,47,15,47,-0.07356399773001293,-0.0638907341241074,0.0380336598283126,0.04465184293424094,-0.2239265028683775,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_transition_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,train,transition,fast,8,38,8,38,-0.10115214999845398,-0.09258087663971412,0.0660900595848628,0.02951555935384832,-0.2268623801975419,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_transition_long,price_structure,close_to_ema20,shared_axis_low,,0,0,train,transition,long,42,181,42,181,-0.07598335879798465,-0.07407837780436075,0.04877066274764896,0.04426255985924538,-0.042208220671210696,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_train_transition_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,train,transition,medium,35,161,35,161,-0.07419203447218047,-0.07400106860189197,0.04085459150691313,0.04108705806770727,-0.004652437632995418,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_off_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_off,fast,14,70,14,70,-0.11997809236412059,-0.12376493713447399,0.0411787736974273,0.04468682787499836,0.08577366744854364,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_off_long,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_off,long,71,310,71,310,-0.07814028474783476,-0.07706512457535557,0.044553585998882976,0.04241771183978158,-0.025108701134299676,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_off_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_off,medium,35,166,35,166,-0.1047170675404568,-0.11160196640525552,0.043378882869524876,0.05478496948786774,0.1298784802162794,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_on_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_on,fast,0,2,0,2,,-0.04234081614171015,,0.00659265025840958,,,,,,,1.0,sample_blocked,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_on_long,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_on,long,4,20,4,20,-0.03945325706860012,-0.04993891528439302,0.02012150656145916,0.026146126887711767,0.41267752341862773,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_risk_on_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,risk_on,medium,6,25,6,25,-0.04434009488290482,-0.05803596238803579,0.0449815911595777,0.03224934077145628,0.3938003542622452,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_transition_fast,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,transition,fast,10,45,10,45,-0.0804853287464156,-0.08949532888256656,0.037537990236234504,0.04025603946459008,0.2263388759792227,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_transition_long,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,transition,long,22,126,22,126,-0.06274768910772963,-0.06310048453696294,0.04886901979673452,0.037777387378560234,0.00891692773405863,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema20_validation_transition_medium,price_structure,close_to_ema20,shared_axis_low,,0,0,validation,transition,medium,7,33,7,33,-0.07773103208603237,-0.057585718528394655,0.04319023869804326,0.024808951401820756,-0.7065970917227993,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_all_all,price_structure,close_to_ema60,shared_axis_low,,0,0,all,all,all,851,3940,851,3940,-0.10371830239283195,-0.09829399981401019,0.09216361297217665,0.07965663233091161,-0.06613726149554587,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_all_all,price_structure,close_to_ema60,shared_axis_low,,0,0,train,all,all,271,1229,271,1229,-0.10224928625861873,-0.1031687237823366,0.08784756867932413,0.07520777464344867,0.011842599790598303,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_validation_all_all,price_structure,close_to_ema60,shared_axis_low,,0,0,validation,all,all,169,797,169,797,-0.13012169974923446,-0.13033689513083685,0.09461071263543964,0.07862655481816457,0.0026359815609928376,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_all_all,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,all,all,411,1914,411,1914,-0.09383005231774623,-0.08182105136856402,0.09204958569547769,0.07840528404432408,-0.14829462821632478,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_risk_off_all,price_structure,close_to_ema60,shared_axis_low,,0,0,all,risk_off,all,451,2137,451,2137,-0.1364721664443224,-0.12400819019376631,0.08362726698283875,0.07533428608728093,-0.16220322726555073,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_risk_on_all,price_structure,close_to_ema60,shared_axis_low,,0,0,all,risk_on,all,199,879,199,879,-0.041555365875325934,-0.043087234545531664,0.08552561424914853,0.07420583509903773,0.02004674310128686,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_transition_all,price_structure,close_to_ema60,shared_axis_low,,0,0,all,transition,all,201,924,201,924,-0.0917702012971181,-0.0913411013610381,0.08194861552264399,0.065001912379641,-0.006279970271984442,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_all_fast,price_structure,close_to_ema60,shared_axis_low,,0,0,all,all,fast,103,478,103,478,-0.12363917896643356,-0.12797433129123084,0.10064298167067925,0.08153067350655309,0.05087654136791305,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_all_long,price_structure,close_to_ema60,shared_axis_low,,0,0,all,all,long,541,2553,541,2553,-0.10120522122419413,-0.09277067420650975,0.08594613922553533,0.07379743414119835,-0.11089462020621745,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_all_all_medium,price_structure,close_to_ema60,shared_axis_low,,0,0,all,all,medium,207,909,207,909,-0.10037398657231074,-0.09819922734958461,0.10219454332388897,0.09043214756548493,-0.02345518555681948,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_risk_off_all,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,risk_off,all,197,939,197,939,-0.139367482752594,-0.11776326585095503,0.07825856659568142,0.07119847707703202,-0.29812109740192455,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_risk_on_all,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,risk_on,all,137,635,137,635,-0.028037694935437184,-0.025884972913042044,0.08065947333512394,0.06468213737761083,-0.03176112141322316,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_transition_all,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,transition,all,77,340,77,340,-0.09438432719711413,-0.08702596436942077,0.07138040557734214,0.058077340265794086,-0.12116138288095668,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_risk_off_all,price_structure,close_to_ema60,shared_axis_low,,0,0,train,risk_off,all,134,652,134,652,-0.1177254379056322,-0.10943338947711184,0.09143917869063933,0.07746259895275723,-0.10364311661744158,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_risk_on_all,price_structure,close_to_ema60,shared_axis_low,,0,0,train,risk_on,all,52,197,52,197,-0.07804089753771927,-0.09181970878238137,0.08431715114409112,0.07914931095402844,0.1717122236209818,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_transition_all,price_structure,close_to_ema60,shared_axis_low,,0,0,train,transition,all,85,380,85,380,-0.09266142617375955,-0.098303444629699,0.08007824577252429,0.0679847135172617,0.08021823356091076,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_validation_risk_off_all,price_structure,close_to_ema60,shared_axis_low,,0,0,validation,risk_off,all,120,546,120,546,-0.15265286903978054,-0.1521524283350823,0.07962671723489916,0.0723588184612724,-0.006788944017508846,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_validation_risk_on_all,price_structure,close_to_ema60,shared_axis_low,,0,0,validation,risk_on,all,10,47,10,47,-0.0370226931073564,-0.07123912203428732,0.10875452050576392,0.07537288158095228,0.41843078665202366,,,,,,1.0,effect_size_candidate,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_validation_transition_all,price_structure,close_to_ema60,shared_axis_low,,0,0,validation,transition,all,39,204,39,204,-0.08466656517367672,-0.08556392555250249,0.10446214819313335,0.06923925652473253,0.011825013070215887,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_all_fast,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,all,fast,61,281,61,281,-0.12427084924679535,-0.121279295764872,0.10214480788564748,0.08068633487442799,-0.035249364297698,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_all_long,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,all,long,266,1274,266,1274,-0.0962897698787433,-0.08046155615359026,0.08575612632373339,0.07087561452077641,-0.21489888784612407,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_robustness_all_medium,price_structure,close_to_ema60,shared_axis_low,,0,0,robustness,all,medium,84,359,84,359,-0.06393512989039846,-0.055760411336569636,0.09606236591550397,0.08935946492621522,-0.09017008541997948,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_all_fast,price_structure,close_to_ema60,shared_axis_low,,0,0,train,all,fast,18,80,18,80,-0.1049831326282858,-0.10865908599435774,0.07566332435655594,0.06562769045723195,0.054447586384851705,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_all_long,price_structure,close_to_ema60,shared_axis_low,,0,0,train,all,long,178,823,178,823,-0.10163515205229828,-0.10233836644767723,0.09068276492849066,0.07778137479936986,0.008766226786407108,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_train_all_medium,price_structure,close_to_ema60,shared_axis_low,,0,0,train,all,medium,75,326,75,326,-0.1030507083128991,-0.10391766583590399,0.08467214528244857,0.07080543691087,0.011783336327223589,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_validation_all_fast,price_structure,close_to_ema60,shared_axis_low,,0,0,validation,all,fast,24,117,24,117,-0.13602571842412484,-0.15726086639086065,0.11417947246580534,0.0863440220718138,0.2319863593846952,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
shared_axis_low_0_close_to_ema60_validation_all_long,price_structure,close_to_ema60,shared_axis_low,,0,0,validation,all,long,97,456,97,456,-0.11389576112612586,-0.1098926164980418,0.07653851442858976,0.06839637386703595,-0.05728332582244697,,,,,,1.0,no_claim,missing reasons retained in aligned panels,price_structure
