sequence_id,sequence_family,shared_axis,anchor_family,relative_window,required_states,forbidden_states,order_constraints,split,regime_bucket,duration_bucket,winner_count,control_count,winner_sequence_rate,control_sequence_rate,lift,odds_ratio,absolute_rate_difference,train_lift,validation_lift,robustness_lift,split_stability,near_winner_lift,false_repair_lift,feature_non_missing_coverage,multiple_test_family,claim_status
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_off,all,134,652,0.9328358208955224,0.8404907975460123,1.1098703562479573,2.5168641750227896,0.09234502334951011,1.1098703562479573,,,not_stable_or_sample_blocked,0.9803921568627451,1.1292223095051062,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_on,all,52,197,0.9423076923076923,0.9441624365482234,0.9980355665839536,0.8720796629643816,-0.0018547442405311143,0.9980355665839536,,,not_stable_or_sample_blocked,0.9543885601577908,0.9929013939081053,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,transition,all,85,380,0.9529411764705882,0.8842105263157894,1.0777310924369747,2.3950800726432226,0.06873065015479873,1.0777310924369747,,,not_stable_or_sample_blocked,0.9946758265349935,1.1218168279970215,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_off,all,120,546,0.9833333333333333,0.8809523809523809,1.1162162162162161,6.44797507788162,0.10238095238095235,,1.1162162162162161,,not_stable_or_sample_blocked,0.9833333333333333,1.1763239875389409,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_on,all,10,47,0.9,0.9361702127659575,0.9613636363636364,0.49812734082397003,-0.036170212765957444,,0.9613636363636364,,not_stable_or_sample_blocked,0.9,0.9529411764705883,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,transition,all,39,204,0.8974358974358975,0.8872549019607843,1.0114747131321717,1.0214263850627487,0.010180995475113197,,1.0114747131321717,,not_stable_or_sample_blocked,0.9738134206219313,1.0159651669085632,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,all,fast,61,281,0.9508196721311475,0.9288256227758007,1.02367941712204,1.3102977328598744,0.021994049355346768,,,1.02367941712204,not_stable_or_sample_blocked,1.0356061397097212,0.9924180327868852,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,all,long,266,1274,0.9360902255639098,0.9230769230769231,1.0140977443609023,1.1936494444781738,0.013013302486986622,,,1.0140977443609023,not_stable_or_sample_blocked,1.0012442327409432,1.0144820178525131,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,all,medium,84,359,0.8571428571428571,0.9610027855153204,0.8919254658385093,0.24341534008683066,-0.10385992837246327,,,0.8919254658385093,not_stable_or_sample_blocked,0.8956661316211877,0.8790406673618352,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,all,fast,18,80,0.9444444444444444,0.8875,1.0641627543035994,1.5501165501165501,0.056944444444444464,1.0641627543035994,,,not_stable_or_sample_blocked,0.9444444444444444,1.108695652173913,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,all,long,178,823,0.9382022471910112,0.8590522478736331,1.0921364207046707,2.3983714856352742,0.0791499993173781,1.0921364207046707,,,not_stable_or_sample_blocked,0.988200486069529,1.1139079683963948,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,all,medium,75,326,0.9466666666666667,0.8957055214723927,1.0568949771689498,1.8740740740740742,0.05096114519427397,1.0568949771689498,,,not_stable_or_sample_blocked,0.9709401709401709,1.0722906793048972,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,all,fast,24,117,0.875,0.9316239316239316,0.9392201834862385,0.4768427919112851,-0.056623931623931645,,0.9392201834862385,,not_stable_or_sample_blocked,0.8918269230769231,0.975,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,all,long,97,456,0.979381443298969,0.8662280701754386,1.1306276915046327,5.94007585335019,0.11315337312353047,,1.1306276915046327,,not_stable_or_sample_blocked,1.0018100259699378,1.159711994763541,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,all,medium,48,224,0.9583333333333334,0.9017857142857143,1.0627062706270627,2.066666666666667,0.05654761904761907,,1.0627062706270627,,not_stable_or_sample_blocked,0.9583333333333334,1.1069121447028425,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_off,fast,66,311,1.0,0.9228295819935691,1.083623693379791,11.333913043478262,0.07717041800643087,1.1052631578947367,1.0606060606060606,1.089108910891089,same_positive_sign_all_splits,1.076470588235294,1.0731707317073171,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_off,long,292,1398,0.9554794520547946,0.8762517882689557,1.0904165501817165,2.931124106562703,0.0792276637858389,1.123943661971831,1.132584983585725,1.0415992754091998,same_positive_sign_all_splits,1.0017802184539255,1.1352005870841488,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_off,medium,93,428,0.967741935483871,0.9065420560747663,1.0675091453275691,2.6955322669608384,0.06119987940910465,1.0539805825242718,1.1140939597315438,1.0267379679144386,same_positive_sign_all_splits,1.0087479496992893,1.0718416655956817,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_on,fast,13,55,0.8461538461538461,0.9454545454545454,0.8949704142011834,0.30666666666666664,-0.09930069930069929,1.05,,0.761904761904762,not_stable_or_sample_blocked,0.8743589743589744,0.8678500986193294,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_on,long,132,610,0.9090909090909091,0.9114754098360656,0.9973839110529757,0.9440790655884995,-0.0023845007451565037,0.9973340442548653,1.0526315789473684,0.9939284298176052,not_stable_or_sample_blocked,0.9899845916795069,0.9752409752409752,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_on,medium,54,214,0.8703703703703703,0.9532710280373832,0.9130355846042121,0.3251833740831296,-0.08290065766701282,0.9748148148148148,0.9057971014492754,0.8859180035650625,not_stable_or_sample_blocked,0.8811156835848194,0.9164488017429193,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,transition,fast,24,112,0.7916666666666666,0.9107142857142857,0.869281045751634,0.36319290465631926,-0.11904761904761907,1.0390625,0.7682926829268293,0.8333333333333334,not_stable_or_sample_blocked,0.810077519379845,0.9001141552511416,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,transition,long,117,545,0.9572649572649573,0.9119266055045872,1.0497171060551342,1.9940612151667425,0.045338351760370155,1.0773809523809523,1.1454545454545455,0.9891114620563544,not_stable_or_sample_blocked,1.017851346965271,1.0576233802040254,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,transition,medium,60,267,0.8666666666666667,0.9250936329588015,0.9368421052631579,0.5115864527629234,-0.05842696629213484,1.086111111111111,0.9428571428571428,0.6666666666666666,not_stable_or_sample_blocked,0.8666666666666667,0.9519861830742661,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,risk_off,fast,48,220,1.0,0.9181818181818182,1.089108910891089,8.861728395061728,0.08181818181818179,,,1.089108910891089,not_stable_or_sample_blocked,1.1056910569105691,1.0517241379310345,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,risk_off,long,116,575,0.9655172413793104,0.9269565217391305,1.0415992754091998,1.9915651358950328,0.03856071964017993,,,1.0415992754091998,not_stable_or_sample_blocked,1.0224580017683467,1.0832632464255678,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,risk_off,medium,33,144,0.9696969696969697,0.9444444444444444,1.0267379679144386,1.3492063492063493,0.025252525252525304,,,1.0267379679144386,not_stable_or_sample_blocked,1.0477185649599443,0.980012894906512,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,risk_on,fast,7,32,0.7142857142857143,0.9375,0.761904761904762,0.18032786885245905,-0.2232142857142857,,,0.761904761904762,not_stable_or_sample_blocked,0.7539682539682541,0.7453416149068323,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,risk_on,long,97,461,0.8969072164948454,0.9023861171366594,0.9939284298176052,0.9103641456582634,-0.005478900641814,,,0.9939284298176052,not_stable_or_sample_blocked,0.9949298631063039,0.9655230691228663,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,risk_on,medium,33,142,0.8484848484848485,0.9577464788732394,0.8859180035650625,0.24675324675324675,-0.10926163038839087,,,0.8859180035650625,not_stable_or_sample_blocked,0.8636363636363638,0.891628145865434,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,transition,fast,6,29,0.8333333333333334,1.0,0.8333333333333334,0.06214689265536723,-0.16666666666666663,,,0.8333333333333334,not_stable_or_sample_blocked,0.8333333333333334,0.8333333333333334,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,transition,long,53,238,0.9433962264150944,0.9537815126050421,0.9891114620563544,0.7293563579277864,-0.010385286189947718,,,0.9891114620563544,not_stable_or_sample_blocked,0.986605213884488,0.9730627744155691,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,transition,medium,18,73,0.6666666666666666,1.0,0.6666666666666666,0.013082155939298797,-0.33333333333333337,,,0.6666666666666666,not_stable_or_sample_blocked,0.6666666666666666,0.6666666666666666,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_off,fast,4,21,1.0,0.9047619047619048,1.1052631578947367,1.153846153846154,0.09523809523809523,1.1052631578947367,,,not_stable_or_sample_blocked,1.0,1.1428571428571428,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_off,long,105,513,0.9333333333333333,0.8304093567251462,1.123943661971831,2.694411879640484,0.1029239766081872,1.123943661971831,,,not_stable_or_sample_blocked,0.9802345058626466,1.1428030303030303,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_off,medium,25,118,0.92,0.8728813559322034,1.0539805825242718,1.4077294685990338,0.047118644067796644,1.0539805825242718,,,not_stable_or_sample_blocked,0.9752000000000001,1.0625352112676056,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_on,fast,6,21,1.0,0.9523809523809523,1.05,0.951219512195122,0.04761904761904767,1.05,,,not_stable_or_sample_blocked,1.0,1.0,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_on,long,31,129,0.9354838709677419,0.937984496124031,0.9973340442548653,0.8255144032921811,-0.002500625156289127,0.9973340442548653,,,not_stable_or_sample_blocked,0.9545753785385122,1.0009677419354839,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,risk_on,medium,15,47,0.9333333333333333,0.9574468085106383,0.9748148148148148,0.5311355311355311,-0.024113475177305,0.9748148148148148,,,not_stable_or_sample_blocked,0.9333333333333333,0.9600000000000001,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,transition,fast,8,38,0.875,0.8421052631578947,1.0390625,1.0,0.03289473684210531,1.0390625,,,not_stable_or_sample_blocked,0.875,1.1666666666666667,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,transition,long,42,181,0.9523809523809523,0.8839779005524862,1.0773809523809523,2.170093457943925,0.06840305182846618,1.0773809523809523,,,not_stable_or_sample_blocked,1.0328638497652582,1.1194653299916457,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,transition,medium,35,161,0.9714285714285714,0.8944099378881988,1.086111111111111,2.7854671280276815,0.07701863354037264,1.086111111111111,,,not_stable_or_sample_blocked,0.9714285714285714,1.1194557823129252,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_off,fast,14,70,1.0,0.9428571428571428,1.0606060606060606,1.962406015037594,0.05714285714285716,,1.0606060606060606,,not_stable_or_sample_blocked,1.0,1.1176470588235294,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_off,long,71,310,0.971830985915493,0.8580645161290322,1.132584983585725,4.642026266416511,0.11376646978646077,,1.132584983585725,,not_stable_or_sample_blocked,0.971830985915493,1.1845701072104269,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_off,medium,35,166,1.0,0.8975903614457831,1.1140939597315438,8.31103678929766,0.10240963855421692,,1.1140939597315438,,not_stable_or_sample_blocked,1.0,1.1744186046511629,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_on,fast,0,2,,1.0,,,,,,,not_stable_or_sample_blocked,,,1.0,S1_context_to_repair,sample_blocked
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_on,long,4,20,1.0,0.95,1.0526315789473684,0.6923076923076923,0.050000000000000044,,1.0526315789473684,,not_stable_or_sample_blocked,1.0,1.0,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,risk_on,medium,6,25,0.8333333333333334,0.92,0.9057971014492754,0.39007092198581556,-0.08666666666666667,,0.9057971014492754,,not_stable_or_sample_blocked,0.8333333333333334,0.9313725490196079,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,transition,fast,10,45,0.7,0.9111111111111111,0.7682926829268293,0.2323580034423408,-0.21111111111111114,,0.7682926829268293,,not_stable_or_sample_blocked,0.77,0.7823529411764706,1.0,S1_context_to_repair,sample_blocked_occurrence_count
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,transition,long,22,126,1.0,0.873015873015873,1.1454545454545455,6.719457013574661,0.12698412698412698,,1.1454545454545455,,not_stable_or_sample_blocked,1.0857142857142856,1.1414141414141414,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,transition,medium,7,33,0.8571428571428571,0.9090909090909091,0.9428571428571428,0.4972677595628415,-0.051948051948051965,,0.9428571428571428,,not_stable_or_sample_blocked,0.8571428571428571,0.956043956043956,1.0,S1_context_to_repair,sample_blocked_occurrence_count
