dominance_id,factor_family,feature,bucket,shared_axis,relative_day,winner_count,control_count,winner_total,control_total,winner_rate,control_rate,lift,odds_ratio,absolute_rate_difference,claim_status,multiple_test_family
shared_axis_low_0_market_regime_risk_on,market_regime,market_regime_bucket,risk_on,shared_axis_low,0,199,879,851,3940,0.23384253819036427,0.22309644670050763,1.0481679186234758,1.0642920154476485,0.01074609148985664,diagnostic,market_regime
shared_axis_low_0_market_regime_risk_off,market_regime,market_regime_bucket,risk_off,shared_axis_low,0,451,2137,851,3940,0.5299647473560517,0.5423857868020304,0.9770992534313728,0.9511855794292223,-0.012421039445978721,diagnostic,market_regime
shared_axis_low_0_market_regime_transition,market_regime,market_regime_bucket,transition,shared_axis_low,0,201,924,851,3940,0.23619271445358403,0.23451776649746192,1.007142094098616,1.0107044171621529,0.0016749479561221081,diagnostic,market_regime
shared_axis_low_0_market_regime_missing_insufficient_lookback,market_regime,market_regime_bucket,missing_insufficient_lookback,shared_axis_low,0,0,0,851,3940,0.0,0.0,,4.627715795654727,0.0,diagnostic,market_regime
