comparison,split,match_basis,control_count,false_repair_count,false_repair_10d_count,false_repair_20d_count,false_repair_rate,drawdown_anchor_to_plus_10d_mean,drawdown_anchor_to_plus_20d_mean,runup_axis_low_to_anchor_plus_20d_mean,regime_bucket_counts,claim_status
false_repair_controls,all,same_ema60_anchor_week_same_split,3615,2690,2547,2466,0.7441217150760719,-0.05617250881103089,-0.07071396311264239,0.19916810686496586,"{""risk_off"": 1757, ""risk_on"": 948, ""transition"": 910}",diagnostic
false_repair_controls,train,same_ema60_anchor_week_same_split,1061,841,800,751,0.7926484448633365,-0.0593141138264369,-0.07514792327147692,0.18162806198293893,"{""risk_off"": 505, ""risk_on"": 201, ""transition"": 355}",diagnostic
false_repair_controls,validation,same_ema60_anchor_week_same_split,753,567,521,522,0.7529880478087649,-0.06025095943002324,-0.07800856745758061,0.19216345827939257,"{""risk_off"": 512, ""risk_on"": 24, ""transition"": 217}",diagnostic
false_repair_controls,robustness,same_ema60_anchor_week_same_split,1801,1282,1226,1193,0.7118267629094948,-0.05261653088907251,-0.06505195933681678,0.21242989920520314,"{""risk_off"": 740, ""risk_on"": 723, ""transition"": 338}",diagnostic
