family_id,grid_cell_id,parameter_hash,split,all_three_original_frozen_baseline_quality_gate,p_candidate_50,p_matched_50_by_original_frozen_baseline_json,p_matched_50_primary_residual_baseline,residual_SE_delta_probability,residual_corrected_margin_ratio_50,primary_tail_lift_50,primary_tail_lift_50_margin_adjusted,residual_p_value_method,residual_rerandomization_n,residual_rerandomization_seed,primary_tail_lift_50_p_value,residual_alpha_sidak_alpha,matched_baseline_residual_pass_19b,residual_alpha_support_claim_allowed_19b,residual_readout_status,residual_blocking_reason,topk_residual_gate,cell_residual_style_gate,cell_decision_state,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,fail,0.2802835051546392,"{""original_calendar_time_random_same_budget"": 0.21391752577319587, ""original_instrument_matched_random_same_budget"": 0.3595360824742268, ""original_liquidity_size_volatility_matched_same_budget"": 0.2706185567010309}",0.3595360824742268,0.018077273394686285,0.10055888282635525,0.7795698924731183,-0.320988990353237,matched_baseline_rerandomization_one_sided_under_original_frozen_matching_protocol,2000,20260707,,0.025320565519103666,False,False,diagnostic_only_original_frozen_baseline_quality_failed,diagnostic_only_original_frozen_baseline_quality_failed,fail,False,false_positive_burden_blocked,diagnostic_only_original_frozen_baseline_quality_failed
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,25d72c708fc1c2294d29aa9349cd8e21d0129e335fb0aeb3831d667d6f39df7e,robustness,fail,0.22695273214884346,"{""original_calendar_time_random_same_budget"": 0.20315119007710358, ""original_instrument_matched_random_same_budget"": 0.3013744552463962, ""original_liquidity_size_volatility_matched_same_budget"": 0.2641635936976198}",0.3013744552463962,0.01194187900899878,0.1,0.7530589543937709,-0.3469410456062292,matched_baseline_rerandomization_one_sided_under_original_frozen_matching_protocol,2000,20260707,,0.025320565519103666,False,False,diagnostic_only_original_frozen_baseline_quality_failed,diagnostic_only_original_frozen_baseline_quality_failed,fail,False,robustness_not_supported,diagnostic_only_original_frozen_baseline_quality_failed
