selected_family_cell_pair_n,robustness_candidate_manifest_frozen_before_label_readout,robustness_baseline_manifest_frozen_before_label_readout,robustness_outcome_row_n_loaded,validation_outcome_columns_loaded,validation_outcome_row_n,validation_label_value_access_n,robustness_outcome_used_to_expand_or_select_test_set,boundary_gate,blocking_reason
2,True,True,4535,False,0,0,False,pass,
