run_id,created_at,requirement_file_hash,config_file_hash,upstream_19a_manifest_hash,upstream_19b0_manifest_hash,decision_state,next_allowed_requirement,upstream_19a_contract_gate,upstream_19b0_contract_gate,outcome_boundary_gate,robustness_candidate_manifest_gate,baseline_repair_registry_gate,baseline_matching_quality_gate,positive_exposure_robustness_gate,matched_baseline_residual_gate,false_positive_burden_gate,topk_positive_exposure_gate,topk_residual_gate,cluster_bootstrap_gate,search_accounting_gate,output_contract_gate,N_family_brought_to_robustness,N_tested_family_cell_pairs,N_positive_exposure_robustness_pass,N_matched_baseline_residual_pass,N_original_frozen_baseline_quality_pass,N_cell_false_positive_burden_fail,N_cell_topk_concentration_fail,positive_beta_exposure_correction_scope,residual_alpha_correction_scope_19b0_frozen,residual_style_readout_correction_scope_19b,validation_outcome_read,max_ep19_terminal_state_if_no_residual_pass,blocking_reason,model_training_authorized,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized
19B_robust_right_tail_enrichment_and_false_positive_burden_readout,2026-07-08T11:57:23Z,33f0a1353108568d29d288453f4255aa6dd65b4243c12790dc7fc55f047efd26,f790a34ef9fb66b07da8bc39b1bfdc3ce878cf304e08ad6cd9c0f8d794b580cf,e3f54ca404ae0cac81f438ab61eb255a71c2c8f53a7b48e43039c3124035875c,18e22423fb9a5d512f6082aa9f5d9613b972aa71f0e245dda7076c6e395f27b4,19B_false_positive_burden_blocked,none,pass,pass,pass,pass,pass,pass,pass,fail,fail,fail,fail,pass,pass,pass,2,2,1,0,0,1,0,2 * positive_exposure_score_50,0 * primary_tail_lift_50,2 * primary_tail_lift_50,False,19_entry_universe_enrichment_only_diagnostic,false_positive_burden_blocked,False,False,False,False,False,False,False,False
