family_id,grid_cell_id,parameter_hash,split,p_candidate_50,p_eligible_universe_50,positive_exposure_delta_50,positive_exposure_ratio_50,positive_exposure_SE_delta_probability,cluster_bootstrap_SE_margin_50,positive_exposure_margin_50,positive_exposure_score_50,positive_exposure_p_value_method,positive_exposure_p_value_50,positive_exposure_sidak_alpha,positive_exposure_robustness_pass,false_positive_burden_gate,topk_positive_exposure_gate,cell_positive_exposure_gate,cell_decision_state,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,0.2802835051546392,0.21044322301485208,0.0698402821397871,1.3318723270782549,0.013495754410115345,0.02699150882023069,0.04208864460297042,0.027751637536816684,cluster_bootstrap_se_normal_approx_one_sided_candidate_vs_eligible_universe,1.1396665844376486e-07,0.025320565519103666,True,fail,fail,False,false_positive_burden_blocked,false_positive_burden_blocked
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,25d72c708fc1c2294d29aa9349cd8e21d0129e335fb0aeb3831d667d6f39df7e,robustness,0.22695273214884346,0.21044322301485208,0.01650950913399138,1.078451132317177,0.00915834079120477,0.01831668158240954,0.04208864460297042,-0.02557913546897904,cluster_bootstrap_se_normal_approx_one_sided_candidate_vs_eligible_universe,0.035719659785244606,0.025320565519103666,False,fail,fail,False,robustness_not_supported,robustness_not_supported
