family_id,grid_cell_id,parameter_hash,split,metric_id,cluster_key,resample_n,seed,p_value_method,alternative,estimate,SE,ci_low,ci_high,p_value,sidak_alpha,bootstrap_contract_gate,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,positive_exposure_delta_50,instrument_month,2000,20260707,cluster_bootstrap_se_normal_approx_one_sided_candidate_vs_eligible_universe,p_candidate_50 > p_eligible_universe_50,0.0698402821397871,0.013495754410115345,0.044843328380357324,0.09700230362177419,1.1396665844376486e-07,0.025320565519103666,pass,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,primary_tail_lift_50,matched_baseline_rerandomization,2000,20260707,matched_baseline_rerandomization_one_sided_under_original_frozen_matching_protocol,primary_tail_lift_50 > 1,0.7795698924731183,0.018077273394686285,,,,0.025320565519103666,pass,diagnostic_only_original_frozen_baseline_quality_failed
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,25d72c708fc1c2294d29aa9349cd8e21d0129e335fb0aeb3831d667d6f39df7e,robustness,positive_exposure_delta_50,instrument_month,2000,20260707,cluster_bootstrap_se_normal_approx_one_sided_candidate_vs_eligible_universe,p_candidate_50 > p_eligible_universe_50,0.01650950913399138,0.00915834079120477,-0.001536027426197234,0.03410932006320425,0.035719659785244606,0.025320565519103666,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,25d72c708fc1c2294d29aa9349cd8e21d0129e335fb0aeb3831d667d6f39df7e,robustness,primary_tail_lift_50,matched_baseline_rerandomization,2000,20260707,matched_baseline_rerandomization_one_sided_under_original_frozen_matching_protocol,primary_tail_lift_50 > 1,0.7530589543937709,0.01194187900899878,,,,0.025320565519103666,pass,diagnostic_only_original_frozen_baseline_quality_failed
