family_id,grid_cell_id,parameter_hash,split,label_anchor_type,promotion_claim_type_19b0,candidate_n,tradable_n,instrument_n,instrument_month_n,decision_month_n,cooldown_entry_n,primary_denominator_n,path_complete_20_n,path_complete_30_n,path_complete_60_n,path_complete_120_n,p_candidate_50,p_eligible_universe_50,positive_exposure_delta_50,positive_exposure_ratio_50,positive_exposure_SE_delta_probability,cluster_bootstrap_SE_margin_50,positive_exposure_margin_50,positive_exposure_score_50,positive_exposure_p_value_50,positive_exposure_p_value_method,positive_exposure_sidak_alpha,positive_exposure_robustness_pass,p_matched_50_primary_residual_baseline,residual_SE_delta_probability,residual_corrected_margin_ratio_50,primary_tail_lift_50,primary_tail_lift_50_margin_adjusted,residual_p_value_method,primary_tail_lift_50_p_value,residual_alpha_sidak_alpha,matched_baseline_residual_pass_19b,residual_alpha_support_claim_allowed_19b,residual_readout_status,residual_blocking_reason,false_positive_burden_gate,topk_positive_exposure_gate,topk_residual_gate,cell_positive_exposure_gate,cell_residual_style_gate,cell_decision_state,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,executable_next_open_anchored,positive_beta_exposure_candidate,1552,1552,524,1275,23,1552,1552,1552,1552,1552,1552,0.2802835051546392,0.21044322301485208,0.0698402821397871,1.3318723270782549,0.013495754410115345,0.02699150882023069,0.04208864460297042,0.027751637536816684,1.1396665844376486e-07,cluster_bootstrap_se_normal_approx_one_sided_candidate_vs_eligible_universe,0.025320565519103666,True,0.3595360824742268,0.018077273394686285,0.10055888282635525,0.7795698924731183,-0.320988990353237,matched_baseline_rerandomization_one_sided_under_original_frozen_matching_protocol,,0.025320565519103666,False,False,diagnostic_only_original_frozen_baseline_quality_failed,diagnostic_only_original_frozen_baseline_quality_failed,fail,fail,fail,False,False,false_positive_burden_blocked,false_positive_burden_blocked
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,25d72c708fc1c2294d29aa9349cd8e21d0129e335fb0aeb3831d667d6f39df7e,robustness,executable_next_open_anchored,positive_beta_exposure_candidate,2983,2983,749,2774,23,2983,2983,2983,2983,2983,2983,0.22695273214884346,0.21044322301485208,0.01650950913399138,1.078451132317177,0.00915834079120477,0.01831668158240954,0.04208864460297042,-0.02557913546897904,0.035719659785244606,cluster_bootstrap_se_normal_approx_one_sided_candidate_vs_eligible_universe,0.025320565519103666,False,0.3013744552463962,0.01194187900899878,0.1,0.7530589543937709,-0.3469410456062292,matched_baseline_rerandomization_one_sided_under_original_frozen_matching_protocol,,0.025320565519103666,False,False,diagnostic_only_original_frozen_baseline_quality_failed,diagnostic_only_original_frozen_baseline_quality_failed,fail,fail,fail,False,False,robustness_not_supported,robustness_not_supported
