run_id,requirement_version,artifact_profile_id,artifact_profile_registry_sha256,stage_decision,execution_authorization_gate,scope_restart_gate,scope_override_gate,upstream_21b_success_gate,upstream_21b_contract_erratum_gate,upstream_paper_lineage_erratum_gate,upstream_hash_and_file_set_gate,dependency_runtime_gate,input_panel_integrity_gate,train_validation_firewall_gate,historical_holdout_zero_access_gate,teacher_materialization_gate,architecture_shape_gate,teacher_isolation_gate,loss_and_score_index_gate,seed_determinism_gate,gpu_memory_gate,training_completion_gate,pre_gate_bundle_hash_gate,late_readout_process_gate,checkpoint_eligibility_gate,score_coverage_gate,rankic_implementation_gate,finalize_transaction_gate,r2_direction_stability_gate,output_manifest_hash_gate,failure_bundle_integrity_gate,r2_validation_late_mean_rankic,positive_late_seed_n,positive_lomo_n,lomo_total_n,r2_minus_m1_paired_mean_delta,r2_minus_m3_paired_mean_delta,relative_advantage_point_ordering_observed,full_reaka_local_validation_point_ordering_observed,historical_holdout_readout_authorized,next_requirement_generation_authorized,next_requirement_execution_authorized,policy_training_authorized,portfolio_optimization_authorized,deployment_authorized,scope_restart_decision_sha256,approved_21b_contract_erratum_sha256,approved_21a_paper_lineage_erratum_sha256,pre_gate_r2_checkpoint_bundle_hash,upstream_21b_pre_holdout_bundle_hash,semantic_payload_bundle_hash,blocking_reasons
21C_full_reaka_pit_proxy_replication,21C_FULL_v4,P5_FULL_FINALIZED,f49c78ad2ef3d0f9b553e7c504d99bb16a54ffdf077b742199c0e691dce434cd,21C_FULL_r2_direction_not_supported,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,not_run,-0.0023041316348752657,1,1,6,-0.0218980345645101,-0.012986501641739168,false,false,false,false,false,false,false,false,6bbc6f43db663068e4dc96233bfb6e540715303a2aedee8ac6135536a5c202f6,72acea30cf6ed9cdbc0ddfdf898a7c104f563c4e42b16100d1716204485fda26,e2a59f199fa2c947d91c3b2d9d4410ce2bf59af725a5c789257620e6b3c87b3d,6a74daeedf69bd9d422ac0eddd26eeb07747e628e506b7dc67f980664bfadb74,56f4759f8604711c81cec3c000d99c198188960da0bee6ef2ea364f99641367a,39f86fa1b73d6ca430230e21e0357724f52ab14f5cf330d0463db1c91417558e,"[""r2_direction_stability_gate""]"
