market,model,paper_rankic,paper_rankicir,local_arm_id,local_mapping_role,local_fold,local_mean_rankic,local_rankicir,numerically_comparable,gate_eligible,threshold_role,local_pass_threshold_source,cross_market_numeric_match_claim_allowed,status,reason
CSI300,LightGBM,0.016,0.148,M1_LIGHTGBM_ALPHA158,closest_local_lightgbm_proxy,validation_late,0.019593902929634824,0.17533508678389978,false,false,reference_only,none,false,pass,
CSI300,LSTM,0.027,0.221,,,,,,false,false,reference_only,none,false,pass,
CSI300,REAKA,0.064,0.568,R2_REAKA_DIFFUSION,paper_architecture_grounded_project_adaptation,validation_late,-0.0023041316348752657,-0.05585157732573865,false,false,reference_only,none,false,pass,
S&P500,LightGBM,0.013,0.11,M1_LIGHTGBM_ALPHA158,closest_local_lightgbm_proxy,validation_late,0.019593902929634824,0.17533508678389978,false,false,reference_only,none,false,pass,
S&P500,LSTM,0.018,0.201,,,,,,false,false,reference_only,none,false,pass,
S&P500,REAKA,0.061,0.541,R2_REAKA_DIFFUSION,paper_architecture_grounded_project_adaptation,validation_late,-0.0023041316348752657,-0.05585157732573865,false,false,reference_only,none,false,pass,
