arm_id,decision_date,U_t_decision_n,topk_n,topk_instrument_list_json,top30_gross_close_to_close_return,equal_weight_gross_close_to_close_return,top30_minus_equal_weight,score_coverage_rate,status
M1_LIGHTGBM_ALPHA158,2023-07-26,487,30,"[""SZ300763"",""SZ300769"",""SZ300394"",""SH600031"",""SH600177"",""SH600989"",""SH601168"",""SH601233"",""SH601799"",""SH601966"",""SZ000408"",""SZ002078"",""SZ002080"",""SZ002353"",""SH601127"",""SH603000"",""SZ000988"",""SZ002517"",""SZ002555"",""SZ002600"",""SZ002602"",""SZ300002"",""SZ300308"",""SZ300475"",""SZ300476"",""SZ300502"",""SZ301236"",""SZ300140"",""SH600026"",""SH600066""]",-0.007870707135104264,-0.003605101449337159,-0.004265605685767105,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-07-27,487,30,"[""SZ300308"",""SZ300394"",""SZ300496"",""SZ300769"",""SZ002555"",""SZ300438"",""SH600031"",""SH600104"",""SH600177"",""SH600418"",""SH600660"",""SH600741"",""SH600885"",""SH600989"",""SH601168"",""SH601233"",""SH601688"",""SH601799"",""SH601966"",""SH601985"",""SH603198"",""SH603816"",""SH603993"",""SZ000408"",""SZ000932"",""SZ000933"",""SZ000959"",""SZ002080"",""SZ002353"",""SZ002601""]",0.021366096481991313,0.016950872857167835,0.004415223624823477,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-07-28,488,30,"[""SH601127"",""SZ300803"",""SZ000988"",""SZ300308"",""SZ300394"",""SZ300476"",""SZ300502"",""SH601155"",""SZ000959"",""SZ002409"",""SH601555"",""SZ300033"",""SH600036"",""SH600176"",""SH600177"",""SH600309"",""SH600352"",""SH600369"",""SH600519"",""SH600606"",""SH600663"",""SH600690"",""SH601108"",""SH601162"",""SH601336"",""SH601688"",""SH601788"",""SH601838"",""SH603198"",""SH603589""]",0.005563213759160135,0.006650855534152485,-0.0010876417749923501,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-07-31,488,30,"[""SH600153"",""SH603868"",""SH603000"",""SZ000988"",""SZ300394"",""SZ300502"",""SZ300476"",""SZ002602"",""SH600369"",""SH600031"",""SH600048"",""SH600104"",""SH600176"",""SH600309"",""SH600418"",""SH600426"",""SH600519"",""SH600585"",""SH600655"",""SH600660"",""SH600663"",""SH600733"",""SH600741"",""SH600989"",""SH601100"",""SH601108"",""SH601155"",""SH601162"",""SH601168"",""SH601211""]",0.005278847428659598,-0.0005625399169461997,0.005841387345605797,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-01,489,30,"[""SH600153"",""SZ300832"",""SH600906"",""SH600010"",""SH600309"",""SH600369"",""SH600519"",""SH601155"",""SH601162"",""SH601216"",""SH601238"",""SH601688"",""SH601872"",""SH601899"",""SH601933"",""SH603737"",""SZ000039"",""SZ000301"",""SZ000338"",""SZ000568"",""SZ000728"",""SZ000807"",""SZ000959"",""SZ000963"",""SZ000987"",""SZ002271"",""SZ002372"",""SZ002601"",""SH600009"",""SH600023""]",0.0032934133991754304,-0.004904729003499258,0.008198142402674689,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-02,488,30,"[""SH603000"",""SH603688"",""SZ000999"",""SZ301308"",""SH600906"",""SH601933"",""SH600026"",""SH600030"",""SH600031"",""SH600048"",""SH600153"",""SH600352"",""SH600383"",""SH600398"",""SH600418"",""SH600426"",""SH600585"",""SH600606"",""SH600663"",""SH600779"",""SH600801"",""SH601100"",""SH601108"",""SH601155"",""SH601198"",""SH601211"",""SH601238"",""SH601555"",""SH601688"",""SH601788""]",0.007566769778107604,0.005350834972335581,0.002215934805772023,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-03,489,30,"[""SH601456"",""SH601901"",""SH600906"",""SZ301308"",""SZ002797"",""SZ002945"",""SH600521"",""SH601336"",""SH603233"",""SH603939"",""SZ002311"",""SZ300751"",""SH600016"",""SH600027"",""SH600085"",""SH600089"",""SH600129"",""SH600132"",""SH600160"",""SH600161"",""SH600196"",""SH600298"",""SH600329"",""SH600332"",""SH600346"",""SH600377"",""SH600436"",""SH600482"",""SH600547"",""SH600674""]",0.0020918791609195373,0.0035352824599654002,-0.001443403299045863,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-04,489,30,"[""SZ301308"",""SH600906"",""SZ002945"",""SH600030"",""SH600050"",""SH600153"",""SH600177"",""SH600352"",""SH600383"",""SH600390"",""SH600517"",""SH600585"",""SH600606"",""SH600660"",""SH600690"",""SH600733"",""SH600741"",""SH600918"",""SH600958"",""SH600999"",""SH601066"",""SH601155"",""SH601198"",""SH601211"",""SH601236"",""SH601318"",""SH601319"",""SH601336"",""SH601377"",""SH601555""]",-0.013229651004076004,-0.0071961340291917435,-0.00603351697488426,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-07,489,30,"[""SZ301308"",""SZ300633"",""SH600095"",""SH600352"",""SH600517"",""SH601162"",""SH601198"",""SH601877"",""SH601958"",""SH601985"",""SZ000877"",""SZ002353"",""SZ002939"",""SZ002945"",""SH603392"",""SH600018"",""SH600066"",""SH600111"",""SH600166"",""SH600256"",""SH600332"",""SH600369"",""SH600406"",""SH600436"",""SH600460"",""SH600482"",""SH600685"",""SH600760"",""SH600816"",""SH600845""]",-0.012854187357394646,-0.0038415947772197307,-0.009012592580174915,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-08,488,30,"[""SH600160"",""SH603688"",""SZ002294"",""SZ301308"",""SH600276"",""SZ300558"",""SZ300595"",""SH600019"",""SH600153"",""SH600352"",""SH600378"",""SH600536"",""SH600585"",""SH600606"",""SH600663"",""SH600886"",""SH601099"",""SH601155"",""SH601877"",""SH601995"",""SZ000423"",""SZ002244"",""SZ002271"",""SZ002353"",""SZ300012"",""SZ300751"",""SH600004"",""SH600023"",""SH600025"",""SH600048""]",0.0010956628694354245,-0.00619000840322501,0.007285671272660435,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-09,488,30,"[""SZ301308"",""SZ300394"",""SZ300558"",""SZ300347"",""SH600352"",""SH601236"",""SZ002415"",""SZ300285"",""SH600009"",""SH600018"",""SH600021"",""SH600023"",""SH600026"",""SH600111"",""SH600118"",""SH600153"",""SH600183"",""SH600219"",""SH600309"",""SH600487"",""SH600489"",""SH600497"",""SH600547"",""SH600570"",""SH600584"",""SH600703"",""SH600763"",""SH600795"",""SH600887"",""SH600905""]",0.009902633565555636,0.00413614309781835,0.005766490467737286,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-10,488,30,"[""SH601236"",""SZ300803"",""SZ301308"",""SH600160"",""SH600885"",""SH601788"",""SH601808"",""SZ000423"",""SZ300285"",""SH603882"",""SH600004"",""SH600009"",""SH600011"",""SH600018"",""SH600019"",""SH600026"",""SH600048"",""SH600089"",""SH600095"",""SH600096"",""SH600153"",""SH600161"",""SH600188"",""SH600221"",""SH600233"",""SH600256"",""SH600348"",""SH600406"",""SH600482"",""SH600487""]",-0.025586877934013805,-0.020921986395031306,-0.004664891538982498,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-11,488,30,"[""SZ301308"",""SH601127"",""SH603000"",""SZ300308"",""SZ300394"",""SH603019"",""SZ300604"",""SZ300476"",""SH600352"",""SH600486"",""SH601236"",""SH601808"",""SH601958"",""SZ000975"",""SZ002945"",""SZ300285"",""SH600031"",""SH600482"",""SH600702"",""SH600906"",""SH603882"",""SZ000063"",""SZ000100"",""SZ000988"",""SZ300502"",""SZ300558"",""SZ301039"",""SZ002384"",""SH600004"",""SH600009""]",0.007280038139045549,-0.00045451973096160295,0.007734557870007153,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-14,488,30,"[""SH603000"",""SH600906"",""SH601995"",""SH601127"",""SH603392"",""SH600129"",""SZ300394"",""SH601958"",""SZ000975"",""SZ002945"",""SZ300803"",""SH600418"",""SZ000625"",""SZ000032"",""SH600030"",""SH600050"",""SH600085"",""SH600160"",""SH600276"",""SH600309"",""SH600329"",""SH600415"",""SH600487"",""SH600489"",""SH600521"",""SH600536"",""SH600547"",""SH600570"",""SH600754"",""SH600760""]",-0.0013517806772142648,-0.003924908399595984,0.0025731277223817193,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-15,486,30,"[""SZ002945"",""SZ002384"",""SZ300118"",""SZ300604"",""SZ301308"",""SH600460"",""SZ301029"",""SH600378"",""SH601099"",""SH600418"",""SH603019"",""SH603806"",""SH603833"",""SH603986"",""SZ000977"",""SZ002156"",""SZ002841"",""SZ002938"",""SZ300308"",""SZ300502"",""SZ301039"",""SZ300438"",""SH600011"",""SH600015"",""SH600016"",""SH600023"",""SH600025"",""SH600060"",""SH600132"",""SH600177""]",-0.012435117992572487,-0.009356319432198588,-0.003078798560373899,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-16,485,30,"[""SZ002945"",""SH600460"",""SH603019"",""SH603606"",""SZ002156"",""SZ002384"",""SZ002460"",""SZ300118"",""SZ300438"",""SZ300604"",""SZ300763"",""SZ301029"",""SZ301308"",""SZ300476"",""SZ300394"",""SZ300502"",""SZ300595"",""SZ300866"",""SH603986"",""SZ002129"",""SH601099"",""SH600418"",""SH601127"",""SH603806"",""SZ000625"",""SZ000977"",""SZ000988"",""SZ002409"",""SZ300212"",""SZ300339""]",0.0026616537565132604,0.004882810628653706,-0.0022211568721404455,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-17,484,30,"[""SH600132"",""SZ300394"",""SZ300502"",""SH603444"",""SZ002180"",""SH600031"",""SH600066"",""SH600085"",""SH600129"",""SH600221"",""SH600298"",""SH600332"",""SH600415"",""SH600482"",""SH600584"",""SH600600"",""SH600660"",""SH600702"",""SH600703"",""SH600760"",""SH600765"",""SH600862"",""SH600893"",""SH600998"",""SH601162"",""SH601186"",""SH601888"",""SH603000"",""SH603156"",""SH603195""]",-0.018203718027022357,-0.01551687438690396,-0.002686843640118397,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-18,485,30,"[""SH600329"",""SH600460"",""SZ002156"",""SZ002384"",""SZ002460"",""SZ002841"",""SZ300136"",""SZ300339"",""SZ300390"",""SZ300438"",""SZ300476"",""SZ300502"",""SZ300604"",""SZ300212"",""SH601127"",""SZ301236"",""SZ002180"",""SZ002920"",""SH600378"",""SH600588"",""SH603986"",""SZ002466"",""SZ002938"",""SH600674"",""SH600900"",""SH601006"",""SH601696"",""SH603195"",""SZ000895"",""SZ002945""]",-0.011515763877832796,-0.013055146531803178,0.001539382653970382,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-21,484,30,"[""SZ300373"",""SH600460"",""SH603986"",""SZ002129"",""SZ002180"",""SZ002230"",""SZ002460"",""SZ002841"",""SZ002938"",""SZ300223"",""SZ300339"",""SZ300390"",""SZ300438"",""SZ300442"",""SZ300474"",""SZ300604"",""SZ300763"",""SZ002466"",""SZ000066"",""SZ000988"",""SZ300212"",""SZ300394"",""SZ301236"",""SH600588"",""SH601127"",""SH603806"",""SZ000977"",""SZ300413"",""SH603260"",""SZ002409""]",0.019780598130698004,0.007060519299707529,0.012720078830990475,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-22,484,30,"[""SH603392"",""SH600378"",""SZ300442"",""SZ000999"",""SZ300724"",""SH601158"",""SH603000"",""SZ000786"",""SH601012"",""SH601615"",""SH603806"",""SZ300142"",""SZ300919"",""SH600028"",""SH600050"",""SH600188"",""SH600362"",""SH600406"",""SH600482"",""SH600489"",""SH600497"",""SH600585"",""SH600760"",""SH600765"",""SH600801"",""SH600803"",""SH600862"",""SH600893"",""SH600938"",""SH600985""]",-0.017021717557994028,-0.018118778370238536,0.0010970608122445082,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-23,485,30,"[""SH600009"",""SH600378"",""SH600329"",""SH600460"",""SH601012"",""SH603260"",""SH603392"",""SH603658"",""SH603986"",""SZ000999"",""SZ002129"",""SZ002180"",""SZ002230"",""SZ002384"",""SZ002409"",""SZ002460"",""SZ002841"",""SZ002916"",""SZ002938"",""SZ003022"",""SZ300207"",""SZ300274"",""SZ300339"",""SZ300373"",""SZ300390"",""SZ300438"",""SZ300442"",""SZ300496"",""SZ300604"",""SZ300724""]",0.010794766611070372,0.004347011006314826,0.006447755604755546,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-24,485,30,"[""SZ002410"",""SZ000066"",""SZ000988"",""SZ002180"",""SZ002230"",""SZ300339"",""SZ300418"",""SZ300604"",""SZ300763"",""SZ301207"",""SZ301236"",""SZ000539"",""SH601099"",""SZ002945"",""SH601615"",""SH601012"",""SZ300274"",""SZ002202"",""SZ300347"",""SH600660"",""SH601168"",""SH603000"",""SZ000975"",""SZ002353"",""SH600383"",""SH600754"",""SH601155"",""SH601669"",""SZ000032"",""SZ002153""]",-0.021673662289200972,-0.010034971971415252,-0.01163869031778572,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-25,486,30,"[""SH600536"",""SZ002410"",""SZ300308"",""SH601360"",""SH601615"",""SH603019"",""SH603658"",""SZ000066"",""SZ000977"",""SZ000988"",""SZ002180"",""SZ002230"",""SZ300207"",""SZ300229"",""SZ300339"",""SZ300390"",""SZ300418"",""SZ300496"",""SZ300502"",""SZ300604"",""SZ300763"",""SH601800"",""SZ300394"",""SH600383"",""SH601099"",""SZ300751"",""SZ300769"",""SZ002517"",""SH600754"",""SZ300212""]",0.008576096594333648,0.01143429436872535,-0.0028581977743917016,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-28,486,30,"[""SH600536"",""SH600004"",""SH600009"",""SH600754"",""SH603658"",""SZ000977"",""SZ000988"",""SZ002180"",""SZ002202"",""SZ002230"",""SZ002410"",""SZ002916"",""SZ300142"",""SZ300207"",""SZ300212"",""SZ300373"",""SZ300438"",""SZ300496"",""SZ300502"",""SZ300604"",""SZ301207"",""SZ301236"",""SH603233"",""SH600970"",""SZ300769"",""SH601615"",""SH600016"",""SH600030"",""SH600085"",""SH600177""]",0.033443341466287774,0.016341845910147517,0.017101495556140257,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-29,486,30,"[""SZ000032"",""SH600009"",""SH601615"",""SH603659"",""SZ300769"",""SZ300751"",""SH600536"",""SH603392"",""SZ002230"",""SZ002410"",""SZ301236"",""SZ300002"",""SZ300024"",""SZ300212"",""SZ300573"",""SZ300604"",""SZ301039"",""SH600015"",""SH600085"",""SH600377"",""SH600900"",""SH601158"",""SH601225"",""SH601598"",""SH603198"",""SH605499"",""SZ000893"",""SZ300803"",""SH603000"",""SZ300682""]",0.005527953446532289,-0.00017643414021933397,0.005704387586751623,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-30,486,30,"[""SH603000"",""SH601800"",""SH603392"",""SZ000539"",""SH600536"",""SH601186"",""SH600030"",""SH600177"",""SH600350"",""SH600377"",""SH600999"",""SH601006"",""SH601077"",""SH601088"",""SH601211"",""SH601225"",""SH601229"",""SH601577"",""SH601688"",""SH601818"",""SH601838"",""SH603198"",""SZ000895"",""SZ000975"",""SZ001965"",""SZ001979"",""SZ002027"",""SZ003816"",""SZ300059"",""SZ300782""]",-0.005041195048640172,-0.006316775321974701,0.0012755802733345296,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-08-31,486,30,"[""SZ300765"",""SH600536"",""SZ300769"",""SH601390"",""SH600547"",""SH605499"",""SZ000786"",""SZ000895"",""SZ000975"",""SZ001979"",""SZ300782"",""SH601099"",""SZ300751"",""SZ300803"",""SH600009"",""SH600015"",""SH600016"",""SH600025"",""SH600030"",""SH600031"",""SH600036"",""SH600048"",""SH600089"",""SH600118"",""SH600160"",""SH600166"",""SH600196"",""SH600233"",""SH600236"",""SH600348""]",0.007915914924039195,0.005057489850447315,0.0028584250735918804,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-09-01,487,30,"[""SH603392"",""SZ300438"",""SZ300803"",""SH600763"",""SH600546"",""SH600809"",""SH601225"",""SH601233"",""SZ000786"",""SZ000807"",""SZ000933"",""SZ002027"",""SH601099"",""SZ000032"",""SZ002945"",""SH600004"",""SH600010"",""SH600018"",""SH600019"",""SH600031"",""SH600036"",""SH600060"",""SH600066"",""SH600089"",""SH600096"",""SH600104"",""SH600111"",""SH600132"",""SH600176"",""SH600177""]",0.021890414824398855,0.014652083080853105,0.00723833174354575,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-09-04,487,30,"[""SZ300212"",""SH601127"",""SH600019"",""SH600398"",""SH600801"",""SH600809"",""SH600938"",""SH600985"",""SH601088"",""SH601225"",""SH601233"",""SH601600"",""SH601699"",""SH601808"",""SH601898"",""SH601899"",""SH603198"",""SH603369"",""SH603816"",""SZ000408"",""SZ000807"",""SZ000895"",""SZ000932"",""SZ000983"",""SZ002128"",""SH600015"",""SH600016"",""SH600028"",""SH600031"",""SH600036""]",-0.006253396952524781,-0.006976210780998021,0.0007228138284732398,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-09-05,487,30,"[""SZ300776"",""SZ300751"",""SH600039"",""SH600801"",""SH601699"",""SH603000"",""SH603369"",""SH603816"",""SZ000596"",""SZ002128"",""SH600011"",""SH600016"",""SH600023"",""SH600025"",""SH600026"",""SH600027"",""SH600050"",""SH600060"",""SH600061"",""SH600085"",""SH600161"",""SH600236"",""SH600329"",""SH600383"",""SH600522"",""SH600536"",""SH600570"",""SH600585"",""SH600588"",""SH600606""]",-0.003721194539684802,-0.0007332313746624833,-0.002987963165022319,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-09-06,487,30,"[""SH600895"",""SZ002555"",""SH600019"",""SH601058"",""SH603160"",""SZ000408"",""SZ002353"",""SZ300751"",""SZ300803"",""SH600010"",""SH600023"",""SH600060"",""SH600085"",""SH600104"",""SH600161"",""SH600166"",""SH600177"",""SH600183"",""SH600188"",""SH600221"",""SH600378"",""SH600460"",""SH600489"",""SH600547"",""SH600612"",""SH600655"",""SH600660"",""SH600674"",""SH600703"",""SH600760""]",-0.006848502295906655,-0.012656276113149524,0.0058077738172428684,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-09-07,487,30,"[""SH600895"",""SZ300045"",""SH600039"",""SZ002555"",""SZ300394"",""SZ300058"",""SZ300751"",""SH600025"",""SH600348"",""SH600546"",""SH600779"",""SH600938"",""SH601225"",""SH601699"",""SZ000157"",""SZ000408"",""SZ000983"",""SZ002120"",""SZ002128"",""SZ002517"",""SZ300759"",""SH600009"",""SH600010"",""SH600015"",""SH600018"",""SH600023"",""SH600028"",""SH600061"",""SH600089"",""SH600096""]",-0.0011826637278621395,-0.0005480174730136011,-0.0006346462548485384,1.0,pass
M1_LIGHTGBM_ALPHA158,2023-09-08,487,30,"[""SH600895"",""SZ300045"",""SZ300751"",""SZ000977"",""SZ002230"",""SZ002555"",""SZ300058"",""SZ300724"",""SZ300769"",""SZ300002"",""SZ300418"",""SH600188"",""SH600348"",""SH600765"",""SH600862"",""SH601225"",""SH601699"",""SH601727"",""SZ000893"",""SZ000983"",""SZ002128"",""SZ002353"",""SZ002465"",""SZ000921"",""SH600011"",""SH600019"",""SH600023"",""SH600027"",""SH600028"",""SH600066""]",0.010701280704233795,0.00915442235890711,0.0015468583453266856,1.0,pass
