arm_id,score_role,model_seed,fold,decision_date,U_t_decision_n,U_t_resolved_n,score_row_n,label_row_n,RankIC,metric_day_status,reason
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-11,487,487,487,487,0.1696609595203073,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-12,487,487,487,487,0.02853288741232478,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-13,487,487,487,487,0.08989526507618946,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-14,487,487,487,487,-0.09325116238157315,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-15,487,487,487,487,0.07417242779316215,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-18,487,487,487,487,-0.13127262919642363,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-19,487,487,487,487,0.12418349783402526,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-20,487,487,487,487,0.05924239906136561,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-21,487,487,487,487,0.25003358939677206,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-22,487,487,487,487,-0.23126319752991456,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-25,487,487,487,487,0.09952167001365911,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-26,487,487,487,487,0.05355162393491001,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-27,487,487,487,487,0.11965769130533063,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-09-28,487,487,487,487,0.12002481313087304,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-09,487,487,487,487,0.06811820380889169,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-10,487,487,487,487,0.13296889395827263,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-11,487,487,487,487,0.04371193162225764,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-12,487,487,487,487,-0.10786417101345293,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-13,488,488,488,488,0.04356432301382047,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-16,488,488,488,488,-0.07326236691393304,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-17,488,488,488,488,0.021687987404876655,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-18,487,487,487,487,0.09739282488424661,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-19,487,487,487,487,-0.14882687436137118,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-20,487,487,487,487,-0.1757316989246678,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-23,487,487,487,487,0.06533876998071078,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-24,487,487,487,487,-0.01470967116310113,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-25,487,487,487,487,-0.09920530798356139,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-26,487,487,487,487,-0.15444987526968335,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-27,487,487,487,487,-0.019726711460513743,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-30,488,488,488,488,0.11347580848719857,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-10-31,488,488,488,488,-0.04566461566210617,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-01,489,489,489,489,-0.155163784118197,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-02,489,489,489,489,0.270769844360102,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-06,488,488,488,488,0.03522390218906164,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-07,487,487,487,487,-0.09285027041963487,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-08,489,489,489,489,-0.1784252437368042,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-09,488,488,488,488,0.00035306202025251474,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-10,486,486,486,486,0.05596310583943874,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-13,486,486,486,486,0.08943457009026412,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-14,486,486,486,486,-0.016137140087251683,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-15,488,488,488,488,-0.028628275253741405,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-16,487,487,487,487,0.1491114546254239,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-17,487,487,487,487,0.14644126119285314,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-21,488,488,488,488,-0.14476387655547115,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-22,487,487,487,487,0.15867862250081147,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-24,489,489,489,489,0.09263746511435894,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-28,489,489,489,489,-0.01225554613330782,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-29,489,489,489,489,-0.07180272663499229,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-11-30,488,488,488,488,0.01413841432043664,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-01,488,488,488,488,0.16149975768496858,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-04,489,489,489,489,-0.16763283831520515,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-06,490,490,490,490,-0.1494791835745322,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-07,490,490,490,490,0.053470381533717894,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-08,490,490,490,490,-0.02975452516630717,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-11,490,490,490,490,0.04136846875117429,evaluable,
M1_LIGHTGBM_ALPHA158,ensemble,nan,validation_late,2023-12-13,490,490,490,490,-0.05720949888857605,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-03,485,485,485,485,0.035746281112917944,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-04,485,485,485,485,0.03308183687530629,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-05,485,485,485,485,0.1123566165506232,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-06,484,484,484,484,0.039536125892185164,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-07,484,484,484,484,0.21568441742182054,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-11,485,485,485,485,0.015427692202783078,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-12,484,484,484,484,0.09241728194393467,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-13,485,485,485,485,-0.05894824646869909,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-17,486,486,486,486,-0.03735576913256207,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-18,486,486,486,486,0.015124049970925082,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-20,486,486,486,486,-0.04335333760145752,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-21,486,486,486,486,0.04476377396389532,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-24,486,486,486,486,-0.02836248347780018,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-25,487,487,487,487,-0.06473280780592072,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-26,487,487,487,487,-0.09370247513937023,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-27,487,487,487,487,-0.021627019969862906,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-28,488,488,488,488,0.0381584778057184,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-07-31,488,488,488,488,0.031188276778538738,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-01,489,489,489,489,0.039770905771789766,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-02,488,488,488,488,-0.05556719389900041,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-03,489,489,489,489,-0.002027235128970679,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-04,489,489,489,489,0.020845441182072724,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-07,489,489,489,489,0.05754837577271958,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-08,488,488,488,488,0.04718109918416327,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-09,488,488,488,488,-0.02530082047783707,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-10,488,488,488,488,0.21240523885585727,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-11,488,488,488,488,-0.0371096485306067,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-14,488,488,488,488,-0.05447737185329483,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-15,486,486,486,486,0.1016229856747257,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-16,485,485,485,485,0.1640145115981613,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-17,484,484,484,484,-0.06871733625990437,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-18,485,485,485,485,-0.03280872172124069,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-21,484,484,484,484,0.22472987482323384,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-22,484,484,484,484,-0.0553859776300338,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-23,485,485,485,485,0.22424229865832182,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-24,485,485,485,485,0.12246943990276456,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-25,486,486,486,486,-0.00554296124275965,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-28,486,486,486,486,-0.08199136790234426,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-29,486,486,486,486,0.04787545601144618,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-30,486,486,486,486,0.08569625259860819,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-08-31,486,486,486,486,0.00024864604987646623,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-01,487,487,487,487,0.004119354154177488,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-04,487,487,487,487,0.029068959682331478,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-05,487,487,487,487,-0.07717117061303672,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-06,487,487,487,487,-0.15078346278975174,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-07,487,487,487,487,0.008468366153832063,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-08,487,487,487,487,0.1932117002947135,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-11,487,487,487,487,0.03605257625838851,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-12,487,487,487,487,-0.1283240386703542,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-13,487,487,487,487,-0.19595147333229848,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-14,487,487,487,487,-0.0451995297081258,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-15,487,487,487,487,-0.09198748729759548,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-18,487,487,487,487,-0.016556959414770558,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-19,487,487,487,487,-0.003730752360418511,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-20,487,487,487,487,-0.028688748351905068,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-21,487,487,487,487,0.16390559074035135,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-22,487,487,487,487,-0.015414842431351088,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-25,487,487,487,487,-0.04734872936838352,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-26,487,487,487,487,0.1167905508755192,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-27,487,487,487,487,-0.0446979844726975,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-09-28,487,487,487,487,-0.004959025094986653,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-09,487,487,487,487,0.05813840923999254,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-10,487,487,487,487,-0.10062727044230659,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-11,487,487,487,487,0.07361151876134772,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-12,487,487,487,487,-0.18605280106339284,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-13,488,488,488,488,-0.005741134759074162,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-16,488,488,488,488,-0.058756271660885095,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-17,488,488,488,488,0.03170157155224789,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-18,487,487,487,487,0.04573346569956863,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-19,487,487,487,487,0.03941087684428471,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-20,487,487,487,487,-0.0293417620319854,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-23,487,487,487,487,0.054936109915022235,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-24,487,487,487,487,0.053551174937424714,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-25,487,487,487,487,-0.12122283733675822,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-26,487,487,487,487,0.07298221776863316,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-27,487,487,487,487,-0.043422759883316134,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-30,488,488,488,488,0.012088500073885972,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-10-31,488,488,488,488,-0.08863597622335904,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-01,489,489,489,489,-0.02200083773949637,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-02,489,489,489,489,0.0997928489610963,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-06,488,488,488,488,0.057772864252124446,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-07,487,487,487,487,0.09380771248768,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-08,489,489,489,489,0.0390412648735891,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-09,488,488,488,488,-0.14482547939552554,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-10,486,486,486,486,0.026442250344818858,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-13,486,486,486,486,0.03169416671148594,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-14,486,486,486,486,0.050322682004313585,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-15,488,488,488,488,0.08811299091224674,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-16,487,487,487,487,0.04191495997316906,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-17,487,487,487,487,0.057134224303077054,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-21,488,488,488,488,0.009721973826330815,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-22,487,487,487,487,0.04504637982113343,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-24,489,489,489,489,0.040417943252855616,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-28,489,489,489,489,-0.094182963220851,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-29,489,489,489,489,-0.1665857182798419,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-11-30,488,488,488,488,0.05264624980354643,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-01,488,488,488,488,0.009791723552386604,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-04,489,489,489,489,0.012296526615310945,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-06,490,490,490,490,-0.1518946729204618,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-07,490,490,490,490,-0.030348984172467446,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-08,490,490,490,490,0.05097671056275445,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-11,490,490,490,490,0.08043791070170367,evaluable,
M3_GATED_DUAL_PATH_LSTM,ensemble,nan,validation_late,2023-12-13,490,490,490,490,0.05847087547031088,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-04,481,481,481,481,0.025630605201168603,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-06,482,482,482,482,0.03311064583383907,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-10,482,482,482,482,-0.08725348965621539,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-11,482,482,482,482,-0.10042857730687799,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-12,482,482,482,482,-0.025231047144547443,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-13,482,482,482,482,0.06852616254921057,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-16,482,482,482,482,-0.02265095341252745,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-17,482,482,482,482,0.03672478199773985,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-18,482,482,482,482,0.0042149506999763515,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-19,482,482,482,482,0.06401234643873814,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-01-20,483,483,483,483,0.009753023733198814,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-02-01,483,483,483,483,-0.027102586681345343,evaluable,
R2_REAKA_DIFFUSION,ensemble,nan,validation_early,2023-02-02,483,483,483,483,-0.033639281087965815,evaluable,
