arm_id,score_role,model_seed,fold,audit_type,period_id,complete_day_n,mean_rankic,rankic_std,rankicir,positive_day_rate,max_abs_day_contribution,max_abs_month_contribution_share,status,reason
R2_REAKA_DIFFUSION,seed,20260713,validation_early,fold_summary,validation_early,107,0.005949575429699258,0.04807638070385558,0.12375256503495739,0.5794392523364486,0.0012614661548164766,0.3419701224831632,pass,
R2_REAKA_DIFFUSION,seed,20260713,validation_late,fold_summary,validation_late,103,-0.0020898994016509114,0.048049844726048015,-0.04349440489488134,0.44660194174757284,0.0013848130239569822,0.402184342063576,pass,
R2_REAKA_DIFFUSION,seed,20260713,validation_full,fold_summary,validation_full,210,0.0020064044409894128,0.04811719201474415,0.04169828614218816,0.5142857142857142,0.0006792178165122341,0.20800868912174916,pass,
R2_REAKA_DIFFUSION,seed,20260714,validation_early,fold_summary,validation_early,107,0.009829404192532967,0.04091816426245544,0.2402210453402955,0.616822429906542,0.001222457350605615,0.33584277686792385,pass,
R2_REAKA_DIFFUSION,seed,20260714,validation_late,fold_summary,validation_late,103,-0.003712343420782014,0.04192973137394622,-0.08853725743372505,0.47572815533980584,0.0012614086345279442,0.43394632550739065,pass,
R2_REAKA_DIFFUSION,seed,20260714,validation_full,fold_summary,validation_full,210,0.0031874994107641886,0.04187162749547939,0.07612551986684354,0.5476190476190477,0.0006228711262609561,0.19008455331977536,pass,
R2_REAKA_DIFFUSION,seed,20260715,validation_early,fold_summary,validation_early,107,0.008025732739492664,0.04358826812105288,0.18412598356061505,0.5981308411214953,0.0011102085773982218,0.3036548915350276,pass,
R2_REAKA_DIFFUSION,seed,20260715,validation_late,fold_summary,validation_late,103,0.001616215091980885,0.046733797591373374,0.03458343159082846,0.5242718446601942,0.0013786478331033736,0.2648824987423913,pass,
R2_REAKA_DIFFUSION,seed,20260715,validation_full,fold_summary,validation_full,210,0.004882016940951173,0.04516435864525519,0.10809445960025961,0.5619047619047619,0.0006761939371887976,0.19699583287146402,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_early,fold_summary,validation_early,107,0.015657814737658142,0.04675446017245388,0.3348945679172484,0.6542056074766355,0.0011304715670334008,0.3001809081679857,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_late,fold_summary,validation_late,103,-0.0023041316348752657,0.041254549024409184,-0.05585157732573865,0.49514563106796117,0.0011992555613957996,0.2962524947753107,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,fold_summary,validation_full,210,0.006847907707320328,0.044947789932149554,0.15235248980333654,0.5761904761904761,0.000588206299160797,0.18523051830751422,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-01,11,0.0005825862667002836,0.055545714225482004,0.010488410759025181,0.6363636363636364,0.009129870664261635,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-01,199,0.0071942320080581185,0.044434412550419244,0.16190676539033574,0.5728643216080402,0.0006207202151948109,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-02,18,0.02464190565020996,0.054671272406789984,0.45072859228258094,0.6666666666666666,0.006720025426254105,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-02,192,0.005179720400174423,0.04372676947142205,0.11845650759907307,0.5677083333333334,0.0006433506397071217,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-03,22,-0.0025251753940018617,0.044471546912601495,-0.05678182049669889,0.5,0.004084756067138283,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-03,188,0.00794475785747505,0.044992716460865535,0.17657875501661174,0.5851063829787234,0.000657038951190252,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-04,19,0.02822480840090421,0.03691512669585563,0.7645865239322865,0.7894736842105263,0.005590484319256603,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-04,191,0.004721409732565908,0.045199455827354865,0.10445722511792929,0.5549738219895288,0.0006467189676637035,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-05,19,0.02570483809428035,0.047600789989013986,0.5400086448189808,0.631578947368421,0.005544583550421564,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-05,191,0.0049720874070468156,0.044368688574514904,0.11206297879858346,0.5706806282722513,0.0006467189676637035,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-06,18,0.0142396667528596,0.039868224216542715,0.35716832220861916,0.7222222222222222,0.005687367722920046,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-06,192,0.006154930296801018,0.045426814196079746,0.13549112799840976,0.5625,0.0006433506397071217,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-07,18,-0.011537031681880475,0.031885686435794994,-0.36182478633826615,0.5,0.004662551397451429,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-07,192,0.0085714957750579,0.045665822125774275,0.18770045903148336,0.5833333333333334,0.0006433506397071217,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-08,23,-0.014280178072406032,0.034826982989464905,-0.41003201674763956,0.2608695652173913,0.00372077585025577,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-08,187,0.009446549273810733,0.04543868480929626,0.2078966262658657,0.6149732620320856,0.0006605525284693441,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-09,20,0.013235541829660778,0.039862996398115295,0.3320257638807741,0.75,0.00500851676178559,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-09,190,0.006175525168126594,0.045492568793322766,0.1357479986716647,0.5578947368421052,0.0006501227517040388,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-10,17,0.008498161406085017,0.030612347812809727,0.27760567265373104,0.5882352941176471,0.004212561393965123,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-10,193,0.006702548573232243,0.04605246499877485,0.14554158118160565,0.5751295336787565,0.0006400172167034578,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-11,18,-0.007604637309486369,0.058784773867718444,-0.12936406503151393,0.3888888888888889,0.006862406823542631,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,leave_one_month_out,2023-11,192,0.008202833802645951,0.043377389766003555,0.18910390521180717,0.59375,0.0006300023837113223,,pass,
R2_REAKA_DIFFUSION,ensemble,,validation_full,calendar_month,2023-12,7,0.0037841426601612485,0.04705639055589085,0.080417189152378,0.5714285714285714,0.011592813837500106,,pass,
