contrast_id,left_arm,right_arm,fold,complete_day_n,left_mean_rankic,right_mean_rankic,paired_mean_delta,positive_delta_day_rate,relative_advantage_point_ordering_observed,status
P1,R2_REAKA_DIFFUSION,M1_LIGHTGBM_ALPHA158,validation_late,103,-0.0023041316348752657,0.019593902929634824,-0.0218980345645101,0.47572815533980584,false,pass
P2,R2_REAKA_DIFFUSION,M3_GATED_DUAL_PATH_LSTM,validation_late,103,-0.0023041316348752657,0.010682370006863905,-0.012986501641739168,0.4563106796116505,false,pass
