horizon,split,fold_id,anchor_controlled_mean_spread,anchor_controlled_median_spread,anchor_positive_offset_count,anchor_offset_spread_min,anchor_offset_spread_median,anchor_controlled_positive_instrument_share,anchor_controlled_valid_instrument_count,anchor_controlled_full_valid_instrument_count,anchor_controlled_valid_signal_date_count,anchor_controlled_decile_monotonicity_score,middle_state_violently_inverted_flag,max_anchor_abs_contribution_share_of_total,full_daily_anchor_sign_conflict_flag,full_daily_anchor_spread_gap
H3,train_oof_unseen,aggregate,0.003685367894889891,0.001784707824703806,3,0.003478932729133032,0.003763652149952847,0.7684729064039408,203,203,819,0.9999999999999999,False,0.3357010511246481,False,-2.8675551305137534e-07
