horizon,split,fold_id,h3_full_daily_mean_spread,h3_full_daily_median_spread,h3_full_daily_pooled_high_minus_low_spread,h3_full_daily_positive_date_share,h3_full_daily_valid_signal_date_count,h3_full_daily_event_count,h3_full_daily_raw_full_valid_instrument_count,h3_full_daily_valid_instrument_count,h3_full_daily_full_valid_instrument_count,h3_full_daily_partial_event_only_instrument_count,h3_full_daily_positive_instrument_count,h3_full_daily_positive_instrument_share,h3_full_daily_within_stock_rankIC_median,h3_full_daily_decile_monotonicity_score,h3_full_daily_middle_state_violently_inverted_flag,h5_full_daily_mean_spread,h5_full_daily_median_spread,h5_full_daily_pooled_high_minus_low_spread,h5_full_daily_positive_date_share,h5_full_daily_valid_signal_date_count,h5_full_daily_event_count,h5_full_daily_raw_full_valid_instrument_count,h5_full_daily_valid_instrument_count,h5_full_daily_full_valid_instrument_count,h5_full_daily_partial_event_only_instrument_count,h5_full_daily_positive_instrument_count,h5_full_daily_positive_instrument_share,h5_full_daily_within_stock_rankIC_median,h5_full_daily_decile_monotonicity_score,h5_full_daily_middle_state_violently_inverted_flag,h10_full_daily_mean_spread,h10_full_daily_median_spread,h10_full_daily_pooled_high_minus_low_spread,h10_full_daily_positive_date_share,h10_full_daily_valid_signal_date_count,h10_full_daily_event_count,h10_full_daily_raw_full_valid_instrument_count,h10_full_daily_valid_instrument_count,h10_full_daily_full_valid_instrument_count,h10_full_daily_partial_event_only_instrument_count,h10_full_daily_positive_instrument_count,h10_full_daily_positive_instrument_share,h10_full_daily_within_stock_rankIC_median,h10_full_daily_decile_monotonicity_score,h10_full_daily_middle_state_violently_inverted_flag
H10,train_oof_unseen,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006861551771604216,0.0028360921859510065,0.013979715347537051,0.5278810408921933,807.0,158933.0,199.0,198.0,198.0,71.0,159.0,0.803030303030303,0.08311008813556349,0.9878787878787878,False
H10,validation_oof_unseen,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008372982754450274,0.004256080605047081,0.010882679996129041,0.5553191489361702,470.0,102442.0,239.0,237.0,237.0,16.0,181.0,0.7637130801687764,0.08329822753521363,0.9636363636363635,False
H10,robustness_oof_unseen,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037542410869371256,0.0010292254919096189,0.015397918596395159,0.5187793427230047,426.0,100663.0,230.0,227.0,227.0,15.0,176.0,0.775330396475771,0.08972071305948998,0.8545454545454544,False
