split,H3_mean_spread,H5_mean_spread,H10_mean_spread,H5_minus_H3,H10_minus_H3,H10_minus_H5,sign_pattern
validation_oof_unseen,0.0027096795395594535,0.004416993721539507,0.00839320312432502,0.0017073141819800536,0.005683523584765565,0.003976209402785512,+/+/+
robustness_oof_unseen,0.0021784563435193263,0.0028787431248481774,0.0037948976523932685,0.0007002867813288511,0.0016164413088739422,0.0009161545275450911,+/+/+
