horizon,split,fold_id,h3_full_daily_mean_spread,h3_full_daily_median_spread,h3_full_daily_pooled_high_minus_low_spread,h3_full_daily_positive_date_share,h3_full_daily_valid_signal_date_count,h3_full_daily_event_count,h3_full_daily_raw_full_valid_instrument_count,h3_full_daily_valid_instrument_count,h3_full_daily_full_valid_instrument_count,h3_full_daily_partial_event_only_instrument_count,h3_full_daily_positive_instrument_count,h3_full_daily_positive_instrument_share,h3_full_daily_within_stock_rankIC_median,h3_full_daily_decile_monotonicity_score,h3_full_daily_middle_state_violently_inverted_flag,h5_full_daily_mean_spread,h5_full_daily_median_spread,h5_full_daily_pooled_high_minus_low_spread,h5_full_daily_positive_date_share,h5_full_daily_valid_signal_date_count,h5_full_daily_event_count,h5_full_daily_raw_full_valid_instrument_count,h5_full_daily_valid_instrument_count,h5_full_daily_full_valid_instrument_count,h5_full_daily_partial_event_only_instrument_count,h5_full_daily_positive_instrument_count,h5_full_daily_positive_instrument_share,h5_full_daily_within_stock_rankIC_median,h5_full_daily_decile_monotonicity_score,h5_full_daily_middle_state_violently_inverted_flag,h10_full_daily_mean_spread,h10_full_daily_median_spread,h10_full_daily_pooled_high_minus_low_spread,h10_full_daily_positive_date_share,h10_full_daily_valid_signal_date_count,h10_full_daily_event_count,h10_full_daily_raw_full_valid_instrument_count,h10_full_daily_valid_instrument_count,h10_full_daily_full_valid_instrument_count,h10_full_daily_partial_event_only_instrument_count,h10_full_daily_positive_instrument_count,h10_full_daily_positive_instrument_share,h10_full_daily_within_stock_rankIC_median,h10_full_daily_decile_monotonicity_score,h10_full_daily_middle_state_violently_inverted_flag
H5,train_oof_unseen,aggregate,,,,,,,,,,,,,,,,0.0052067927437292605,0.003171469448020412,0.009154950290284524,0.5571955719557196,813.0,162059.0,203.0,202.0,202.0,73.0,164.0,0.8118811881188119,0.07904611482197804,0.9878787878787878,False,,,,,,,,,,,,,,,
H5,validation_oof_unseen,aggregate,,,,,,,,,,,,,,,,0.0044162742990988026,0.004245793870051348,0.005302168729834925,0.5789473684210527,475.0,104386.0,241.0,239.0,239.0,16.0,170.0,0.7112970711297071,0.05815073178644071,0.8909090909090909,False,,,,,,,,,,,,,,,
H5,robustness_oof_unseen,aggregate,,,,,,,,,,,,,,,,0.002858169873017891,0.0021764480456736416,0.00836916656513242,0.531322505800464,431.0,102783.0,232.0,230.0,230.0,19.0,172.0,0.7478260869565218,0.0751597088476236,0.9636363636363635,False,,,,,,,,,,,,,,,
