horizon,split,fold_id,anchor_controlled_mean_spread,anchor_controlled_median_spread,anchor_positive_offset_count,anchor_offset_spread_min,anchor_offset_spread_median,anchor_controlled_positive_instrument_share,anchor_controlled_valid_instrument_count,anchor_controlled_full_valid_instrument_count,anchor_controlled_valid_signal_date_count,anchor_controlled_decile_monotonicity_score,middle_state_violently_inverted_flag,max_anchor_abs_contribution_share_of_total,full_daily_anchor_sign_conflict_flag,full_daily_anchor_spread_gap
H3,validation_oof_unseen,aggregate,0.0027096795395594535,0.0018325376090758422,3,0.002418892087197905,0.002729044736179781,0.6900826446280992,242,242,477,0.8909090909090909,False,0.35029484239456793,False,-1.178636704617965e-06
H3,robustness_oof_unseen,aggregate,0.0021784563435193263,0.0016365547223639986,3,0.0016951707995824382,0.002001752960808084,0.7586206896551724,232,232,433,0.7212121212121211,False,0.3586681266869093,False,1.5242238490722343e-06
