candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,denominator_episodes,e1_only_captured_episodes,candidate_captured_episodes,e1_plus_candidate_captured_episodes,candidate_only_recall,e1_only_recall,e1_plus_candidate_recall,incremental_captures_over_e1,incremental_recall_over_e1,unique_captures_not_in_07_full_union,unique_captures_not_in_e1_e2_e3_e6,earlier_first_event_captures_vs_e1,better_basis_first_event_captures_vs_e1,percentage_point_convention
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,all,low_plus_20,2493,1033,2198,2228,0.8816686722823907,0.41436020858403527,0.8937023666265543,1195,0.47934215804251906,1182,1182,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,all,low_plus_30,2493,1352,2348,2362,0.941837144003209,0.5423184917769756,0.9474528680304853,1010,0.40513437625350984,995,995,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,all,low_plus_60,2493,1666,2441,2441,0.9791415964701163,0.6682711592458885,0.9791415964701163,775,0.31087043722422786,750,750,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,all,low_plus_120,2493,1876,2444,2444,0.9803449659045327,0.7525070196550341,0.9803449659045327,568,0.2278379462494986,532,532,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,all,before_first_50pct,2493,1773,2425,2427,0.972723626153229,0.7111913357400722,0.97352587244284,654,0.26233453670276774,631,631,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,all,before_episode_high,2493,1807,2443,2443,0.9799438427597272,0.7248295226634577,0.9799438427597272,636,0.25511432009626955,605,605,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,risk_on,low_plus_20,428,114,389,394,0.9088785046728972,0.26635514018691586,0.9205607476635514,280,0.6542056074766355,279,279,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,risk_on,low_plus_30,428,144,411,413,0.9602803738317757,0.3364485981308411,0.9649532710280374,269,0.6285046728971962,268,268,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,risk_on,low_plus_60,428,192,424,424,0.9906542056074766,0.4485981308411215,0.9906542056074766,232,0.5420560747663551,231,231,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,risk_on,low_plus_120,428,263,425,425,0.9929906542056075,0.6144859813084113,0.9929906542056075,162,0.37850467289719625,158,158,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,risk_on,before_first_50pct,428,240,424,424,0.9906542056074766,0.5607476635514018,0.9906542056074766,184,0.42990654205607476,180,180,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,risk_on,before_episode_high,428,244,425,425,0.9929906542056075,0.5700934579439252,0.9929906542056075,181,0.42289719626168226,177,177,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,transition,low_plus_20,485,147,405,409,0.8350515463917526,0.3030927835051546,0.843298969072165,262,0.5402061855670103,261,261,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,transition,low_plus_30,485,201,426,428,0.8783505154639175,0.4144329896907217,0.8824742268041237,227,0.46804123711340206,225,225,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,transition,low_plus_60,485,255,440,440,0.9072164948453608,0.5257731958762887,0.9072164948453608,185,0.38144329896907214,182,182,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,transition,low_plus_120,485,306,441,441,0.9092783505154639,0.6309278350515464,0.9092783505154639,135,0.27835051546391754,129,129,,,incremental_captures_over_e1 / same split-regime-window denominator
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,all,transition,before_first_50pct,485,286,438,439,0.9030927835051547,0.5896907216494846,0.9051546391752577,153,0.3154639175257732,150,150,,,incremental_captures_over_e1 / same split-regime-window denominator
