candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,bridge_denominator_before_exclusion,bridge_excluded_count,bridge_excluded_rate,bridge_denominator_after_exclusion,bridge_positive_captured,bridge_positive_recall,bridge_forward_120_incomplete_excluded_count,bridge_missing_next_open_basis_excluded_count,bridge_missing_price_path_excluded_count,bridge_other_completeness_excluded_count,bridge_exclusion_reason
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,all,low_plus_20,2493,3,0.0012033694344163659,2490,365,0.1465863453815261,3,0,0,0,bridge_forward_120_incomplete:3
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,all,low_plus_30,2493,3,0.0012033694344163659,2490,480,0.1927710843373494,3,0,0,0,bridge_forward_120_incomplete:3
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,all,low_plus_60,2493,3,0.0012033694344163659,2490,687,0.27590361445783135,3,0,0,0,bridge_forward_120_incomplete:3
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,all,low_plus_120,2493,4,0.001604492579221821,2489,856,0.34391321815990356,4,0,0,0,bridge_forward_120_incomplete:4
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,all,before_first_50pct,2493,5,0.0020056157240272766,2488,810,0.32556270096463025,5,0,0,0,bridge_forward_120_incomplete:5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,all,before_episode_high,2493,5,0.0020056157240272766,2488,821,0.329983922829582,5,0,0,0,bridge_forward_120_incomplete:5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_on,low_plus_20,428,0,0.0,428,47,0.10981308411214953,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_on,low_plus_30,428,0,0.0,428,60,0.14018691588785046,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_on,low_plus_60,428,0,0.0,428,92,0.21495327102803738,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_on,low_plus_120,428,0,0.0,428,142,0.3317757009345794,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_on,before_first_50pct,428,0,0.0,428,132,0.308411214953271,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_on,before_episode_high,428,0,0.0,428,134,0.3130841121495327,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,transition,low_plus_20,485,0,0.0,485,59,0.12164948453608247,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,transition,low_plus_30,485,0,0.0,485,78,0.16082474226804125,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,transition,low_plus_60,485,0,0.0,485,118,0.24329896907216494,0,0,0,0,
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,transition,low_plus_120,485,1,0.002061855670103093,484,157,0.3243801652892562,1,0,0,0,bridge_forward_120_incomplete:1
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,transition,before_first_50pct,485,1,0.002061855670103093,484,146,0.30165289256198347,1,0,0,0,bridge_forward_120_incomplete:1
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,transition,before_episode_high,485,1,0.002061855670103093,484,147,0.3037190082644628,1,0,0,0,bridge_forward_120_incomplete:1
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_off,low_plus_20,1580,3,0.0018987341772151898,1577,259,0.16423589093214966,3,0,0,0,bridge_forward_120_incomplete:3
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_off,low_plus_30,1580,3,0.0018987341772151898,1577,342,0.21686746987951808,3,0,0,0,bridge_forward_120_incomplete:3
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,all,risk_off,low_plus_60,1580,3,0.0018987341772151898,1577,477,0.3024730500951173,3,0,0,0,bridge_forward_120_incomplete:3
