candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,denominator_episodes,e1_only_captured_episodes,candidate_captured_episodes,e1_plus_candidate_captured_episodes,candidate_only_recall,e1_only_recall,e1_plus_candidate_recall,incremental_captures_over_e1,incremental_recall_over_e1,unique_captures_not_in_07_full_union,unique_captures_not_in_e1_e2_e3_e6,earlier_first_event_captures_vs_e1,better_basis_first_event_captures_vs_e1,percentage_point_convention
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_on,before_first_50pct,428,240,61,257,0.1425233644859813,0.5607476635514018,0.6004672897196262,17,0.0397196261682243,16,17,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_on,before_episode_high,428,244,77,264,0.17990654205607476,0.5700934579439252,0.616822429906542,20,0.04672897196261682,19,20,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,transition,low_plus_20,485,147,44,170,0.09072164948453608,0.3030927835051546,0.35051546391752575,23,0.04742268041237113,23,23,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,transition,low_plus_30,485,201,56,226,0.1154639175257732,0.4144329896907217,0.465979381443299,25,0.05154639175257732,25,25,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,transition,low_plus_60,485,255,83,286,0.1711340206185567,0.5257731958762887,0.5896907216494846,31,0.06391752577319587,31,31,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,transition,low_plus_120,485,306,106,334,0.21855670103092784,0.6309278350515464,0.688659793814433,28,0.0577319587628866,26,28,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,transition,before_first_50pct,485,286,82,307,0.16907216494845362,0.5896907216494846,0.6329896907216495,21,0.04329896907216495,20,21,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,transition,before_episode_high,485,288,98,317,0.2020618556701031,0.5938144329896907,0.6536082474226804,29,0.05979381443298969,28,29,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_off,low_plus_20,1580,772,230,862,0.14556962025316456,0.48860759493670886,0.5455696202531646,90,0.056962025316455694,84,90,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_off,low_plus_30,1580,1007,268,1073,0.16962025316455695,0.6373417721518987,0.6791139240506329,66,0.04177215189873418,59,66,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_off,low_plus_60,1580,1219,354,1288,0.2240506329113924,0.7715189873417722,0.8151898734177215,69,0.043670886075949364,59,69,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_off,low_plus_120,1580,1307,399,1374,0.25253164556962027,0.8272151898734177,0.8696202531645569,67,0.04240506329113924,57,67,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_off,before_first_50pct,1580,1247,305,1296,0.1930379746835443,0.7892405063291139,0.8202531645569621,49,0.0310126582278481,47,49,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,all,risk_off,before_episode_high,1580,1275,371,1340,0.23481012658227848,0.8069620253164557,0.8481012658227848,65,0.04113924050632911,58,65,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,all,low_plus_20,1290,500,123,549,0.09534883720930233,0.3875968992248062,0.4255813953488372,49,0.03798449612403101,45,49,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,all,low_plus_30,1290,683,158,728,0.12248062015503876,0.5294573643410853,0.5643410852713179,45,0.03488372093023256,41,45,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,all,low_plus_60,1290,841,229,909,0.17751937984496124,0.6519379844961241,0.7046511627906977,68,0.05271317829457364,63,68,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,all,low_plus_120,1290,955,296,1031,0.22945736434108527,0.7403100775193798,0.7992248062015503,76,0.05891472868217054,68,76,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,all,before_first_50pct,1290,908,229,960,0.17751937984496124,0.703875968992248,0.7441860465116279,52,0.040310077519379844,50,52,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,all,before_episode_high,1290,917,273,985,0.2116279069767442,0.7108527131782946,0.7635658914728682,68,0.05271317829457364,63,68,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_on,low_plus_20,225,73,11,80,0.04888888888888889,0.3244444444444444,0.35555555555555557,7,0.03111111111111111,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_on,low_plus_30,225,101,13,108,0.057777777777777775,0.4488888888888889,0.48,7,0.03111111111111111,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_on,low_plus_60,225,132,23,142,0.10222222222222223,0.5866666666666667,0.6311111111111111,10,0.044444444444444446,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_on,low_plus_120,225,159,52,170,0.2311111111111111,0.7066666666666667,0.7555555555555555,11,0.04888888888888889,10,11,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_on,before_first_50pct,225,142,33,153,0.14666666666666667,0.6311111111111111,0.68,11,0.04888888888888889,10,11,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_on,before_episode_high,225,145,45,156,0.2,0.6444444444444445,0.6933333333333334,11,0.04888888888888889,10,11,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,transition,low_plus_20,304,94,25,104,0.08223684210526316,0.3092105263157895,0.34210526315789475,10,0.03289473684210526,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,transition,low_plus_30,304,135,31,145,0.10197368421052631,0.4440789473684211,0.4769736842105263,10,0.03289473684210526,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,transition,low_plus_60,304,171,52,190,0.17105263157894737,0.5625,0.625,19,0.0625,19,19,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,transition,low_plus_120,304,201,62,223,0.20394736842105263,0.6611842105263158,0.7335526315789473,22,0.07236842105263158,20,22,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,transition,before_first_50pct,304,189,50,205,0.16447368421052633,0.6217105263157895,0.6743421052631579,16,0.05263157894736842,15,16,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,transition,before_episode_high,304,189,57,208,0.1875,0.6217105263157895,0.6842105263157895,19,0.0625,18,19,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_off,low_plus_20,761,333,87,365,0.11432325886990802,0.4375821287779238,0.47963206307490147,32,0.04204993429697766,28,32,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_off,low_plus_30,761,447,114,475,0.1498028909329829,0.5873850197109067,0.6241787122207622,28,0.03679369250985545,24,28,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_off,low_plus_60,761,538,154,577,0.202365308804205,0.7069645203679369,0.7582128777923784,39,0.051248357424441525,34,39,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_off,low_plus_120,761,595,182,638,0.23915900131406045,0.7818659658344284,0.8383705650459922,43,0.056504599211563734,38,43,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_off,before_first_50pct,761,577,146,602,0.19185282522996058,0.7582128777923784,0.7910643889618922,25,0.0328515111695138,25,25,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,train,risk_off,before_episode_high,761,583,171,621,0.22470433639947437,0.7660972404730617,0.8160315374507228,38,0.04993429697766097,35,38,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,all,low_plus_20,445,214,65,247,0.14606741573033707,0.48089887640449436,0.5550561797752809,33,0.07415730337078652,33,33,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,all,low_plus_30,445,308,74,329,0.1662921348314607,0.6921348314606741,0.7393258426966293,21,0.04719101123595506,20,21,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,all,low_plus_60,445,354,101,373,0.22696629213483147,0.7955056179775281,0.8382022471910112,19,0.04269662921348315,16,19,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,all,low_plus_120,445,373,106,386,0.23820224719101124,0.8382022471910112,0.8674157303370786,13,0.029213483146067417,9,13,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,all,before_first_50pct,445,350,82,362,0.1842696629213483,0.7865168539325843,0.8134831460674158,12,0.02696629213483146,11,12,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,all,before_episode_high,445,363,98,377,0.2202247191011236,0.8157303370786517,0.8471910112359551,14,0.03146067415730337,12,14,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_on,low_plus_20,22,8,1,9,0.045454545454545456,0.36363636363636365,0.4090909090909091,1,0.045454545454545456,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_on,low_plus_30,22,8,1,9,0.045454545454545456,0.36363636363636365,0.4090909090909091,1,0.045454545454545456,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_on,low_plus_60,22,9,3,11,0.13636363636363635,0.4090909090909091,0.5,2,0.09090909090909091,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_on,low_plus_120,22,11,3,13,0.13636363636363635,0.5,0.5909090909090909,2,0.09090909090909091,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_on,before_first_50pct,22,9,3,11,0.13636363636363635,0.4090909090909091,0.5,2,0.09090909090909091,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_on,before_episode_high,22,9,3,11,0.13636363636363635,0.4090909090909091,0.5,2,0.09090909090909091,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,transition,low_plus_20,81,31,12,41,0.14814814814814814,0.38271604938271603,0.5061728395061729,10,0.12345679012345678,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,transition,low_plus_30,81,41,18,53,0.2222222222222222,0.5061728395061729,0.654320987654321,12,0.14814814814814814,12,12,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,transition,low_plus_60,81,51,22,61,0.2716049382716049,0.6296296296296297,0.7530864197530864,10,0.12345679012345678,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,transition,low_plus_120,81,62,24,67,0.2962962962962963,0.7654320987654321,0.8271604938271605,5,0.06172839506172839,5,5,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,transition,before_first_50pct,81,57,18,60,0.2222222222222222,0.7037037037037037,0.7407407407407407,3,0.037037037037037035,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,transition,before_episode_high,81,58,23,65,0.2839506172839506,0.7160493827160493,0.8024691358024691,7,0.08641975308641975,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_off,low_plus_20,342,175,52,197,0.15204678362573099,0.5116959064327485,0.5760233918128655,22,0.06432748538011696,22,22,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_off,low_plus_30,342,259,55,267,0.1608187134502924,0.7573099415204678,0.7807017543859649,8,0.023391812865497075,7,8,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_off,low_plus_60,342,294,76,301,0.2222222222222222,0.8596491228070176,0.8801169590643275,7,0.02046783625730994,4,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_off,low_plus_120,342,300,79,306,0.2309941520467836,0.8771929824561403,0.8947368421052632,6,0.017543859649122806,2,6,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_off,before_first_50pct,342,284,61,291,0.1783625730994152,0.8304093567251462,0.8508771929824561,7,0.02046783625730994,6,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,validation,risk_off,before_episode_high,342,296,72,301,0.21052631578947367,0.8654970760233918,0.8801169590643275,5,0.014619883040935672,3,5,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,all,low_plus_20,758,319,104,363,0.13720316622691292,0.420844327176781,0.4788918205804749,44,0.05804749340369393,42,44,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,all,low_plus_30,758,361,112,399,0.14775725593667546,0.4762532981530343,0.5263852242744064,38,0.05013192612137203,36,38,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,all,low_plus_60,758,471,146,503,0.19261213720316622,0.6213720316622692,0.6635883905013192,32,0.04221635883905013,30,32,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,all,low_plus_120,758,548,192,574,0.2532981530343008,0.7229551451187335,0.7572559366754618,26,0.03430079155672823,25,26,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,all,before_first_50pct,758,515,137,538,0.18073878627968337,0.679419525065963,0.7097625329815304,23,0.030343007915567283,22,23,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,all,before_episode_high,758,527,175,559,0.23087071240105542,0.6952506596306068,0.737467018469657,32,0.04221635883905013,30,32,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_on,low_plus_20,181,33,6,38,0.03314917127071823,0.18232044198895028,0.20994475138121546,5,0.027624309392265192,5,5,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_on,low_plus_30,181,35,6,40,0.03314917127071823,0.19337016574585636,0.22099447513812154,5,0.027624309392265192,5,5,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_on,low_plus_60,181,51,13,58,0.0718232044198895,0.281767955801105,0.32044198895027626,7,0.03867403314917127,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_on,low_plus_120,181,93,34,100,0.1878453038674033,0.5138121546961326,0.5524861878453039,7,0.03867403314917127,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,25,93,0.13812154696132597,0.49171270718232046,0.5138121546961326,4,0.022099447513812154,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_on,before_episode_high,181,90,29,97,0.16022099447513813,0.4972375690607735,0.5359116022099447,7,0.03867403314917127,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,transition,low_plus_20,100,22,7,25,0.07,0.22,0.25,3,0.03,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,transition,low_plus_30,100,25,7,28,0.07,0.25,0.28,3,0.03,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,transition,low_plus_60,100,33,9,35,0.09,0.33,0.35,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,transition,low_plus_120,100,43,20,44,0.2,0.43,0.44,1,0.01,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,transition,before_first_50pct,100,40,14,42,0.14,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,transition,before_episode_high,100,41,18,44,0.18,0.41,0.44,3,0.03,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_off,low_plus_20,477,264,91,300,0.19077568134171907,0.5534591194968553,0.6289308176100629,36,0.07547169811320754,34,36,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_off,low_plus_30,477,301,99,331,0.20754716981132076,0.6310272536687631,0.6939203354297694,30,0.06289308176100629,28,30,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_off,low_plus_60,477,387,124,410,0.259958071278826,0.8113207547169812,0.859538784067086,23,0.04821802935010482,21,23,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_off,low_plus_120,477,412,138,430,0.2893081761006289,0.8637316561844863,0.9014675052410901,18,0.03773584905660377,17,18,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_off,before_first_50pct,477,386,98,403,0.20545073375262055,0.8092243186582809,0.8448637316561844,17,0.03563941299790356,16,17,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__board_style_cluster,mechanism_cluster,board_style_cluster,cluster_union,mixed,board_style_cluster,robustness,risk_off,before_episode_high,477,396,128,418,0.26834381551362685,0.8301886792452831,0.8763102725366876,22,0.04612159329140461,20,22,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__breadth_cluster,mechanism_cluster,breadth_cluster,cluster_union,mixed,breadth_cluster,all,all,low_plus_20,2493,1033,1630,1850,0.653830726032892,0.41436020858403527,0.7420778178900923,817,0.327717609306057,808,817,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__breadth_cluster,mechanism_cluster,breadth_cluster,cluster_union,mixed,breadth_cluster,all,all,low_plus_30,2493,1352,1966,2143,0.7886081026875251,0.5423184917769756,0.8596068993180906,791,0.31728840754111515,779,791,,,incremental_captures_over_e1 / same split-regime-window denominator
cluster__breadth_cluster,mechanism_cluster,breadth_cluster,cluster_union,mixed,breadth_cluster,all,all,low_plus_60,2493,1666,2302,2372,0.9233854793421581,0.6682711592458885,0.9514640994785399,706,0.2831929402326514,683,706,,,incremental_captures_over_e1 / same split-regime-window denominator
