candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,denominator_episodes,e1_only_captured_episodes,candidate_captured_episodes,e1_plus_candidate_captured_episodes,candidate_only_recall,e1_only_recall,e1_plus_candidate_recall,incremental_captures_over_e1,incremental_recall_over_e1,unique_captures_not_in_07_full_union,unique_captures_not_in_e1_e2_e3_e6,earlier_first_event_captures_vs_e1,better_basis_first_event_captures_vs_e1,percentage_point_convention,density_full_denominator,density_eligible_gated_denominator,density_vs_e1_full_denominator
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,all,transition,before_first_50pct,485,286,372,421,0.7670103092783506,0.5896907216494846,0.8680412371134021,135,0.27835051546391754,132,132,,,incremental_captures_over_e1 / same split-regime-window denominator,3.560046491705656,4.895924070656473,1.8909090909090909
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,robustness,risk_on,before_first_50pct,181,89,135,153,0.7458563535911602,0.49171270718232046,0.8453038674033149,64,0.35359116022099446,63,63,,,incremental_captures_over_e1 / same split-regime-window denominator,3.560046491705656,4.895924070656473,1.8909090909090909
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,robustness,transition,before_first_50pct,100,40,38,48,0.38,0.4,0.48,8,0.08,8,8,,,incremental_captures_over_e1 / same split-regime-window denominator,3.560046491705656,4.895924070656473,1.8909090909090909
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,train,risk_on,before_first_50pct,225,142,198,216,0.88,0.6311111111111111,0.96,74,0.3288888888888889,71,71,,,incremental_captures_over_e1 / same split-regime-window denominator,3.560046491705656,4.895924070656473,1.8909090909090909
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,train,transition,before_first_50pct,304,189,267,294,0.8782894736842105,0.6217105263157895,0.9671052631578947,105,0.34539473684210525,102,102,,,incremental_captures_over_e1 / same split-regime-window denominator,3.560046491705656,4.895924070656473,1.8909090909090909
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,all,risk_on,before_first_50pct,428,240,354,390,0.8271028037383178,0.5607476635514018,0.9112149532710281,150,0.35046728971962615,146,146,,,incremental_captures_over_e1 / same split-regime-window denominator,3.8319638144669828,3.8319638144669828,2.0353372434017594
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,all,transition,before_first_50pct,485,286,381,422,0.7855670103092783,0.5896907216494846,0.8701030927835052,136,0.2804123711340206,133,133,,,incremental_captures_over_e1 / same split-regime-window denominator,3.8319638144669828,3.8319638144669828,2.0353372434017594
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,robustness,risk_on,before_first_50pct,181,89,135,153,0.7458563535911602,0.49171270718232046,0.8453038674033149,64,0.35359116022099446,63,63,,,incremental_captures_over_e1 / same split-regime-window denominator,3.8319638144669828,3.8319638144669828,2.0353372434017594
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,robustness,transition,before_first_50pct,100,40,38,48,0.38,0.4,0.48,8,0.08,8,8,,,incremental_captures_over_e1 / same split-regime-window denominator,3.8319638144669828,3.8319638144669828,2.0353372434017594
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,train,risk_on,before_first_50pct,225,142,198,216,0.88,0.6311111111111111,0.96,74,0.3288888888888889,71,71,,,incremental_captures_over_e1 / same split-regime-window denominator,3.8319638144669828,3.8319638144669828,2.0353372434017594
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,train,transition,before_first_50pct,304,189,269,295,0.8848684210526315,0.6217105263157895,0.9703947368421053,106,0.34868421052631576,103,103,,,incremental_captures_over_e1 / same split-regime-window denominator,3.8319638144669828,3.8319638144669828,2.0353372434017594
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,all,risk_on,before_first_50pct,428,240,35,245,0.08177570093457943,0.5607476635514018,0.572429906542056,5,0.011682242990654205,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,all,transition,before_first_50pct,485,286,36,292,0.07422680412371134,0.5896907216494846,0.6020618556701031,6,0.012371134020618556,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,16,90,0.08839779005524862,0.49171270718232046,0.4972375690607735,1,0.0055248618784530384,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,robustness,transition,before_first_50pct,100,40,10,42,0.1,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,train,risk_on,before_first_50pct,225,142,19,146,0.08444444444444445,0.6311111111111111,0.6488888888888888,4,0.017777777777777778,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,train,transition,before_first_50pct,304,189,25,193,0.08223684210526316,0.6217105263157895,0.6348684210526315,4,0.013157894736842105,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,all,risk_on,before_first_50pct,428,240,35,245,0.08177570093457943,0.5607476635514018,0.572429906542056,5,0.011682242990654205,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,all,transition,before_first_50pct,485,286,36,292,0.07422680412371134,0.5896907216494846,0.6020618556701031,6,0.012371134020618556,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,16,90,0.08839779005524862,0.49171270718232046,0.4972375690607735,1,0.0055248618784530384,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,robustness,transition,before_first_50pct,100,40,10,42,0.1,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,train,risk_on,before_first_50pct,225,142,19,146,0.08444444444444445,0.6311111111111111,0.6488888888888888,4,0.017777777777777778,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,train,transition,before_first_50pct,304,189,25,193,0.08223684210526316,0.6217105263157895,0.6348684210526315,4,0.013157894736842105,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,all,risk_on,before_first_50pct,428,240,55,261,0.12850467289719625,0.5607476635514018,0.6098130841121495,21,0.04906542056074766,20,20,,,incremental_captures_over_e1 / same split-regime-window denominator,0.403873140304387,0.5554231479040337,0.21451612903225806
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,all,transition,before_first_50pct,485,286,58,307,0.11958762886597939,0.5896907216494846,0.6329896907216495,21,0.04329896907216495,21,21,,,incremental_captures_over_e1 / same split-regime-window denominator,0.403873140304387,0.5554231479040337,0.21451612903225806
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,risk_on,before_first_50pct,181,89,20,97,0.11049723756906077,0.49171270718232046,0.5359116022099447,8,0.04419889502762431,8,8,,,incremental_captures_over_e1 / same split-regime-window denominator,0.403873140304387,0.5554231479040337,0.21451612903225806
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,transition,before_first_50pct,100,40,3,40,0.03,0.4,0.4,0,0.0,0,0,,,incremental_captures_over_e1 / same split-regime-window denominator,0.403873140304387,0.5554231479040337,0.21451612903225806
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,train,risk_on,before_first_50pct,225,142,32,153,0.14222222222222222,0.6311111111111111,0.68,11,0.04888888888888889,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator,0.403873140304387,0.5554231479040337,0.21451612903225806
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,train,transition,before_first_50pct,304,189,48,210,0.15789473684210525,0.6217105263157895,0.6907894736842105,21,0.06907894736842106,21,21,,,incremental_captures_over_e1 / same split-regime-window denominator,0.403873140304387,0.5554231479040337,0.21451612903225806
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,all,risk_on,before_first_50pct,428,240,55,261,0.12850467289719625,0.5607476635514018,0.6098130841121495,21,0.04906542056074766,20,20,,,incremental_captures_over_e1 / same split-regime-window denominator,0.4577044884652588,0.4577044884652588,0.24310850439882697
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,all,transition,before_first_50pct,485,286,64,308,0.13195876288659794,0.5896907216494846,0.6350515463917525,22,0.04536082474226804,22,22,,,incremental_captures_over_e1 / same split-regime-window denominator,0.4577044884652588,0.4577044884652588,0.24310850439882697
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,robustness,risk_on,before_first_50pct,181,89,20,97,0.11049723756906077,0.49171270718232046,0.5359116022099447,8,0.04419889502762431,8,8,,,incremental_captures_over_e1 / same split-regime-window denominator,0.4577044884652588,0.4577044884652588,0.24310850439882697
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,robustness,transition,before_first_50pct,100,40,6,40,0.06,0.4,0.4,0,0.0,0,0,,,incremental_captures_over_e1 / same split-regime-window denominator,0.4577044884652588,0.4577044884652588,0.24310850439882697
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,train,risk_on,before_first_50pct,225,142,32,153,0.14222222222222222,0.6311111111111111,0.68,11,0.04888888888888889,10,10,,,incremental_captures_over_e1 / same split-regime-window denominator,0.4577044884652588,0.4577044884652588,0.24310850439882697
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,train,transition,before_first_50pct,304,189,48,210,0.15789473684210525,0.6217105263157895,0.6907894736842105,21,0.06907894736842106,21,21,,,incremental_captures_over_e1 / same split-regime-window denominator,0.4577044884652588,0.4577044884652588,0.24310850439882697
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,volume_regime_cluster,all,risk_on,before_first_50pct,428,240,384,397,0.897196261682243,0.5607476635514018,0.927570093457944,157,0.36682242990654207,153,153,,,incremental_captures_over_e1 / same split-regime-window denominator,3.4498992716226415,4.744445030319008,1.8324046920821115
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,volume_regime_cluster,all,transition,before_first_50pct,485,286,396,417,0.8164948453608247,0.5896907216494846,0.8597938144329897,131,0.27010309278350514,129,129,,,incremental_captures_over_e1 / same split-regime-window denominator,3.4498992716226415,4.744445030319008,1.8324046920821115
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,volume_regime_cluster,robustness,risk_on,before_first_50pct,181,89,156,161,0.861878453038674,0.49171270718232046,0.8895027624309392,72,0.39779005524861877,71,71,,,incremental_captures_over_e1 / same split-regime-window denominator,3.4498992716226415,4.744445030319008,1.8324046920821115
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,volume_regime_cluster,robustness,transition,before_first_50pct,100,40,45,51,0.45,0.4,0.51,11,0.11,11,11,,,incremental_captures_over_e1 / same split-regime-window denominator,3.4498992716226415,4.744445030319008,1.8324046920821115
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,volume_regime_cluster,train,risk_on,before_first_50pct,225,142,208,215,0.9244444444444444,0.6311111111111111,0.9555555555555556,73,0.3244444444444444,70,70,,,incremental_captures_over_e1 / same split-regime-window denominator,3.4498992716226415,4.744445030319008,1.8324046920821115
T5_volume_regime_shift__event_regime_gated,candidate_family_variant,T5_volume_regime_shift,event_regime_gated,runnable_existing_data,volume_regime_cluster,train,transition,before_first_50pct,304,189,285,292,0.9375,0.6217105263157895,0.9605263157894737,103,0.33881578947368424,101,101,,,incremental_captures_over_e1 / same split-regime-window denominator,3.4498992716226415,4.744445030319008,1.8324046920821115
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,all,risk_on,before_first_50pct,428,240,388,397,0.9065420560747663,0.5607476635514018,0.927570093457944,157,0.36682242990654207,153,153,,,incremental_captures_over_e1 / same split-regime-window denominator,4.141701110038769,4.141701110038769,2.199853372434018
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,all,transition,before_first_50pct,485,286,412,423,0.8494845360824742,0.5896907216494846,0.8721649484536083,137,0.2824742268041237,135,135,,,incremental_captures_over_e1 / same split-regime-window denominator,4.141701110038769,4.141701110038769,2.199853372434018
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,robustness,risk_on,before_first_50pct,181,89,158,161,0.8729281767955801,0.49171270718232046,0.8895027624309392,72,0.39779005524861877,71,71,,,incremental_captures_over_e1 / same split-regime-window denominator,4.141701110038769,4.141701110038769,2.199853372434018
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,robustness,transition,before_first_50pct,100,40,47,52,0.47,0.4,0.52,12,0.12,12,12,,,incremental_captures_over_e1 / same split-regime-window denominator,4.141701110038769,4.141701110038769,2.199853372434018
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,train,risk_on,before_first_50pct,225,142,209,215,0.9288888888888889,0.6311111111111111,0.9555555555555556,73,0.3244444444444444,70,70,,,incremental_captures_over_e1 / same split-regime-window denominator,4.141701110038769,4.141701110038769,2.199853372434018
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,train,transition,before_first_50pct,304,189,288,294,0.9473684210526315,0.6217105263157895,0.9671052631578947,105,0.34539473684210525,103,103,,,incremental_captures_over_e1 / same split-regime-window denominator,4.141701110038769,4.141701110038769,2.199853372434018
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,relative_strength_cluster,all,risk_on,before_first_50pct,428,240,380,396,0.8878504672897196,0.5607476635514018,0.9252336448598131,156,0.3644859813084112,152,152,,,incremental_captures_over_e1 / same split-regime-window denominator,2.974527058632789,4.090693382546797,1.5799120234604107
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,relative_strength_cluster,all,transition,before_first_50pct,485,286,403,423,0.8309278350515464,0.5896907216494846,0.8721649484536083,137,0.2824742268041237,134,134,,,incremental_captures_over_e1 / same split-regime-window denominator,2.974527058632789,4.090693382546797,1.5799120234604107
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,relative_strength_cluster,robustness,risk_on,before_first_50pct,181,89,141,155,0.7790055248618785,0.49171270718232046,0.856353591160221,66,0.36464088397790057,65,65,,,incremental_captures_over_e1 / same split-regime-window denominator,2.974527058632789,4.090693382546797,1.5799120234604107
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,relative_strength_cluster,robustness,transition,before_first_50pct,100,40,37,46,0.37,0.4,0.46,6,0.06,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,2.974527058632789,4.090693382546797,1.5799120234604107
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,relative_strength_cluster,train,risk_on,before_first_50pct,225,142,217,219,0.9644444444444444,0.6311111111111111,0.9733333333333334,77,0.3422222222222222,74,74,,,incremental_captures_over_e1 / same split-regime-window denominator,2.974527058632789,4.090693382546797,1.5799120234604107
T6_stock_vs_market_CUSUM_break__event_regime_gated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,event_regime_gated,fallback_variant,relative_strength_cluster,train,transition,before_first_50pct,304,189,291,297,0.9572368421052632,0.6217105263157895,0.9769736842105263,108,0.35526315789473684,105,105,,,incremental_captures_over_e1 / same split-regime-window denominator,2.974527058632789,4.090693382546797,1.5799120234604107
T6_stock_vs_market_CUSUM_break__ungated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,ungated,fallback_variant,relative_strength_cluster,all,risk_on,before_first_50pct,428,240,390,400,0.9112149532710281,0.5607476635514018,0.9345794392523364,160,0.37383177570093457,156,156,,,incremental_captures_over_e1 / same split-regime-window denominator,3.7367237369515944,3.7367237369515944,1.98475073313783
T6_stock_vs_market_CUSUM_break__ungated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,ungated,fallback_variant,relative_strength_cluster,all,transition,before_first_50pct,485,286,415,426,0.8556701030927835,0.5896907216494846,0.8783505154639175,140,0.28865979381443296,137,137,,,incremental_captures_over_e1 / same split-regime-window denominator,3.7367237369515944,3.7367237369515944,1.98475073313783
T6_stock_vs_market_CUSUM_break__ungated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,ungated,fallback_variant,relative_strength_cluster,robustness,risk_on,before_first_50pct,181,89,148,156,0.8176795580110497,0.49171270718232046,0.861878453038674,67,0.3701657458563536,66,66,,,incremental_captures_over_e1 / same split-regime-window denominator,3.7367237369515944,3.7367237369515944,1.98475073313783
T6_stock_vs_market_CUSUM_break__ungated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,ungated,fallback_variant,relative_strength_cluster,robustness,transition,before_first_50pct,100,40,43,47,0.43,0.4,0.47,7,0.07,7,7,,,incremental_captures_over_e1 / same split-regime-window denominator,3.7367237369515944,3.7367237369515944,1.98475073313783
T6_stock_vs_market_CUSUM_break__ungated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,ungated,fallback_variant,relative_strength_cluster,train,risk_on,before_first_50pct,225,142,220,222,0.9777777777777777,0.6311111111111111,0.9866666666666667,80,0.35555555555555557,77,77,,,incremental_captures_over_e1 / same split-regime-window denominator,3.7367237369515944,3.7367237369515944,1.98475073313783
T6_stock_vs_market_CUSUM_break__ungated,candidate_family_variant,T6_stock_vs_market_CUSUM_break,ungated,fallback_variant,relative_strength_cluster,train,transition,before_first_50pct,304,189,292,298,0.9605263157894737,0.6217105263157895,0.9802631578947368,109,0.35855263157894735,106,106,,,incremental_captures_over_e1 / same split-regime-window denominator,3.7367237369515944,3.7367237369515944,1.98475073313783
T7_board_relative_strength_break__event_regime_gated,candidate_family_variant,T7_board_relative_strength_break,event_regime_gated,fallback_variant,board_style_cluster,all,risk_on,before_first_50pct,428,240,35,245,0.08177570093457943,0.5607476635514018,0.572429906542056,5,0.011682242990654205,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T7_board_relative_strength_break__event_regime_gated,candidate_family_variant,T7_board_relative_strength_break,event_regime_gated,fallback_variant,board_style_cluster,all,transition,before_first_50pct,485,286,36,292,0.07422680412371134,0.5896907216494846,0.6020618556701031,6,0.012371134020618556,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T7_board_relative_strength_break__event_regime_gated,candidate_family_variant,T7_board_relative_strength_break,event_regime_gated,fallback_variant,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,16,90,0.08839779005524862,0.49171270718232046,0.4972375690607735,1,0.0055248618784530384,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T7_board_relative_strength_break__event_regime_gated,candidate_family_variant,T7_board_relative_strength_break,event_regime_gated,fallback_variant,board_style_cluster,robustness,transition,before_first_50pct,100,40,10,42,0.1,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T7_board_relative_strength_break__event_regime_gated,candidate_family_variant,T7_board_relative_strength_break,event_regime_gated,fallback_variant,board_style_cluster,train,risk_on,before_first_50pct,225,142,19,146,0.08444444444444445,0.6311111111111111,0.6488888888888888,4,0.017777777777777778,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T7_board_relative_strength_break__event_regime_gated,candidate_family_variant,T7_board_relative_strength_break,event_regime_gated,fallback_variant,board_style_cluster,train,transition,before_first_50pct,304,189,25,193,0.08223684210526316,0.6217105263157895,0.6348684210526315,4,0.013157894736842105,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.1736406050932737,0.23879778539414712,0.09222873900293255
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,board_style_cluster,all,risk_on,before_first_50pct,428,240,35,245,0.08177570093457943,0.5607476635514018,0.572429906542056,5,0.011682242990654205,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,board_style_cluster,all,transition,before_first_50pct,485,286,36,292,0.07422680412371134,0.5896907216494846,0.6020618556701031,6,0.012371134020618556,6,6,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,board_style_cluster,robustness,risk_on,before_first_50pct,181,89,16,90,0.08839779005524862,0.49171270718232046,0.4972375690607735,1,0.0055248618784530384,1,1,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,board_style_cluster,robustness,transition,before_first_50pct,100,40,10,42,0.1,0.4,0.42,2,0.02,2,2,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,board_style_cluster,train,risk_on,before_first_50pct,225,142,19,146,0.08444444444444445,0.6311111111111111,0.6488888888888888,4,0.017777777777777778,3,3,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T7_board_relative_strength_break__ungated,candidate_family_variant,T7_board_relative_strength_break,ungated,fallback_variant,board_style_cluster,train,transition,before_first_50pct,304,189,25,193,0.08223684210526316,0.6217105263157895,0.6348684210526315,4,0.013157894736842105,4,4,,,incremental_captures_over_e1 / same split-regime-window denominator,0.17391666328897049,0.17391666328897049,0.09237536656891496
T8_volatility_regime_contraction_break__event_regime_gated,candidate_family_variant,T8_volatility_regime_contraction_break,event_regime_gated,runnable_existing_data,compression_break_cluster,all,risk_on,before_first_50pct,428,240,343,377,0.8014018691588785,0.5607476635514018,0.8808411214953271,137,0.32009345794392524,134,134,,,incremental_captures_over_e1 / same split-regime-window denominator,3.1368492777024946,4.313925652517796,1.6661290322580646
T8_volatility_regime_contraction_break__event_regime_gated,candidate_family_variant,T8_volatility_regime_contraction_break,event_regime_gated,runnable_existing_data,compression_break_cluster,all,transition,before_first_50pct,485,286,369,416,0.7608247422680412,0.5896907216494846,0.8577319587628865,130,0.26804123711340205,128,128,,,incremental_captures_over_e1 / same split-regime-window denominator,3.1368492777024946,4.313925652517796,1.6661290322580646
T8_volatility_regime_contraction_break__event_regime_gated,candidate_family_variant,T8_volatility_regime_contraction_break,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,risk_on,before_first_50pct,181,89,129,148,0.712707182320442,0.49171270718232046,0.8176795580110497,59,0.3259668508287293,58,58,,,incremental_captures_over_e1 / same split-regime-window denominator,3.1368492777024946,4.313925652517796,1.6661290322580646
T8_volatility_regime_contraction_break__event_regime_gated,candidate_family_variant,T8_volatility_regime_contraction_break,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,transition,before_first_50pct,100,40,45,53,0.45,0.4,0.53,13,0.13,13,13,,,incremental_captures_over_e1 / same split-regime-window denominator,3.1368492777024946,4.313925652517796,1.6661290322580646
