left_scope_id,right_scope_id,left_scope_type,right_scope_type,left_episode_count,right_episode_count,overlap_episode_count,left_only_episode_count,right_only_episode_count,left_overlap_rate,right_overlap_rate,jaccard_overlap,same_day_overlap_count,same_day_jaccard,same_episode_different_day_overlap_count,high_risk_overlap_pair
07_e1_only,07_e1_only,07_e1_only,07_e1_only,1773,1773,1773,0,0,1.0,1.0,1.0,0,,0,False
07_e1_only,07_full_union,07_e1_only,07_full_union,1773,1796,1773,0,23,1.0,0.9871937639198218,0.9871937639198218,0,,10,False
07_e1_only,R1_relative_strength_breakout__all_variants,07_e1_only,candidate_family,1773,2244,1658,115,586,0.9351381838691484,0.7388591800356507,0.7028401865197117,0,0.0,1043,False
07_e1_only,R1_relative_strength_breakout__event_regime_gated,07_e1_only,candidate_family_variant,1773,2126,1561,212,565,0.8804286520022561,0.7342427093132643,0.6676646706586826,0,0.0,1213,False
07_e1_only,R1_relative_strength_breakout__ungated,07_e1_only,candidate_family_variant,1773,2243,1658,115,585,0.9351381838691484,0.739188586714222,0.7031382527565734,0,0.0,1043,False
07_e1_only,R2_near_high_volume_expansion__all_variants,07_e1_only,candidate_family,1773,2012,1516,257,496,0.8550479413423576,0.7534791252485089,0.6681357426178933,0,0.0,1456,False
07_e1_only,R2_near_high_volume_expansion__event_regime_gated,07_e1_only,candidate_family_variant,1773,1901,1431,342,470,0.8071065989847716,0.7527617043661231,0.6379848417298262,0,0.0,1392,False
07_e1_only,R2_near_high_volume_expansion__ungated,07_e1_only,candidate_family_variant,1773,2012,1516,257,496,0.8550479413423576,0.7534791252485089,0.6681357426178933,0,0.0,1456,False
07_e1_only,R3_vcp_breakout__all_variants,07_e1_only,candidate_family,1773,1468,1119,654,349,0.6311336717428088,0.7622615803814714,0.5273327049952875,0,0.0,1070,False
07_e1_only,R3_vcp_breakout__event_regime_gated,07_e1_only,candidate_family_variant,1773,1270,953,820,317,0.5375070501974055,0.7503937007874015,0.45598086124401915,0,0.0,906,False
07_e1_only,R3_vcp_breakout__ungated,07_e1_only,candidate_family_variant,1773,1465,1117,656,348,0.6300056401579244,0.7624573378839591,0.5266383781235267,0,0.0,1068,False
07_e1_only,R5_growth_or_small_style_confirmation__all_variants,07_e1_only,candidate_family,1773,447,360,1413,87,0.20304568527918782,0.8053691275167785,0.1935483870967742,0,0.0,307,False
07_e1_only,R5_growth_or_small_style_confirmation__event_regime_gated,07_e1_only,candidate_family_variant,1773,405,324,1449,81,0.18274111675126903,0.8,0.17475728155339806,0,0.0,288,False
07_e1_only,R5_growth_or_small_style_confirmation__ungated,07_e1_only,candidate_family_variant,1773,445,360,1413,85,0.20304568527918782,0.8089887640449438,0.193756727664155,0,0.0,307,False
07_e1_only,R6_market_breadth_thrust__all_variants,07_e1_only,candidate_family,1773,2297,1705,68,592,0.9616469261139312,0.7422725293861558,0.7209302325581395,0,0.0,1474,False
07_e1_only,R6_market_breadth_thrust__event_regime_gated,07_e1_only,candidate_family_variant,1773,2200,1634,139,566,0.9216018048505358,0.7427272727272727,0.698589140658401,0,0.0,1414,False
07_e1_only,R6_market_breadth_thrust__ungated,07_e1_only,candidate_family_variant,1773,2294,1703,70,591,0.9605188945290468,0.7423714036617263,0.7203891708967851,0,0.0,1475,False
07_e1_only,R7_cross_sectional_momentum_rank_jump__all_variants,07_e1_only,candidate_family,1773,2163,1628,145,535,0.9182177100958827,0.7526583448913546,0.7053726169844021,0,0.0,1387,False
07_e1_only,R7_cross_sectional_momentum_rank_jump__event_regime_gated,07_e1_only,candidate_family_variant,1773,1966,1461,312,505,0.8240270727580372,0.7431332655137335,0.641352063213345,0,0.0,1272,False
07_e1_only,R7_cross_sectional_momentum_rank_jump__ungated,07_e1_only,candidate_family_variant,1773,2161,1627,146,534,0.9176536943034405,0.7528921795465062,0.705244906805375,0,0.0,1387,False
07_e1_only,R8_persistent_distance_above_ema__all_variants,07_e1_only,candidate_family,1773,1918,1395,378,523,0.7868020304568528,0.7273201251303442,0.6075783972125436,0,0.0,1395,False
07_e1_only,R8_persistent_distance_above_ema__event_regime_gated,07_e1_only,candidate_family_variant,1773,1866,1354,419,512,0.763677382966723,0.7256162915326902,0.5925601750547046,0,0.0,1354,False
07_e1_only,R8_persistent_distance_above_ema__ungated,07_e1_only,candidate_family_variant,1773,1918,1395,378,523,0.7868020304568528,0.7273201251303442,0.6075783972125436,0,0.0,1395,False
07_e1_only,T3_style_rotation_break__all_variants,07_e1_only,candidate_family,1773,159,136,1637,23,0.07670614777213762,0.8553459119496856,0.0757238307349666,0,0.0,129,False
07_e1_only,T3_style_rotation_break__event_regime_gated,07_e1_only,candidate_family_variant,1773,158,135,1638,23,0.07614213197969544,0.8544303797468354,0.07516703786191536,0,0.0,129,False
07_e1_only,T3_style_rotation_break__ungated,07_e1_only,candidate_family_variant,1773,159,136,1637,23,0.07670614777213762,0.8553459119496856,0.0757238307349666,0,0.0,129,False
07_e1_only,T4_entropy_compression_then_directional_expansion__all_variants,07_e1_only,candidate_family,1773,349,267,1506,82,0.1505922165820643,0.7650429799426934,0.14393530997304582,0,0.0,256,False
07_e1_only,T4_entropy_compression_then_directional_expansion__event_regime_gated,07_e1_only,candidate_family_variant,1773,300,224,1549,76,0.1263395375070502,0.7466666666666667,0.12114656571119524,0,0.0,215,False
