candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,event_split,event_regime_bucket,event_count,false_repair_10d_count,false_repair_10d_rate,false_repair_20d_count,false_repair_20d_rate
R1_relative_strength_breakout__event_regime_gated,candidate_family_variant,R1_relative_strength_breakout,event_regime_gated,runnable_existing_data,relative_strength_cluster,train,transition,2540,426,0.16771653543307086,743,0.2925196850393701
R1_relative_strength_breakout__event_regime_gated,candidate_family_variant,R1_relative_strength_breakout,event_regime_gated,runnable_existing_data,relative_strength_cluster,validation,risk_on,1336,198,0.14820359281437126,426,0.3188622754491018
R1_relative_strength_breakout__event_regime_gated,candidate_family_variant,R1_relative_strength_breakout,event_regime_gated,runnable_existing_data,relative_strength_cluster,validation,transition,2069,301,0.14548090865152247,633,0.30594490091831805
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,robustness,risk_off,381,26,0.06824146981627296,52,0.13648293963254593
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,robustness,risk_on,2275,359,0.1578021978021978,552,0.24263736263736263
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,robustness,transition,365,32,0.08767123287671233,63,0.1726027397260274
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,train,risk_off,698,108,0.15472779369627507,220,0.3151862464183381
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,train,risk_on,3677,673,0.1830296437313027,1299,0.35327712809355455
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,train,transition,982,175,0.17820773930753564,274,0.2790224032586558
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,validation,risk_off,435,78,0.1793103448275862,139,0.3195402298850575
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,validation,risk_on,1041,113,0.10854947166186359,261,0.2507204610951009
R2_near_high_volume_expansion__ungated,candidate_family_variant,R2_near_high_volume_expansion,ungated,runnable_existing_data,volume_high_breakout_cluster,validation,transition,888,148,0.16666666666666666,265,0.29842342342342343
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,robustness,risk_on,2304,359,0.1558159722222222,553,0.2400173611111111
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,robustness,transition,421,35,0.0831353919239905,72,0.171021377672209
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,train,risk_on,3700,679,0.18351351351351353,1302,0.3518918918918919
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,train,transition,1105,204,0.18461538461538463,314,0.2841628959276018
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,validation,risk_on,1079,113,0.10472659870250231,266,0.24652455977757182
R2_near_high_volume_expansion__event_regime_gated,candidate_family_variant,R2_near_high_volume_expansion,event_regime_gated,runnable_existing_data,volume_high_breakout_cluster,validation,transition,928,155,0.16702586206896552,274,0.2952586206896552
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,robustness,risk_off,195,30,0.15384615384615385,54,0.27692307692307694
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,robustness,risk_on,1485,163,0.10976430976430976,331,0.2228956228956229
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,robustness,transition,473,42,0.08879492600422834,114,0.24101479915433405
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,train,risk_off,1117,149,0.13339301700984782,299,0.26768128916741274
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,train,risk_on,2235,308,0.1378076062639821,628,0.2809843400447427
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,train,transition,1149,130,0.11314186248912098,253,0.22019147084421237
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,validation,risk_off,467,72,0.15417558886509636,119,0.25481798715203424
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,validation,risk_on,883,76,0.08607021517553794,201,0.2276330690826727
R3_vcp_breakout__ungated,candidate_family_variant,R3_vcp_breakout,ungated,runnable_existing_data,compression_break_cluster,validation,transition,846,120,0.14184397163120568,232,0.27423167848699764
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,risk_on,1486,163,0.10969044414535666,331,0.22274562584118437
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,transition,511,49,0.0958904109589041,123,0.24070450097847357
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,train,risk_on,2296,314,0.1367595818815331,638,0.2778745644599303
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,train,transition,1272,140,0.11006289308176101,279,0.21933962264150944
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,validation,risk_on,913,72,0.07886089813800658,205,0.22453450164293537
R3_vcp_breakout__event_regime_gated,candidate_family_variant,R3_vcp_breakout,event_regime_gated,runnable_existing_data,compression_break_cluster,validation,transition,948,123,0.12974683544303797,239,0.2521097046413502
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,robustness,risk_on,485,94,0.19381443298969073,163,0.33608247422680415
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,robustness,transition,117,7,0.05982905982905983,30,0.2564102564102564
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,train,risk_off,154,24,0.15584415584415584,50,0.3246753246753247
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,train,risk_on,618,173,0.27993527508090615,278,0.44983818770226536
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,train,transition,281,63,0.22419928825622776,89,0.3167259786476868
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,validation,risk_off,194,49,0.25257731958762886,79,0.4072164948453608
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,validation,risk_on,187,29,0.15508021390374332,85,0.45454545454545453
R5_growth_or_small_style_confirmation__ungated,candidate_family_variant,R5_growth_or_small_style_confirmation,ungated,diagnostic_only,board_style_cluster,validation,transition,144,15,0.10416666666666667,45,0.3125
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,robustness,risk_on,485,94,0.19381443298969073,163,0.33608247422680415
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,robustness,transition,117,7,0.05982905982905983,30,0.2564102564102564
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,train,risk_on,615,170,0.2764227642276423,275,0.44715447154471544
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,train,transition,357,87,0.24369747899159663,120,0.33613445378151263
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,validation,risk_on,186,30,0.16129032258064516,86,0.46236559139784944
R5_growth_or_small_style_confirmation__event_regime_gated,candidate_family_variant,R5_growth_or_small_style_confirmation,event_regime_gated,diagnostic_only,board_style_cluster,validation,transition,147,14,0.09523809523809523,45,0.30612244897959184
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,robustness,risk_off,1034,114,0.1102514506769826,235,0.22727272727272727
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,robustness,risk_on,3017,466,0.1544580709313888,854,0.28306264501160094
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,robustness,transition,883,90,0.10192525481313704,200,0.22650056625141562
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,train,risk_off,2533,336,0.1326490327674694,684,0.27003553099091987
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,train,risk_on,4792,1025,0.21389816360601002,1890,0.3944073455759599
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,train,transition,2385,365,0.1530398322851153,632,0.2649895178197065
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,validation,risk_off,1642,294,0.17904993909866018,507,0.3087697929354446
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,validation,risk_on,1328,171,0.12876506024096385,375,0.28237951807228917
R6_market_breadth_thrust__ungated,candidate_family_variant,R6_market_breadth_thrust,ungated,runnable_existing_data,breadth_cluster,validation,transition,2140,334,0.1560747663551402,654,0.305607476635514
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,robustness,risk_on,3003,457,0.1521811521811522,852,0.2837162837162837
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,robustness,transition,1326,133,0.10030165912518854,277,0.20889894419306185
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,train,risk_on,4816,1020,0.21179401993355482,1879,0.3901578073089701
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,train,transition,3162,458,0.14484503478810878,808,0.25553447185325745
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,validation,risk_on,1441,177,0.12283136710617627,387,0.2685634975711312
R6_market_breadth_thrust__event_regime_gated,candidate_family_variant,R6_market_breadth_thrust,event_regime_gated,runnable_existing_data,breadth_cluster,validation,transition,2456,356,0.1449511400651466,707,0.28786644951140067
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,robustness,risk_off,621,80,0.1288244766505636,158,0.25442834138486314
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,robustness,risk_on,1801,263,0.14602998334258746,472,0.2620766240977235
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,robustness,transition,653,64,0.09800918836140889,139,0.21286370597243492
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,train,risk_off,1583,218,0.13771320277953253,417,0.2634238787113076
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,train,risk_on,2701,608,0.22510181414291003,1041,0.38541281007034434
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,train,transition,1412,216,0.1529745042492918,370,0.26203966005665724
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,validation,risk_off,1067,186,0.17432052483598875,336,0.3149015932521087
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,validation,risk_on,855,113,0.13216374269005848,248,0.29005847953216374
R7_cross_sectional_momentum_rank_jump__ungated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,ungated,runnable_existing_data,relative_strength_cluster,validation,transition,1294,214,0.16537867078825347,391,0.30216383307573413
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,robustness,risk_on,1824,264,0.14473684210526316,473,0.2593201754385965
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,robustness,transition,842,80,0.09501187648456057,172,0.2042755344418052
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,train,risk_on,2764,611,0.22105643994211288,1056,0.38205499276411
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,train,transition,1895,277,0.14617414248021107,496,0.2617414248021108
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,validation,risk_on,980,135,0.1377551020408163,282,0.28775510204081634
R7_cross_sectional_momentum_rank_jump__event_regime_gated,candidate_family_variant,R7_cross_sectional_momentum_rank_jump,event_regime_gated,runnable_existing_data,relative_strength_cluster,validation,transition,1481,228,0.15395003376097233,420,0.2835921674544227
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,robustness,risk_off,335,30,0.08955223880597014,60,0.1791044776119403
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,robustness,risk_on,2887,544,0.1884308971250433,870,0.3013508832698303
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,robustness,transition,645,54,0.08372093023255814,111,0.17209302325581396
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,train,risk_off,790,153,0.19367088607594937,282,0.3569620253164557
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,train,risk_on,5132,1168,0.22759158222915044,2087,0.406664068589244
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,train,transition,1348,243,0.18026706231454007,413,0.306379821958457
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,validation,risk_off,554,128,0.23104693140794225,199,0.3592057761732852
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,validation,risk_on,1148,173,0.15069686411149827,372,0.3240418118466899
R8_persistent_distance_above_ema__ungated,candidate_family_variant,R8_persistent_distance_above_ema,ungated,runnable_existing_data,persistent_trend_cluster,validation,transition,1042,186,0.1785028790786948,355,0.34069097888675626
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,robustness,risk_on,2863,539,0.1882640586797066,863,0.3014320642682501
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,robustness,transition,859,69,0.08032596041909197,141,0.16414435389988358
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,train,risk_on,5149,1171,0.2274228005437949,2087,0.40532142163526896
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,train,transition,1649,298,0.18071558520315342,489,0.296543359611886
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,validation,risk_on,1230,182,0.14796747967479676,388,0.3154471544715447
R8_persistent_distance_above_ema__event_regime_gated,candidate_family_variant,R8_persistent_distance_above_ema,event_regime_gated,runnable_existing_data,persistent_trend_cluster,validation,transition,1146,197,0.1719022687609075,378,0.3298429319371728
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,robustness,risk_on,291,79,0.27147766323024053,125,0.42955326460481097
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,robustness,transition,6,1,0.16666666666666666,3,0.5
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,train,risk_off,45,3,0.06666666666666667,6,0.13333333333333333
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,train,risk_on,265,81,0.30566037735849055,118,0.44528301886792454
T3_style_rotation_break__ungated,candidate_family_variant,T3_style_rotation_break,ungated,diagnostic_only,board_style_cluster,train,transition,23,9,0.391304347826087,9,0.391304347826087
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,robustness,risk_on,291,79,0.27147766323024053,125,0.42955326460481097
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,robustness,transition,6,1,0.16666666666666666,3,0.5
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,train,risk_on,267,81,0.30337078651685395,118,0.4419475655430712
T3_style_rotation_break__event_regime_gated,candidate_family_variant,T3_style_rotation_break,event_regime_gated,diagnostic_only,board_style_cluster,train,transition,65,13,0.2,19,0.2923076923076923
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,robustness,risk_off,54,6,0.1111111111111111,11,0.2037037037037037
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,robustness,risk_on,322,83,0.2577639751552795,114,0.35403726708074534
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,robustness,transition,55,7,0.12727272727272726,13,0.23636363636363636
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,train,risk_off,80,16,0.2,22,0.275
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,train,risk_on,646,179,0.2770897832817337,291,0.4504643962848297
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,train,transition,168,33,0.19642857142857142,49,0.2916666666666667
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,validation,risk_off,102,24,0.23529411764705882,38,0.37254901960784315
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,validation,risk_on,91,19,0.2087912087912088,33,0.3626373626373626
T4_entropy_compression_then_directional_expansion__ungated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,ungated,runnable_existing_data,compression_break_cluster,validation,transition,140,25,0.17857142857142858,43,0.30714285714285716
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,risk_on,323,83,0.25696594427244585,114,0.35294117647058826
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,robustness,transition,56,7,0.125,13,0.23214285714285715
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,train,risk_on,647,179,0.27666151468315303,291,0.44976816074188564
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,train,transition,186,38,0.20430107526881722,58,0.3118279569892473
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,validation,risk_on,94,19,0.20212765957446807,34,0.3617021276595745
T4_entropy_compression_then_directional_expansion__event_regime_gated,candidate_family_variant,T4_entropy_compression_then_directional_expansion,event_regime_gated,runnable_existing_data,compression_break_cluster,validation,transition,157,27,0.17197452229299362,47,0.29936305732484075
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,robustness,risk_off,642,73,0.11370716510903427,127,0.19781931464174454
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,robustness,risk_on,2442,409,0.16748566748566748,687,0.28132678132678135
T5_volume_regime_shift__ungated,candidate_family_variant,T5_volume_regime_shift,ungated,runnable_existing_data,volume_regime_cluster,robustness,transition,621,59,0.09500805152979067,134,0.21578099838969403
