candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,captured_episode_count,event_t0_to_first_50pct_sessions_p25,event_t0_to_first_50pct_sessions_median,event_t0_to_first_50pct_sessions_p75,event_t0_to_episode_high_sessions_p25,event_t0_to_episode_high_sessions_median,event_t0_to_episode_high_sessions_p75,event_t0_from_episode_low_sessions_p25,event_t0_from_episode_low_sessions_median,event_t0_from_episode_low_sessions_p75
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,before_episode_high,396,5.0,25.5,52.0,19.0,52.0,82.0,7.0,14.0,30.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,before_first_50pct,386,5.0,27.5,52.0,,,,7.0,14.0,30.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_120,412,3.75,23.0,51.0,,,,7.0,15.0,37.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_20,264,3.0,19.5,52.0,,,,6.0,9.0,14.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_30,301,3.0,23.0,54.0,,,,6.0,10.0,16.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_60,387,4.5,25.0,52.0,,,,7.0,14.0,27.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_to_first_50pct,391,5.0,26.0,52.0,,,,7.0,14.0,30.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_to_high,398,4.25,25.0,52.0,,,,7.0,14.0,30.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,before_episode_high,90,19.25,43.0,74.75,32.5,56.5,86.5,10.25,51.5,77.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,before_first_50pct,89,20.0,43.0,75.0,,,,10.0,51.0,76.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_120,93,18.0,42.0,74.0,,,,11.0,54.0,87.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_20,33,59.0,81.0,91.0,,,,5.0,7.0,11.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_30,35,57.5,79.0,89.5,,,,5.0,8.0,12.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_60,51,47.5,71.0,85.5,,,,6.0,12.0,37.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_to_first_50pct,89,20.0,43.0,75.0,,,,10.0,51.0,76.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_to_high,90,19.25,43.0,74.75,,,,10.25,51.5,77.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,before_episode_high,41,23.0,49.0,61.0,26.0,56.0,81.0,10.0,19.0,52.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,before_first_50pct,40,23.75,49.0,61.25,,,,10.75,19.5,53.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_120,43,19.0,49.0,61.0,,,,10.5,20.0,57.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_20,22,48.0,57.5,79.75,,,,4.0,10.5,13.75
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_30,25,48.0,57.0,80.0,,,,4.0,12.0,15.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_60,33,43.0,54.0,69.0,,,,8.0,14.0,28.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,low_to_first_50pct,41,23.0,49.0,61.0,,,,10.0,19.0,52.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,robustness,transition,low_to_high,41,23.0,49.0,61.0,,,,10.0,19.0,52.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,before_episode_high,583,31.0,57.0,79.0,52.0,81.0,96.0,10.0,18.0,29.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,before_first_50pct,577,32.0,57.0,79.0,,,,10.0,18.0,29.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_120,595,29.0,55.0,78.0,,,,10.5,19.0,30.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_20,333,35.0,74.0,91.0,,,,8.0,12.0,16.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_30,447,36.0,69.0,84.0,,,,9.0,15.0,21.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_60,538,35.0,62.0,80.0,,,,10.0,17.0,24.75
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,low_to_first_50pct,577,32.0,57.0,79.0,,,,10.0,18.0,29.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_off,low_to_high,583,31.0,57.0,79.0,,,,10.0,18.0,29.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,before_episode_high,145,21.0,35.0,58.0,38.0,58.0,82.0,10.0,20.0,32.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,before_first_50pct,142,22.0,35.5,58.75,,,,10.0,20.0,32.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_120,159,15.0,32.0,56.0,,,,11.0,23.0,41.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_20,73,22.0,34.0,62.0,,,,7.0,10.0,15.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_30,101,22.0,40.0,62.0,,,,8.0,14.0,22.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_60,132,22.0,39.5,60.25,,,,10.0,19.0,29.25
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,low_to_first_50pct,142,22.0,35.5,58.75,,,,10.0,20.0,32.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,risk_on,low_to_high,145,21.0,35.0,58.0,,,,10.0,20.0,32.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,before_episode_high,189,21.0,38.0,56.0,33.0,54.0,72.0,12.0,21.0,35.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,before_first_50pct,189,21.0,38.0,56.0,,,,12.0,21.0,35.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,low_plus_120,201,19.0,36.0,54.0,,,,12.0,22.0,40.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,low_plus_20,94,22.5,40.0,60.25,,,,9.0,12.0,16.75
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,low_plus_30,135,21.5,40.0,61.0,,,,10.0,16.0,22.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,low_plus_60,171,21.0,38.0,59.5,,,,11.0,19.0,27.5
