candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,episode_split,market_regime_bucket,window,captured_episode_count,event_t0_to_first_50pct_sessions_p25,event_t0_to_first_50pct_sessions_median,event_t0_to_first_50pct_sessions_p75,event_t0_to_episode_high_sessions_p25,event_t0_to_episode_high_sessions_median,event_t0_to_episode_high_sessions_p75,event_t0_from_episode_low_sessions_p25,event_t0_from_episode_low_sessions_median,event_t0_from_episode_low_sessions_p75
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,low_to_first_50pct,189,21.0,38.0,56.0,,,,12.0,21.0,35.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,train,transition,low_to_high,189,21.0,38.0,56.0,,,,12.0,21.0,35.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,before_episode_high,296,13.75,39.0,66.0,30.0,59.0,88.0,10.0,16.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,before_first_50pct,284,15.0,42.0,66.0,,,,10.0,17.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_120,300,13.0,38.0,66.0,,,,10.0,17.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_20,175,19.0,48.0,72.0,,,,8.0,11.0,15.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_30,259,14.0,42.0,67.0,,,,10.0,15.0,23.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_60,294,14.0,39.5,66.0,,,,10.0,16.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,low_to_first_50pct,292,14.0,40.5,66.0,,,,10.0,16.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_off,low_to_high,296,13.75,39.0,66.0,,,,10.0,16.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,before_episode_high,9,40.0,42.0,98.0,65.0,67.0,98.0,4.0,9.0,14.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,before_first_50pct,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_120,11,21.0,40.0,81.5,,,,4.0,10.0,25.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_20,8,40.0,53.5,100.25,,,,3.5,6.5,11.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_30,8,40.0,53.5,100.25,,,,3.5,6.5,11.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_60,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,low_to_first_50pct,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,risk_on,low_to_high,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,before_episode_high,58,25.0,60.0,76.75,43.0,72.5,90.5,9.25,19.5,39.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,before_first_50pct,57,28.0,60.0,77.0,,,,9.0,19.0,38.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_120,62,21.5,55.5,75.75,,,,10.0,20.5,42.75
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_20,31,34.0,69.0,86.0,,,,7.0,10.0,12.5
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_30,41,40.0,69.0,82.0,,,,8.0,12.0,20.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_60,51,32.0,63.0,80.0,,,,8.5,15.0,24.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,low_to_first_50pct,57,28.0,60.0,77.0,,,,9.0,19.0,38.0
07_e1_only,07_e1_only,E1_early_ema60_repair,07_recomputed,upstream_07,repair_reclaim_cluster,validation,transition,low_to_high,58,25.0,60.0,76.75,,,,9.25,19.5,39.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,before_episode_high,403,5.0,25.0,52.0,19.5,52.0,81.0,7.0,14.0,33.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,before_first_50pct,392,5.0,27.0,52.0,,,,7.0,14.0,34.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_120,418,4.0,23.0,51.0,,,,7.25,15.5,37.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_20,266,3.0,19.0,51.75,,,,6.0,9.0,14.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_30,303,3.0,23.0,53.5,,,,6.0,10.0,16.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_plus_60,394,5.0,24.5,52.0,,,,7.0,14.0,28.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_to_first_50pct,397,5.0,26.0,52.0,,,,7.0,14.0,33.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_off,low_to_high,405,5.0,25.0,52.0,,,,7.0,14.0,33.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,before_episode_high,91,19.5,43.0,74.5,33.0,57.0,86.5,10.0,51.0,77.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,before_first_50pct,90,20.0,43.0,74.75,,,,10.0,49.0,75.75
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_120,94,18.0,42.5,73.75,,,,10.25,53.0,86.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_20,34,60.25,80.0,90.25,,,,5.0,7.0,11.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_30,36,58.25,78.5,88.75,,,,5.0,7.5,12.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_plus_60,52,47.75,71.5,84.75,,,,6.0,11.5,37.25
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_to_first_50pct,90,20.0,43.0,74.75,,,,10.0,49.0,75.75
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,risk_on,low_to_high,91,19.5,43.0,74.5,,,,10.0,51.0,77.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,before_episode_high,41,23.0,49.0,61.0,26.0,56.0,81.0,10.0,19.0,52.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,before_first_50pct,40,23.75,49.0,61.25,,,,10.75,19.5,53.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_120,43,19.0,49.0,61.0,,,,10.5,20.0,57.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_20,22,48.0,57.5,79.75,,,,4.0,10.5,13.75
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_30,25,48.0,57.0,80.0,,,,4.0,12.0,15.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,low_plus_60,33,43.0,54.0,69.0,,,,8.0,14.0,28.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,low_to_first_50pct,41,23.0,49.0,61.0,,,,10.0,19.0,52.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,robustness,transition,low_to_high,41,23.0,49.0,61.0,,,,10.0,19.0,52.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,before_episode_high,595,29.5,57.0,79.0,52.0,81.0,96.0,10.0,18.0,30.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,before_first_50pct,584,31.75,57.0,80.0,,,,10.0,18.0,29.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_120,609,28.0,54.0,79.0,,,,10.0,19.0,31.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_20,340,33.0,74.0,91.0,,,,8.0,11.0,16.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_30,454,35.25,69.0,85.0,,,,9.0,14.0,20.75
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,low_plus_60,547,34.0,62.0,81.0,,,,10.0,17.0,24.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,low_to_first_50pct,585,31.0,57.0,80.0,,,,10.0,18.0,29.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_off,low_to_high,595,29.5,57.0,79.0,,,,10.0,18.0,30.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,before_episode_high,148,21.0,35.0,57.25,38.0,58.0,82.0,10.75,21.0,33.25
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,before_first_50pct,145,22.0,36.0,58.0,,,,10.0,20.0,32.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_120,162,15.25,32.0,56.0,,,,11.0,23.5,43.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_20,73,22.0,34.0,62.0,,,,7.0,10.0,15.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_30,101,22.0,40.0,62.0,,,,8.0,14.0,22.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,low_plus_60,132,22.0,39.5,60.25,,,,10.0,19.0,29.25
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,low_to_first_50pct,145,22.0,36.0,58.0,,,,10.0,20.0,32.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,risk_on,low_to_high,148,21.0,35.0,57.25,,,,10.75,21.0,33.25
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,before_episode_high,193,21.0,38.0,56.0,33.0,53.0,72.0,12.0,21.0,35.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,before_first_50pct,192,21.0,38.0,56.25,,,,12.0,21.0,35.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,low_plus_120,207,18.0,36.0,53.5,,,,13.0,22.0,41.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,low_plus_20,95,21.5,40.0,59.5,,,,9.0,12.0,17.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,low_plus_30,137,21.0,40.0,61.0,,,,10.0,16.0,22.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,low_plus_60,174,21.0,38.0,59.75,,,,11.25,19.0,27.75
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,low_to_first_50pct,193,21.0,38.0,56.0,,,,12.0,21.0,35.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,train,transition,low_to_high,193,21.0,38.0,56.0,,,,12.0,21.0,35.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,before_episode_high,300,13.75,39.0,66.0,30.75,60.0,88.25,10.0,16.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,before_first_50pct,287,15.0,42.0,66.5,,,,10.0,17.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_120,306,13.0,36.5,66.0,,,,10.0,17.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_20,178,19.0,48.5,72.75,,,,7.25,11.0,15.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_30,262,14.0,42.0,67.75,,,,10.0,15.0,23.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,low_plus_60,299,14.0,39.0,66.0,,,,10.0,16.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,low_to_first_50pct,295,14.0,41.0,66.0,,,,10.0,16.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_off,low_to_high,300,13.75,39.0,66.0,,,,10.0,16.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,before_episode_high,9,40.0,42.0,98.0,65.0,67.0,98.0,4.0,9.0,14.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,before_first_50pct,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_120,11,21.0,40.0,81.5,,,,4.0,10.0,25.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_20,8,40.0,53.5,100.25,,,,3.5,6.5,11.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_30,8,40.0,53.5,100.25,,,,3.5,6.5,11.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,low_plus_60,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,low_to_first_50pct,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,risk_on,low_to_high,9,40.0,42.0,98.0,,,,4.0,9.0,14.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,before_episode_high,58,25.0,60.0,76.75,43.0,72.5,90.5,9.25,19.5,39.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,before_first_50pct,57,28.0,60.0,77.0,,,,9.0,19.0,38.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_120,62,21.5,55.5,75.75,,,,10.0,20.5,42.75
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_20,31,34.0,69.0,86.0,,,,7.0,10.0,12.5
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_30,41,40.0,69.0,82.0,,,,8.0,12.0,20.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,low_plus_60,51,32.0,63.0,80.0,,,,8.5,15.0,24.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,low_to_first_50pct,57,28.0,60.0,77.0,,,,9.0,19.0,38.0
07_full_union,07_full_union,07_full_union,reported_union,upstream_07,repair_reclaim_cluster,validation,transition,low_to_high,58,25.0,60.0,76.75,,,,9.25,19.5,39.5
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,robustness,risk_off,before_episode_high,475,13.0,42.0,69.0,28.5,70.0,95.0,4.0,9.0,17.0
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,robustness,risk_off,before_first_50pct,470,14.0,42.0,69.0,,,,4.0,9.0,17.0
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,robustness,risk_off,low_plus_120,476,12.75,42.0,69.0,,,,4.0,9.0,17.0
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,robustness,risk_off,low_plus_20,436,10.0,40.5,69.0,,,,4.0,8.0,15.0
all_new_candidate_union,candidate_union,all_new_candidate_union,canonical_union,mixed,mixed,robustness,risk_off,low_plus_30,454,11.0,41.0,69.0,,,,4.0,8.0,16.0
