mechanism_cluster,family_input_status,variant_id,family_id,candidate_scope_type,candidate_scope_id,episode_split,market_regime_bucket,board_bucket,window,metric_basis,numerator,denominator,excluded_count,recall
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_to_first_50pct,capture_any_event,358,445,0,0.8044943820224719
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_to_high,capture_any_event,363,445,0,0.8157303370786517
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,before_episode_high,capture_any_event,396,477,0,0.8301886792452831
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,before_first_50pct,capture_any_event,386,477,0,0.8092243186582809
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_120,capture_any_event,412,477,0,0.8637316561844863
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_20,capture_any_event,264,477,0,0.5534591194968553
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_30,capture_any_event,301,477,0,0.6310272536687631
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_60,capture_any_event,387,477,0,0.8113207547169812
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_to_first_50pct,capture_any_event,391,477,0,0.8197064989517819
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_to_high,capture_any_event,398,477,0,0.8343815513626834
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,before_episode_high,capture_any_event,90,181,0,0.4972375690607735
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,before_first_50pct,capture_any_event,89,181,0,0.49171270718232046
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_120,capture_any_event,93,181,0,0.5138121546961326
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_20,capture_any_event,33,181,0,0.18232044198895028
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_30,capture_any_event,35,181,0,0.19337016574585636
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_60,capture_any_event,51,181,0,0.281767955801105
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_to_first_50pct,capture_any_event,89,181,0,0.49171270718232046
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_to_high,capture_any_event,90,181,0,0.4972375690607735
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,before_episode_high,capture_any_event,41,100,0,0.41
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,before_first_50pct,capture_any_event,40,100,0,0.4
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_120,capture_any_event,43,100,0,0.43
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_20,capture_any_event,22,100,0,0.22
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_30,capture_any_event,25,100,0,0.25
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_60,capture_any_event,33,100,0,0.33
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_to_first_50pct,capture_any_event,41,100,0,0.41
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_to_high,capture_any_event,41,100,0,0.41
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,before_episode_high,capture_any_event,583,761,0,0.7660972404730617
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,before_first_50pct,capture_any_event,577,761,0,0.7582128777923784
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_120,capture_any_event,595,761,0,0.7818659658344284
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_20,capture_any_event,333,761,0,0.4375821287779238
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_30,capture_any_event,447,761,0,0.5873850197109067
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_60,capture_any_event,538,761,0,0.7069645203679369
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_to_first_50pct,capture_any_event,577,761,0,0.7582128777923784
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_to_high,capture_any_event,583,761,0,0.7660972404730617
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,before_episode_high,capture_any_event,145,225,0,0.6444444444444445
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,before_first_50pct,capture_any_event,142,225,0,0.6311111111111111
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_120,capture_any_event,159,225,0,0.7066666666666667
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_20,capture_any_event,73,225,0,0.3244444444444444
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_30,capture_any_event,101,225,0,0.4488888888888889
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_60,capture_any_event,132,225,0,0.5866666666666667
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_to_first_50pct,capture_any_event,142,225,0,0.6311111111111111
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_to_high,capture_any_event,145,225,0,0.6444444444444445
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,before_episode_high,capture_any_event,189,304,0,0.6217105263157895
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,before_first_50pct,capture_any_event,189,304,0,0.6217105263157895
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_120,capture_any_event,201,304,0,0.6611842105263158
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_20,capture_any_event,94,304,0,0.3092105263157895
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_30,capture_any_event,135,304,0,0.4440789473684211
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_60,capture_any_event,171,304,0,0.5625
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_to_first_50pct,capture_any_event,189,304,0,0.6217105263157895
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_to_high,capture_any_event,189,304,0,0.6217105263157895
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,before_episode_high,capture_any_event,296,342,0,0.8654970760233918
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,before_first_50pct,capture_any_event,284,342,0,0.8304093567251462
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_120,capture_any_event,300,342,0,0.8771929824561403
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_20,capture_any_event,175,342,0,0.5116959064327485
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_30,capture_any_event,259,342,0,0.7573099415204678
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_60,capture_any_event,294,342,0,0.8596491228070176
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_to_first_50pct,capture_any_event,292,342,0,0.8538011695906432
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_to_high,capture_any_event,296,342,0,0.8654970760233918
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,before_episode_high,capture_any_event,9,22,0,0.4090909090909091
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,before_first_50pct,capture_any_event,9,22,0,0.4090909090909091
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_120,capture_any_event,11,22,0,0.5
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_20,capture_any_event,8,22,0,0.36363636363636365
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_30,capture_any_event,8,22,0,0.36363636363636365
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_60,capture_any_event,9,22,0,0.4090909090909091
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_to_first_50pct,capture_any_event,9,22,0,0.4090909090909091
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_to_high,capture_any_event,9,22,0,0.4090909090909091
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,before_episode_high,capture_any_event,58,81,0,0.7160493827160493
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,before_first_50pct,capture_any_event,57,81,0,0.7037037037037037
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_120,capture_any_event,62,81,0,0.7654320987654321
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_20,capture_any_event,31,81,0,0.38271604938271603
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_30,capture_any_event,41,81,0,0.5061728395061729
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_60,capture_any_event,51,81,0,0.6296296296296297
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_to_first_50pct,capture_any_event,57,81,0,0.7037037037037037
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_to_high,capture_any_event,58,81,0,0.7160493827160493
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,before_episode_high,capture_any_event,168,244,0,0.6885245901639344
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,before_first_50pct,capture_any_event,159,244,0,0.6516393442622951
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_120,capture_any_event,176,244,0,0.7213114754098361
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_20,capture_any_event,85,244,0,0.3483606557377049
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_30,capture_any_event,100,244,0,0.4098360655737705
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_60,capture_any_event,145,244,0,0.5942622950819673
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_to_first_50pct,capture_any_event,164,244,0,0.6721311475409836
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_to_high,capture_any_event,170,244,0,0.6967213114754098
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,before_episode_high,capture_any_event,359,514,0,0.6984435797665369
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,before_first_50pct,capture_any_event,356,514,0,0.6926070038910506
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_120,capture_any_event,372,514,0,0.7237354085603113
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_20,capture_any_event,234,514,0,0.45525291828793774
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_30,capture_any_event,261,514,0,0.5077821011673151
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_60,capture_any_event,326,514,0,0.6342412451361867
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_to_first_50pct,capture_any_event,357,514,0,0.6945525291828794
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_to_high,capture_any_event,359,514,0,0.6984435797665369
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,before_episode_high,capture_any_event,233,325,0,0.7169230769230769
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,before_first_50pct,capture_any_event,230,325,0,0.7076923076923077
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_120,capture_any_event,240,325,0,0.7384615384615385
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_20,capture_any_event,140,325,0,0.4307692307692308
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_30,capture_any_event,190,325,0,0.5846153846153846
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_60,capture_any_event,216,325,0,0.6646153846153846
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_to_first_50pct,capture_any_event,230,325,0,0.7076923076923077
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_to_high,capture_any_event,233,325,0,0.7169230769230769
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,before_episode_high,capture_any_event,684,965,0,0.7088082901554404
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,before_first_50pct,capture_any_event,678,965,0,0.7025906735751295
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_120,capture_any_event,715,965,0,0.7409326424870466
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_20,capture_any_event,360,965,0,0.37305699481865284
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_30,capture_any_event,493,965,0,0.510880829015544
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_60,capture_any_event,625,965,0,0.6476683937823834
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_to_first_50pct,capture_any_event,678,965,0,0.7025906735751295
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_to_high,capture_any_event,684,965,0,0.7088082901554404
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,before_episode_high,capture_any_event,92,110,0,0.8363636363636363
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,before_first_50pct,capture_any_event,87,110,0,0.7909090909090909
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_120,capture_any_event,96,110,0,0.8727272727272727
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_20,capture_any_event,47,110,0,0.42727272727272725
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_30,capture_any_event,77,110,0,0.7
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_60,capture_any_event,89,110,0,0.8090909090909091
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_to_first_50pct,capture_any_event,90,110,0,0.8181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_to_high,capture_any_event,92,110,0,0.8363636363636363
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,before_episode_high,capture_any_event,271,335,0,0.808955223880597
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,before_first_50pct,capture_any_event,263,335,0,0.7850746268656716
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_120,capture_any_event,277,335,0,0.826865671641791
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_20,capture_any_event,167,335,0,0.49850746268656715
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_30,capture_any_event,231,335,0,0.6895522388059702
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_60,capture_any_event,265,335,0,0.7910447761194029
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_to_first_50pct,capture_any_event,268,335,0,0.8
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_to_high,capture_any_event,271,335,0,0.808955223880597
repair_reclaim_cluster,upstream_07,reported_union,07_full_union,07_full_union,07_full_union,all,all,all,before_episode_high,capture_any_event,1838,2493,0,0.7372643401524268
repair_reclaim_cluster,upstream_07,reported_union,07_full_union,07_full_union,07_full_union,all,all,all,before_first_50pct,capture_any_event,1796,2493,0,0.7204171680705976
repair_reclaim_cluster,upstream_07,reported_union,07_full_union,07_full_union,07_full_union,all,all,all,low_plus_120,capture_any_event,1912,2493,0,0.7669474528680305
repair_reclaim_cluster,upstream_07,reported_union,07_full_union,07_full_union,07_full_union,all,all,all,low_plus_20,capture_any_event,1047,2493,0,0.41997593261131166
