target_episode_id,e1_first_event_id,e1_first_event_t0_date,e1_lead_time_to_first_50pct_sessions,e1_any_event_captured,candidate_first_event_id,candidate_first_event_t0_date,candidate_lead_time_to_first_50pct_sessions,candidate_any_event_captured,instrument,episode_low_date,episode_high_date,qfq_low_at_low_date,episode_split,market_regime_bucket,board_bucket,candidate_minus_e1_lead_time_sessions,candidate_earlier_than_e1_flag,candidate_at_least_10_sessions_earlier_flag,e1_event_close_vs_episode_low_return,candidate_event_close_vs_episode_low_return,candidate_better_basis_flag,basis_policy_id,basis_definition,basis_forbidden_future_fields
SZ000089_20200319_0000,SZ000089_20200430_recommended_union,2020-04-30,47.0,True,,,,False,SZ000089,2020-03-19,2020-08-04,6.76,train,risk_off,main_board,,False,False,0.16420118343195278,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000100_20240725_0000,SZ000100_20240925_recommended_union,2024-09-25,22.0,True,,,,False,SZ000100,2024-07-25,2024-11-01,3.61,robustness,risk_off,main_board,,False,False,0.07202216066481992,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000155_20220427_0000,,,,False,,,,False,SZ000155,2022-04-27,2022-07-25,13.37,validation,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000156_20181019_0000,SZ000156_20181112_recommended_union,2018-11-12,74.0,True,SZ000156_20190304_risk_on_transition_union,2019-03-04,1.0,True,SZ000156,2018-10-19,2019-03-22,6.18,train,risk_off,main_board,-73.0,False,False,0.11812297734627841,0.40453074433656955,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000156_20190812_0001,SZ000156_20190903_recommended_union,2019-09-03,93.0,True,,,,False,SZ000156,2019-08-12,2020-02-10,7.42,train,risk_off,main_board,,False,False,0.1361185983827493,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000157_20231024_0000,SZ000157_20231225_recommended_union,2023-12-25,71.0,True,,,,False,SZ000157,2023-10-24,2024-04-18,5.55,validation,risk_off,main_board,,False,False,0.05225225225225216,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000157_20240918_0001,SZ000157_20240925_recommended_union,2024-09-25,106.0,True,,,,False,SZ000157,2024-09-18,2025-03-10,5.38,robustness,risk_off,main_board,,False,False,0.1375464684014871,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000158_20250106_0000,,,,False,,,,False,SZ000158,2025-01-06,2025-02-25,17.65,robustness,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000158_20250409_0001,SZ000158_20250506_recommended_union,2025-05-06,1.0,True,,,,False,SZ000158,2025-04-09,2025-08-26,16.62,robustness,risk_off,main_board,,False,False,0.4933814681107098,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000166_20181019_0000,SZ000166_20181022_recommended_union,2018-10-22,83.0,True,,,,False,SZ000166,2018-10-19,2019-03-07,3.43,train,risk_off,main_board,,False,False,0.1428571428571428,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000166_20200204_0001,SZ000166_20200220_recommended_union,2020-02-20,91.0,True,,,,False,SZ000166,2020-02-04,2020-07-08,3.77,train,risk_off,main_board,,False,False,0.1883289124668437,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000166_20210428_0002,SZ000166_20210514_recommended_union,2021-05-14,84.0,True,,,,False,SZ000166,2021-04-28,2021-09-10,4.1,train,transition,main_board,,False,False,0.08048780487804885,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000166_20240415_0003,SZ000166_20240731_recommended_union,2024-07-31,43.0,True,,,,False,SZ000166,2024-04-15,2024-10-09,4.2,robustness,risk_on,main_board,,False,False,0.05714285714285716,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000301_20240918_0000,SZ000301_20240925_recommended_union,2024-09-25,32.0,True,,,,False,SZ000301,2024-09-18,2024-11-15,6.93,robustness,risk_off,main_board,,False,False,0.1341991341991342,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000301_20251017_0001,,,,False,,,,False,SZ000301,2025-10-17,2026-03-04,9.0,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000338_20240913_0000,SZ000338_20240926_recommended_union,2024-09-26,112.0,True,,,,False,SZ000338,2024-09-13,2025-03-19,10.81,robustness,risk_off,main_board,,False,False,0.18501387604070296,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000338_20250929_0001,SZ000338_20251030_recommended_union,2025-10-30,53.0,True,SZ000338_20251110_risk_on_transition_union,2025-11-10,46.0,True,SZ000338,2025-09-29,2026-02-25,13.32,robustness,risk_on,main_board,-7.0,False,False,0.08408408408408397,0.37537537537537546,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000402_20181016_0000,SZ000402_20181106_recommended_union,2018-11-06,97.0,True,SZ000402_20181115_risk_on_transition_union,2018-11-15,90.0,True,SZ000402,2018-10-16,2019-04-08,5.03,train,risk_off,main_board,-7.0,False,False,0.1789264413518885,0.25447316103379714,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20190611_0000,SZ000408_20190708_recommended_union,2019-07-08,17.0,True,,,,False,SZ000408,2019-06-11,2019-08-01,5.26,train,risk_off,main_board,,False,False,0.3745247148288975,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20210817_0001,,,,False,,,,False,SZ000408,2021-08-17,2022-01-04,19.77,train,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20220427_0002,SZ000408_20220523_recommended_union,2022-05-23,1.0,True,,,,False,SZ000408,2022-04-27,2022-07-08,17.76,validation,risk_off,main_board,,False,False,0.4667792792792791,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20231019_0003,SZ000408_20231110_recommended_union,2023-11-10,83.0,True,,,,False,SZ000408,2023-10-19,2024-04-08,19.42,validation,risk_off,main_board,,False,False,0.11380020597322327,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20240725_0004,SZ000408_20240828_recommended_union,2024-08-28,89.0,True,,,,False,SZ000408,2024-07-25,2025-01-20,20.42,robustness,risk_off,main_board,,False,False,0.11508325171400569,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20250409_0005,,,,False,,,,False,SZ000408,2025-04-09,2025-09-30,29.9,robustness,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000408_20251105_0006,,,,False,,,,False,SZ000408,2025-11-05,2026-01-26,52.2,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000415_20181012_0000,SZ000415_20181022_recommended_union,2018-10-22,111.0,True,SZ000415_20190306_risk_on_transition_union,2019-03-06,21.0,True,SZ000415,2018-10-12,2019-04-04,3.44,train,risk_off,main_board,-90.0,False,False,0.1308139534883721,0.430232558139535,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000423_20200323_0000,SZ000423_20200423_recommended_union,2020-04-23,40.0,True,,,,False,SZ000423,2020-03-23,2020-09-03,20.72,train,risk_off,main_board,,False,False,0.19256756756756777,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000423_20231024_0001,SZ000423_20231115_recommended_union,2023-11-15,99.0,True,,,,False,SZ000423,2023-10-24,2024-04-22,39.25,validation,risk_off,main_board,,False,False,0.09350318471337582,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000423_20240730_0002,SZ000423_20240926_recommended_union,2024-09-26,3.0,True,,,,False,SZ000423,2024-07-30,2024-10-08,41.62,robustness,risk_off,main_board,,False,False,0.1948582412301778,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000425_20231221_0000,SZ000425_20240102_recommended_union,2024-01-02,66.0,True,,,,False,SZ000425,2023-12-21,2024-05-13,4.68,validation,risk_off,main_board,,False,False,0.1431623931623931,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000425_20240909_0001,SZ000425_20240919_recommended_union,2024-09-19,102.0,True,,,,False,SZ000425,2024-09-09,2025-03-10,5.83,robustness,risk_off,main_board,,False,False,0.09948542024013718,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000425_20250623_0002,SZ000425_20250708_recommended_union,2025-07-08,59.0,True,,,,False,SZ000425,2025-06-23,2025-10-14,7.41,robustness,risk_on,main_board,,False,False,0.11470985155195668,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000426_20251105_0000,,,,False,,,,False,SZ000426,2025-11-05,2026-01-29,27.1,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000503_20181019_0000,SZ000503_20181120_recommended_union,2018-11-20,3.0,True,,,,False,SZ000503,2018-10-19,2019-04-09,12.64,train,risk_off,main_board,,False,False,0.4018987341772151,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000519_20220309_0000,SZ000519_20220322_recommended_union,2022-03-22,46.0,True,,,,False,SZ000519,2022-03-09,2022-08-15,16.95,validation,risk_off,main_board,,False,False,0.2696165191740414,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000537_20181019_0000,SZ000537_20181113_recommended_union,2018-11-13,83.0,True,,,,False,SZ000537,2018-10-19,2019-04-09,5.35,train,risk_off,main_board,,False,False,0.252336448598131,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000539_20220427_0000,SZ000539_20220531_recommended_union,2022-05-31,72.0,True,,,,False,SZ000539,2022-04-27,2022-09-09,3.87,validation,risk_off,main_board,,False,False,0.18346253229974163,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000539_20221031_0001,,,,False,,,,False,SZ000539,2022-10-31,2023-02-13,4.28,validation,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000539_20230406_0002,,,,False,,,,False,SZ000539,2023-04-06,2023-07-10,5.36,validation,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000547_20190102_0000,,,,False,,,,False,SZ000547,2019-01-02,2019-03-25,7.09,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000547_20190815_0001,SZ000547_20191216_recommended_union,2019-12-16,25.0,True,,,,False,SZ000547,2019-08-15,2020-02-18,9.0,train,risk_off,main_board,,False,False,0.1233333333333333,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000547_20200318_0002,SZ000547_20200706_recommended_union,2020-07-06,20.0,True,,,,False,SZ000547,2020-03-18,2020-08-10,12.75,train,risk_off,main_board,,False,False,0.18352941176470594,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000547_20201111_0003,,,,False,,,,False,SZ000547,2020-11-11,2021-01-06,18.96,train,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000547_20210309_0004,SZ000547_20210519_recommended_union,2021-05-19,58.0,True,SZ000547_20210802_risk_on_transition_union,2021-08-02,6.0,True,SZ000547,2021-03-09,2021-08-10,16.08,train,risk_off,main_board,-52.0,False,False,0.1337064676616917,0.29726368159204,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000553_20181019_0000,SZ000553_20190111_recommended_union,2019-01-11,55.0,True,,,,False,SZ000553,2018-10-19,2019-04-08,8.96,train,risk_off,main_board,,False,False,0.11718749999999978,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000559_20181016_0000,SZ000559_20181116_recommended_union,2018-11-16,72.0,True,,,,False,SZ000559,2018-10-16,2019-03-08,3.6,train,risk_off,main_board,,False,False,0.2333333333333334,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000563_20181225_0000,,,,False,,,,False,SZ000563,2018-12-25,2019-03-07,2.35,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000564_20240709_0000,SZ000564_20240920_recommended_union,2024-09-20,29.0,True,,,,False,SZ000564,2024-07-09,2024-12-13,1.65,robustness,risk_off,main_board,,False,False,0.10303030303030303,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000568_20240919_0000,SZ000568_20240926_recommended_union,2024-09-26,2.0,True,,,,False,SZ000568,2024-09-19,2024-10-08,93.24,robustness,risk_off,main_board,,False,False,0.25075075075075093,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20180209_0000,SZ000596_20180425_recommended_union,2018-04-25,22.0,True,,,,False,SZ000596,2018-02-09,2018-07-16,49.64,train,risk_off,main_board,,False,False,0.11603545527800163,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20180913_0001,SZ000596_20180926_recommended_union,2018-09-26,112.0,True,,,,False,SZ000596,2018-09-13,2019-03-19,60.17,train,risk_off,main_board,,False,False,0.23400365630712971,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20191024_0002,SZ000596_20191203_recommended_union,2019-12-03,27.0,True,,,,False,SZ000596,2019-10-24,2020-01-13,90.06,train,risk_on,main_board,,False,False,0.1359093937375082,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20200204_0003,SZ000596_20200415_recommended_union,2020-04-15,51.0,True,SZ000596_20200417_risk_on_transition_union,2020-04-17,49.0,True,SZ000596,2020-02-04,2020-07-15,104.28,train,risk_off,main_board,-2.0,False,False,0.09359416954353672,0.09637514384349832,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20201026_0004,,,,False,SZ000596_20201228_risk_on_transition_union,2020-12-28,5.0,True,SZ000596,2020-10-26,2021-01-05,178.02,train,transition,main_board,,False,False,,0.41759352881698675,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20210802_0005,SZ000596_20210901_recommended_union,2021-09-01,50.0,True,,,,False,SZ000596,2021-08-02,2021-12-09,161.45,train,risk_on,main_board,,False,False,0.24961288324558706,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20220412_0006,SZ000596_20220505_recommended_union,2022-05-05,31.0,True,,,,False,SZ000596,2022-04-12,2022-09-30,146.45,validation,risk_off,main_board,,False,False,0.27627176510754525,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20221031_0007,SZ000596_20221116_recommended_union,2022-11-16,36.0,True,,,,False,SZ000596,2022-10-31,2023-01-16,178.41,validation,risk_off,main_board,,False,False,0.2647273134913961,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000596_20240919_0008,SZ000596_20240927_recommended_union,2024-09-27,2.0,True,,,,False,SZ000596,2024-09-19,2024-10-08,132.99,robustness,risk_off,main_board,,False,False,0.3197984810888037,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000617_20181015_0000,SZ000617_20181030_recommended_union,2018-10-30,78.0,True,,,,False,SZ000617,2018-10-15,2019-03-19,5.46,train,risk_off,main_board,,False,False,0.19413919413919412,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000617_20220715_0001,SZ000617_20220812_recommended_union,2022-08-12,72.0,True,SZ000617_20221129_risk_on_transition_union,2022-11-29,1.0,True,SZ000617,2022-07-15,2022-12-06,4.12,validation,transition,main_board,-71.0,False,False,0.14563106796116498,0.4441747572815533,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000617_20230112_0002,,,,False,,,,False,SZ000617,2023-01-12,2023-05-10,5.18,validation,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000617_20240412_0003,SZ000617_20240731_recommended_union,2024-07-31,42.0,True,,,,False,SZ000617,2024-04-12,2024-10-14,5.15,robustness,risk_on,main_board,,False,False,0.06019417475728139,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000617_20250113_0004,SZ000617_20250403_recommended_union,2025-04-03,64.0,True,,,,False,SZ000617,2025-01-13,2025-07-11,6.22,robustness,risk_off,main_board,,False,False,0.048231511254019255,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000617_20250807_0005,,,,False,,,,False,SZ000617,2025-08-07,2025-09-01,8.23,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000625_20230831_0000,,,,False,,,,False,SZ000625,2023-08-31,2023-11-28,11.76,validation,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000625_20240205_0001,SZ000625_20240312_recommended_union,2024-03-12,4.0,True,,,,False,SZ000625,2024-02-05,2024-04-11,11.02,robustness,risk_off,main_board,,False,False,0.37477313974591664,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000629_20220316_0000,SZ000629_20220608_recommended_union,2022-06-08,20.0,True,,,,False,SZ000629,2022-03-16,2022-07-21,3.52,validation,risk_off,main_board,,False,False,0.0,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000630_20200528_0000,SZ000630_20200629_recommended_union,2020-06-29,99.0,True,,,,False,SZ000630,2020-05-28,2020-11-23,1.62,train,risk_on,main_board,,False,False,0.05555555555555536,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000630_20210204_0001,SZ000630_20210218_recommended_union,2021-02-18,3.0,True,,,,False,SZ000630,2021-02-04,2021-07-27,1.93,train,risk_on,main_board,,False,False,0.21761658031088094,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000630_20231023_0002,SZ000630_20231227_recommended_union,2023-12-27,64.0,True,,,,False,SZ000630,2023-10-23,2024-04-08,2.73,validation,risk_off,main_board,,False,False,0.07692307692307687,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000630_20250409_0003,SZ000630_20250611_recommended_union,2025-06-11,41.0,True,SZ000630_20250423_risk_on_transition_union,2025-04-23,72.0,True,SZ000630,2025-04-09,2025-09-30,2.67,robustness,risk_off,main_board,31.0,True,True,0.17228464419475653,0.1348314606741572,True,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000630_20251121_0004,,,,False,,,,False,SZ000630,2025-11-21,2026-01-29,4.72,robustness,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000636_20200330_0000,,,,False,,,,False,SZ000636,2020-03-30,2020-08-17,15.35,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000636_20210512_0001,SZ000636_20210622_recommended_union,2021-06-22,14.0,True,,,,False,SZ000636,2021-05-12,2021-07-16,23.58,train,transition,main_board,,False,False,0.16581849024597117,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000651_20221031_0000,SZ000651_20221115_recommended_union,2022-11-15,105.0,True,,,,False,SZ000651,2022-10-31,2023-04-24,23.3,validation,risk_off,main_board,,False,False,0.12274678111587978,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000651_20240725_0001,SZ000651_20240801_recommended_union,2024-08-01,41.0,True,,,,False,SZ000651,2024-07-25,2024-10-08,31.72,robustness,risk_off,main_board,,False,False,0.1056116015132409,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000656_20190124_0000,SZ000656_20190213_recommended_union,2019-02-13,38.0,True,,,,False,SZ000656,2019-01-24,2019-04-09,4.5,train,transition,main_board,,False,False,0.10666666666666669,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000656_20200204_0001,SZ000656_20200213_recommended_union,2020-02-13,94.0,True,,,,False,SZ000656,2020-02-04,2020-07-07,5.54,train,risk_off,main_board,,False,False,0.1407942238267148,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000657_20251017_0000,,,,False,,,,False,SZ000657,2025-10-17,2026-03-03,16.3,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000661_20240910_0000,SZ000661_20240926_recommended_union,2024-09-26,3.0,True,,,,False,SZ000661,2024-09-10,2024-10-09,75.52,robustness,risk_off,main_board,,False,False,0.171875,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SZ000661_20250421_0001,SZ000661_20250513_recommended_union,2025-05-13,79.0,True,,,,False,SZ000661,2025-04-21,2025-10-10,80.88,robustness,transition,main_board,,False,False,0.18236894164193873,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
