family_id,variant_id,event_count,same_day_e2_money_vwap_quality_tag_rate,same_day_e3_rank_persistence_tag_rate,same_day_e6_continuation_discriminator_tag_rate,close_to_ema60_coverage_rate,close_to_ema60_median,close_to_derived_daily_vwap_coverage_rate,close_to_derived_daily_vwap_median,stock_vs_market_20d_coverage_rate,stock_vs_market_20d_median,amount_ratio_20d_coverage_rate,amount_ratio_20d_median,close_position_in_range_coverage_rate,close_position_in_range_median,momentum_percentile_20d_coverage_rate,momentum_percentile_20d_median,universe_up_share_coverage_rate,universe_up_share_median,board_relative_cusum_20d_coverage_rate,board_relative_cusum_20d_median,relative_cusum_20d_coverage_rate,relative_cusum_20d_median,direction_entropy_20d_coverage_rate,direction_entropy_20d_median,atr_pct_rank_60d_coverage_rate,atr_pct_rank_60d_median
R7_cross_sectional_momentum_rank_jump,event_regime_gated,9786,0.061925199264255056,0.000715307582260372,0.03310852237890864,1.0,0.07288329370894664,0.0,,1.0,0.10381545490036065,1.0,1.4101203845890535,1.0,0.6900316628452872,1.0,0.8525252525252526,1.0,0.48504273504273504,1.0,0.001733311302611591,1.0,0.10489210478397376,1.0,0.9709505944546686,1.0,0.4166666666666667
R7_cross_sectional_momentum_rank_jump,ungated,11987,0.06774005172269959,0.0005839659631267206,0.03003253524651706,1.0,0.05478442636509917,0.0,,1.0,0.09926776869767795,1.0,1.3737830228967425,1.0,0.6666666666666716,1.0,0.8516949152542372,1.0,0.4484848484848485,1.0,0.0021179277976881693,1.0,0.10308336945886121,1.0,0.9927744539878083,1.0,0.43333333333333335
R8_persistent_distance_above_ema,event_regime_gated,12896,0.0,0.001705955334987593,0.009150124069478908,1.0,0.13582801475391437,0.0,,1.0,0.10514840624824456,1.0,1.2872677982413627,1.0,0.6447226327156986,1.0,0.8527289158160019,1.0,0.4957983193277311,0.9895316377171216,-0.0002785961379123789,1.0,0.10548426805403632,1.0,0.9709505944546686,1.0,0.65
R8_persistent_distance_above_ema,ungated,13881,0.0,0.0011526547078740724,0.00914919674375045,1.0,0.13248258430429694,0.0,,1.0,0.11036894500819394,1.0,1.29340551195861,1.0,0.6428571428571433,1.0,0.8641188959660298,1.0,0.4831223628691983,0.9902744759023125,0.0001766551768613326,1.0,0.11210785305433546,1.0,0.9709505944546686,1.0,0.65
T3_style_rotation_break,event_regime_gated,629,0.02384737678855326,0.0,0.0492845786963434,1.0,0.19952239537090888,0.0,,1.0,0.0763331650407224,1.0,1.794124521528728,1.0,0.6869158878504682,1.0,0.8709677419354839,1.0,0.6571428571428571,1.0,0.06948470385981285,1.0,0.1578240623794691,1.0,0.9709505944546686,1.0,0.6666666666666666
T3_style_rotation_break,ungated,630,0.026984126984126985,0.0,0.050793650793650794,1.0,0.19634687719969002,0.0,,1.0,0.07426467538087622,1.0,1.7699872595485346,1.0,0.704545454545453,1.0,0.8694862886319064,1.0,0.6004273504273504,1.0,0.0693482529445431,1.0,0.15733268027760966,1.0,0.9709505944546686,1.0,0.6666666666666666
T4_entropy_compression_then_directional_expansion,event_regime_gated,1463,0.016404647983595352,0.0,0.025290498974709502,1.0,0.216276978417266,0.0,,1.0,0.2091650667115026,1.0,1.561091841627429,1.0,0.7272727272727287,1.0,0.939203354297694,1.0,0.4947589098532495,0.9904306220095693,-0.0009063345222585996,1.0,0.19318831516699675,1.0,0.8112781244591328,1.0,0.6166666666666667
T4_entropy_compression_then_directional_expansion,ungated,1658,0.018094089264173704,0.0,0.022316043425814235,1.0,0.19506277578963427,0.0,,1.0,0.19525547940610566,1.0,1.5354030695275673,1.0,0.7294095998140466,1.0,0.9371727059814215,1.0,0.4852941176470588,0.991556091676719,-0.0002481012057784264,1.0,0.18108815744146828,1.0,0.8112781244591328,1.0,0.6166666666666667
T5_volume_regime_shift,event_regime_gated,12497,0.10322477394574697,0.004000960230455309,0.016003840921821236,1.0,0.07828943705106073,0.0,,1.0,0.056139129388671494,1.0,2.347799552999575,1.0,0.7702702702702704,1.0,0.75,1.0,0.5221987315010571,0.9891173881731615,-0.0002528012145972167,1.0,0.05829714040693934,1.0,0.9927744539878083,1.0,0.38333333333333336
T5_volume_regime_shift,ungated,15003,0.11051123108711591,0.004599080183963208,0.014930347263880556,1.0,0.06535032785677464,0.0,,1.0,0.056137454260360986,1.0,2.346084589727038,1.0,0.7692307692307699,1.0,0.7521186440677966,1.0,0.5147679324894515,0.9909351463040725,0.00054079635875649,1.0,0.06013552536801203,1.0,0.9927744539878083,1.0,0.4
T6_stock_vs_market_CUSUM_break,event_regime_gated,10775,0.033874709976798145,0.0036194895591647332,0.021067285382830626,1.0,0.14144600009477837,0.0,,1.0,0.13601977418040723,1.0,1.6575755152024365,1.0,0.7423076923076918,1.0,0.8955555555555555,1.0,0.48185483870967744,0.9918329466357308,0.001567073692049734,1.0,0.1297957810227618,1.0,0.9709505944546686,1.0,0.55
T6_stock_vs_market_CUSUM_break,ungated,13536,0.04713356973995272,0.005023640661938535,0.02142434988179669,1.0,0.11525524351673055,0.0,,1.0,0.1288009431462328,1.0,1.6124756845289732,1.0,0.7261525629360023,1.0,0.8933601609657947,1.0,0.4506172839506173,0.9934988179669031,0.0025453886896321036,1.0,0.12604786812112678,1.0,0.9927744539878083,1.0,0.55
T7_board_relative_strength_break,event_regime_gated,629,0.02384737678855326,0.0,0.0492845786963434,1.0,0.19952239537090888,0.0,,1.0,0.0763331650407224,1.0,1.794124521528728,1.0,0.6869158878504682,1.0,0.8709677419354839,1.0,0.6571428571428571,1.0,0.06948470385981285,1.0,0.1578240623794691,1.0,0.9709505944546686,1.0,0.6666666666666666
T7_board_relative_strength_break,ungated,630,0.026984126984126985,0.0,0.050793650793650794,1.0,0.19634687719969002,0.0,,1.0,0.07426467538087622,1.0,1.7699872595485346,1.0,0.704545454545453,1.0,0.8694862886319064,1.0,0.6004273504273504,1.0,0.0693482529445431,1.0,0.15733268027760966,1.0,0.9709505944546686,1.0,0.6666666666666666
T8_volatility_regime_contraction_break,event_regime_gated,11363,0.06820381941388717,0.002464137991727537,0.009240517468978263,1.0,0.02688881557241829,0.0,,1.0,0.013571961131966459,1.0,1.628665811462836,1.0,0.8396226415094327,1.0,0.5970464135021097,1.0,0.5911016949152542,0.9918155416703336,-3.581279550889994e-05,1.0,0.015603604187591102,1.0,0.9927744539878083,1.0,0.1
T8_volatility_regime_contraction_break,ungated,13331,0.06781186707673843,0.003075538219188358,0.008026404620808641,1.0,0.02093223503234709,0.0,,1.0,0.01598543150825882,1.0,1.6221341271935952,1.0,0.8387096774193528,1.0,0.604040404040404,1.0,0.5898989898989899,0.9930237791613532,0.000546508857047742,1.0,0.018269744103691532,1.0,0.9927744539878083,1.0,0.11666666666666667
