family_id,variant_id,event_count,same_day_e2_money_vwap_quality_tag_rate,same_day_e3_rank_persistence_tag_rate,same_day_e6_continuation_discriminator_tag_rate,close_to_ema60_coverage_rate,close_to_ema60_median,close_to_derived_daily_vwap_coverage_rate,close_to_derived_daily_vwap_median,stock_vs_market_20d_coverage_rate,stock_vs_market_20d_median,amount_ratio_20d_coverage_rate,amount_ratio_20d_median,close_position_in_range_coverage_rate,close_position_in_range_median,momentum_percentile_20d_coverage_rate,momentum_percentile_20d_median,universe_up_share_coverage_rate,universe_up_share_median,board_relative_cusum_20d_coverage_rate,board_relative_cusum_20d_median,relative_cusum_20d_coverage_rate,relative_cusum_20d_median,direction_entropy_20d_coverage_rate,direction_entropy_20d_median,atr_pct_rank_60d_coverage_rate,atr_pct_rank_60d_median
R1_relative_strength_breakout,event_regime_gated,14363,0.08125043514586089,0.010930864025621389,0.0330014620900926,1.0,0.10808356039963662,0.0,,1.0,0.09509182745451028,1.0,1.5797336433578384,1.0,0.7267080745341606,1.0,0.8434959349593496,1.0,0.48490945674044267,0.9919933161595766,0.00025391789060127956,1.0,0.09687928864351913,1.0,0.9927744539878083,1.0,0.5
R1_relative_strength_breakout,ungated,17022,0.11913993655269652,0.015509340853013746,0.03166490424156973,1.0,0.0915112261047819,0.0,,1.0,0.09342457646458441,1.0,1.5655790224115211,1.0,0.7224014336917591,1.0,0.847803106903208,1.0,0.4591194968553459,0.993244037128422,0.0009538396986808685,1.0,0.09777735717396874,1.0,0.9927744539878083,1.0,0.5
R2_near_high_volume_expansion,event_regime_gated,9537,0.019712697913389955,0.0057670126874279125,0.028205934780329244,1.0,0.11935194002226379,0.0,,1.0,0.0760828018884544,1.0,2.0436423492683704,1.0,0.8709677419354828,1.0,0.7983014861995754,1.0,0.5911016949152542,0.987941700744469,-0.0003074193038896092,1.0,0.07770016266786717,1.0,0.9927744539878083,1.0,0.4666666666666667
R2_near_high_volume_expansion,ungated,10742,0.02504189164029045,0.005213181902811394,0.030534351145038167,1.0,0.11410008926667148,0.0,,1.0,0.08138280912189066,1.0,2.0386723423408903,1.0,0.8693000693000695,1.0,0.8147368421052632,1.0,0.5870445344129555,0.9892943585924409,0.00047420741483805533,1.0,0.08509901261228148,1.0,0.9927744539878083,1.0,0.4666666666666667
R3_vcp_breakout,event_regime_gated,7426,0.034069485591166175,0.0039051979531376244,0.0030972259628332883,1.0,0.006190689946038663,0.0,,1.0,-0.0004210958909996454,1.0,1.48341824822405,1.0,0.8678465616716042,1.0,0.5244690820359363,1.0,0.6050420168067226,0.9905736601131161,-0.0005423819276090902,1.0,0.00014093029896089515,1.0,0.9927744539878083,1.0,0.06666666666666667
R3_vcp_breakout,ungated,8850,0.03209039548022599,0.004632768361581921,0.0032768361581920905,1.0,0.0021204873591501583,0.0,,1.0,0.005626248792517441,1.0,1.4784376710749894,1.0,0.8666666666666644,1.0,0.5475446857582165,1.0,0.6116700201207244,0.992090395480226,0.0001766551768613326,1.0,0.007117969443766081,1.0,0.9927744539878083,1.0,0.06666666666666667
R5_growth_or_small_style_confirmation,event_regime_gated,1907,0.03932878867330886,0.003146303093864709,0.029365495542737284,1.0,0.129776344987109,0.0,,1.0,0.06622055223164125,1.0,1.3989893292935551,1.0,0.6449275362318841,1.0,0.8403361344537815,1.0,0.5158562367864693,1.0,0.04028154918727672,1.0,0.10864206396076592,1.0,0.9709505944546686,1.0,0.5666666666666667
R5_growth_or_small_style_confirmation,ungated,2180,0.044036697247706424,0.0027522935779816515,0.02889908256880734,1.0,0.11077184453035016,0.0,,1.0,0.06786404490262704,1.0,1.3622469684959486,1.0,0.6546252825595544,1.0,0.8384465775770124,1.0,0.498989898989899,1.0,0.03839405383352812,1.0,0.107750928190327,1.0,0.9709505944546686,1.0,0.5666666666666667
R6_market_breadth_thrust,event_regime_gated,16204,0.04159466798321402,0.006109602567267341,0.02221673660824488,1.0,0.0841871420594803,0.0,,1.0,0.08089394814634843,1.0,1.3288017974611015,1.0,0.7435897435897465,1.0,0.8106382978723404,1.0,0.679324894514768,0.9922858553443594,0.0011940133156884466,1.0,0.08293693351139725,1.0,0.9927744539878083,1.0,0.4666666666666667
R6_market_breadth_thrust,ungated,19754,0.04424420370557862,0.006479700313860484,0.020704667409132328,1.0,0.06709070387970917,0.0,,1.0,0.07719077145234227,1.0,1.313774956691982,1.0,0.7500000000000011,1.0,0.8067940552016986,1.0,0.6709129511677282,0.9936721676622456,0.0016977055991007446,1.0,0.08191939371715917,1.0,0.9927744539878083,1.0,0.48333333333333334
