mechanism_cluster,family_input_status,variant_id,family_id,candidate_scope_type,candidate_scope_id,episode_split,market_regime_bucket,board_bucket,window,metric_basis,numerator,denominator,excluded_count,recall
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,before_episode_high,bridge_positive_event,454,1287,3,0.35275835275835277
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,before_first_50pct,bridge_positive_event,451,1287,3,0.3504273504273504
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,low_plus_120,bridge_positive_event,469,1287,3,0.3644133644133644
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,low_plus_20,bridge_positive_event,203,1289,1,0.15748642358417378
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,low_plus_30,bridge_positive_event,278,1289,1,0.2156710628394104
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,low_plus_60,bridge_positive_event,379,1289,1,0.2940263770364624
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,low_to_first_50pct,bridge_positive_event,451,1287,3,0.3504273504273504
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,all,low_to_high,bridge_positive_event,454,1287,3,0.35275835275835277
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,before_episode_high,bridge_positive_event,118,444,1,0.26576576576576577
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,before_first_50pct,bridge_positive_event,112,444,1,0.25225225225225223
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_plus_120,bridge_positive_event,122,444,1,0.2747747747747748
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_plus_20,bridge_positive_event,63,444,1,0.14189189189189189
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_plus_30,bridge_positive_event,80,444,1,0.18018018018018017
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_plus_60,bridge_positive_event,106,444,1,0.23873873873873874
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_to_first_50pct,bridge_positive_event,116,444,1,0.26126126126126126
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,all,low_to_high,bridge_positive_event,118,444,1,0.26576576576576577
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,before_episode_high,bridge_positive_event,160,476,1,0.33613445378151263
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,before_first_50pct,bridge_positive_event,160,476,1,0.33613445378151263
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_120,bridge_positive_event,173,477,0,0.36268343815513626
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_20,bridge_positive_event,72,476,1,0.15126050420168066
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_30,bridge_positive_event,90,476,1,0.18907563025210083
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_plus_60,bridge_positive_event,152,476,1,0.31932773109243695
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_to_first_50pct,bridge_positive_event,160,476,1,0.33613445378151263
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_off,all,low_to_high,bridge_positive_event,160,476,1,0.33613445378151263
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,before_episode_high,bridge_positive_event,65,181,0,0.35911602209944754
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,before_first_50pct,bridge_positive_event,63,181,0,0.34806629834254144
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_120,bridge_positive_event,65,181,0,0.35911602209944754
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_20,bridge_positive_event,19,181,0,0.10497237569060773
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_30,bridge_positive_event,21,181,0,0.11602209944751381
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_plus_60,bridge_positive_event,33,181,0,0.18232044198895028
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_to_first_50pct,bridge_positive_event,63,181,0,0.34806629834254144
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,risk_on,all,low_to_high,bridge_positive_event,65,181,0,0.35911602209944754
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,before_episode_high,bridge_positive_event,24,100,0,0.24
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,before_first_50pct,bridge_positive_event,24,100,0,0.24
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_120,bridge_positive_event,27,100,0,0.27
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_20,bridge_positive_event,8,100,0,0.08
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_30,bridge_positive_event,11,100,0,0.11
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_plus_60,bridge_positive_event,17,100,0,0.17
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_to_first_50pct,bridge_positive_event,24,100,0,0.24
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,transition,all,low_to_high,bridge_positive_event,24,100,0,0.24
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,before_episode_high,bridge_positive_event,292,759,2,0.3847167325428195
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,before_first_50pct,bridge_positive_event,289,759,2,0.380764163372859
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_120,bridge_positive_event,294,759,2,0.38735177865612647
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_20,bridge_positive_event,136,760,1,0.17894736842105263
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_30,bridge_positive_event,185,760,1,0.24342105263157895
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_plus_60,bridge_positive_event,241,760,1,0.3171052631578947
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_to_first_50pct,bridge_positive_event,289,759,2,0.380764163372859
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_off,all,low_to_high,bridge_positive_event,292,759,2,0.3847167325428195
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,before_episode_high,bridge_positive_event,65,225,0,0.28888888888888886
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,before_first_50pct,bridge_positive_event,65,225,0,0.28888888888888886
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_120,bridge_positive_event,73,225,0,0.3244444444444444
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_20,bridge_positive_event,25,225,0,0.1111111111111111
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_30,bridge_positive_event,36,225,0,0.16
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_plus_60,bridge_positive_event,55,225,0,0.24444444444444444
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_to_first_50pct,bridge_positive_event,65,225,0,0.28888888888888886
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,risk_on,all,low_to_high,bridge_positive_event,65,225,0,0.28888888888888886
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,before_episode_high,bridge_positive_event,97,303,1,0.3201320132013201
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,before_first_50pct,bridge_positive_event,97,303,1,0.3201320132013201
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_120,bridge_positive_event,102,303,1,0.33663366336633666
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_20,bridge_positive_event,42,304,0,0.13815789473684212
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_30,bridge_positive_event,57,304,0,0.1875
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_plus_60,bridge_positive_event,83,304,0,0.2730263157894737
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_to_first_50pct,bridge_positive_event,97,303,1,0.3201320132013201
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,transition,all,low_to_high,bridge_positive_event,97,303,1,0.3201320132013201
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,before_episode_high,bridge_positive_event,88,341,1,0.25806451612903225
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,before_first_50pct,bridge_positive_event,83,341,1,0.2434017595307918
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_120,bridge_positive_event,90,341,1,0.26392961876832843
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_20,bridge_positive_event,51,341,1,0.1495601173020528
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_30,bridge_positive_event,67,341,1,0.19648093841642228
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_plus_60,bridge_positive_event,84,341,1,0.24633431085043989
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_to_first_50pct,bridge_positive_event,87,341,1,0.25513196480938416
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_off,all,low_to_high,bridge_positive_event,88,341,1,0.25806451612903225
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,before_episode_high,bridge_positive_event,4,22,0,0.18181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,before_first_50pct,bridge_positive_event,4,22,0,0.18181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_120,bridge_positive_event,4,22,0,0.18181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_20,bridge_positive_event,3,22,0,0.13636363636363635
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_30,bridge_positive_event,3,22,0,0.13636363636363635
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_plus_60,bridge_positive_event,4,22,0,0.18181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_to_first_50pct,bridge_positive_event,4,22,0,0.18181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,risk_on,all,low_to_high,bridge_positive_event,4,22,0,0.18181818181818182
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,before_episode_high,bridge_positive_event,26,81,0,0.32098765432098764
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,before_first_50pct,bridge_positive_event,25,81,0,0.30864197530864196
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_120,bridge_positive_event,28,81,0,0.345679012345679
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_20,bridge_positive_event,9,81,0,0.1111111111111111
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_30,bridge_positive_event,10,81,0,0.12345679012345678
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_plus_60,bridge_positive_event,18,81,0,0.2222222222222222
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_to_first_50pct,bridge_positive_event,25,81,0,0.30864197530864196
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,transition,all,low_to_high,bridge_positive_event,26,81,0,0.32098765432098764
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,before_episode_high,bridge_positive_event,90,244,0,0.36885245901639346
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,before_first_50pct,bridge_positive_event,89,244,0,0.36475409836065575
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_120,bridge_positive_event,102,244,0,0.4180327868852459
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_20,bridge_positive_event,32,244,0,0.13114754098360656
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_30,bridge_positive_event,37,244,0,0.15163934426229508
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_plus_60,bridge_positive_event,66,244,0,0.27049180327868855
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_to_first_50pct,bridge_positive_event,89,244,0,0.36475409836065575
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,chinext,low_to_high,bridge_positive_event,90,244,0,0.36885245901639346
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,before_episode_high,bridge_positive_event,159,513,1,0.30994152046783624
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,before_first_50pct,bridge_positive_event,158,513,1,0.3079922027290448
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_120,bridge_positive_event,163,514,0,0.31712062256809337
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_20,bridge_positive_event,67,513,1,0.13060428849902533
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_30,bridge_positive_event,85,513,1,0.16569200779727095
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_plus_60,bridge_positive_event,136,513,1,0.2651072124756335
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_to_first_50pct,bridge_positive_event,158,513,1,0.3079922027290448
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,robustness,all,main_board,low_to_high,bridge_positive_event,159,513,1,0.30994152046783624
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,before_episode_high,bridge_positive_event,112,325,0,0.3446153846153846
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,before_first_50pct,bridge_positive_event,112,325,0,0.3446153846153846
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_120,bridge_positive_event,121,325,0,0.3723076923076923
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_20,bridge_positive_event,57,325,0,0.1753846153846154
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_30,bridge_positive_event,79,325,0,0.24307692307692308
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_plus_60,bridge_positive_event,96,325,0,0.2953846153846154
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_to_first_50pct,bridge_positive_event,112,325,0,0.3446153846153846
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,chinext,low_to_high,bridge_positive_event,112,325,0,0.3446153846153846
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,before_episode_high,bridge_positive_event,342,962,3,0.35550935550935553
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,before_first_50pct,bridge_positive_event,339,962,3,0.3523908523908524
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_120,bridge_positive_event,348,962,3,0.36174636174636177
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_20,bridge_positive_event,146,964,1,0.15145228215767634
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_30,bridge_positive_event,199,964,1,0.20643153526970953
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_plus_60,bridge_positive_event,283,964,1,0.29356846473029047
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_to_first_50pct,bridge_positive_event,339,962,3,0.3523908523908524
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,train,all,main_board,low_to_high,bridge_positive_event,342,962,3,0.35550935550935553
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,before_episode_high,bridge_positive_event,29,110,0,0.2636363636363636
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,before_first_50pct,bridge_positive_event,28,110,0,0.2545454545454545
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_120,bridge_positive_event,31,110,0,0.2818181818181818
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_20,bridge_positive_event,13,110,0,0.11818181818181818
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_30,bridge_positive_event,19,110,0,0.17272727272727273
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_plus_60,bridge_positive_event,25,110,0,0.22727272727272727
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_to_first_50pct,bridge_positive_event,29,110,0,0.2636363636363636
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,chinext,low_to_high,bridge_positive_event,29,110,0,0.2636363636363636
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,before_episode_high,bridge_positive_event,89,334,1,0.26646706586826346
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,before_first_50pct,bridge_positive_event,84,334,1,0.25149700598802394
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_120,bridge_positive_event,91,334,1,0.27245508982035926
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_20,bridge_positive_event,50,334,1,0.1497005988023952
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_30,bridge_positive_event,61,334,1,0.18263473053892215
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_plus_60,bridge_positive_event,81,334,1,0.24251497005988024
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_to_first_50pct,bridge_positive_event,87,334,1,0.26047904191616766
repair_reclaim_cluster,upstream_07,07_recomputed,E1_early_ema60_repair,07_e1_only,07_e1_only,validation,all,main_board,low_to_high,bridge_positive_event,89,334,1,0.26646706586826346
