condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ema3_gt_0pct,and3,3,"51,2,142",845,1.0,0.16531440162271804,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ema3_gt_0pct AND close_ema5_gt_m2pct,and3,3,"51,142,148",845,1.0,0.16532451831880746,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ema3_gt_0pct AND money_ratio3_gt_0_8,and3,3,"51,142,1",845,1.0,0.16534222253696387,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and3,3,"51,50,142",845,1.0,0.16534475171098623,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ema3_gt_0pct AND vol_ratio3_gt_0_8,and3,3,"51,142,49",845,1.0,0.16534475171098623,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND rps3_gt_30,and3,3,"51,215,189",845,1.0,0.16542821445372372,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND close_near_high3_gt_m2pct,and3,3,"3,183,198",845,1.0,0.16611867896182464,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND close_ma3_gt_0pct,and3,3,"51,3,100",845,1.0,0.1664651758028863,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma5_gt_0pct AND close_ma3_gt_0pct,and3,3,"3,107,100",845,1.0,0.16660428037411543,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND close_near_high5_gt_m5pct,and3,3,"51,215,222",845,1.0,0.1666928014648976,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND close_near_high3_gt_m5pct,and3,3,"51,100,197",845,1.0,0.16672062237914342,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND close_ma5_gt_m2pct,and3,3,"51,100,106",845,1.0,0.1668091434699256,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND money_ratio5_gt_0_8,and3,3,"51,100,9",845,1.0,0.16683696438417142,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND vol_ratio5_gt_0_8,and3,3,"51,100,57",845,1.0,0.16684455190623845,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND close_ema5_gt_m2pct,and3,3,"51,100,148",845,1.0,0.16688754786461837,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND close_ema5_gt_m2pct,and3,3,"51,215,148",845,1.0,0.166993773173557,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND close_ma3_gt_0pct,and3,3,"51,2,100",845,1.0,0.1670317107838922,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND ret3_gt_0pct,and3,3,"3,58,183",845,1.0,0.1670468858280263,5.0,5.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND money_ratio3_gt_0_8,and3,3,"51,100,1",845,1.0,0.16706206087216036,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and3,3,"51,50,100",845,1.0,0.1670645900461827,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND close_ma3_gt_0pct AND vol_ratio3_gt_0_8,and3,3,"51,100,49",845,1.0,0.1670645900461827,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND ret3_gt_0pct,and3,3,"3,10,183",845,1.0,0.16764882924534505,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND rps3_gt_40 AND close_near_high3_gt_m2pct,and3,3,"3,190,198",845,1.0,0.1679700343461832,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND close_near_high3_gt_m5pct,and3,3,"51,215,197",845,1.0,0.16824318514059677,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ma5_gt_0pct,and3,3,"3,58,107",845,1.0,0.16826594770679792,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND close_ma5_gt_0pct,and3,3,"3,142,107",845,1.0,0.16831906036126723,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND money_ratio10_gt_0_8,and3,3,"3,183,17",845,1.0,0.1685087484129433,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND vol_ratio10_gt_0_8,and3,3,"3,183,65",845,1.0,0.1685618610674126,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ma5_gt_0pct,and3,3,"3,10,107",845,1.0,0.168862832776072,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ema3_gt_0pct,and3,3,"3,58,142",845,1.0,0.16892353295260834,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND rps5_gt_40,and3,3,"51,58,215",845,1.0,0.16904999165372572,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND rps5_gt_40,and3,3,"51,10,215",845,1.0,0.16914104191853024,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma5_gt_0pct AND close_near_high3_gt_m2pct,and3,3,"3,107,198",845,1.0,0.16916127531070904,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ema3_gt_0pct,and3,3,"3,10,142",845,1.0,0.16948500958556956,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND rps5_gt_40 AND close_ema10_gt_m2pct,and3,3,"3,215,155",845,1.0,0.16949512628165894,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND close_near_high5_gt_m5pct,and3,3,"3,183,222",845,1.0,0.1695988224165752,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma5_gt_0pct AND money_ratio10_gt_0_8,and3,3,"3,107,17",845,1.0,0.16976574790205015,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma5_gt_0pct AND vol_ratio10_gt_0_8,and3,3,"3,107,65",845,1.0,0.16985426899283232,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND ret5_gt_m5pct,and3,3,"51,215,207",845,1.0,0.16997566934590502,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND close_ma3_gt_0pct,and3,3,"3,58,100",845,1.0,0.17021088252998337,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND close_near_high3_gt_m5pct,and3,3,"3,183,197",845,1.0,0.17034492875316778,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND money_ratio10_gt_0_8,and3,3,"51,215,17",845,1.0,0.17034745792719014,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND ret5_gt_m5pct,and3,3,"3,183,207",845,1.0,0.17042333314786057,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND money_ratio10_gt_0_8,and3,3,"3,142,17",845,1.0,0.1704663291062405,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND close_near_high3_gt_m2pct,and3,3,"3,142,198",845,1.0,0.17049415002048632,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps5_gt_40 AND vol_ratio10_gt_0_8,and3,3,"51,215,65",845,1.0,0.17050173754255335,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND vol_ratio10_gt_0_8,and3,3,"3,142,65",845,1.0,0.1705624377190897,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ema3_gt_0pct AND close_ma3_gt_0pct,and3,3,"3,142,100",845,1.0,0.170673721376073,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio5_gt_1 AND close_ma3_gt_0pct,and3,3,"3,10,100",845,1.0,0.17073442155260934,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND rps5_gt_40,and3,3,"51,3,215",845,1.0,0.1707850050330563,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND vol_ratio5_gt_0_8,and3,3,"3,183,57",845,1.0,0.17094181382244186,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND money_ratio5_gt_0_8,and3,3,"3,183,9",845,1.0,0.1709595180405983,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND rps5_gt_40 AND close_ma5_gt_m2pct,and3,3,"3,215,106",845,1.0,0.17098480978082178,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps3_gt_40 AND close_ma5_gt_m2pct,and3,3,"51,190,106",845,1.0,0.1710025139989782,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND close_ema5_gt_m2pct,and3,3,"3,183,148",845,1.0,0.17100504317300055,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND close_ma5_gt_m2pct,and3,3,"3,183,106",845,1.0,0.17104550995735812,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 AND rps3_gt_40 AND close_near_high5_gt_m5pct,and3,3,"51,190,222",845,1.0,0.17109862261182743,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND ret3_gt_0pct,and3,3,"3,2,183",845,1.0,0.17116438113640847,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND vol_ratio3_gt_1 AND ret3_gt_0pct,and3,3,"3,50,183",845,1.0,0.17116438113640847,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND money_ratio3_gt_0_8,and3,3,"3,183,1",845,1.0,0.17116438113640847,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND ret3_gt_0pct AND vol_ratio3_gt_0_8,and3,3,"3,183,49",845,1.0,0.17116438113640847,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma5_gt_0pct AND close_near_high5_gt_m5pct,and3,3,"3,107,222",845,1.0,0.17121243544283307,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma3_gt_0pct AND close_near_high3_gt_m2pct,and3,3,"3,100,198",845,1.0,0.17138694845037508,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2,and3,3,"59,19,51",845,1.0,0.17138947762439743,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND rps5_gt_40 AND rps3_gt_30,and3,3,"3,215,189",845,1.0,0.17150329045540308,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma5_gt_0pct AND ret5_gt_m5pct,and3,3,"3,107,207",845,1.0,0.1716373366785875,4.0,4.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND close_ma3_gt_0pct AND money_ratio10_gt_0_8,and3,3,"3,100,17",845,1.0,0.1716955076811015,4.0,4.0,241,1.0,446,1.0,158,1.0
