condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,59,51,10",845,1.0,0.17289939451573905,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,59,51,18",845,1.0,0.1729019236897614,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,59,51,2",845,1.0,0.17291456955987314,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,59,51,66",845,1.0,0.17295250717020835,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,59,51,58",845,1.0,0.17295250717020835,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,59,51,50",845,1.0,0.17295250717020835,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"67,59,11,3",845,1.0,0.17298538643249886,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND close_ema3_gt_0pct,and4,4,"3,2,50,142",845,1.0,0.1733192374034488,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"59,19,3,18",845,1.0,0.17333441244758288,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"59,19,3,66",845,1.0,0.17333441244758288,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"59,19,3,10",845,1.0,0.17333441244758288,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"59,19,3,58",845,1.0,0.17333441244758288,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"59,19,3,2",845,1.0,0.17333441244758288,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"59,19,3,50",845,1.0,0.17333441244758288,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2,and4,4,"67,19,51,3",845,1.0,0.17343305023445443,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,59,3,18",845,1.0,0.17418674409311408,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,59,3,10",845,1.0,0.1741943316151811,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,59,3,66",845,1.0,0.17420191913724817,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,59,3,58",845,1.0,0.17420191913724817,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,59,3,2",845,1.0,0.17420191913724817,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,59,3,50",845,1.0,0.17420191913724817,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1 AND close_ma3_gt_0pct,and4,4,"3,2,50,100",845,1.0,0.17473810402998588,4.0,4.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,11,3,18",845,1.0,0.17479880420652225,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,11,3,66",845,1.0,0.17480639172858928,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,11,3,10",845,1.0,0.17480639172858928,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,11,3,58",845,1.0,0.17480639172858928,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,11,3,2",845,1.0,0.17480639172858928,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,11,3,50",845,1.0,0.17480639172858928,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"19,11,3,58",845,1.0,0.17492020455959492,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"19,11,3,18",845,1.0,0.17492273373361727,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"19,11,3,66",845,1.0,0.17492273373361727,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"19,11,3,10",845,1.0,0.17492273373361727,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"19,11,3,2",845,1.0,0.17492273373361727,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"19,11,3,50",845,1.0,0.17492273373361727,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,19,51,58",845,1.0,0.17539568927579632,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,19,51,10",845,1.0,0.17541845184199745,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,19,51,2",845,1.0,0.1757345985947909,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,19,51,18",845,1.0,0.1757396569428356,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,19,51,66",845,1.0,0.1757396569428356,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,19,51,50",845,1.0,0.1757396569428356,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"19,51,3,58",845,1.0,0.17692078121127203,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"19,51,3,10",845,1.0,0.1770042439540095,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"19,51,3,18",845,1.0,0.17735579914311583,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"19,51,3,66",845,1.0,0.17735579914311583,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"19,51,3,2",845,1.0,0.17735579914311583,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"19,51,3,50",845,1.0,0.17735579914311583,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,51,3,10",845,1.0,0.17754801636881426,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,51,3,58",845,1.0,0.17756824976099306,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio5_gt_1,and4,4,"67,19,3,58",845,1.0,0.1777503502906021,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio5_gt_1,and4,4,"67,19,3,10",845,1.0,0.1778363422073619,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,51,3,18",845,1.0,0.17790715907998766,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,51,3,66",845,1.0,0.17792486329814408,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,51,3,2",845,1.0,0.17792486329814408,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,51,3,50",845,1.0,0.17792486329814408,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio10_gt_1,and4,4,"67,19,3,18",845,1.0,0.17816007648222243,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio10_gt_1,and4,4,"67,19,3,66",845,1.0,0.17816007648222243,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND money_ratio3_gt_1,and4,4,"67,19,3,2",845,1.0,0.17816007648222243,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND money_ratio10_gt_1_2 AND money_ratio3_gt_1_2 AND vol_ratio3_gt_1,and4,4,"67,19,3,50",845,1.0,0.17816007648222243,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1,and4,4,"19,51,10,58",845,1.0,0.179189450309318,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1,and4,4,"19,51,58,2",845,1.0,0.1792375046157426,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND vol_ratio5_gt_1,and4,4,"19,51,18,58",845,1.0,0.1792425629637873,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1 AND vol_ratio5_gt_1,and4,4,"19,51,66,58",845,1.0,0.1792425629637873,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND vol_ratio3_gt_1,and4,4,"19,51,58,50",845,1.0,0.1792425629637873,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1,and4,4,"19,51,10,2",845,1.0,0.17930326314032363,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND money_ratio5_gt_1,and4,4,"19,51,18,10",845,1.0,0.17930832148836834,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1 AND money_ratio5_gt_1,and4,4,"19,51,66,10",845,1.0,0.17930832148836834,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1,and4,4,"19,51,10,50",845,1.0,0.17930832148836834,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND money_ratio3_gt_1,and4,4,"19,51,18,2",845,1.0,0.17968769759172049,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1 AND money_ratio3_gt_1,and4,4,"19,51,66,2",845,1.0,0.17968769759172049,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio3_gt_1 AND vol_ratio3_gt_1,and4,4,"19,51,2,50",845,1.0,0.17968769759172049,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND vol_ratio10_gt_1,and4,4,"19,51,18,66",845,1.0,0.1796927559397652,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND vol_ratio3_gt_1,and4,4,"19,51,18,50",845,1.0,0.1796927559397652,2.0,2.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1 AND vol_ratio3_gt_1,and4,4,"19,51,66,50",845,1.0,0.1796927559397652,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio5_gt_1,and4,4,"67,51,10,58",845,1.0,0.18033516614144152,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND money_ratio5_gt_1,and4,4,"67,51,18,10",845,1.0,0.18038322044786614,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND money_ratio3_gt_1,and4,4,"67,51,10,2",845,1.0,0.18039839549200024,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio10_gt_1 AND money_ratio5_gt_1,and4,4,"67,51,66,10",845,1.0,0.18040851218808962,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio5_gt_1 AND vol_ratio3_gt_1,and4,4,"67,51,10,50",845,1.0,0.18040851218808962,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND money_ratio10_gt_1 AND vol_ratio5_gt_1,and4,4,"67,51,18,58",845,1.0,0.18046921236462596,2.0,2.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 AND vol_ratio3_gt_1_2 AND vol_ratio5_gt_1 AND money_ratio3_gt_1,and4,4,"67,51,58,2",845,1.0,0.18047932906071534,2.0,2.0,241,1.0,446,1.0,158,1.0
