condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
close_near_high5_gt_0pct AND close_ma3_gt_m5pct,and2,2,"224,98",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND close_ema10_gt_m10pct,and2,2,"224,153",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND close_ema3_gt_m5pct,and2,2,"224,140",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND close_ma5_gt_m10pct,and2,2,"224,104",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND close_ema5_gt_m10pct,and2,2,"224,146",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND close_ma3_gt_m10pct,and2,2,"224,97",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND boll20_pct_b_gt_m0_5,and2,2,"224,339",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND close_ema3_gt_m10pct,and2,2,"224,139",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct AND always_pit_executable,and2,2,"224,0",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high3_gt_0pct,and2,2,"225,199",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_breaks_high3,and2,2,"225,200",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma5_gt_0pct,and2,2,"225,107",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma3_gt_0pct,and2,2,"225,100",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND ret3_gt_0pct,and2,2,"225,183",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND ret5_gt_0pct,and2,2,"225,208",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high5_gt_m2pct,and2,2,"225,223",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high3_gt_m2pct,and2,2,"225,198",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high5_gt_m5pct,and2,2,"225,222",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma5_gt_m2pct,and2,2,"225,106",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND ret5_gt_m5pct,and2,2,"225,207",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ema5_gt_m2pct,and2,2,"225,148",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high3_gt_m5pct,and2,2,"225,197",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma3_gt_m2pct,and2,2,"225,99",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND ret3_gt_m5pct,and2,2,"225,182",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ema3_gt_m2pct,and2,2,"225,141",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND boll20_pct_b_gt_0,and2,2,"225,340",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high5_gt_m10pct,and2,2,"225,221",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma5_gt_m5pct,and2,2,"225,105",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND ret5_gt_m10pct,and2,2,"225,206",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ema5_gt_m5pct,and2,2,"225,147",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_near_high3_gt_m10pct,and2,2,"225,196",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND ret3_gt_m10pct,and2,2,"225,181",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma10_gt_m10pct,and2,2,"225,111",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 AND close_ma3_gt_m5pct,and2,2,"225,98",845,1.0,0.24436373569119796,4.0,4.0,241,1.0,446,1.0,158,1.0
