split,baseline_id,baseline_role,metric_name,candidate_value,baseline_value,diff_value,random_replicate_stat,comparison,threshold,status
train,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.011881953044882793,0.014896103530872305,-0.0030141504859895127,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.7908837312115863,-0.845629660868799,0.0547459296572127,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.29219282756476656,0.0,0.29219282756476656,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,11.0,0.0,11.0,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,mean_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,0.011881953044882793,0.03833928771058099,-0.026457334665698197,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,p05_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.7908837312115863,-1.6243866224510837,0.8335028912394974,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_no_fail_fast_hold_h20,0.29219282756476656,0.0,0.29219282756476656,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_no_fail_fast_hold_h20,11.0,0.0,11.0,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.11917523054812529,-0.06801039666451174,-0.05116483388361355,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.6212942702446378,-0.8700890284688184,0.24879475822418062,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.2864297688308555,0.0,0.2864297688308555,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,8.0,0.0,8.0,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,mean_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.11917523054812529,-0.19451807931450882,0.07534284876638353,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,p05_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.6212942702446378,-1.2848307771125869,0.6635365068679491,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_no_fail_fast_hold_h20,0.2864297688308555,0.0,0.2864297688308555,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_no_fail_fast_hold_h20,8.0,0.0,8.0,not_random,,,report_only
robustness,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.057755671742762124,-0.08375142948731809,0.025995757744555967,not_random,,,report_only
robustness,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.6361256442979908,-0.8244696827579502,0.1883440384599594,not_random,,,report_only
robustness,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.2916206080357798,0.0,0.2916206080357798,not_random,,,report_only
robustness,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,8.5,0.0,8.5,not_random,,,report_only
robustness,same_seed_no_fail_fast_hold_h20,gate,mean_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.057755671742762124,-0.03454350616188599,-0.023212165580876132,not_random,,,report_only
robustness,same_seed_no_fail_fast_hold_h20,gate,p05_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.6361256442979908,-1.1368518915111439,0.5007262472131531,not_random,,,report_only
robustness,same_seed_no_fail_fast_hold_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_no_fail_fast_hold_h20,0.2916206080357798,0.0,0.2916206080357798,not_random,,,report_only
robustness,same_seed_no_fail_fast_hold_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_no_fail_fast_hold_h20,8.5,0.0,8.5,not_random,,,report_only
