split,seed_family_id,reference_type,big_winner_reference_count,captured_big_winner_count,missed_big_winner_count,primary_big_winner_seed_recall,bridge_ep2_big_winner_seed_recall,late_capture_0_to_10_count,seed_recall_diff_vs_ep2_detector
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0,primary_big_winner_50h120_close_confirmed,446,29,417,0.06502242152466367,,0,-0.015695067264573995
train,ep2_launch_detector_v0_bridge,primary_big_winner_50h120_close_confirmed,446,36,410,0.08071748878923767,,0,0.0
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0,primary_big_winner_50h120_close_confirmed,158,9,149,0.056962025316455694,,0,0.03797468354430379
validation,ep2_launch_detector_v0_bridge,primary_big_winner_50h120_close_confirmed,158,3,155,0.0189873417721519,,0,0.0
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0,primary_big_winner_50h120_close_confirmed,241,17,224,0.07053941908713693,,0,0.00829875518672199
robustness,ep2_launch_detector_v0_bridge,primary_big_winner_50h120_close_confirmed,241,15,226,0.06224066390041494,,0,0.0
