split,seed_family_id,eligible_stock_day_count,eligible_instrument_year_count,executable_seed_stock_day_count,seed_episode_count,seed_day_rate,seed_episode_rate,unique_instrument_count,unique_instrument_year_count,suppressed_reentry_count,next_open_buy_executable_rate,limit_up_unbuyable_reject_count,risk_distance_ineligible_count,seed_day_rate_vs_ep2,seed_episode_rate_vs_ep2,executable_seed_stock_day_count_vs_ep2,seed_episode_count_vs_ep2
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0,170220,696,1014,447,0.005956996827634825,0.6422413793103449,215,295,569,0.34645929847782925,32,122,0.8825065274151436,0.38903394255874674,0.8825065274151436,0.38903394255874674
train,ep2_launch_detector_v0_bridge,170220,696,1149,1149,0.006750088121254847,1.6508620689655173,232,649,0,0.9965307892454467,4,378,1.0,1.0,1.0,1.0
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0,107733,448,666,309,0.0061819498203892955,0.6897321428571429,171,205,377,0.42551854179761156,12,101,1.2518796992481203,0.580827067669173,1.2518796992481203,0.5808270676691729
validation,ep2_launch_detector_v0_bridge,107733,448,532,532,0.0049381340907614195,1.1875,234,344,0,0.9925373134328358,3,193,1.0,1.0,1.0,1.0
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0,108330,438,852,376,0.007864857380227084,0.8584474885844748,198,239,454,0.43661971830985913,59,114,1.2033898305084745,0.5310734463276836,1.2033898305084745,0.5310734463276836
robustness,ep2_launch_detector_v0_bridge,108330,438,708,708,0.006535585710329549,1.6164383561643836,248,403,0,0.9135483870967742,66,254,1.0,1.0,1.0,1.0
