split,seed_episode_id,instrument,exit_trigger_type,exit_signal_date,exit_execution_date,holding_days,return_r,loss_r,audit_only_status
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600050_20221130_a1e315aa93,SH600050,natural_exit_h20,2022-12-29,2022-12-30,22,0.10031821035909118,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600050_20230120_ccb1286c17,SH600050,close_below_seed_day_low|close_below_breakout_reference,2023-02-06,2023-02-07,7,-0.3754103937528253,0.3754103937528253,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600050_20230301_611dc6ce7b,SH600050,natural_exit_h20,2023-03-30,2023-03-31,22,-0.4093434974849509,0.4093434974849509,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600061_20190225_8b3653a87f,SH600061,natural_exit_h20,2019-03-26,2019-03-27,22,-0.10697297087230989,0.10697297087230989,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600061_20190412_825aac8c19,SH600061,close_below_breakout_reference,2019-04-15,2019-04-16,2,-0.5544143665092106,0.5544143665092106,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600061_20190620_865f5c3dc2,SH600061,close_below_breakout_reference,2019-06-26,2019-06-27,5,-0.45608275666527287,0.45608275666527287,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600061_20241008_a5dc9d81fb,SH600061,close_below_seed_day_low|close_below_breakout_reference,2024-10-09,2024-10-10,2,-0.6761597362605114,0.6761597362605114,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600066_20240415_52c857abee,SH600066,natural_exit_h20,2024-05-17,2024-05-20,22,0.5156312445622775,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600085_20210526_5b7ad16d97,SH600085,close_below_seed_day_low|close_below_breakout_reference,2021-06-09,2021-06-10,11,-0.31433534741977925,0.31433534741977925,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600085_20220106_6c20500324,SH600085,close_below_breakout_reference,2022-01-13,2022-01-14,6,-0.609772446821575,0.609772446821575,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600085_20220331_947b6d28b8,SH600085,close_below_breakout_reference,2022-04-01,2022-04-06,2,-0.0076869414374953725,0.0076869414374953725,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600085_20220613_a94dbac519,SH600085,natural_exit_h20,2022-07-12,2022-07-13,22,-0.12420949951519829,0.12420949951519829,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600085_20221027_998b1455c8,SH600085,close_below_seed_day_low|close_below_breakout_reference,2022-10-28,2022-10-31,2,-0.2734206310328958,0.2734206310328958,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600089_20211029_e3c3fe34d8,SH600089,close_below_seed_day_low|close_below_breakout_reference,2021-11-01,2021-11-02,2,-0.35279092082905095,0.35279092082905095,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600089_20220613_915ee8bd2e,SH600089,natural_exit_h20,2022-07-12,2022-07-13,22,0.18999685904646285,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600089_20220829_5062a0a8d4,SH600089,close_below_seed_day_low|close_below_breakout_reference,2022-08-31,2022-09-01,3,-0.6240705787750492,0.6240705787750492,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600089_20251103_20c5def793,SH600089,natural_exit_h20,2025-12-02,2025-12-03,22,-0.13241049108113367,0.13241049108113367,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600096_20220608_13923a0b2f,SH600096,natural_exit_h20,2022-07-07,2022-07-08,22,0.4644169664142418,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600104_20241125_1b4153a2e0,SH600104,close_below_seed_day_low|close_below_breakout_reference,2024-11-27,2024-11-28,3,-0.7158585128600836,0.7158585128600836,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600111_20250409_9131e2501f,SH600111,close_below_breakout_reference,2025-04-15,2025-04-16,5,-0.2929641280649601,0.2929641280649601,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600111_20250711_d7b1d1d593,SH600111,natural_exit_h20,2025-08-11,2025-08-12,22,0.5595445461034769,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600111_20251013_a974462957,SH600111,close_below_seed_day_low|close_below_breakout_reference,2025-10-16,2025-10-17,4,-0.33067153269951277,0.33067153269951277,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600115_20221207_857c0b4888,SH600115,natural_exit_h20,2023-01-06,2023-01-09,22,-0.41166537164607003,0.41166537164607003,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600118_20251205_b0a1b90f40,SH600118,natural_exit_h20,2026-01-07,2026-01-08,22,3.327430806504175,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600141_20210914_9d90bf4283,SH600141,close_below_seed_day_low,2021-09-28,2021-09-29,9,-0.43437811682905564,0.43437811682905564,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600150_20230620_bb4ae24275,SH600150,natural_exit_h20,2023-07-21,2023-07-24,22,-0.226418991142309,0.226418991142309,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600150_20240628_a70db8710c,SH600150,natural_exit_h20,2024-07-29,2024-07-30,22,0.014474617100199833,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600160_20240220_9fba05f2c5,SH600160,natural_exit_h20,2024-03-20,2024-03-21,22,0.4956885830187817,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600160_20250506_795e3cda53,SH600160,natural_exit_h20,2025-06-05,2025-06-06,22,-0.1595116758599321,0.1595116758599321,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600176_20180102_81bc5d5477,SH600176,natural_exit_h20,2018-01-31,2018-02-01,22,-0.2758438292492865,0.2758438292492865,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600183_20240710_c9ea62afab,SH600183,close_below_breakout_reference,2024-07-24,2024-07-25,11,-0.3514950238232428,0.3514950238232428,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600183_20250605_f0bcbc6cb9,SH600183,close_below_breakout_reference,2025-06-10,2025-06-11,4,-0.3674132701892542,0.3674132701892542,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600183_20251027_52309e4b07,SH600183,close_below_breakout_reference,2025-11-10,2025-11-11,11,-0.4846051283472618,0.4846051283472618,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600183_20251209_e119c2ced5,SH600183,close_below_seed_day_low|close_below_breakout_reference,2025-12-15,2025-12-16,5,-0.3350774973641791,0.3350774973641791,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600188_20210714_7f0c2e7302,SH600188,natural_exit_h20,2021-08-12,2021-08-13,22,0.4100198655089476,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600188_20210827_6981e8076c,SH600188,natural_exit_h20,2021-09-29,2021-09-30,22,1.105625269363295,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600188_20220608_5e1bcbed11,SH600188,close_below_breakout_reference,2022-06-16,2022-06-17,7,-0.397974257183918,0.397974257183918,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600188_20240104_99326b4ab7,SH600188,natural_exit_h20,2024-02-02,2024-02-05,22,0.2804779133041439,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600188_20240219_0d51ddf277,SH600188,natural_exit_h20,2024-03-19,2024-03-20,22,-0.26885555101826253,0.26885555101826253,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600196_20180308_d3ab483aa3,SH600196,natural_exit_h20,2018-04-10,2018-04-11,22,0.28633912427206815,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600196_20200724_31c404a9ce,SH600196,natural_exit_h20,2020-08-24,2020-08-25,22,1.2514167182204694,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600233_20220111_228236e77d,SH600233,close_below_seed_day_low,2022-01-13,2022-01-14,3,-0.5722152419946528,0.5722152419946528,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600236_20221013_6fad11be2b,SH600236,close_below_breakout_reference,2022-10-20,2022-10-21,6,-0.2947369638355032,0.2947369638355032,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600236_20240701_c94aee6487,SH600236,natural_exit_h20,2024-07-30,2024-07-31,22,-0.4358176492493777,0.4358176492493777,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600256_20210910_2e4d87e6a3,SH600256,close_below_breakout_reference,2021-09-24,2021-09-27,9,-0.04880127851316138,0.04880127851316138,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600256_20220303_836a8c4c6b,SH600256,close_below_seed_day_low,2022-03-08,2022-03-09,4,-0.27971333309080665,0.27971333309080665,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600256_20220812_8525304737,SH600256,natural_exit_h20,2022-09-13,2022-09-14,22,1.9509051667642507,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600256_20240104_9f59d44bdd,SH600256,close_below_seed_day_low|close_below_breakout_reference,2024-01-17,2024-01-18,10,-0.4420435632016962,0.4420435632016962,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600256_20240222_167f875cdb,SH600256,close_below_breakout_reference,2024-02-28,2024-02-29,5,-0.4455081982969124,0.4455081982969124,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600271_20180723_d39696649d,SH600271,close_below_seed_day_low|close_below_breakout_reference,2018-08-03,2018-08-06,10,-0.4268725593679142,0.4268725593679142,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600276_20180319_bc462f362b,SH600276,natural_exit_h20,2018-04-19,2018-04-20,22,-0.2979231294386625,0.2979231294386625,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600276_20180510_b742574cb7,SH600276,natural_exit_h20,2018-06-08,2018-06-11,22,0.7606290783446534,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600276_20250728_89e47b9a68,SH600276,natural_exit_h20,2025-08-26,2025-08-27,22,0.09708315619817356,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600298_20200714_5a8c14fc6d,SH600298,close_below_seed_day_low|close_below_breakout_reference,2020-07-16,2020-07-17,3,-0.4049604494102534,0.4049604494102534,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600309_20210105_d1cb5f16bd,SH600309,natural_exit_h20,2021-02-03,2021-02-04,22,1.7163701154716193,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600340_20190201_55fd806a32,SH600340,natural_exit_h20,2019-03-11,2019-03-12,22,0.6094394223426914,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600346_20180507_1382be0214,SH600346,natural_exit_h20,2018-06-05,2018-06-06,22,-0.10248373874602698,0.10248373874602698,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600346_20190904_153ad1d12e,SH600346,natural_exit_h20,2019-10-11,2019-10-14,22,0.009208121266668432,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600346_20201116_62e4d3e185,SH600346,natural_exit_h20,2020-12-15,2020-12-16,22,-0.11949541537811115,0.11949541537811115,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600346_20210105_ee13991d69,SH600346,natural_exit_h20,2021-02-03,2021-02-04,22,0.9318881283016428,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600346_20210209_36f358ada2,SH600346,close_below_seed_day_low|close_below_breakout_reference,2021-02-23,2021-02-24,6,-0.5349435332236576,0.5349435332236576,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600352_20190911_f6d03585a8,SH600352,close_below_breakout_reference,2019-09-20,2019-09-23,7,-0.34165285477418234,0.34165285477418234,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600362_20210222_198c3815cb,SH600362,close_below_seed_day_low,2021-02-26,2021-03-01,5,-0.45246258686198504,0.45246258686198504,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600362_20210426_75b2272636,SH600362,natural_exit_h20,2021-05-28,2021-05-31,22,-0.5433557939648349,0.5433557939648349,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600362_20240403_1636894f65,SH600362,natural_exit_h20,2024-05-09,2024-05-10,22,0.11605214246773221,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600362_20240520_68531e6044,SH600362,close_below_seed_day_low|close_below_breakout_reference,2024-05-21,2024-05-22,2,-0.41884464281939754,0.41884464281939754,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600362_20251201_654bda8dba,SH600362,natural_exit_h20,2025-12-30,2025-12-31,22,0.560645505372939,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600377_20240205_50ca496a6c,SH600377,natural_exit_h20,2024-03-13,2024-03-14,22,-0.4171275424293928,0.4171275424293928,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600406_20211125_3e10d7d89d,SH600406,natural_exit_h20,2021-12-24,2021-12-27,22,-0.03476570372804893,0.03476570372804893,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600415_20230614_de82e34430,SH600415,close_below_seed_day_low|close_below_breakout_reference,2023-06-19,2023-06-20,4,-0.6507764533640256,0.6507764533640256,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600415_20250327_156c961a28,SH600415,close_below_seed_day_low|close_below_breakout_reference,2025-04-07,2025-04-08,7,-0.4879823020083607,0.4879823020083607,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600415_20250603_b6093db419,SH600415,natural_exit_h20,2025-07-02,2025-07-03,22,0.10581259068952056,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600415_20250825_cf686c1357,SH600415,close_below_breakout_reference,2025-08-27,2025-08-28,3,-0.35829173378564994,0.35829173378564994,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600418_20241008_29da0bf057,SH600418,natural_exit_h20,2024-11-06,2024-11-07,22,1.7098826715440736,0.0,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600418_20250611_8a7f46e810,SH600418,natural_exit_h20,2025-07-10,2025-07-11,22,-0.5421731523805666,0.5421731523805666,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600418_20250822_957033da28,SH600418,close_below_breakout_reference,2025-08-27,2025-08-28,4,-0.6364040012268218,0.6364040012268218,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600426_20201106_5601e0cd2f,SH600426,natural_exit_h20,2020-12-07,2020-12-08,22,0.2229106341419686,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600426_20210105_ac90f24944,SH600426,natural_exit_h20,2021-02-03,2021-02-04,22,0.4627430883786691,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600426_20210218_e4f448d80c,SH600426,close_below_seed_day_low|close_below_breakout_reference,2021-02-19,2021-02-22,2,-0.24591693981095356,0.24591693981095356,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600436_20180412_bf4a362d63,SH600436,close_below_breakout_reference,2018-04-17,2018-04-18,4,-0.4376844910180145,0.4376844910180145,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600436_20200831_d58db1e750,SH600436,close_below_seed_day_low|close_below_breakout_reference,2020-09-09,2020-09-10,8,-0.3807626754655676,0.3807626754655676,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600436_20210603_976f81f2ea,SH600436,close_below_seed_day_low|close_below_breakout_reference,2021-06-08,2021-06-09,4,-0.7375771788111701,0.7375771788111701,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600438_20190401_4ef88fceb8,SH600438,close_below_breakout_reference,2019-04-11,2019-04-12,8,-0.338711402460884,0.338711402460884,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600438_20200928_2a97dddcea,SH600438,natural_exit_h20,2020-11-04,2020-11-05,22,0.5937240920728857,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600438_20201221_88645646da,SH600438,natural_exit_h20,2021-01-20,2021-01-21,22,0.5482102240513473,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600438_20220818_e922e329ba,SH600438,close_below_breakout_reference,2022-08-30,2022-08-31,9,-0.4028385343030717,0.4028385343030717,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600460_20210607_b84471d565,SH600460,natural_exit_h20,2021-07-07,2021-07-08,22,1.607580609772356,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600482_20230628_f708ef1bb0,SH600482,close_below_seed_day_low,2023-07-04,2023-07-05,5,-0.41100439117294707,0.41100439117294707,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600489_20240520_5b0aa3ec18,SH600489,close_below_seed_day_low,2024-05-21,2024-05-22,2,-0.36314093092227906,0.36314093092227906,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600489_20240705_09350ad8cb,SH600489,natural_exit_h20,2024-08-05,2024-08-06,22,-0.1404460483514297,0.1404460483514297,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600516_20180104_5735923af8,SH600516,natural_exit_h20,2018-02-02,2018-02-05,22,-0.5873866262988607,0.5873866262988607,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600519_20171228_3af9f2c117,SH600519,natural_exit_h20,2018-01-29,2018-01-30,22,0.08301905931781092,0.0,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600521_20200828_6aeb952d97,SH600521,close_below_breakout_reference,2020-09-04,2020-09-07,6,-0.4042102677003787,0.4042102677003787,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600522_20220301_a4d11c9ce4,SH600522,close_below_seed_day_low|close_below_breakout_reference,2022-03-03,2022-03-04,3,-0.7861268362168919,0.7861268362168919,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600522_20220617_78ab013841,SH600522,natural_exit_h20,2022-07-18,2022-07-19,22,1.350523505586451,0.0,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600536_20230120_a11cc0ee3d,SH600536,natural_exit_h20,2023-02-27,2023-02-28,22,-0.3553467552605111,0.3553467552605111,report_only
train,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600547_20190807_8f5ae06d4b,SH600547,close_below_seed_day_low,2019-08-08,2019-08-09,2,-0.34851573490749105,0.34851573490749105,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600547_20220309_b9b66dc550,SH600547,close_below_seed_day_low|close_below_breakout_reference,2022-03-11,2022-03-14,3,-0.10484220023611147,0.10484220023611147,report_only
validation,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600547_20230413_c5d54e7730,SH600547,close_below_breakout_reference,2023-04-20,2023-04-21,6,-0.380683459504207,0.380683459504207,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600547_20240821_b9dc4b0b4e,SH600547,close_below_breakout_reference,2024-08-26,2024-08-27,4,-0.18335614922828605,0.18335614922828605,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600547_20250613_ee28641ded,SH600547,natural_exit_h20,2025-07-14,2025-07-15,22,-0.21854415883720116,0.21854415883720116,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600549_20250901_b449512a79,SH600549,close_below_seed_day_low|close_below_breakout_reference,2025-09-03,2025-09-04,3,-0.32774792809728376,0.32774792809728376,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600549_20251027_9ad8df28ea,SH600549,natural_exit_h20,2025-11-25,2025-11-26,22,-0.3771204801002133,0.3771204801002133,report_only
robustness,ep4_trend_ma60_high20_vol15_rps90_seed_v0_SH600549_20251212_94cc30d77f,SH600549,natural_exit_h20,2026-01-14,2026-01-15,22,3.08229279942298,0.0,report_only
