split,baseline_id,replicate_stat,industry,liquidity_bucket,volatility_bucket,sampled_random_event_count,eligible_random_event_count,bucket_random_eligible_rate,random_replicate_count,random_excluded_candidate_seed_day_count,random_capacity_shortfall,random_sampling_replacement_policy,random_baseline_reliability_status,failed_seed_average_loss_r,p05_return_r,p50_return_r,p95_return_r,audit_only_status
robustness,matched_random_same_density_no_fail_fast_h20,mean,all,all,all,971.0,176.33,0.1815962924819774,100,0,True,without_replacement_within_replicate,failed,,-1.236316176836054,-0.009533258645952003,2.00416937499614,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p05,all,all,all,971.0,159.9,0.16467559217301753,100,0,True,without_replacement_within_replicate,failed,,-1.4765675128550908,-0.12305187909286856,1.417751301884048,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,all,all,all,971.0,176.0,0.18125643666323377,100,0,True,without_replacement_within_replicate,failed,,-1.2186665559248824,-0.017342809091608055,2.0672411285632,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p95,all,all,all,971.0,193.05,0.19881565396498455,100,0,True,without_replacement_within_replicate,failed,,-1.002057781668047,0.10810750692655925,2.5399913398055167,report_only
robustness,matched_random_same_density_same_fail_fast_h20,mean,all,all,all,971.0,176.57,0.18184346035015453,100,0,True,without_replacement_within_replicate,failed,,-0.5525280478746426,-0.10982380064181947,0.8035941119421889,report_only
robustness,matched_random_same_density_same_fail_fast_h20,p05,all,all,all,971.0,159.9,0.16467559217301753,100,0,True,without_replacement_within_replicate,failed,,-0.6332443915060851,-0.1414138914244337,0.39021259635177014,report_only
robustness,matched_random_same_density_same_fail_fast_h20,p50,all,all,all,971.0,176.0,0.18125643666323377,100,0,True,without_replacement_within_replicate,failed,,-0.5501348551584766,-0.10671404229694924,0.7410418430255523,report_only
robustness,matched_random_same_density_same_fail_fast_h20,p95,all,all,all,971.0,193.05,0.19881565396498455,100,0,True,without_replacement_within_replicate,failed,,-0.47056895163359563,-0.08352542850334935,1.3186132074432964,report_only
train,matched_random_same_density_no_fail_fast_h20,mean,all,all,all,2064.0,541.77,0.2624854651162791,100,0,True,without_replacement_within_replicate,failed,,-1.5957581322701524,-0.10945965480565258,1.94410853637655,report_only
train,matched_random_same_density_no_fail_fast_h20,p05,all,all,all,2064.0,504.7,0.2445251937984496,100,0,True,without_replacement_within_replicate,failed,,-1.7890333526096038,-0.16763549557556412,1.6852490067511177,report_only
train,matched_random_same_density_no_fail_fast_h20,p50,all,all,all,2064.0,542.5,0.26283914728682173,100,0,True,without_replacement_within_replicate,failed,,-1.5949485688274678,-0.10614011581148546,1.9338641883229581,report_only
train,matched_random_same_density_no_fail_fast_h20,p95,all,all,all,2064.0,576.1,0.27911821705426354,100,0,True,without_replacement_within_replicate,failed,,-1.4316312163476357,-0.05222439692163216,2.238903447527583,report_only
train,matched_random_same_density_same_fail_fast_h20,mean,all,all,all,2064.0,543.67,0.263406007751938,100,0,True,without_replacement_within_replicate,failed,,-0.6081935634166584,-0.11943496486420513,0.731766182167503,report_only
train,matched_random_same_density_same_fail_fast_h20,p05,all,all,all,2064.0,506.75,0.24551841085271317,100,0,True,without_replacement_within_replicate,failed,,-0.6633577299864017,-0.13463677645381766,0.469991880164534,report_only
train,matched_random_same_density_same_fail_fast_h20,p50,all,all,all,2064.0,544.0,0.26356589147286824,100,0,True,without_replacement_within_replicate,failed,,-0.6035118517996068,-0.11988693846144254,0.7028803165142419,report_only
train,matched_random_same_density_same_fail_fast_h20,p95,all,all,all,2064.0,578.1,0.28008720930232556,100,0,True,without_replacement_within_replicate,failed,,-0.5558814937792873,-0.10412432719601203,0.9920766387389032,report_only
validation,matched_random_same_density_no_fail_fast_h20,mean,all,all,all,1029.0,224.82,0.21848396501457723,100,0,True,without_replacement_within_replicate,failed,,-1.673823188102242,-0.2169434640845435,1.3775931459314419,report_only
validation,matched_random_same_density_no_fail_fast_h20,p05,all,all,all,1029.0,202.0,0.19630709426627793,100,0,True,without_replacement_within_replicate,failed,,-1.873344507799593,-0.3103514562041296,0.9750987520442512,report_only
validation,matched_random_same_density_no_fail_fast_h20,p50,all,all,all,1029.0,226.0,0.2196307094266278,100,0,True,without_replacement_within_replicate,failed,,-1.6691801311377905,-0.21891931645606083,1.3850947568865208,report_only
validation,matched_random_same_density_no_fail_fast_h20,p95,all,all,all,1029.0,244.05,0.2371720116618076,100,0,True,without_replacement_within_replicate,failed,,-1.47067287073853,-0.12053542928138908,1.7620071372730934,report_only
validation,matched_random_same_density_same_fail_fast_h20,mean,all,all,all,1029.0,224.82,0.21848396501457723,100,0,True,without_replacement_within_replicate,failed,,-0.5640145820996533,-0.11731784960998869,0.3681966369836857,report_only
validation,matched_random_same_density_same_fail_fast_h20,p05,all,all,all,1029.0,202.0,0.19630709426627793,100,0,True,without_replacement_within_replicate,failed,,-0.6287864299946737,-0.14513001701407074,0.18623344060263092,report_only
validation,matched_random_same_density_same_fail_fast_h20,p50,all,all,all,1029.0,226.0,0.2196307094266278,100,0,True,without_replacement_within_replicate,failed,,-0.56377740430324,-0.11567519561255733,0.3594122401726698,report_only
validation,matched_random_same_density_same_fail_fast_h20,p95,all,all,all,1029.0,244.05,0.2371720116618076,100,0,True,without_replacement_within_replicate,failed,,-0.4888178547185304,-0.0908567051907568,0.5927678661973189,report_only
