split,error_type,seed_episode_id,instrument,episode_start_signal_date,exit_trigger_type,exit_signal_date,h20_after_cost_return,return_r,loss_r,captured_reference_event_id,price_structure_component,initial_risk_pct,audit_only_status
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600000_20170825_960ab753b6,SH600000,,natural_exit_h20,2017-09-25,-0.005723102002695768,-0.07101144991467143,0.07101144991467143,,,0.020148518336031533,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600000_20200702_961f62ac3c,SH600000,,natural_exit_h20,2020-07-31,-0.02145156447901153,-0.17511886268348775,0.17511886268348775,,,0.03062429162440283,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600009_20171030_f8c4fa323f,SH600009,,natural_exit_h20,2017-11-28,-0.018191571993913747,-0.07267781565724193,0.07267781565724193,,,0.06257608263747075,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600009_20180226_3eec03a0eb,SH600009,,natural_exit_h20,2018-03-27,-0.029710646584505618,-0.2261149702051085,0.2261149702051085,,,0.03284904860296859,report_only
train,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600009_20181102_04b5b36c10,SH600009,,close_below_seed_day_low,2018-11-07,-0.07197643017788458,-0.2743099253953304,0.2743099253953304,,,0.05057470021193493,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600009_20200417_ef622b8578,SH600009,,natural_exit_h20,2020-05-21,-0.016247147806998985,-0.18492479307493104,0.18492479307493104,,,0.021964534253143226,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600009_20200529_2d6c8ec7ea,SH600009,,natural_exit_h20,2020-07-01,-0.008281395365330013,-0.04498827827266605,0.04498827827266605,,,0.04601973938154474,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600009_20230728_9cec325de7,SH600009,,natural_exit_h20,2023-08-28,-0.18484403603578325,-0.9697987504838439,0.9697987504838439,,,0.047650101617361953,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600010_20190226_a1f341ee79,SH600010,,natural_exit_h20,2019-03-27,-0.0053154875148547776,-0.02906905675300485,0.02906905675300485,,,0.045714310237339566,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600010_20230120_11ba064ffc,SH600010,,natural_exit_h20,2023-02-27,-0.0012229413440856263,-0.006896036836309852,0.006896036836309852,,,0.04433493371317446,report_only
robustness,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600010_20250206_62cc8f91a9,SH600010,,close_below_seed_day_low|close_below_breakout_reference,2025-02-18,-0.010967098703888234,-0.49760667964040545,0.49760667964040545,,,0.026881758677971553,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600011_20221116_99106fb2cf,SH600011,,natural_exit_h20,2022-12-15,-0.0502953558446686,-0.12373385360371474,0.12373385360371474,,,0.10162003845315991,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600011_20230801_301839616f,SH600011,,natural_exit_h20,2023-08-30,-0.0970212678187572,-1.071060766153078,1.071060766153078,,,0.022646069878749238,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600018_20200731_0f4c92ba21,SH600018,,natural_exit_h20,2020-08-31,-0.026542405364275767,-0.31602081050318687,0.31602081050318687,,,0.020997355618775068,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600019_20190904_596a95cdf8,SH600019,,natural_exit_h20,2019-10-11,-0.0357491677002062,-0.23079231029213645,0.23079231029213645,,,0.03872439213307732,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600019_20220401_02db5092dc,SH600019,,natural_exit_h20,2022-05-09,-0.13741088714294591,-1.5088759233066298,1.5088759233066298,,,0.022767095196571316,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600019_20240702_5d8bb40608,SH600019,,natural_exit_h20,2024-07-31,-0.03773795908119959,-0.28517855327885483,0.28517855327885483,,,0.03308274644718677,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600019_20250428_94927216e1,SH600019,,natural_exit_h20,2025-05-30,-0.039014239238381876,-0.32674455592761975,0.32674455592761975,,,0.02985071865055365,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600023_20180718_e8e8a40305,SH600023,,natural_exit_h20,2018-08-16,-0.05895253978956749,-0.4556535393848248,0.4556535393848248,,,0.032345046561669956,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600023_20240701_20f94d641b,SH600023,,natural_exit_h20,2024-07-30,-0.0944854577435228,-0.5694431802437888,0.5694431802437888,,,0.04148151256419994,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600023_20240923_4599cd0a12,SH600023,,natural_exit_h20,2024-10-29,-0.021601851086722967,-0.13697550269345493,0.13697550269345493,,,0.039426486236496874,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600025_20180718_866916a1fa,SH600025,,natural_exit_h20,2018-08-16,-0.03538773724644606,-0.35829976740947117,0.35829976740947117,,,0.0246914319134935,report_only
validation,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600026_20220601_676c03cd05,SH600026,,close_below_seed_day_low|close_below_breakout_reference|t10_close_below_entry_price,2022-06-16,-0.10812160475957677,-0.4062189166795446,0.4062189166795446,,,0.07072693963110604,report_only
robustness,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600026_20250822_9b66c6de94,SH600026,,close_below_seed_day_low,2025-08-29,0.09994391635893152,-0.266054287345204,0.266054287345204,,,0.036144610259644244,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600027_20230303_c1da817448,SH600027,,natural_exit_h20,2023-04-03,-0.1122646451360787,-0.6279809442362493,0.6279809442362493,,,0.04469269576030488,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600028_20230529_4adbadc6cd,SH600028,,natural_exit_h20,2023-06-29,-0.012730121012130335,-0.1115872435146528,0.1115872435146528,,,0.028520556228406862,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600028_20240329_ab866438a4,SH600028,,natural_exit_h20,2024-05-06,-0.02456212033968974,-0.2382524228454585,0.2382524228454585,,,0.025773211502262312,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600029_20180426_3073aca1db,SH600029,,natural_exit_h20,2018-05-29,-0.04172416651333011,-0.3462428150592318,0.3462428150592318,,,0.030126377139546093,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600029_20190329_bf54228d0d,SH600029,,natural_exit_h20,2019-04-30,-0.06675279439434012,-0.4176956181126201,0.4176956181126201,,,0.039953013330595956,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600029_20250506_456cf0643f,SH600029,,natural_exit_h20,2025-06-05,-0.007631409035384729,-0.04918940273582571,0.04918940273582571,,,0.03878583907782746,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600030_20201231_a68d7bc7a7,SH600030,,natural_exit_h20,2021-02-01,-0.04420180345135727,-0.47885153954389387,0.47885153954389387,,,0.02307698722941326,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600030_20210514_ec3bcb0def,SH600030,,natural_exit_h20,2021-06-15,-0.029832754220643243,-0.17572844509743998,0.17572844509743998,,,0.04244155549788941,report_only
robustness,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600030_20240426_83db59517f,SH600030,,t10_close_below_entry_price,2024-05-15,-0.038153268914392746,-0.1818844746735131,0.1818844746735131,,,0.04123144463881435,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600031_20180612_c4680f72b2,SH600031,,natural_exit_h20,2018-07-12,-0.046907727325054105,-0.22341315723615726,0.22341315723615726,,,0.05248988903042831,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600031_20230901_9746df29eb,SH600031,,natural_exit_h20,2023-10-10,-0.05987179857073344,-0.4424184686444717,0.4424184686444717,,,0.033832108520568185,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600031_20241031_373be97c69,SH600031,,natural_exit_h20,2024-11-29,-0.04578829163857645,-0.5448175775580122,0.5448175775580122,,,0.021010836252663357,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600036_20190329_f8891185cb,SH600036,,natural_exit_h20,2019-04-30,-0.039998599979833904,-0.20329936592700185,0.20329936592700185,,,0.049186823330029585,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600036_20230104_5e7e7c5fe1,SH600036,,natural_exit_h20,2023-02-09,-0.02858506152730611,-0.19718811386665905,0.19718811386665905,,,0.03624085266447103,report_only
validation,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600039_20221227_eecf21c213,SH600039,,t10_close_below_entry_price,2023-01-11,0.11591044856754262,-0.31606907260999895,0.31606907260999895,,,0.023183867603468692,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600039_20230530_bbe14be5f7,SH600039,,natural_exit_h20,2023-06-30,-0.0029355439265126293,-0.03329532131011031,0.03329532131011031,,,0.022041714954266226,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600048_20200226_0eafc99514,SH600048,,natural_exit_h20,2020-03-26,-0.05469437840560343,-0.5487090456322692,0.5487090456322692,,,0.02491957205780156,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600048_20221111_9f418a1f78,SH600048,,natural_exit_h20,2022-12-12,-0.06437490304152638,-0.13873903342561414,0.13873903342561414,,,0.11599998474121094,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600048_20230725_83faae1aab,SH600048,,natural_exit_h20,2023-08-23,-0.008643627922760189,-0.04599127598052857,0.04599127598052857,,,0.04698514956629851,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600048_20240125_545ef577e5,SH600048,,natural_exit_h20,2024-03-04,-0.06773283133053942,-0.23244649069606083,0.23244649069606083,,,0.07284776716537375,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600050_20171027_d9d3be3964,SH600050,,natural_exit_h20,2017-11-27,-0.05084745885398545,-0.6062598346566643,0.6062598346566643,,,0.020967684129520665,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600050_20210219_d2121dd589,SH600050,,natural_exit_h20,2021-03-22,-0.016131756551316045,-0.0858120628934064,0.0858120628934064,,,0.04699734514993105,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600061_20190225_ca652ac65b,SH600061,,natural_exit_h20,2019-03-26,-0.03894712120823651,-0.10697297087230989,0.10697297087230989,,,0.09102093942666696,report_only
train,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600061_20200220_0f8214e80d,SH600061,,close_below_seed_day_low|close_below_breakout_reference,2020-02-28,-0.16659605165039038,-0.5625109705545717,0.5625109705545717,,,0.04446982017857306,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600061_20241031_789473d508,SH600061,,natural_exit_h20,2024-11-29,-0.04016832941972259,-0.30087652217603744,0.30087652217603744,,,0.03337609156840495,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600061_20250710_f5d8bbb5db,SH600061,,natural_exit_h20,2025-08-08,-0.019934974758729518,-0.2404658558180915,0.2404658558180915,,,0.020725369399023953,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600085_20220323_1d2c4ac70b,SH600085,,natural_exit_h20,2022-04-25,-0.19740832735622849,-1.5408382492392463,1.5408382492392463,,,0.03202937223516069,report_only
validation,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600085_20230116_7abbbda32c,SH600085,,close_below_seed_day_low|close_below_breakout_reference,2023-01-18,0.012519210775538081,-0.37174842137383235,0.37174842137383235,,,0.02726468505387673,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600085_20230804_7dc03c1e94,SH600085,,natural_exit_h20,2023-09-04,-0.008580841128541183,-0.046606432914319915,0.046606432914319915,,,0.04602820143045481,report_only
train,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600089_20210713_3260b1db62,SH600089,,t10_close_below_entry_price,2021-07-27,0.08268041383748059,-0.1556700068494004,0.1556700068494004,,,0.1004830843982389,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600089_20240304_ba7f6c511e,SH600089,,natural_exit_h20,2024-04-02,-0.0407416523868388,-0.232288196530959,0.232288196530959,,,0.04384817329860411,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600104_20190404_5020e77ae5,SH600104,,natural_exit_h20,2019-05-09,-0.11313095344375534,-0.6370615365342025,0.6370615365342025,,,0.044395614456344434,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600104_20200217_ad30fa9004,SH600104,,natural_exit_h20,2020-03-17,-0.09694728570131084,-0.5287533612959816,0.5287533612959816,,,0.04583766874960934,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600104_20210615_b166ca32e2,SH600104,,natural_exit_h20,2021-07-14,-0.01474613813702752,-0.10720222461941631,0.10720222461941631,,,0.034388601051373896,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600104_20250430_32d22bf17a,SH600104,,natural_exit_h20,2025-06-04,-0.06225035130218681,-0.45020311738289776,0.45020311738289776,,,0.034567925508855867,report_only
train,false_reject_winner,ep4_post30_profile_high5_volume_rps_seed_v0_SH600111_20201125_ac41297965,SH600111,,close_below_seed_day_low|close_below_breakout_reference,2020-11-30,-0.13291239458839077,-0.383328822974067,0.383328822974067,,,0.04229391832651006,report_only
validation,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600111_20221101_72efbf43a2,SH600111,,natural_exit_h20,2022-11-30,-0.02371913991182084,-0.2843056536057321,0.2843056536057321,,,0.020857077243277355,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600143_20250912_c1f5addddb,SH600143,,natural_exit_h20,2025-10-21,-0.0028436327382023174,-0.02233631446350823,0.02233631446350823,,,0.031827461316951806,report_only
train,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600150_20210218_9a191c4864,SH600150,,natural_exit_h20,2021-03-19,-0.02677060109539342,-0.2872100017569532,0.2872100017569532,,,0.02330228833573805,report_only
robustness,missed_failure,ep4_post30_profile_high5_volume_rps_seed_v0_SH600150_20240329_69da4eca15,SH600150,,natural_exit_h20,2024-05-06,-0.010967098703888234,-0.05594456386869993,0.05594456386869993,,,0.049008777374811865,report_only
