split,population,probe_r_budget,initial_risk_pct_p01,initial_risk_pct_p05,initial_risk_pct_p25,initial_risk_pct_median,initial_risk_pct_p75,initial_risk_pct_p95,initial_risk_pct_p99,return_r_p01,return_r_p99,loss_r_top1_share,loss_r_top5_share,near_risk_floor_extreme_loss_share,risk_distance_ineligible_count,initial_risk_pct_quintile,quintile_failed_seed_count,quintile_failed_seed_average_loss_r,quintile_baseline_failed_seed_average_loss_r,quintile_loss_r_diff_vs_same_seed_no_fail_fast,risk_pct_quintile_cost_control_status,audit_only_status
train,candidate,0.1,0.020220728936654858,0.021201347128738047,0.027138117129678507,0.036486173172010423,0.051439843976129496,0.08536665056225927,0.10889303528890333,-0.3928353845065559,1.0364982922400123,0.004154505389285457,0.015384356914673951,0.05125289806696891,0,all,1739,0.10621656443163746,,,report_only,report_only
train,candidate,0.25,0.020220728936654858,0.021201347128738047,0.027138117129678507,0.036486173172010423,0.051439843976129496,0.08536665056225927,0.10889303528890333,-0.9820884612663897,2.5912457306000305,0.004154505389285457,0.015384356914673953,0.05125289806696892,0,all,1739,0.2655414110790936,,,report_only,report_only
train,candidate,0.5,0.020220728936654858,0.021201347128738047,0.027138117129678507,0.036486173172010423,0.051439843976129496,0.08536665056225927,0.10889303528890333,-1.9641769225327794,5.182491461200061,0.004154505389285457,0.015384356914673953,0.05125289806696892,0,all,1739,0.5310828221581873,,,report_only,report_only
train,ep2_bridge,0.1,0.020561068707512592,0.02201368115571912,0.029439622390462016,0.041023399956756704,0.06045450841806383,0.08807607718058852,0.10683479026974027,-0.5331730402679101,0.9232180103328192,0.014475686085257546,0.049754561211573345,0.06536253374081472,0,all,683,0.09483515121795869,,,report_only,report_only
train,ep2_bridge,0.25,0.020561068707512592,0.02201368115571912,0.029439622390462016,0.041023399956756704,0.06045450841806383,0.08807607718058852,0.10683479026974027,-1.3329326006697753,2.308045025832048,0.014475686085257546,0.049754561211573345,0.0653625337408147,0,all,683,0.2370878780448967,,,report_only,report_only
train,ep2_bridge,0.5,0.020561068707512592,0.02201368115571912,0.029439622390462016,0.041023399956756704,0.06045450841806383,0.08807607718058852,0.10683479026974027,-2.6658652013395505,4.616090051664096,0.014475686085257546,0.049754561211573345,0.0653625337408147,0,all,683,0.4741757560897934,,,report_only,report_only
train,matched_delay,0.1,0.0014977822071802949,0.005470971933382985,0.02123142319313335,0.039856289003753334,0.06418254406083393,0.12435260548674333,0.18097638862135326,-2.9901143652087363,2.4849297758217563,0.036524831766516365,0.10132312202759239,0.7121036058918823,2442,all,6852,0.2475710936073785,,,report_only,report_only
train,matched_delay,0.25,0.0014977822071802949,0.005470971933382985,0.02123142319313335,0.039856289003753334,0.06418254406083393,0.12435260548674333,0.18097638862135326,-7.475285913021841,6.21232443955439,0.036524831766516365,0.10132312202759239,0.7121036058918823,2442,all,6852,0.6189277340184463,,,report_only,report_only
train,matched_delay,0.5,0.0014977822071802949,0.005470971933382985,0.02123142319313335,0.039856289003753334,0.06418254406083393,0.12435260548674333,0.18097638862135326,-14.950571826043682,12.42464887910878,0.036524831766516365,0.10132312202759239,0.7121036058918823,2442,all,6852,1.2378554680368925,,,report_only,report_only
train,matched_random,0.1,0.0006544028391533993,0.00179126772572207,0.005692609120757544,0.011639957700868332,0.02188296760933694,0.05581882457705623,0.11638684489791801,-0.8382391009938149,1.2939310072102836,0.00016091658552091123,0.0008045829276045563,0.09788675721782378,304256,all,0,0.031309689593711144,,,report_only,report_only
train,matched_random,0.25,0.0006544028391533993,0.00179126772572207,0.005692609120757544,0.011639957700868332,0.02188296760933694,0.05581882457705623,0.11638684489791801,-2.095597752484537,3.2348275180257087,0.0001609165855209112,0.000804582927604556,0.0978867572178237,304256,all,0,0.07827422398427787,,,report_only,report_only
train,matched_random,0.5,0.0006544028391533993,0.00179126772572207,0.005692609120757544,0.011639957700868332,0.02188296760933694,0.05581882457705623,0.11638684489791801,-4.191195504969074,6.469655036051417,0.0001609165855209112,0.000804582927604556,0.0978867572178237,304256,all,0,0.15654844796855574,,,report_only,report_only
validation,candidate,0.1,0.02040289865427711,0.02133157542696735,0.025658858570872117,0.03309689500102187,0.04608361102421082,0.07876802476026891,0.10298717596271265,-0.38899052376523807,1.0115097909349116,0.005505443941923715,0.024051325319857732,0.041805546150618454,0,all,905,0.1087950966616205,,,report_only,report_only
validation,candidate,0.25,0.02040289865427711,0.02133157542696735,0.025658858570872117,0.03309689500102187,0.04608361102421082,0.07876802476026891,0.10298717596271265,-0.9724763094130953,2.5287744773372784,0.005505443941923716,0.024051325319857732,0.041805546150618454,0,all,905,0.2719877416540512,,,report_only,report_only
validation,candidate,0.5,0.02040289865427711,0.02133157542696735,0.025658858570872117,0.03309689500102187,0.04608361102421082,0.07876802476026891,0.10298717596271265,-1.9449526188261905,5.057548954674557,0.005505443941923716,0.024051325319857732,0.041805546150618454,0,all,905,0.5439754833081024,,,report_only,report_only
validation,ep2_bridge,0.1,0.020637987229115848,0.02129604779061294,0.02702643239244497,0.036768792164888424,0.05198281815356602,0.07962443698724093,0.10365621671237026,-0.4071517740475919,0.9286691151105094,0.015168011184175783,0.06421409006192134,0.04257996204965618,0,all,314,0.1034214653109791,,,report_only,report_only
validation,ep2_bridge,0.25,0.020637987229115848,0.02129604779061294,0.02702643239244497,0.036768792164888424,0.05198281815356602,0.07962443698724093,0.10365621671237026,-1.0178794351189797,2.3216727877762735,0.01516801118417578,0.06421409006192132,0.04257996204965616,0,all,314,0.2585536632774478,,,report_only,report_only
validation,ep2_bridge,0.5,0.020637987229115848,0.02129604779061294,0.02702643239244497,0.036768792164888424,0.05198281815356602,0.07962443698724093,0.10365621671237026,-2.0357588702379594,4.643345575552547,0.01516801118417578,0.06421409006192132,0.04257996204965616,0,all,314,0.5171073265548956,,,report_only,report_only
validation,matched_delay,0.1,0.0013341897528170294,0.005415435045567102,0.019720385706813465,0.035087715891217355,0.05762095146336384,0.1046648807036903,0.14275775821537526,-3.5263891923726796,1.9025046462299617,0.09753719471327395,0.26168466046874517,0.7785229837169233,1202,all,3572,0.33415008090766224,,,report_only,report_only
validation,matched_delay,0.25,0.0013341897528170294,0.005415435045567102,0.019720385706813465,0.035087715891217355,0.05762095146336384,0.1046648807036903,0.14275775821537526,-8.815972980931699,4.756261615574904,0.09753719471327396,0.26168466046874517,0.7785229837169233,1202,all,3572,0.8353752022691555,,,report_only,report_only
validation,matched_delay,0.5,0.0013341897528170294,0.005415435045567102,0.019720385706813465,0.035087715891217355,0.05762095146336384,0.1046648807036903,0.14275775821537526,-17.631945961863398,9.512523231149808,0.09753719471327396,0.26168466046874517,0.7785229837169233,1202,all,3572,1.670750404538311,,,report_only,report_only
validation,matched_random,0.1,0.0005318256350507385,0.0014720587477860484,0.004980501098232997,0.0101737395923539,0.01914225603985254,0.05038904998502666,0.10468618376979467,-0.8443878830532696,0.9199789336798336,0.0002908058917675288,0.0014336451215505703,0.10265271403372356,160836,all,0,0.02811339203870959,,,report_only,report_only
validation,matched_random,0.25,0.0005318256350507385,0.0014720587477860484,0.004980501098232997,0.0101737395923539,0.01914225603985254,0.05038904998502666,0.10468618376979467,-2.1109697076331737,2.299947334199584,0.00029080589176752884,0.0014336451215505705,0.10265271403372361,160836,all,0,0.07028348009677395,,,report_only,report_only
validation,matched_random,0.5,0.0005318256350507385,0.0014720587477860484,0.004980501098232997,0.0101737395923539,0.01914225603985254,0.05038904998502666,0.10468618376979467,-4.221939415266347,4.599894668399168,0.00029080589176752884,0.0014336451215505705,0.10265271403372361,160836,all,0,0.1405669601935479,,,report_only,report_only
robustness,candidate,0.1,0.02022733028991791,0.02091042248225264,0.02530065394982035,0.03318077453632768,0.047393982659495015,0.08144025213295555,0.10039457560800716,-0.3536621662505743,1.084534662288884,0.009017946100877333,0.027325601375197947,0.08042940226116721,0,all,779,0.09768537213342364,,,report_only,report_only
