split,seed_family_id,eligible_stock_day_count,eligible_instrument_year_count,executable_seed_stock_day_count,seed_episode_count,seed_day_rate,seed_episode_rate,unique_instrument_count,unique_instrument_year_count,top1_instrument_year_seed_share,top5_instrument_seed_share,suppressed_reentry_count,next_open_buy_executable_rate,limit_up_unbuyable_reject_count,risk_distance_ineligible_count,seed_day_rate_vs_ep2,seed_episode_rate_vs_ep2,executable_seed_stock_day_count_vs_ep2,seed_episode_count_vs_ep2
train,ep4_post30_profile_high5_volume_rps_seed_v0,188042,713,15039,3706,0.0799768136905585,5.197755960729313,390,1149,0.0021586616297895305,0.03291958985429034,11705,0.9849372384937238,31,1642,13.088772845953002,3.2254134029590946,13.088772845953002,3.225413402959095
train,ep2_launch_detector_v0_bridge,188042,713,1149,1149,0.006110337052360643,1.6115007012622722,232,649,0.004351610095735422,0.04699738903394256,0,0.9965307892454467,4,378,1.0,1.0,1.0,1.0
validation,ep4_post30_profile_high5_volume_rps_seed_v0,108407,450,8366,2086,0.07717213833055062,4.635555555555555,300,548,0.003835091083413231,0.030201342281879196,6248,0.9864514608859567,8,1057,15.725563909774438,3.921052631578947,15.725563909774436,3.9210526315789473
validation,ep2_launch_detector_v0_bridge,108407,450,532,532,0.004907432176888946,1.1822222222222223,234,344,0.007518796992481203,0.046992481203007516,0,0.9925373134328358,3,193,1.0,1.0,1.0,1.0
robustness,ep4_post30_profile_high5_volume_rps_seed_v0,108990,439,8652,2067,0.07938342967244702,4.708428246013668,327,577,0.0038703434929850023,0.02902757619738752,6245,0.9793173598553345,98,1096,12.220338983050848,2.9194915254237293,12.220338983050848,2.919491525423729
robustness,ep2_launch_detector_v0_bridge,108990,439,708,708,0.006496008808147537,1.612756264236902,248,403,0.007062146892655367,0.043785310734463276,0,0.9135483870967742,66,254,1.0,1.0,1.0,1.0
