split_bucket,model_id,bucket_id,score_cutoff_source,score_cutoff_value,row_n,split_unconditional_event_rate,bucket_event_rate,bucket_lift,target_column,split_local_score_cutoff_recompute_used,bucket_lift_status
train,ridge_payoff_rank_h20_v1,score_top30_bucket,train_frozen_score_cutoff,0.030461405978477664,6074,0.30007409236848603,0.37701679288771817,1.2564123410719101,top30_yes_no,False,pass
train,ridge_payoff_rank_h20_v1,score_top20_bucket,train_frozen_score_cutoff,0.037933197709880094,4049,0.2,0.27389478883674984,1.3694739441837491,top20_yes_no,False,pass
robustness,ridge_payoff_rank_h20_v1,score_top30_bucket,train_frozen_score_cutoff,0.030461405978477664,440,0.34134615384615385,0.375,1.0985915492957745,top30_yes_no,False,pass
robustness,ridge_payoff_rank_h20_v1,score_top20_bucket,train_frozen_score_cutoff,0.037933197709880094,268,0.23477564102564102,0.30223880597014924,1.2873516377158576,top20_yes_no,False,pass
validation,ridge_payoff_rank_h20_v1,score_top30_bucket,train_frozen_score_cutoff,0.030461405978477664,200,0.3192771084337349,0.39,1.2215094339622643,top30_yes_no,False,pass
validation,ridge_payoff_rank_h20_v1,score_top20_bucket,train_frozen_score_cutoff,0.037933197709880094,131,0.2183734939759036,0.31297709923664124,1.4332192682284812,top20_yes_no,False,pass
