decision_state,next_allowed_requirement,next_allowed_requirement_scope,all_hard_gates_pass,upstream_18e_contract_gate,input_artifact_gate,matrix_contract_replay_gate,model_registry_gate,train_only_fit_gate,oos_no_tuning_gate,rank_ic_support_gate,monotonicity_support_gate,bucket_lift_gate,bootstrap_ci_gate,baseline_improvement_gate,risk_only_gate,binary_sanity_boundary_gate,search_accounting_gate,validation_stress_evaluable,validation_stress_caveat,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,blocking_reason
18C_refresh_upstream_18e_contract_blocked,none,none,False,fail,fail,fail,pass,fail,pass,fail,fail,fail,fail,fail,fail,pass,pass,False,not_evaluable_until_full_refresh_runner_scores_matrix,False,False,False,False,False,False,False,18C_refresh_upstream_18e_contract_blocked
